Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,559.50800,208.97300,350.53500,-231.64100,237.33500,113.20000,-22.13900,91.06100,21.39300,69.66800,69.66800,66.10800,120.05600,113.20000,23.61600,23.77300,2.80000,2.78000,0.12180,0.13870,20.23210,20.23210,16.27520,11.81540,0.35880,9.16820,13.80410,4.46820,8.05170,32.04640,4.8679,4.6969
2019-06-30,472.07500,191.09100,280.98400,-225.94700,231.72200,49.26200,-19.91000,29.35200,7.02700,22.32500,22.32500,19.30600,56.31100,49.26200,23.61400,23.75800,0.82000,0.81000,0.13070,0.15040,10.43520,10.43520,6.21770,4.08960,0.31960,3.18550,5.02140,1.51150,2.76910,29.55580,1.3355,1.1194
2019-03-31,398.51900,176.49400,222.02500,-206.41100,212.40100,9.62400,-16.85000,-7.22600,-2.44200,-4.78400,-4.78400,-6.76600,16.96700,9.62400,23.59500,23.59500,-0.29000,-0.29000,0.13400,0.15470,2.41490,2.41490,-1.81320,-1.69780,0.27630,-0.70470,-1.13500,-0.33170,-0.61020,28.64700,-1.69030,-1.80620
2018-12-31,469.93300,203.08000,266.85290,-227.35700,233.68000,33.17290,-13.48500,19.68800,4.82900,14.85900,14.85900,11.37200,40.96190,33.17300,23.54300,23.68500,0.48000,0.48000,0.13710,0.15890,7.05910,7.05910,4.18950,2.41990,0.34230,2.18570,3.52760,1.08230,1.88600,28.66210,1.7086,1.6192
2018-09-30,507.64000,224.96600,282.67400,-229.09900,235.32000,47.35400,-22.57900,24.77500,4.37100,20.40400,20.40400,17.55300,55.07600,47.35400,23.55600,23.69900,0.75000,0.74000,0.13590,0.15730,9.32830,9.32830,4.88040,3.45780,0.37040,3.01510,4.87320,1.48890,2.60530,28.50490,1.5336,1.4166
2018-06-30,492.86900,203.79300,289.07600,-232.23100,238.38500,50.69100,-19.37000,31.32100,5.60100,25.72000,25.72000,22.37800,58.37400,50.69100,23.54600,23.62500,0.95000,0.95000,0.13910,0.16160,10.28490,10.28490,6.35480,4.54040,0.36300,3.86050,6.23720,1.89410,3.32350,28.05800,1.5423,1.3863
2018-03-31,437.23000,195.20700,242.02300,-219.08900,225.32300,16.70000,-19.95500,-3.25500,-1.29400,-1.96100,-1.96100,-3.78000,24.52100,16.70000,23.50800,23.50800,-0.16000,-0.16000,0.14200,0.16550,3.81950,3.81950,-0.74450,-0.86450,0.32350,-0.29880,-0.48880,-0.14510,-0.25640,27.64820,-1.23050,-1.31530
2017-12-31,525.66400,231.90700,293.75700,-242.91100,249.39200,44.36510,-26.90700,17.45800,-0.61400,18.07200,18.07200,15.06000,52.53810,44.36500,23.44500,23.59700,0.65000,0.64000,0.13870,0.16100,8.43980,8.43980,3.32110,2.86490,0.37390,2.66230,4.12930,1.28550,2.29300,28.61880,2.5407,2.3939
2017-09-30,501.56900,221.46000,280.10900,-228.54300,235.12100,44.98800,-26.39100,18.59700,4.68600,13.91100,13.91100,10.94400,53.25900,44.98800,23.44800,23.56400,0.47000,0.46000,0.17090,0.20610,8.96950,8.96950,3.70780,2.18200,0.35750,2.06890,3.23310,0.99160,1.71540,28.29130,1.3391,1.2073
2017-06-30,485.45200,192.55800,292.89400,-228.13200,234.57300,58.32100,-25.17400,33.14700,10.99300,22.15400,22.15400,18.56800,66.46500,58.32100,23.44400,23.62000,0.79000,0.79000,0.14860,0.17460,12.01380,12.01380,6.82810,3.82490,0.35750,3.32450,5.24490,1.63130,2.83040,28.07340,1.5141,1.3562
2017-03-31,443.03900,191.17500,251.86400,-218.10300,224.48100,27.38300,-21.51800,5.86500,-0.14400,6.00900,6.00900,4.08700,35.47900,27.38300,23.43300,23.56900,0.17000,0.17000,0.13450,0.15540,6.18070,6.18070,1.32380,0.92250,0.33870,0.92570,1.42380,0.45940,0.80130,27.37660,-0.81420,-1.05120
2016-12-31,525.76290,227.10700,298.65590,-242.96200,250.27810,48.37790,-25.36100,23.01700,2.82600,20.19100,20.19100,28.69800,57.51290,48.37790,23.36400,23.47200,0.71000,0.72000,0.14130,0.16460,9.20150,9.20150,4.37780,5.45840,0.39190,3.11180,4.79750,1.50490,2.67200,27.69190,2.5287,2.3613
2016-09-30,553.21000,231.58600,321.62400,-248.57200,255.65400,65.97000,-27.16200,38.80800,9.04100,29.76700,29.76700,26.37500,74.88900,65.97000,23.37100,23.61100,1.13000,1.12000,0.16610,0.19920,11.92500,11.92500,7.01510,4.76760,0.40690,4.52130,6.98530,2.18920,3.77040,28.17020,1.9265,1.8378
2016-06-30,489.43700,183.48500,305.95200,-238.88500,246.22500,59.72700,-17.81400,41.91300,14.38600,27.52700,27.52700,11.59900,68.88400,59.72700,23.36500,23.55900,0.50000,0.49000,0.16610,0.19920,12.20320,12.20320,8.56350,2.36990,0.36620,4.29450,6.74610,2.05950,3.58110,27.42610,2.1473,1.8947
2016-03-31,438.23000,183.84400,254.38600,-237.92000,246.22600,8.16000,-23.87200,-15.71200,-6.64800,-9.06400,-9.06400,-11.19400,18.20800,8.16000,23.34800,23.34800,-0.48000,-0.48000,0.15570,0.18440,1.86200,1.86200,-3.58530,-2.55440,0.33600,-1.44220,-2.29960,-0.69490,-1.21760,26.91500,-1.36380,-1.59910
2015-12-31,497.40190,201.95300,295.44890,-255.06800,264.10300,31.34600,-28.24200,3.10400,-2.08500,5.18900,5.18900,2.60500,46.92000,31.34590,23.54400,23.54400,0.12000,0.12000,0.13850,0.16070,6.30190,6.30190,0.62400,0.52370,0.37640,0.81440,1.29290,0.39260,0.70170,27.29650,0.6027,0.5211
2015-09-30,555.70500,227.37400,328.33100,-264.78200,307.41500,20.91600,-26.48400,-5.56800,4.85900,-10.42700,-10.42700,-13.46700,63.55000,20.91600,23.28600,23.28600,-0.58000,-0.58000,0.11300,0.12740,3.76390,3.76390,-1.00200,-2.42340,0.42150,-1.61870,-2.57180,-0.79090,-1.43580,27.66230,2.5828,2.5033
2015-06-30,531.90600,204.43700,327.46900,-269.10000,276.37400,51.09500,-20.06300,31.03200,10.40700,20.62500,20.62500,17.10600,58.36900,51.09500,23.62400,23.79500,0.72000,0.72000,0.11030,0.12390,9.60600,9.60600,5.83410,3.21600,0.39700,3.09060,5.26930,1.53930,2.74980,27.82540,1.3543,1.067
2015-03-31,448.87200,175.80000,273.07200,-251.27000,258.37500,14.69700,-33.57200,-18.87500,-7.53100,-11.34400,-11.34400,-12.44800,21.80200,14.69700,23.99000,23.99000,-0.52000,-0.52000,0.08720,0.09550,3.27420,3.27420,-4.20500,-2.77320,0.33080,-1.66150,-2.81720,-0.83610,-1.51660,28.46850,-1.12010,-1.32760
2014-12-31,522.31890,204.67800,317.64090,-261.57000,269.72500,47.91590,-31.87400,16.04200,1.91200,14.13000,14.13000,11.86300,56.07190,47.91600,22.77800,24.71000,0.50000,0.54000,0.09220,0.10160,9.17370,9.17370,3.07130,2.27120,0.37510,2.01730,3.34620,1.01470,1.83120,29.17830,1.9677,1.9473
2014-09-30,508.09700,188.51300,319.58400,-259.95800,266.57900,53.00500,-10.18500,42.82000,16.76000,26.06000,26.06000,23.71700,59.62500,53.00500,22.26700,24.66300,1.07000,0.97000,0.12040,0.13680,10.43210,10.43210,8.42750,4.66780,0.36780,3.90760,6.72220,1.88650,3.43720,27.66690,1.9012,1.6398
2014-06-30,446.83800,170.77900,276.05900,-240.41500,245.47000,30.58900,-19.05300,11.53600,2.78900,8.74700,8.74700,6.27900,35.64400,30.58900,22.47600,24.84800,0.28000,0.27000,0.12240,0.13950,6.84570,6.84570,2.58170,1.40520,0.32850,1.31750,2.30700,0.64300,1.15620,29.58040,0.9179,0.7418
2014-03-31,393.57600,174.67900,218.89700,-209.65900,214.05400,4.84300,-23.42900,-18.58600,-7.95800,-10.62800,-10.62800,-12.10600,9.23800,4.84300,22.50600,22.50600,-0.54000,-0.54000,0.04600,0.04820,1.23050,1.23050,-4.72230,-3.07590,0.30830,-1.62870,-2.60220,-0.83250,-1.55380,28.98030,-2.19720,-2.38750
2013-12-31,450.21110,191.84800,258.36310,-211.04500,216.24410,42.11900,-26.65300,15.46600,-4.44400,19.91000,19.91000,17.51100,47.31800,42.11900,22.09600,24.74100,0.81000,0.73000,0.04730,0.04970,9.35540,9.35540,3.43530,3.88950,0.33950,3.00260,4.76090,1.50140,2.86050,29.46930,0.6637,0.5786
2013-09-30,536.83500,250.03500,286.80000,-219.78900,223.93100,62.86900,-33.27900,29.59000,11.57300,18.01700,18.01700,15.40900,67.01200,62.86900,22.47500,24.76900,0.69000,0.63000,0.04730,0.04970,11.71110,11.71110,5.51190,2.87030,0.40770,2.74990,4.29660,1.36810,2.61980,29.12210,1.1309,0.9134
2013-06-30,517.22000,219.48900,297.73100,-219.82300,224.04400,73.68700,-24.82500,48.86200,18.96300,29.89900,29.89900,26.89900,77.90700,73.68700,22.43300,24.91900,1.20000,1.09000,0.05040,0.05310,14.24670,14.24670,9.44700,5.20070,0.40650,4.71230,7.33500,2.34970,4.47480,28.27370,1.8912,1.7861
2013-03-31,423.71400,187.06500,236.64900,-200.62700,204.98500,31.66400,-24.51700,7.14700,2.38900,4.75800,4.75800,3.20700,36.02200,31.66400,20.95800,20.95800,0.15000,0.15000,0.05220,0.05510,7.47300,7.47300,1.68680,0.75690,0.33560,0.76600,1.20920,0.37680,0.72610,27.70110,-0.16180,-0.36500
2012-12-31,520.97190,227.74300,293.22890,-224.90410,229.26400,63.96490,-37.27600,26.68900,-37.90500,64.59400,64.59400,61.76000,68.32490,63.96490,19.29400,24.38400,3.20000,2.74000,0.10920,0.12260,12.27800,12.27800,5.12290,11.85480,0.40350,11.12980,18.32960,5.00270,9.91400,29.90990,2.6135,2.4932
2012-09-30,520.74100,231.76500,288.97600,-209.43800,213.77400,75.20200,-35.83800,39.36400,2.26800,37.09600,37.09600,34.66800,79.53700,75.20200,19.30900,24.39900,1.80000,1.45000,0.11940,0.13560,14.44140,14.44140,7.55920,6.65740,0.42070,7.07020,12.34330,2.99680,6.22610,27.11100,1.5347,1.3967
2012-06-30,483.71200,207.01400,276.69800,-201.51900,206.08200,70.61600,-39.39900,31.21700,3.17500,28.04200,28.04200,24.91100,75.18000,70.61600,19.29900,24.38800,1.29000,1.05000,0.12930,0.14850,14.59880,14.59880,6.45360,5.15000,0.40960,5.81860,10.88850,2.37450,5.06640,24.90370,1.8506,1.6812
2012-03-31,384.98700,162.54800,222.43900,-193.09600,197.62000,24.81900,-32.75100,-7.93200,2.82300,-10.75500,-10.75500,-12.15700,29.34300,24.81900,19.25600,19.25600,-0.63000,-0.63000,0.13590,0.15730,6.44670,6.44670,-2.06030,-3.15780,0.33850,-2.35020,-4.62880,-0.94560,-2.03070,23.63790,-1.05610,-1.12220
2011-12-31,445.07700,199.84000,245.23700,-186.96400,192.16310,53.07380,-42.05700,11.01700,6.77100,4.24600,4.24600,2.15900,58.27280,53.07390,19.13100,19.13100,0.12000,0.17000,0.14130,0.16450,11.92460,11.92470,2.47530,0.48510,0.38500,0.91620,1.76720,0.36730,0.78670,24.00830,1.4263,1.0673
2011-09-30,418.52900,188.35500,230.17400,-181.17800,185.92900,44.24500,-36.55600,7.68900,1.38100,6.30800,6.30800,4.54200,48.99600,44.24500,19.23400,24.34400,0.24000,0.22000,0.14360,0.16770,10.57160,10.57160,1.83710,1.08520,0.36880,1.35650,2.61520,0.55590,1.16170,24.09680,0.0649,-0.0449
2011-06-30,404.88300,177.30100,227.58200,-180.83600,185.59800,41.98400,-36.27800,5.70600,-1.94200,7.64800,7.64800,5.94000,46.74600,41.98400,19.21600,24.32600,0.31000,0.28000,0.13590,0.15730,10.36940,10.36940,1.40930,1.46710,0.35870,1.67660,3.16560,0.67750,1.44870,23.63900,1.7841,1.5532
2011-03-31,366.41700,158.44700,207.97000,-177.05500,181.88500,26.08500,-32.47800,-6.39300,3.13100,-9.52400,-9.52400,-10.29300,30.91500,26.08500,18.82900,18.82900,-0.55000,-0.55000,0.14160,0.16490,7.11890,7.11890,-1.74470,-2.80910,0.32880,-2.13700,-4.12590,-0.85470,-1.83450,23.15490,-2.05170,-2.27740
2010-12-31,449.47090,190.71600,258.75490,-191.39200,196.06890,62.68600,-46.71800,15.96800,3.78000,12.18800,12.18800,9.98100,67.36400,62.68610,18.31300,18.31300,0.56000,0.62000,0.14020,0.16310,13.94660,13.94660,3.55260,2.22060,0.39390,2.71850,5.22540,1.06800,2.33730,24.39910,1.4662,1.4182
2010-09-30,430.06500,202.16700,227.89800,-183.63600,188.76800,39.13000,-40.40500,-1.27500,-0.03000,-1.24500,-1.24500,-3.02800,44.26100,39.13000,18.33500,18.33500,-0.17000,-0.17000,0.13570,0.15700,9.09860,9.09860,-0.29650,-0.70410,0.38060,-0.27700,-0.53160,-0.11020,-0.23940,24.46600,0.5374,0.2108
2010-06-30,441.54100,191.82000,249.72100,-187.22600,192.90300,56.81800,-38.84300,17.97500,5.86300,12.11200,12.11200,9.42800,62.49500,56.81800,18.32000,22.95700,0.51000,0.45000,0.14860,0.17450,12.86810,12.86810,4.07100,2.13520,0.38990,2.70400,5.21300,1.06940,2.30220,24.38750,-0.4993,-0.5064
2010-03-31,351.31300,168.73500,182.57800,-178.49000,184.42600,-1.84800,-27.89500,-29.74300,-1.53800,-28.20500,-28.20500,-28.96300,4.08800,-1.84800,18.25700,18.25700,-1.59000,-1.59000,0.15770,0.62900,-0.52600,-0.52600,-8.46620,-8.24420,0.26810,-6.47850,-12.84980,-2.15280,-5.45710,23.74110,0.74510,0.58550
2009-12-31,503.08900,249.15210,253.93700,-195.18400,201.42500,52.51190,-42.66500,9.84700,-23.54300,33.39000,33.39000,30.96700,58.75290,52.51190,18.18200,18.18200,1.71000,1.71000,0.15350,0.61850,10.43790,10.43790,1.95730,6.15540,0.36740,7.22620,13.74660,2.43870,6.11710,25.30480,0.0021,-0.1794
2009-09-30,459.99100,216.79800,243.19300,-201.58400,208.54600,34.64700,-56.21800,-21.57100,0.24900,-21.82000,-21.82000,-23.69600,41.60900,34.64700,18.19600,18.19600,-1.30000,-1.30000,0.15780,0.69030,7.53210,7.53210,-4.68940,-5.15140,0.33810,-4.95690,-9.88560,-1.60400,-4.17470,24.13500,0.2398,0.0951
2009-06-30,430.76300,180.04000,250.72300,-192.93400,200.09700,50.62600,-66.75500,-16.12900,1.73800,-17.86700,-17.86700,-20.64100,57.78900,50.62600,18.18300,18.18300,-1.14000,-1.14000,0.16000,0.67850,11.75260,11.75260,-3.74430,-4.79170,0.31780,-3.93500,-7.62900,-1.31830,-3.30540,24.89750,0.3105,0.1141
2009-03-31,313.45900,137.41600,176.04300,-181.48100,189.17900,-13.13600,-21.19900,-34.33500,1.79900,-36.13400,-36.13400,-37.60500,-5.43800,-13.13600,18.15300,18.15300,-2.07000,-2.07000,0.18990,0.71520,-4.19070,-4.19070,-10.95360,-11.99680,0.23350,-7.83270,-14.99650,-2.69210,-6.34520,25.32920,-1.48480,-1.56890
