Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,40.90100,40.90100,34.30400,21.27700,-14.68000,-2.10600,-16.78600,0.83100,-17.61700,-17.61700,-17.61700,-11.86200,-14.68000,255.76900,255.76900,-0.06900,-0.06900,3.84850,0.38400,0.62340,100.00000,-35.89150,-35.89150,-41.04060,-43.07230,0.12880,3.27210,27.50540,-22.02430,-23.27030,-5.54980,-13.56680,0.31270,-0.212,-0.2125
2024-06-30,128.23100,128.23100,40.44800,19.08300,68.70000,1.34700,70.04700,0.52600,69.52100,69.52100,69.52100,71.44200,68.70000,255.58900,259.86400,0.30000,0.24000,3.09200,0.20580,0.25920,100.00000,53.57520,53.57520,54.62560,54.21540,0.39860,54.91690,1.63880,72.21160,72.96650,21.61040,57.34730,0.37650,0.1916,0.1899
2024-03-31,5.67800,5.67800,35.20700,19.73200,-49.26100,1.28400,-47.97700,0.52600,-48.50300,-48.50300,-48.50300,-46.43100,-49.26100,241.87400,241.87400,-0.20000,-0.20000,2.81430,,,100.00000,-867.57660,-867.57660,-844.96310,-854.22680,0.02200,0.67560,133.20890,-198.98690,-203.35820,-18.79890,-198.98670,0.09540,-0.13210,-0.13250
2023-12-31,0.23100,0.23100,33.20800,16.87900,-49.85600,1.28300,-48.57300,-0.65600,-47.91700,-47.91700,-47.91700,-46.98500,-49.85600,201.07350,201.07350,-0.21900,-0.21900,2.85150,,,100.00000,-21583.14000,-21583.14000,-21027.71000,-20743.72000,0.00080,0.28140,319.87680,-121.26900,-122.29030,-16.95480,-121.26900,0.17390,-0.1429,-0.1492
2023-09-30,7.31900,7.31900,37.78800,16.16400,-46.63300,1.71900,-44.91400,0.68700,-45.60100,-45.60100,-45.60100,-43.74100,-46.63300,226.30800,226.30800,-0.20100,-0.20100,2.91920,,,100.00000,-637.14980,-637.14980,-613.66310,-623.04960,0.02470,9.27630,9.70210,-51.74340,-51.96990,-15.37260,-51.74350,0.38830,-0.1189,-0.1166
2023-06-30,5.13000,5.13000,29.96500,20.07300,-44.90800,24.19900,-20.70900,0.68000,-21.38900,-21.38900,-21.38900,-42.67600,-44.90800,184.69500,184.69500,-0.12000,-0.12000,3.43870,,,100.00000,-875.39960,-875.39960,-403.68420,-416.93950,0.01500,1.72730,52.10530,-16.88820,-16.95010,-6.23620,-16.88810,0.56210,-0.2152,-0.2204
2023-03-31,47.60100,47.60100,25.54800,20.39700,1.65600,0.00500,1.66100,0.62500,1.03600,1.03600,1.03600,3.50100,1.65600,165.22200,166.71300,0.00000,0.00000,3.35920,,,100.00000,3.47890,3.47890,3.48940,2.17640,0.16520,27.75570,3.24260,1.23520,1.24170,0.35960,1.23520,0.50640,-0.22360,-0.23770
2022-12-31,11.02800,11.02800,23.05200,15.21800,-27.24200,-1.01400,-28.25600,0.99400,-29.25000,-29.25000,-29.25000,-25.80500,-27.24200,161.20700,161.20700,-0.17000,-0.17000,3.95920,,,100.00000,-247.02570,-247.02580,-256.22040,-265.23380,0.03350,1.48330,60.67740,-35.72390,-35.91780,-8.89280,-35.72390,0.49770,0.0004,-0.0231
2022-09-30,7.00700,7.00700,33.18200,16.81500,-42.99000,1.96800,-41.02200,0.39900,-41.42100,-41.42100,-41.42100,-41.49900,-42.99000,163.46500,163.46500,-0.25300,-0.25300,3.99730,,,100.00000,-613.52940,-613.52940,-585.44310,-591.13750,0.02110,3.94980,22.78580,-36.54680,-36.73080,-12.46860,-36.54680,0.69200,-0.2837,-0.343
2022-06-30,5.53800,5.53800,34.74000,14.55000,-43.75200,-0.29800,-44.05000,0.47000,-44.52000,-44.52000,-44.52000,-42.20000,-43.75200,160.46600,160.46600,-0.27700,-0.27700,4.36180,,,100.00000,-790.03250,-790.03250,-795.41350,-803.90030,0.01430,2.32490,38.71070,-31.37040,-31.50630,-11.46630,-31.37050,0.87180,-0.2489,-0.3037
2022-03-31,3.57500,3.57500,36.75200,16.80400,-49.98100,0.35000,-49.63100,0.63400,-50.26500,-50.26500,-50.26500,-48.38600,-49.98100,156.67200,156.67200,-0.32000,-0.32000,5.43390,,,100.00000,-1398.07000,-1398.07000,-1388.28000,-1406.01400,0.00850,1.95780,45.96920,-30.81000,-30.95960,-11.97360,-30.81000,1.04040,-0.34720,-0.39260
2021-12-31,1.41700,1.41700,29.50500,14.77600,-42.86400,4.21500,-38.64900,0.20900,-38.85800,-38.85800,-38.85800,-40.63000,-42.86400,155.80500,155.80500,-0.26800,-0.26800,6.64300,,,100.00000,-3024.98100,-3024.98100,-2727.52300,-2742.27200,0.00300,1.88430,47.76290,-18.86680,-18.95880,-8.27570,-18.86680,1.31810,0.8581,0.8322
2021-09-30,1.20300,1.20300,28.21100,15.17300,-42.18100,-0.01200,-42.19300,0.20800,-42.40100,-42.40100,-42.40100,-40.72700,-42.18100,156.10000,156.10000,-0.27200,-0.27200,7.30360,,,100.00000,-3506.31800,-3506.31800,-3507.31500,-3524.60500,0.00340,0.73310,122.76810,-17.59500,-17.68240,-11.99370,-17.59500,1.54300,-0.2883,-0.2987
2021-06-30,3.09500,3.09500,28.86800,13.53900,-39.31200,0.32000,-38.99200,0.07600,-39.06800,-39.06800,-39.06800,-37.86900,-39.31200,155.70500,155.70500,-0.24000,-0.24000,8.14530,,,100.00000,-1270.17800,-1270.17800,-1259.83900,-1262.29400,0.00790,1.43420,62.75280,-14.05630,-14.12660,-10.02280,-14.05630,1.78120,-0.201,-0.2124
2021-03-31,0.43400,0.43400,24.50600,13.81700,-37.88900,0.42400,-37.46500,0.29800,-37.76300,-37.76300,-37.76300,-36.45300,-37.88900,155.18200,155.18200,-0.24000,-0.24000,11.47640,,,100.00000,-8730.18600,-8730.18600,-8632.48900,-8701.15200,0.00110,,,-12.21480,-12.27910,-9.17510,-12.21480,1.98850,-0.29990,-0.30730
2020-12-31,1.50200,1.50200,25.77700,13.23800,-37.51300,0.95200,-36.56100,0.05200,-36.61300,-36.61300,-36.61300,-37.86800,-37.51300,142.46400,142.46400,-0.21000,-0.21000,10.19000,,,100.00000,-2497.53700,-2497.53700,-2434.15400,-2437.61600,0.00330,10.80580,8.32890,-10.72980,-10.78450,-8.11560,-10.72980,2.20440,-0.2186,-0.2274
2020-09-30,1.19300,1.19300,24.06700,13.00100,-35.87500,0.45800,-35.41700,0.01500,-35.43200,-35.43200,-35.43200,-31.50900,-35.87500,154.67000,154.67000,-0.24000,-0.24000,12.22770,,,100.00000,-3007.12500,-3007.12500,-2968.73400,-2969.99200,0.00250,,,-9.41820,-9.46780,-7.39670,-9.41820,2.43100,-0.0988,-0.1031
