Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,181.43100,56.39300,125.03800,4.67200,-4.12600,38.03300,87.00500,77.29100,164.29600,164.29600,164.29600,157.15700,152.78900,116.24000,391.09100,432.81000,0.40000,0.38000,0.51320,0.37930,0.61110,68.91770,47.95490,64.06840,90.55560,86.62080,0.02420,10.33850,8.70530,3.87860,3.87860,2.19190,2.40740,10.81390,-0.641,-0.641
2021-12-31,175.37600,53.43200,121.94400,4.46900,-2.23900,36.38700,85.55700,168.05600,253.61300,253.61300,253.61300,246.41100,138.48000,115.23600,389.99100,417.95200,0.63000,0.61000,0.46500,0.36300,0.56990,69.53290,48.78490,65.70800,144.61100,140.50440,0.02480,10.71390,8.40030,6.12570,6.12570,3.58480,3.90190,10.59980,-0.6969,-0.6969
2021-09-30,169.47400,51.94300,117.53100,3.59800,-4.52600,36.16200,81.36900,130.76200,212.13100,212.13100,212.13100,209.72400,120.35400,109.40700,388.88600,409.05300,0.54000,0.52000,0.50820,0.32540,0.48250,69.35050,48.01270,64.55680,125.17020,123.75000,0.02610,12.74050,7.06410,5.37960,4.92380,3.26460,3.32140,11.06100,-0.02470,-0.02470
2021-06-30,157.33900,48.62900,108.71000,1.91800,-3.49400,35.48100,73.22900,170.45700,243.68600,243.68600,243.68600,242.42100,112.80300,103.29800,382.70500,385.96900,0.62000,0.62000,0.72350,0.36140,0.56600,69.09290,46.54220,65.65310,154.87960,154.07560,0.02500,6.26200,14.37240,6.39850,6.17630,3.86610,3.94410,10.15790,-0.2316,-0.2316
2021-03-31,159.45600,47.43400,112.02200,3.16200,-2.68500,38.62000,73.40200,173.00600,246.40800,246.40800,246.40800,246.00800,111.29500,106.17500,389.98200,419.91500,0.64000,0.63000,0.23550,0.32910,0.58340,70.25260,46.03280,66.58580,154.53040,154.27960,0.02660,11.67240,7.71050,6.77890,6.65640,4.10300,4.46560,9.55560,0.0693,0.0693
2020-12-31,172.29200,48.55000,123.74200,5.02800,-3.42600,42.18100,81.56100,224.40600,305.96700,305.96700,305.96700,305.92100,111.72700,115.28800,381.15700,381.81700,0.80000,0.80000,0.60320,0.38150,0.61670,71.82110,47.33880,66.91430,177.58630,177.55960,0.03020,10.34480,8.70010,8.88730,8.85190,5.36710,5.47520,8.99910,0.2306,0.2306
2020-09-30,142.88000,41.23600,101.64400,5.39300,-4.65700,44.09900,57.54500,110.20100,167.74600,167.74600,167.74600,167.74600,79.30200,91.59400,375.91100,375.91100,0.45000,0.45000,0.45280,0.40460,0.67940,71.13940,40.27510,64.10560,117.40340,117.40340,0.02630,10.29470,8.74240,5.27330,5.27330,3.08470,3.14000,8.39820,0.01210,0.01210
2020-06-30,145.22900,42.48100,102.74800,5.06400,-4.64600,44.47500,58.27300,104.34000,162.61300,162.61300,162.61300,162.61300,94.22900,93.03800,368.09400,368.09400,0.45000,0.45000,0.56100,0.41160,0.69950,70.74900,40.12490,64.06300,111.97010,111.97010,0.02740,11.27470,7.98250,5.32130,5.32130,3.06810,3.13110,8.18090,0.2328,0.2328
2020-03-31,154.50100,43.74400,110.75700,0.53900,-4.09600,42.28100,68.47600,-254.17500,-185.69900,-185.69900,-185.69900,-185.69900,111.50600,106.12200,367.68500,367.68500,-0.51000,-0.51000,0.63700,0.42680,0.74450,71.68690,44.32080,68.68690,-120.19270,-120.19270,0.02960,9.43460,9.53940,-6.33060,-6.33060,-3.55910,-3.62880,7.97510,-0.1929,-0.1929
2019-12-31,161.91700,44.51400,117.40300,6.44800,-6.01100,49.51800,67.88500,-79.08800,-11.20300,-11.20300,-11.20300,-11.20300,108.22800,104.94400,367.45900,367.45900,-0.03000,-0.03000,1.43930,0.40200,0.67230,72.50810,41.92580,64.81350,-6.91900,-6.91900,0.02980,10.78580,8.34430,-0.35190,-0.35190,-0.20620,-0.21040,8.66160,0.514,0.514
2019-09-30,161.88300,46.22800,115.65500,2.20300,-3.49400,44.59500,71.06000,-52.99500,18.06500,18.06500,18.06500,18.06500,114.15700,109.95800,367.23900,367.23900,0.05000,0.05000,1.29180,0.40600,0.68360,71.44360,43.89590,67.92440,11.15930,11.15930,0.02900,9.60900,9.36620,0.55420,0.55420,0.32340,0.32920,8.87340,0.61280,0.61280
2019-06-30,164.35300,46.55600,117.79700,4.70300,-3.74600,48.17000,69.62700,-30.74100,38.88600,38.88600,38.88600,38.88600,104.80600,109.34800,365.98500,365.98500,0.10000,0.10000,1.25490,0.41880,0.72070,71.67320,42.36430,66.53240,23.66010,23.66010,0.02830,5.50970,16.33500,1.17610,1.17610,0.67040,0.68350,9.00570,0.1449,0.1449
2019-03-31,171.10900,48.85500,122.25400,3.96200,-2.08400,44.99200,77.26200,11.93300,89.19500,89.19500,89.19500,89.19500,116.20100,116.20800,366.59000,366.59000,0.24000,0.24000,0.59470,0.40650,0.71450,71.44800,45.15370,67.91460,52.12760,52.12760,0.02930,9.23070,9.75010,2.67710,2.67710,1.52510,1.58900,9.08140,0.677,0.677
2018-12-31,187.88300,53.39000,134.49300,7.38400,-5.64200,53.68200,80.81100,-148.20000,-67.38900,-67.38900,-67.38900,-67.38900,132.91700,121.46700,365.59200,365.59200,-0.18000,-0.18000,1.04650,0.43580,0.77250,71.58340,43.01130,64.65030,-35.86750,-35.86750,0.03150,21.92850,4.10430,-2.04010,-2.04010,-1.12880,-1.15100,9.02370,0.4433,0.4433
2018-09-30,180.42200,51.24700,129.17500,2.74300,-3.36500,44.01600,85.15900,-1.36400,83.79500,83.79500,83.79500,83.79500,118.07500,123.06700,364.78300,364.78300,0.23000,0.23000,2.36750,0.43660,0.77500,71.59600,47.19990,68.21060,46.44390,46.44390,0.02910,1.35050,66.64230,2.44230,2.44230,1.35160,1.37600,9.39410,-0.65360,-0.65360
2018-06-30,174.03100,48.92600,125.10500,4.31500,-4.13200,45.62500,79.48000,34.82400,114.30400,114.30400,114.30400,114.30400,132.86600,116.65800,361.45600,361.45600,0.32000,0.32000,0.92450,0.40420,0.67850,71.88660,45.67000,67.03290,65.68030,65.68030,0.02980,7.02670,12.80820,3.35490,3.35490,1.95770,1.99870,9.34950,0.3076,0.3076
2018-03-31,162.83500,46.88000,115.95500,4.83500,-3.19500,45.50900,70.44600,-18.58700,51.85900,51.85900,51.85900,51.85900,106.04400,107.92500,361.76000,361.76000,0.14000,0.14000,0.99490,0.41510,0.70960,71.21010,43.26220,66.27880,31.84760,31.84760,0.02780,5.33970,16.85480,1.54970,1.54970,0.88630,0.90650,9.22740,-0.6739,-0.6739
2017-12-31,162.40000,47.85700,114.54300,2.82800,0.82400,41.35100,73.19200,48.53500,121.72700,121.72700,121.72700,121.72700,127.13800,112.53900,360.47400,360.47400,0.34000,0.34000,4.32380,0.42280,0.73260,70.53140,45.06900,69.29740,74.95510,74.95510,0.02740,9.03980,9.95600,3.63540,3.63540,2.05710,2.09830,9.27590,1.11,1.11
2017-09-30,158.57900,46.09600,112.48300,4.18800,-3.52800,48.75100,63.73200,-51.75900,11.97300,11.97300,11.97300,11.97300,119.13500,104.76700,360.17200,360.17200,0.03000,0.03000,2.63140,0.43970,0.78490,70.93180,40.18940,66.06610,7.55020,7.55020,0.02650,7.07910,12.71350,0.36430,0.36430,0.20020,0.20410,9.12270,0.27750,0.27750
2017-06-30,166.70210,48.06600,118.63610,4.61600,-3.47500,48.95800,69.67800,-18.51000,51.16800,51.16800,51.16800,51.16800,159.38900,110.54500,358.84200,358.84200,0.14000,0.14000,1.89980,0.44060,0.78760,71.16650,41.79790,66.31290,30.69430,30.69430,0.02700,15.88090,5.66720,1.52510,1.52510,0.82890,0.85320,9.31730,0.8404,0.8404
2017-03-31,171.03200,48.81900,122.21300,4.08800,-3.58100,49.13300,73.08000,-53.58800,19.49200,19.49200,19.49200,19.49200,123.74100,114.54400,359.40300,359.40300,0.05000,0.05000,1.03180,0.43760,0.77820,71.45620,42.72880,66.97230,11.39670,11.39670,0.02780,16.67790,5.39640,0.57460,0.57460,0.31680,0.32310,9.42570,-0.1495,-0.1495
2016-12-31,183.48000,51.98700,131.49300,3.58300,-2.65700,47.08800,84.40500,16.47500,100.88000,100.88000,100.88000,100.88000,142.18700,125.25300,358.49500,358.49500,0.28000,0.28000,1.85860,0.42890,0.75090,71.66610,46.00230,68.26520,54.98150,54.98150,0.02970,6.03020,14.92500,2.92020,2.92020,1.63290,1.66780,9.62280,0.5081,0.5081
2016-09-30,179.83200,50.52200,129.31000,5.18900,-3.53300,50.39100,78.91900,2.44700,81.36600,81.36600,81.36600,81.36600,147.72200,120.58800,357.52700,357.52700,0.23000,0.23000,0.58900,0.42850,0.76260,71.90600,43.88490,67.05590,45.24560,45.24560,0.02870,17.77520,5.06320,2.36830,2.36830,1.29990,1.35350,9.59550,-0.15060,-0.15060
2016-06-30,193.03810,53.65300,139.38500,2.64700,-3.53300,48.01800,91.36710,3.79000,95.15700,95.15700,95.15700,95.15700,158.11800,133.20500,356.13400,356.13400,0.27000,0.27000,2.55180,0.43700,0.77620,72.20600,47.33110,69.00460,49.29450,49.29440,0.03100,15.70050,5.73230,2.76950,2.76950,1.52590,1.55920,9.62150,0.6124,0.6124
2016-03-31,189.49300,52.88300,136.61000,4.32900,-2.93600,48.98400,87.62600,-12.11800,75.50800,75.50800,75.50800,75.50800,154.63900,129.34500,355.77900,355.77900,0.21000,0.21000,1.54110,0.44060,0.78770,72.09240,46.24230,68.25850,39.84740,39.84740,0.03030,9.56750,9.40690,2.20630,2.20630,1.20880,1.23420,9.61050,0.6436,0.6436
2015-12-31,209.19100,57.00500,152.18600,7.08800,-2.00000,51.29300,100.89300,-196.01300,-95.12000,-95.12000,-95.12000,-95.12000,163.06200,143.09800,355.24100,355.24100,-0.27000,-0.27000,0.48690,0.43960,0.80140,72.74980,48.23010,68.40540,-45.47040,-45.47040,0.03300,11.89060,7.56900,-2.77200,-2.77200,-1.50260,-1.55340,9.65480,0.4796,0.4796
2015-09-30,200.25100,55.76400,144.48700,7.11000,-4.17800,53.24500,91.24200,-63.42500,27.81700,27.81700,27.81700,27.81700,160.87600,133.19900,356.96200,356.96200,0.08000,0.08000,0.30700,0.42420,0.78010,72.15290,45.56380,66.51600,13.89110,13.89110,0.03050,13.10030,6.87010,0.76970,0.76970,0.42340,0.44320,10.17400,0.68450,0.68450
2015-06-30,198.83000,56.09200,142.73800,7.20500,-2.72600,53.22000,89.51800,5.25100,94.76900,94.76900,94.76900,94.76900,160.95900,132.80700,353.64900,353.64900,0.27000,0.27000,0.28210,0.41390,0.80580,71.78900,45.02240,66.79420,47.66330,47.66330,0.02920,8.53600,10.54350,2.55920,2.55920,1.39410,1.50000,10.31230,0.3752,0.3752
2015-03-31,191.35000,55.53900,135.81100,2.65500,-3.50200,48.37000,87.44100,-5.94900,81.49200,81.49200,81.49200,81.49200,159.48200,129.65400,358.44900,358.44900,0.23000,0.23000,0.23440,0.41920,0.80770,70.97520,45.69690,67.75750,42.58790,42.58790,0.02830,7.36730,12.21620,2.20570,2.20570,1.20640,1.28120,10.30110,-0.1674,-0.1674
2014-12-31,198.88300,56.86500,142.01800,4.46000,-3.98900,50.69300,91.32500,-5.35500,85.97000,85.97000,85.97000,85.97000,159.85600,133.56900,354.10000,354.10000,0.24000,0.24000,0.40140,0.41950,0.77070,71.40780,45.91900,67.15960,43.22640,43.22640,0.02960,8.86050,10.15740,2.31780,2.31780,1.28000,1.34540,10.35330,-0.3629,-0.3629
2014-09-30,202.02100,56.78100,145.24000,3.10300,-4.76000,50.77700,94.46300,-10.35500,84.10800,84.10800,84.10800,84.10800,155.22700,137.37700,343.35900,343.35900,0.24000,0.24000,1.02980,0.42350,0.84730,71.89350,46.75900,68.00130,41.63330,41.63330,0.02960,8.67490,10.37480,2.30570,2.30570,1.23090,1.32920,10.46690,0.28370,0.28370
2014-06-30,182.84000,53.19800,129.64200,3.52000,-0.28100,45.49400,84.14800,-12.49100,71.65710,71.65710,71.65710,71.65700,144.00500,125.84110,300.28400,300.28400,0.19000,0.19000,0.92730,0.42560,0.76640,70.90460,46.02280,68.82580,39.19110,39.19110,0.02820,7.43740,12.10110,1.98050,1.98050,1.10630,1.13760,10.56010,-0.8531,-0.8531
2014-03-31,190.32700,53.34000,136.98700,1.84500,-4.87200,38.46400,98.52300,-16.42200,82.10100,82.10100,82.10100,82.10100,141.83100,130.27000,316.38900,316.38900,0.26000,0.26000,0.36510,0.35530,0.75590,71.97460,51.76510,68.44540,43.13680,43.13680,0.03000,7.91180,11.37540,2.30530,2.30530,1.29230,1.48620,10.67880,-3.2948,-3.2948
2013-12-31,178.09000,48.12900,129.96100,4.00700,-4.48300,37.74600,92.21500,-6.85300,85.36200,85.36200,85.36200,85.36200,137.26500,121.47100,287.01600,287.01600,0.30000,0.30000,0.26330,0.35730,0.55590,72.97490,51.78000,68.20760,47.93200,47.93200,0.03430,10.95870,8.21260,2.64190,2.64190,1.64350,1.69800,10.72530,-0.6802,-0.6802
2013-09-30,161.03400,43.62900,117.40500,2.92400,-4.73700,35.06800,82.33700,-2.43700,79.90000,79.90000,79.90000,79.90000,122.16900,109.74400,258.08400,258.08400,0.31000,0.31000,0.16300,0.36290,0.59330,72.90700,51.13020,68.14960,49.61690,49.61690,0.03370,6.75280,13.32780,2.74590,2.74590,1.67030,1.74950,10.72110,-0.91720,-0.91720
2013-06-30,166.47000,44.32400,122.14600,2.25600,-2.23200,30.05000,92.09600,-9.40700,82.68900,82.68900,82.68900,82.68900,122.67000,117.65800,207.07000,207.07000,0.34000,0.34000,1.01200,0.36980,0.63350,73.37420,55.32290,70.67820,49.67200,49.67200,0.03740,6.10670,14.73780,3.11270,3.11270,1.85890,1.96150,10.71870,-2.4108,-2.4108
2013-03-31,120.19500,33.86200,86.33300,2.03400,-3.86000,26.74800,59.58500,-15.15600,44.42900,44.42900,44.42900,44.42900,80.39100,80.43900,226.58800,226.58800,0.20000,0.20000,0.49110,0.35300,0.54570,71.82750,49.57360,66.92370,36.96410,36.96410,0.02970,6.35990,14.15130,1.73850,1.73850,1.09780,1.12470,10.70950,-0.5795,-0.5795
2012-12-31,166.03500,41.11000,124.92500,6.07200,-3.22300,25.70900,99.21600,-52.72700,46.48900,46.48900,46.48900,46.48900,112.86600,115.63000,195.58600,195.58600,0.24000,0.24000,0.26450,0.32350,0.47820,75.24020,59.75610,69.64190,27.99950,27.99950,0.04700,8.76130,10.27250,1.99810,1.99810,1.31710,1.35180,10.81290,-2.6114,-2.6114
2012-09-30,123.63600,31.73500,91.90100,1.08800,-3.27500,17.87400,74.02700,-26.77800,47.24900,47.24900,47.24900,47.24900,82.60400,87.53800,162.49300,162.49300,0.29000,0.29000,0.18670,0.30740,0.44390,74.33190,59.87500,70.80300,38.21620,38.21620,0.04240,3.84640,23.39830,2.50880,2.50880,1.62220,1.73750,10.87670,-3.02420,-3.02420
2012-06-30,102.68200,41.08800,61.59400,1.14900,13.94200,-2.63300,64.22700,-27.92400,36.30300,36.30300,36.30300,36.30300,72.18100,74.38700,114.39500,114.39500,0.27000,0.27000,0.10550,0.27310,0.43930,59.98520,62.54940,72.44410,35.35480,35.35480,0.04550,6.84410,13.15000,2.40100,2.40100,1.60970,1.74520,10.82810,-1.6023,-1.6023
2012-03-31,95.62300,23.46700,72.15600,0.88600,-3.54300,14.08400,58.07200,-7.86300,50.20900,50.20900,50.20900,50.20900,69.24100,67.72700,114.14700,114.14700,0.44000,0.44000,0.28820,0.19670,0.33660,75.45880,60.73020,70.82710,52.50720,52.50720,0.05270,6.78510,13.26430,3.80720,3.80720,2.76480,3.05820,10.81660,0.6902,0.6902
2011-12-31,67.26300,17.95200,49.31100,1.09100,-1.95300,12.80300,36.50800,27.98400,64.49200,64.49200,64.49200,64.49200,47.02600,46.26700,109.53400,109.53400,0.59000,0.59000,0.04110,0.21570,0.49000,73.31070,54.27650,68.78520,95.88040,95.88040,0.03730,6.55840,13.72290,5.50050,5.50050,3.57850,4.31390,10.68900,0.119,0.119
2011-09-30,55.34200,,55.34200,1.39600,-17.10900,,27.87700,12.02300,39.90000,39.90000,39.90000,39.90000,37.99700,36.83700,108.95900,108.95900,0.37000,0.37000,0.04640,0.22070,0.48820,100.00000,50.37220,66.56250,72.09710,72.09720,0.03200,5.45940,16.48530,3.50380,3.50380,2.30960,2.73050,10.40770,-1.21240,-1.21240
2011-06-30,56.39100,24.34500,32.04600,1.64600,7.20600,1.85600,30.19000,-3.23100,26.95900,26.95900,26.95900,26.95900,27.18200,37.60600,85.97900,85.97900,0.28000,0.28000,0.10220,0.22440,0.36500,56.82820,53.53690,66.68800,47.80730,47.80730,0.03640,5.91350,15.21950,2.41920,2.41920,1.74010,1.87620,10.35580,-2.5877,-2.5877
2011-03-31,44.57300,12.03400,32.53900,0.63500,-2.28800,8.58300,23.95600,9.80300,33.75900,33.75900,33.75900,33.75900,26.19600,29.61600,88.20100,88.20100,0.38000,0.38000,0.14020,0.26100,0.40530,73.00160,53.74550,66.44380,75.73870,75.73870,0.03330,3.92750,22.91540,3.69790,3.69790,2.52150,2.73260,10.33200,-2.0798,-2.0798
2010-12-31,33.30000,9.67200,23.62800,0.97400,-1.31300,4.54800,19.08000,12.86000,31.94000,31.94000,31.94000,31.94000,20.83000,21.34100,84.09100,84.09100,0.38000,0.38000,0.60260,0.14240,0.16610,70.95500,57.29730,64.08710,95.91590,95.91590,0.03090,3.79620,23.70810,3.53640,3.53640,2.96810,3.03270,10.25010,-1.9305,-1.9305
2010-09-30,35.21200,,35.21200,1.03300,-10.92300,,20.99500,4.58500,25.58000,25.58000,25.58000,25.58000,19.94100,23.25600,74.17700,74.17700,0.34000,0.34000,0.17220,,0.05800,100.00000,59.62460,66.04570,72.64570,72.64570,0.04040,3.47570,25.89430,3.18630,3.18630,2.93820,3.18630,10.24000,-0.16650,-0.16650
2010-06-30,29.23600,16.11800,13.11800,0.34000,6.69100,-3.52200,16.64000,-2.05700,14.58300,14.58300,14.58300,14.58300,16.96400,19.54200,59.42900,59.42900,0.30000,0.30000,0.06000,,0.14100,44.86930,56.91620,66.84230,49.88030,49.88030,0.03510,5.06160,17.78080,2.04980,2.04980,1.75130,2.04980,10.29750,-1.2844,-1.2844
2010-03-31,32.00500,8.32000,23.68500,0.39400,-1.28100,4.71100,18.97400,6.96600,25.94000,25.94000,25.94000,25.94000,13.21100,21.08500,64.39800,64.39800,0.41000,0.41000,0.25170,,0.08350,74.00410,59.28450,65.88030,81.04980,81.04980,0.04260,8.79740,10.23030,3.99390,3.99390,3.45620,3.99390,10.08550,-0.4855,-0.4855
2009-12-31,31.80100,,31.80100,1.11000,-9.43800,,19.25800,-33.77800,-14.52000,-14.52000,-14.52000,-14.52000,16.36700,21.25300,57.61300,57.61300,-0.25000,-0.25000,0.21620,,0.01570,100.00000,60.55780,66.83120,-45.65900,-45.65900,0.04610,4.49040,20.04280,-2.27770,-2.27770,-2.10720,-2.27770,10.06280,1.9335,1.9335
2009-09-30,21.51700,6.28900,15.22800,0.51300,-1.02300,2.91000,12.31800,-18.69600,-6.37800,-6.37800,-6.37800,-6.37800,14.01400,13.69200,42.94300,54.67200,-0.13000,-0.13000,1.70810,,,70.77200,57.24780,63.63340,-29.64170,-29.64170,0.03500,4.32680,20.80080,-1.05030,-1.05030,-1.03620,-1.05030,11.10710,0.75910,0.75910
2009-06-30,21.80000,6.17000,15.63000,1.34100,-0.97500,3.64900,11.98100,-12.73000,-0.74900,-0.74900,-0.74900,-0.74900,13.45700,13.31400,31.56000,31.56000,-0.09000,-0.09000,0.10580,,0.23430,71.69720,54.95870,61.07340,-3.43580,-3.43580,0.03270,5.23910,17.17840,-0.14060,-0.14060,-0.11230,-0.14060,12.40240,-1.528,-1.528
2009-03-31,20.66900,5.90700,14.76200,0.80200,-0.89500,3.04200,11.72000,3.61100,15.33100,15.33100,15.33100,15.33100,13.05000,13.06500,31.28600,31.28600,0.51000,0.51000,0.04610,,0.30980,71.42100,56.70330,63.21060,74.17390,74.17390,0.03430,3.12550,28.79530,3.45270,3.45270,2.54330,3.45270,14.19240,-0.8167,-0.8167
