Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3468.24500,2177.79700,1290.44800,852.29900,965.84900,324.59890,-13.87500,310.72400,69.25400,241.47000,241.47000,241.47000,438.14790,324.59890,107.16700,107.67800,2.25000,2.24000,1.48490,0.44830,0.81420,37.20750,9.35920,9.35920,8.95910,6.96230,0.35510,0.70650,241.16860,0.37320,10.55030,11.95850,2.47210,5.82020,21.40610,0.8402,-0.3717
2024-06-30,4246.62200,2690.99600,1555.62600,884.90300,994.16800,561.45800,-11.61200,549.84600,124.65000,425.19600,425.19600,425.19600,670.72300,561.45800,107.73000,108.23500,3.95000,3.93000,1.43040,0.43290,0.76500,36.63210,13.22130,13.22130,12.94780,10.01260,0.43400,0.89700,,,18.44400,20.88580,4.34560,10.45870,21.45550,5.1798,3.5214
2024-03-31,3394.83400,2173.98000,1220.85400,853.43600,957.72900,263.12500,-11.90200,251.22300,53.05600,198.16700,198.16700,198.16700,367.41800,263.12500,107.94600,108.52800,1.84000,1.83000,1.39790,0.45320,0.83030,35.96210,7.75070,7.75070,7.40020,5.83730,0.35530,0.71310,,,9.32980,10.68580,2.07400,5.10180,19.68650,2.37180,0.96890
2023-12-31,3659.84200,2366.77900,1293.06300,855.55410,958.82700,334.23580,-11.94800,322.28700,74.38400,247.90300,247.90300,247.90300,437.50990,334.23490,109.09600,109.74600,2.30000,2.28000,1.49920,0.45020,0.82040,35.33110,9.13250,9.13250,8.80600,6.77360,0.39830,0.89450,1487.13600,0.06050,11.53170,13.18460,2.69810,6.34000,19.90960,3.5777,1.7852
2023-09-30,3411.98000,2161.50100,1250.47900,819.31100,909.57400,340.90500,-9.53900,331.36600,76.36500,255.00100,255.00100,255.00100,431.16800,340.90500,108.77400,109.34200,2.34000,2.33000,1.52410,0.45470,0.83540,36.64970,9.99140,9.99140,9.71180,7.47370,0.37070,0.76260,,,12.07890,13.83020,2.77020,6.58650,19.46210,1.4685,0.3499
2023-06-30,4184.69500,2669.92600,1514.76900,853.15800,955.43700,559.33180,-12.34300,546.98900,125.75500,421.23400,421.23400,421.23400,661.61080,559.33180,109.42600,110.04100,3.85000,3.83000,1.59880,0.45760,0.84490,36.19780,13.36610,13.36610,13.07120,10.06610,0.46330,1.00370,,,20.18220,23.14390,4.66340,10.94780,19.13800,6.9329,5.1863
2023-03-31,3299.22500,2129.31700,1169.90800,828.23500,925.46800,244.44040,-12.68000,231.76000,48.67200,183.08800,183.08800,183.08800,341.67340,244.44040,110.04500,110.78100,1.66000,1.65000,1.47210,0.46070,0.85570,35.46010,7.40900,7.40900,7.02470,5.54940,0.37280,0.70260,1258.76600,0.07150,9.56300,11.02090,2.06910,5.15750,17.45890,0.17650,-1.24690
2022-12-31,4006.37500,2642.75000,1363.62500,909.59500,1004.41400,359.21120,-10.24100,348.96910,78.09900,270.87010,270.87010,270.87010,454.03120,359.21070,111.33600,112.14900,2.46000,2.43000,1.32890,0.36980,0.58850,34.03640,8.96600,8.96600,8.71030,6.76100,0.47190,0.97530,,,13.26220,15.13960,3.19050,8.35730,18.52520,6.4855,3.6414
2022-09-30,3270.80400,2104.98900,1165.81500,772.16700,859.40300,306.41190,-6.22600,300.18600,66.04900,234.13700,234.13700,234.13700,393.64790,306.41190,110.86100,111.56000,2.11000,2.10000,1.48430,0.36450,0.57520,35.64310,9.36810,9.36810,9.17770,7.15840,0.41340,0.78600,387.99570,0.23200,12.06180,12.41690,2.95940,7.66520,17.55310,0.0444,-1.6376
2022-06-30,3903.40600,2517.15100,1386.25500,777.86000,861.22000,525.03490,-7.09700,517.93800,121.46000,396.47800,396.47800,396.47800,608.39490,525.03490,111.59000,112.31800,3.55000,3.53000,1.44070,0.34840,0.53650,35.51400,13.45070,13.45070,13.26890,10.15720,0.49600,1.01290,,,20.71610,21.33500,5.03840,13.49880,17.21150,5.0495,3.6783
