Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,52.98400,20.25900,32.72500,5.72700,26.33200,32.05900,0.66600,2.60100,3.26700,0.29900,2.96800,2.96800,2.89700,0.66600,0.66600,103.37300,103.65300,0.03000,0.03000,2.90810,0.03510,61.76390,1.25700,1.25700,6.16600,5.46770,0.11250,0.97640,2.49430,36.08220,0.81730,1.11020,0.63040,0.81730,3.57240,0,0
2024-06-30,56.05700,21.33500,34.72200,5.84800,27.94800,33.79600,0.92600,1.48900,2.41500,-0.35400,2.76900,2.76900,2.60600,0.92600,0.92600,103.49400,103.90000,0.02000,0.02000,3.16400,0.01560,61.94050,1.65190,1.65190,4.30810,4.64880,0.12600,1.08140,3.61490,24.89660,0.79060,1.07530,0.62260,0.79060,4.46320,0,0
2024-03-31,44.08100,16.24800,27.83300,5.48300,27.45200,32.93500,-5.10200,1.95200,-3.15000,-0.35400,-2.79600,-2.79600,-2.94200,-5.10200,-5.10200,98.06700,98.06700,-0.03000,-0.03000,3.21540,0.01190,63.14060,-11.57410,-11.57410,-7.14590,-6.67410,0.09980,0.92710,3.20240,28.10390,-0.79980,-1.09460,-0.63310,-0.79980,3.41680,0.00000,
2023-12-31,56.20400,19.82500,36.37900,6.41600,30.56200,36.97800,-0.59900,1.91100,1.31200,-1.51700,2.82900,2.82900,2.58300,-0.59900,-0.59900,99.90000,99.90000,0.03000,0.03000,3.18630,0.01160,64.72670,-1.06580,-1.06580,2.33440,4.59580,0.12410,1.18360,4.45430,20.20530,0.78420,1.07100,0.62480,0.78420,3.67930,0.0317,-0.04
2023-09-30,52.80900,19.54600,33.26300,6.93500,26.60100,33.53600,-0.27300,2.59700,2.32400,-0.30000,2.62400,2.62400,2.50900,-0.27300,-0.27300,99.92600,100.40400,0.02000,0.02000,3.25580,,62.98740,-0.51700,-0.51700,4.40080,4.75110,0.12300,1.23820,3.33580,26.98010,0.75330,1.03510,0.61120,0.75330,3.53660,0,0
2023-06-30,56.82600,20.73800,36.08800,7.19100,31.75400,38.94500,-2.85700,2.56800,-0.28900,-0.10800,-0.18100,-0.18100,-0.35600,-2.85700,-2.85700,100.50300,100.50300,0.00000,0.00000,3.23850,,63.50620,-5.02760,-5.02760,-0.50860,-0.62650,0.13020,1.22240,4.32560,20.80620,-0.05170,-0.07120,-0.04150,-0.05170,3.55580,0,0
2023-03-31,45.15400,16.55900,28.59500,8.12400,25.34000,33.46400,-4.86900,2.63000,-2.23900,-0.62100,-1.61800,-1.61800,-1.73900,-4.86900,-4.86900,103.80500,103.80500,-0.02000,-0.02000,3.48830,,63.32770,-10.78310,-10.78310,-4.95860,-3.85130,0.10020,0.95170,3.89260,23.12090,-0.43810,-0.60640,-0.35910,-0.43810,3.64370,0.00000,
2022-12-31,43.40100,11.39300,32.00800,4.90300,22.43800,27.34100,4.66700,0.54500,5.21200,-0.39800,5.61000,5.61000,5.53500,4.66700,4.66700,107.46500,107.46500,0.05000,0.05000,3.56260,,73.74950,10.75320,10.75320,12.00890,12.75320,0.09360,0.65220,3.55630,25.30730,1.48370,2.03880,1.21000,1.48370,3.59770,-0.1523,-0.1733
2022-09-30,45.45000,13.21800,32.23200,7.31000,25.95400,33.26400,-1.03200,-1.02100,-2.05300,-2.31800,0.26500,0.26500,0.32500,-1.03200,-1.03200,107.86300,107.96700,0.00000,0.00000,2.88770,,70.91750,-2.27060,-2.27060,-4.51710,0.71510,0.09750,0.89380,3.59490,25.03560,0.07350,0.10200,0.05680,0.07350,3.40220,0,0
2022-06-30,46.14500,15.59800,30.54700,9.41900,27.40100,36.82000,-6.27300,1.40400,-4.86900,-0.00800,-4.86100,-4.86100,-4.82100,-6.27300,-6.27300,107.55400,107.55400,-0.04000,-0.04000,2.88140,,66.19790,-13.59410,-13.59410,-10.55150,-10.44750,0.09550,1.10430,3.63860,24.73460,-1.30430,-1.83560,-1.00620,-1.30430,3.52130,0,0
