Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,3.22400,3.28200,-6.50600,0.66200,-5.84000,,-5.84000,-5.84000,-4.78300,-6.48400,-6.50600,5.45600,5.45600,-0.88000,-0.88000,6.68710,,,,,,,,,,,-32.60200,-32.60200,-13.52980,-32.60200,5.61710,-1.5575,-1.5575
2024-06-30,,,3.43900,3.71600,-7.15500,0.74600,-6.40900,0.00000,-6.40900,-6.40900,-5.18000,-7.13200,-7.15500,6.40300,6.40300,-0.81000,-0.81000,6.61420,,,,,,,,,,,-31.35980,-31.35980,-13.79530,-31.35980,6.78970,-0.4252,-0.4252
2024-03-31,1.00000,1.00000,2.64900,3.97800,-5.62700,-0.29200,-5.91900,0.10000,-6.01900,-6.01900,-4.86500,-5.60500,-5.62700,4.14100,4.14100,-1.17000,-1.17000,6.03880,,,100.00000,-562.70000,-562.70000,-591.90000,-486.50000,0.01850,1.01940,88.29000,-23.16160,-23.16160,-11.10870,-23.16160,8.63360,-1.77130,-1.77130
2023-12-31,,,2.13800,2.56900,-4.70700,0.26200,-4.44100,,-4.44100,-4.44100,-3.47800,-4.68400,-4.70700,2.08500,2.08500,-1.67000,-1.67000,1.00360,,-0.00770,,,,,,,,,17.99430,17.99430,-40.30680,17.99430,-9.27120,-1.3976,-1.3976
2023-09-30,,,2.82400,2.54400,-5.36800,-3.16800,-8.54000,,-8.54000,-8.54000,-6.65400,-5.34600,-5.36800,2.08500,2.08500,-3.19000,-3.19000,0.98540,,-0.01870,,,,,,,,,33.84460,33.84460,-57.22330,33.84460,-9.65140,-2.3185,-2.3185
2023-06-30,,,4.69100,3.30900,-8.00000,0.78900,-7.21100,0.00000,-7.21100,-7.21100,-5.61900,-7.97700,-8.00000,2.08500,2.08500,-2.69000,-2.69000,1.50100,,,,,,,,,,,28.52120,28.52110,-32.15460,28.52110,-9.67050,-2.9578,-2.9578
2023-03-31,,,3.94200,3.48500,-7.42700,1.65300,-5.77400,,-5.77400,-5.77400,-4.49900,-7.40500,-7.42700,2.08500,2.08500,-2.16000,-2.16000,2.41760,,,,,,,,,,,30.08550,30.08550,-20.02910,30.08550,-7.34070,-2.47770,-2.47770
2022-12-31,0.00900,0.00900,3.96400,2.38800,-6.34300,0.25300,-6.09000,,-6.09000,-6.09000,-4.74500,-6.32000,-6.34300,1.92000,1.92000,-2.38000,-2.38000,3.51500,,-0.02090,100.00000,-70479.16000,-70479.17000,-67667.98000,-52723.25000,0.00030,0.05200,1730.03400,56.70400,56.70390,-18.32240,56.70390,-4.03460,-3.8016,-3.8021
2022-09-30,,,3.05500,2.63400,-5.68900,0.22100,-5.46800,,-5.46800,-5.46800,-4.26100,-5.66500,-5.68900,2.01230,2.01230,-2.00000,-2.00000,3.85470,,-0.03360,,,,,,,,,33.00140,33.00140,-15.39590,33.00140,-6.33750,-4.3641,-4.3626
2022-06-30,0.00900,0.00900,2.20500,1.83100,-4.02700,-0.06400,-4.09100,,-4.09100,-4.09100,-3.15100,-4.00500,-4.02700,1.75920,1.75920,-1.60000,-1.60000,3.11540,,,100.00000,-44744.45000,-44744.45000,-45455.56000,-35011.11000,0.00020,0.11690,770.00000,47.98270,47.98260,-11.06010,47.98260,-3.39600,0.431,0.4191
2022-03-31,2.00000,2.00000,3.13300,5.34800,-6.48100,-2.74300,-9.22400,0.20000,-9.42400,-9.42400,-7.00700,-6.45800,-6.48100,1.67360,1.67360,-4.00000,-4.00000,1.07180,,,100.00000,-324.05000,-324.05000,-461.20000,-350.35000,0.09910,35.08770,2.56500,116.44650,116.44630,-46.68810,116.44630,-3.59540,-0.61010,-0.61010
2021-12-31,0.00900,0.00900,5.40200,5.71600,-11.10900,1.62600,-9.48300,0.00000,-9.48300,-9.48300,-7.05100,-11.08700,-11.10900,1.56600,1.56600,-3.89000,-3.89000,1.83820,,-0.02630,100.00000,-123431.60000,-123431.60000,-105365.20000,-78343.38000,0.00040,0.15790,569.99220,97.36130,97.36140,-37.22620,97.36140,-4.32710,-3.8865,-3.8865
2021-09-30,3.00000,3.00000,2.38200,2.22100,-1.60300,0.23800,-1.36500,0.10000,-1.46500,-1.46500,-1.08700,-1.58100,-1.60300,1.52680,1.52680,-0.80000,-0.80000,4.02380,,-0.02950,100.00000,-53.43330,-53.43330,-45.50000,-36.23330,0.09540,3.23280,27.84000,6.79970,6.79970,-4.66060,6.79970,-9.62210,-2.0985,-2.0985
2021-06-30,0.00900,0.00900,2.43700,2.24200,-4.67000,3.82900,-0.84100,,-0.84100,-0.84100,-0.60800,-4.64800,-4.67000,1.46540,1.46540,-0.40000,-0.40000,2.22810,,,100.00000,-51888.89000,-51888.89000,-9344.44500,-6755.55600,0.00040,,,1.75860,1.75860,-3.88270,1.75860,-22.96750,-2.5912,-2.5912
2021-03-31,0.98700,0.98700,3.10300,2.16400,-4.28000,-1.64700,-5.92700,0.01500,-5.94200,-5.94200,-4.24100,-4.25700,-4.28000,1.41180,1.41180,-3.20000,-3.20000,1.78630,,,100.00000,-433.63730,-433.63730,-600.50660,-429.68590,0.05890,493.50000,0.18240,10.55890,10.55890,-35.46620,10.55890,-27.90520,-3.75330,-3.75330
2020-12-31,6.39900,6.39900,2.53400,2.03500,1.83000,-0.22300,1.60700,,1.60700,1.60700,1.12600,1.89200,1.83000,1.17850,1.17850,1.20000,1.20000,1.12910,,-0.00100,100.00000,28.59820,28.59820,25.11330,17.59650,0.43270,40.50000,2.22220,-2.00620,-2.00620,10.86620,-2.00620,-41.53320,-2.1825,-2.1825
2020-09-30,0.00700,0.00700,1.76800,1.07100,-2.83200,0.57900,-2.25300,0.00000,-2.25300,-2.25300,-1.53300,-2.65100,-2.83200,1.20600,1.20600,-1.20000,-1.20000,0.44330,,-0.04610,100.00000,-40457.14000,-40457.14000,-32185.71000,-21900.00000,0.00100,0.50000,180.00000,4.38570,4.38570,-31.97560,4.38570,-28.44240,-4.0215,-4.0215
2020-06-30,,,2.50900,1.69500,-4.20400,-0.78700,-4.99100,,-4.99100,-4.99100,-3.36800,-4.04700,-4.20400,1.14150,1.14150,-2.80000,-2.80000,0.59380,,-0.06530,,,,,,,,,7.17840,7.17840,-46.96090,7.17840,-39.15030,-3.9533,-3.9533
2020-03-31,0.00800,0.00800,4.20400,2.45000,-6.64600,-0.51900,-7.16500,,-7.16500,-7.16500,-4.72400,-6.57200,-6.64600,1.08660,1.08660,-4.40000,-4.40000,0.29260,,-0.07130,100.00000,-83075.00000,-83075.00000,-89562.49000,-59049.99000,0.00110,1.60000,56.25000,11.58990,11.58990,-96.96850,11.58990,-36.48660,-5.11700,-5.11700
2019-12-31,0.00700,0.00700,4.40600,1.98900,-6.38800,-0.49400,-6.88200,,-6.88200,-6.88200,-0.16400,-6.29100,-6.38800,0.75730,0.75730,-4.00000,-4.00000,0.21210,,-0.12590,100.00000,-91255.98000,-91255.98000,-98313.02000,-2342.82800,0.00080,1.40000,64.28490,14.03830,14.03830,-74.27150,14.03830,-30.63320,-9.0513,-9.1177
2019-09-30,0.00800,0.00800,3.66300,1.77000,-5.42500,-0.53500,-5.96000,,-5.96000,-5.96000,-4.11500,-5.30200,-5.42500,0.80320,0.80320,-5.20000,-5.20000,0.24660,-0.02980,-0.18670,100.00000,-67812.50000,-67812.50000,-74499.99000,-51437.49000,0.00090,0.80000,112.50000,12.64080,12.64080,-65.33660,13.01710,-32.22050,-5.7261,-5.3401
2019-06-30,1.82800,1.82800,4.22800,2.39200,-4.79200,-0.22200,-5.01400,0.10000,-5.11400,-5.11400,-2.88200,-4.63400,-4.79200,0.70100,0.70100,-4.00000,-4.00000,0.22100,-0.04580,-0.21700,100.00000,-262.14440,-262.14440,-274.28880,-157.65860,0.20150,1.00330,89.70460,10.24810,10.24810,-56.37130,10.71740,-37.71810,-6.0823,-6.0823
2019-03-31,0.92100,0.92100,2.82200,2.38600,-4.28700,0.30500,-3.98200,,-3.98200,-3.98200,-5.88300,-4.09400,-4.28700,0.57160,0.57160,-10.40000,-10.40000,0.32780,-0.07470,-0.22830,100.00000,-465.47230,-465.47230,-432.35620,-638.76220,0.08580,,,6.89700,6.89700,-37.09020,7.41240,-45.86690,-9.53510,-9.53510
