,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-21,2024-12-31,$0.06,$1.98
1,2024-11-07,2024-09-30,$-0.59,$-0.54
2,2024-08-06,2024-06-30,$-0.50,$-0.50
3,2024-05-07,2024-03-31,$2.51,$3.26
4,2024-02-27,2023-12-31,$-0.16,$0.44
5,2023-11-02,2023-09-30,$-0.68,$-0.58
6,2023-08-03,2023-06-30,$-0.65,$-0.68
7,2023-05-04,2023-03-31,$-0.69,$-0.67
8,2023-03-15,2022-12-31,$-0.67,$-0.69
9,2022-11-08,2022-09-30,$-0.94,$-0.64
10,2022-08-04,2022-06-30,$-0.99,$-0.84
11,2022-05-04,2022-03-31,$-0.67,$-0.43
12,2022-02-28,2021-12-31,$-0.79,$-0.77
13,2021-11-03,2021-09-30,$-0.67,$-0.70
14,2021-08-04,2021-06-30,$-0.62,$-0.69
15,2021-05-04,2021-03-31,$-0.57,$-0.54
16,2021-03-10,2020-12-31,$-0.47,$-0.48
17,2020-11-04,2020-09-30,$-0.61,$-0.21
18,2020-08-06,2020-06-30,$-0.57,$-0.59
19,2020-05-07,2020-03-31,$-0.64,$-0.72
20,2020-03-10,2019-12-31,$-0.64,$-0.63
21,2019-11-06,2019-09-30,$-0.75,$-0.61
22,2019-08-07,2019-06-30,$-0.27,$-1.18
23,2019-05-08,2019-03-31,$-0.65,$-0.58
24,2019-03-12,2018-12-31,$-0.42,$-0.57
25,2018-11-06,2018-09-30,$-0.40,$-0.38
26,2018-08-07,2018-06-30,$-0.30,$-0.41
27,2018-05-09,2018-03-31,$-0.24,$-0.36
28,2018-03-07,2017-12-31,$-0.36,$-0.15
29,2017-11-06,2017-09-30,$-0.95,$-0.29
30,2017-08-08,2017-06-30,$-0.92,$-0.89
31,2017-05-10,2017-03-31,$-0.64,$-0.84
32,2017-03-07,2016-12-31,$-0.49,$-0.67
33,2016-11-14,2016-09-30,$-0.49,$-0.87
34,2016-09-15,2016-06-30,$-1.07,$-19.07
