Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1377.00000,1272.00000,105.00000,30.00000,142.00000,172.00000,-67.00000,-11.00000,-78.00000,0.00000,-78.00000,-78.00000,-78.00000,-55.00000,-67.00000,705.35900,705.35900,-0.11000,-0.11000,4.52570,0.69990,3.13480,7.62530,-4.86570,-4.86570,-5.66450,-5.66450,0.40370,0.59300,91.80000,0.98040,-9.73780,-9.77440,-2.28670,-2.92240,1.12550,0.102,0.0939
2024-06-30,1511.00000,1382.00000,129.00000,37.00000,164.00000,201.00000,-72.00000,-19.00000,-91.00000,1.00000,-92.00000,-92.00000,-92.00000,-59.00000,-72.00000,693.44500,693.44500,-0.13000,-0.13000,8.26720,0.71460,2.87690,8.53740,-4.76510,-4.76510,-6.02250,-6.08870,0.44810,0.61860,62.95830,1.42950,-10.88760,-10.96540,-2.72840,-3.10710,1.20910,-0.5713,-0.5827
2024-03-31,1181.00000,1067.00000,114.00000,41.00000,160.00000,201.00000,-87.00000,-22.00000,-109.00000,,-109.00000,-109.00000,-109.00000,-71.00000,-87.00000,682.45700,682.45700,-0.16000,-0.16000,44.37840,0.72850,2.68300,9.65280,-7.36660,-7.36660,-9.22950,-9.22950,0.34690,0.56730,78.73330,1.14310,-12.12460,-12.23350,-3.20210,-3.29210,1.30560,-0.26080,-0.27250
2023-12-31,870.00000,798.00000,72.00000,46.00000,137.00000,187.00000,-115.00000,24.00000,-91.00000,,-91.00000,-91.00000,-91.00000,-98.00000,-115.00000,657.11100,657.11100,-0.14000,-0.13000,49.21430,0.72190,2.59570,8.27590,-13.21840,-13.21840,-10.45980,-10.45980,0.24390,0.44960,96.66670,0.93100,-9.41050,-9.49900,-2.55120,-2.61720,1.42700,-0.7914,-0.8054
2023-09-30,980.00000,884.00000,96.00000,42.00000,133.00000,175.00000,-79.00000,-27.00000,-106.00000,0.00000,-106.00000,-106.00000,-106.00000,-67.00000,-79.00000,662.14900,662.14900,-0.16000,-0.16000,51.60810,0.73520,2.77650,9.79590,-8.06120,-8.06120,-10.81630,-10.81630,0.24830,0.67430,89.09090,1.01020,-10.39220,-10.50550,-2.68560,-2.75180,1.52560,-0.2911,-0.3079
2023-06-30,1976.00000,1827.00000,149.00000,39.00000,168.00000,217.00000,-68.00000,92.00000,24.00000,1.00000,23.00000,23.00000,23.00000,-49.00000,-68.00000,646.06200,667.15900,0.04000,0.03000,46.51140,0.73600,2.80200,7.54050,-3.44130,-3.44130,1.21460,1.16400,0.46790,1.59010,152.00000,0.59210,2.11790,2.14350,0.54460,0.55910,1.65210,1.2816,1.2685
2023-03-31,3120.00000,2950.00000,170.00000,40.00000,254.00000,294.00000,-124.00000,23.00000,-101.00000,,-101.00000,-101.00000,-101.00000,-100.00000,-124.00000,641.91600,641.91600,-0.16000,-0.16000,11.22350,0.77640,3.81560,5.44870,-3.97440,-3.97440,-3.23720,-3.23720,0.61030,1.39280,74.28570,1.21150,-9.74900,-9.89230,-1.97570,-2.17950,1.59970,3.36800,3.35560
2022-12-31,2857.00000,2786.00000,71.00000,48.00000,217.00000,342.00000,-271.00000,-128.00000,-399.00000,2.00000,-401.00000,-401.00000,-399.00000,-186.00000,-271.00000,627.10500,627.10500,-0.65000,-0.64000,4.29630,0.78560,4.93090,2.48510,-9.48550,-9.48550,-13.96570,-13.96570,0.43240,0.62470,95.23330,0.94500,-36.92450,-37.47660,-6.06840,-7.91710,1.70380,2.2204,2.2139
2022-09-30,3361.00000,3786.00000,-425.00000,40.00000,345.00000,385.00000,-810.00000,-117.00000,-927.00000,1.00000,-928.00000,-928.00000,-928.00000,-787.00000,-810.00000,629.53500,629.53500,-1.47000,-1.47000,2.66150,0.75780,5.39520,-12.64510,-24.10000,-24.10000,-27.58110,-27.61080,0.34350,0.62140,21.82470,4.12380,-62.36560,-65.39820,-9.48490,-15.10420,2.35250,-0.5075,-0.528
2022-06-30,4198.00000,3712.00000,486.00000,41.00000,413.00000,454.00000,32.00000,-85.00000,-53.00000,-1.00000,-52.00000,-52.00000,-54.00000,54.00000,32.00000,624.95800,624.95800,-0.09000,-0.09000,2.75790,0.63690,3.18590,11.57690,0.76230,0.76230,-1.26250,-1.28630,0.41420,0.56000,74.96430,1.20060,-2.20710,-2.27170,-0.51300,-0.80150,3.75740,-2.9677,-2.9841
