Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.99020,2.07450,-4.12210,-0.03000,-4.15200,-4.15200,-4.15200,-4.47710,-4.05530,-4.12210,6.39840,6.39840,-0.70000,-0.70000,2.94690,,0.23600,-29.51600,-31.05250,-19.55010,-29.51590,1.76790,-0.55940,-0.55940
2024-06-30,2.05400,2.67890,-4.79030,-0.15050,-4.94080,-4.94080,-4.94080,-4.94080,-4.71640,-4.79030,4.51850,4.51850,-0.18000,-0.18000,2.57140,,0.36770,-31.86340,-33.49060,-19.59980,-31.86330,2.50500,-0.8412,-0.8412
2024-03-31,5.70040,1.97430,-7.73210,-0.33580,-8.06780,-8.06780,-8.06780,-8.95430,-7.65110,-7.73210,4.48010,4.48010,-2.00000,-2.00000,2.44700,,0.42230,-42.62850,-44.53640,-25.39220,-42.62850,3.10410,-0.6049,-0.6049
2023-12-31,6.47030,2.25380,-8.78140,0.38000,-8.40140,-8.40140,-8.40140,-8.40140,-8.69330,-8.78140,3.81710,3.81710,-2.20000,-2.20000,1.47060,,1.36100,-112.15030,-126.85030,-39.09430,-112.15030,1.88010,-1.4227,-1.4227
2023-09-30,8.87570,1.94280,-10.87580,0.16540,-10.71050,-10.71050,-10.71050,-10.71050,-10.78070,-10.87580,3.67250,3.67250,-2.92000,-2.92000,1.72300,0.28240,1.63070,-141.89920,-161.72920,-45.07740,-101.83120,2.04550,-3.31570,-3.31570
2023-06-30,8.29980,2.61960,-10.97680,1.86490,-9.11190,-9.11190,-9.11190,-9.11190,-10.87690,-10.97680,3.24830,3.24830,-2.37000,-2.37000,2.34850,0.25420,0.93430,-59.39870,-63.46470,-25.95640,-44.30250,4.21100,-4.1923,-4.1923
2023-03-31,11.19680,2.52030,-13.77450,-1.26670,-15.04120,-15.04120,-15.04120,-15.04120,-13.67460,-13.77450,3.53260,3.53260,-4.30000,-4.30000,2.75220,0.25430,0.63530,-69.25590,-72.73950,-33.28970,-51.64550,6.01100,-2.6717,-2.6717
2022-12-31,7.03290,4.40460,-11.49480,-4.19220,-15.68700,-15.68700,-15.68700,-15.68700,-11.39490,-11.49480,3.11690,3.11690,-5.00000,-5.00000,5.89840,0.33720,0.50870,-60.17710,-62.82200,-33.24080,-39.88650,7.55510,-2.1395,-2.1395
2022-09-30,6.76990,2.00710,-8.83430,-1.58140,-10.41570,-10.41570,-10.41570,-10.41570,-8.73440,-8.83430,2.72120,2.72120,-3.80000,-3.80000,5.27150,0.68100,2.13480,-174.73280,-216.71930,-45.56560,-55.73970,1.97610,-3.38830,-3.38830
2022-06-30,5.87280,3.36180,-9.29180,1.20310,-8.08880,-8.08880,-8.08880,-8.08880,-9.18390,-9.29180,2.46630,2.46630,-3.30000,-3.30000,4.50440,0.76780,3.30670,-220.34540,-328.97810,-40.21340,-51.16350,1.46930,-2.4464,-2.4464
