Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,3.57710,2.11430,-5.74880,-1.29180,-7.04060,-7.04060,-7.04060,-7.04060,-5.64890,-5.74880,2.49840,2.49840,-2.80000,-2.80000,5.74230,0.53870,1.16780,-70.72620,-81.06430,-26.88460,-32.62620,3.98450,-2.3529,-2.3529
2021-12-31,4.71370,1.89400,-6.66500,1.25070,-5.41430,-5.41430,-5.41430,-5.41430,-6.59350,-6.66500,2.49620,2.49620,-2.20000,-2.20000,7.00860,0.40890,0.69160,-33.70230,-36.73660,-16.98690,-19.92300,6.43020,-1.8322,-1.8322
2021-09-30,3.09480,2.39520,-5.54730,0.00650,-5.54080,-5.54080,-5.54080,-5.54080,-5.48990,-5.54730,2.37200,2.37200,-2.30000,-2.30000,16.34420,,,-27.38300,-29.39380,-25.21030,-27.38300,8.10600,-1.06860,-1.06860
2021-06-30,0.71610,0.18620,-131.60250,0.07010,-131.53240,-131.53240,-131.53240,-131.53240,-131.54520,-131.60250,1.24030,1.24030,-66.30000,-66.30000,4.62190,,,-2604.44400,-3644.81500,-2175.28000,-2604.44000,2.26140,-5.9532,-5.9532
2021-03-31,0.78960,2.15460,-3.00150,0.00860,-2.99290,-2.99290,-2.99290,-2.99290,-2.94420,-3.00150,1.39200,1.39200,-2.20000,-2.20000,7.97660,0.00550,0.00550,-26.24840,-30.22130,-23.21310,-26.10530,8.16890,-0.7477,-0.7477
2020-12-31,0.93810,2.06790,-3.06340,0.00560,-3.05780,-3.05780,-3.05780,-3.05780,-3.00600,-3.06340,1.39160,1.39160,-2.20000,-2.20000,36.91830,0.00480,0.00480,-23.38700,-26.54680,-22.71820,-23.27580,9.39540,0.0879,0.0879
2020-09-30,0.10090,0.22850,-0.38680,7.72070,7.33390,7.33390,7.33390,-46.26440,-0.32940,-0.38680,0.59720,0.59720,-77.50000,-77.50000,65.20400,0.00430,0.00430,50.24720,56.49260,49.34890,50.03290,10.48830,-1.81480,-1.81480
2020-06-30,0.10940,0.41030,-0.57700,-17.85200,-18.42900,-18.42900,-18.42900,-19.15420,-0.51960,-0.57700,0.49290,0.49290,-30.10000,-30.10000,0.01760,-0.00290,-0.04240,85.72160,79.53950,-884.34270,85.97150,-41.31180,-0.8641,-0.8641
2020-03-31,0.35320,0.28870,-0.69930,0.33290,-0.36640,-0.36640,-0.36640,-0.36640,-0.64190,-0.69930,0.51990,0.51990,-0.70000,-0.70000,0.12480,,-0.01210,15.62840,8.99640,-15.86720,15.62840,-4.50910,-0.7671,-0.7671
2019-12-31,0.34650,0.30660,-0.71040,7.37550,6.66500,6.66500,6.66500,6.66500,-0.65310,-0.71040,0.51840,0.51840,12.90000,12.90000,0.12640,,-0.01470,-326.00990,-174.01940,284.88620,-326.00990,-3.94390,-0.2423,-0.2423
2019-09-30,0.34150,0.30740,-0.70620,-3.84020,-4.54640,-4.54640,-4.54640,-20.92030,-0.64890,-0.70620,0.41330,0.41330,-50.60000,-50.60000,0.06760,,-0.00020,52.13430,43.03870,-174.30270,52.13430,-0.13460,-1.42990,-1.42990
2019-06-30,0.27570,0.32290,-0.65600,0.10290,-0.55310,-0.55310,-0.55310,-0.65590,-0.59860,-0.65600,0.25400,0.25400,-4.40000,-4.40000,1.52000,,,-25.95440,-239.84460,-21.48340,-25.95440,5.24980,-2.4619,-2.4619
2019-03-31,0.33180,0.45910,-0.84830,0.00020,-0.84800,-0.84800,-0.84800,-0.84800,-0.79090,-0.84830,0.25310,0.25310,-3.40000,-3.40000,5.62180,,,-30.44790,-102.47490,-28.60880,-30.44790,0.08800,-2.582,-2.582
2018-12-31,0.20600,0.23750,-0.50090,0.00040,-0.50050,-0.50050,-0.50050,-0.50050,-0.44350,-0.50090,0.25200,0.25200,-2.00000,-2.00000,15.55270,,,-14.13610,-32.80640,-13.72960,-14.13610,0.11240,-4.7905,-4.7905
2018-09-30,0.19450,0.23960,-0.49140,-0.05120,-0.54270,-0.54270,-0.54270,-0.48850,-0.43410,-0.49140,30.92790,30.92790,0.00000,0.00000,11.66430,,,-13.48290,-27.79330,-12.89630,-13.48290,0.12780,-0.01430,-0.01430
2018-06-30,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0425,0.0425
2018-03-31,0.04640,0.58750,-0.69120,-0.00130,-0.69260,-0.69260,-0.69260,-0.69260,-0.63390,-0.69120,9.69400,9.69400,-0.10000,-0.10000,,,,,,,,,-0.0042,-0.0042
2017-12-31,0.18680,0.25060,-0.49480,-0.00790,-0.50270,-0.50270,-0.50270,-0.50270,-0.43750,-0.49480,9.48490,9.48490,-0.10000,-0.10000,0.00210,0.42130,0.72800,-63.54470,34.58870,-22.37920,-36.77300,0.08330,-0.0165,-0.0165
2017-09-30,0.04190,0.10940,-0.66220,-0.00060,-0.66280,-0.66280,-0.66280,-0.66280,-0.60490,-0.66220,9.33020,9.33020,-0.10000,-0.10000,,,,,,,,,-0.02180,-0.02180
2017-06-30,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2017-03-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0263,0.0263
2016-12-31,0.12860,0.17190,-0.35780,,-0.35780,-0.35780,-0.35780,-0.35780,-0.30050,-0.35780,8.75050,8.75050,0.00000,0.00000,0.00390,,0.01540,-26.96480,31.19850,-14.43740,-26.96480,0.15130,-0.0116,-0.0116
2016-09-30,0.12730,0.16670,-0.35140,0.00000,-0.35130,-0.35130,-0.35130,-0.35130,-0.29400,-0.35140,8.72060,8.72060,0.00000,0.00000,0.00910,,0.01140,-22.25870,36.88030,-13.83320,-22.25870,0.18100,-0.01470,-0.01470
2016-06-30,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2016-03-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0021,0.0021
2015-12-31,,0.04990,-0.04990,0.00010,-0.04990,-0.04990,-0.04990,-0.04990,-0.04990,-0.04990,8.72100,8.72100,0.00000,0.00000,0.61720,,,32.46170,32.22470,-19.98670,32.22470,-0.01770,-0.0019,-0.0019
2015-09-30,,0.05460,-0.05460,0.00010,-0.05460,-0.05460,-0.05460,-0.05460,-0.05460,-0.05460,8.72100,8.72100,0.00000,0.00000,,,,,,,,,-0.00020,-0.00020
2015-06-30,,0.05410,-0.05490,0.00010,-0.05480,-0.05480,-0.05480,-0.05480,-0.05300,-0.05490,8.72100,8.72100,,0.00000,0.83280,,,111.34980,101.24540,-20.33280,101.24540,-0.00620,-0.0013,-0.0013
2015-03-31,,0.04900,-0.04900,0.00010,-0.04900,-0.04900,-0.04900,-0.04900,-0.04720,-0.04900,8.72100,8.72100,0.00000,0.00000,0.99580,,,-876.52420,,-17.35740,,-0.00010,-0.0011,-0.0011
2014-12-31,,0.07060,-0.07060,0.00010,-0.07050,-0.07050,-0.07050,-0.07050,-0.07060,-0.07060,8.72100,8.72100,0.00000,0.00000,1.18570,,,-129.23780,-153.53200,-24.05090,-153.53200,0.00530,-0.0034,-0.0034
2014-09-30,,0.05550,-0.05890,0.00010,-0.05880,-0.05880,-0.05880,-0.05880,-0.05890,-0.05890,8.72100,8.72100,0.00000,0.00000,1.56230,,,-47.01180,-51.33140,-18.47450,-51.33140,0.01310,-0.00170,-0.00170
2014-06-30,0.01090,0.17390,-0.17330,0.00030,-0.17310,-0.17310,-0.17310,-0.17320,-0.17150,-0.17330,8.70840,8.70840,,0.00000,2.06140,,,-94.15450,-100.97270,-51.99000,-100.97270,,-0.0014,-0.0014
2014-03-31,0.01940,0.02880,-0.04820,0.00010,-0.04800,-0.04800,-0.04800,-0.04800,-0.04820,-0.04820,8.70840,8.70840,0.00000,0.00000,143.81440,,,-13.45550,-13.45550,-13.36190,-13.45550,0.04090,-0.007,-0.007
2013-12-31,0.01920,0.02810,-0.04730,0.00020,-0.04710,-0.04710,-0.04710,-0.04710,-0.04730,-0.04730,8.70600,8.70600,0.00000,0.00000,24.28820,,,-12.08120,-12.08120,-11.58380,-12.08120,0.04480,-0.0045,-0.0045
2013-09-30,,0.04220,-0.05360,-0.00010,-0.05370,-0.05370,-0.05370,-0.05350,-0.05360,-0.05360,8.70600,8.70600,0.00000,0.00000,51.57290,,,-12.27650,-12.27650,-12.03840,-12.27640,0.05020,-0.00690,-0.00690
2013-06-30,-0.06080,-0.14180,0.20260,-0.00040,0.20220,0.20220,0.20220,0.20220,0.20260,0.20260,,,,0.00000,33.71310,,,41.20680,41.20680,39.98450,41.20680,0.05640,0.0187,0.0187
2013-03-31,0.04940,0.09960,-0.14900,0.00040,-0.14870,-0.14870,-0.14870,-0.14870,-0.14900,-0.14900,8.70680,8.70680,0.00000,0.00000,,,,,,,,,-0.0187,-0.0187
2012-12-31,0.00000,,,,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,0.019,0.019
2012-09-30,0.01140,0.05970,-0.07110,0.00010,-0.07100,-0.07100,-0.07100,-0.07100,-0.07110,-0.07110,6.56000,6.56000,0.00000,0.00000,,,,,,,,,-0.01900,-0.01900
