Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,22.21100,4.23100,17.98000,3.88600,2.04100,7.97800,10.00200,-4.81300,5.18900,5.18900,5.18900,,5.17700,17.33300,10.00200,20.63500,20.75300,0.24000,0.23000,0.58260,1.39570,45.03180,45.03180,23.36230,23.30830,0.02890,1.69950,1.78590,0.67490,0.70940,14.78330,0.4775,-0.5303
2024-06-30,21.80000,3.97600,17.82400,3.77600,6.31500,3.42600,14.39800,-4.72100,9.67700,9.67700,9.67700,,9.55300,21.53300,14.39800,20.59000,20.68300,0.45000,0.45000,0.57390,1.34700,66.04590,66.04590,44.38990,43.82110,0.02870,3.13750,3.27880,1.27460,1.33680,14.97760,0.4144,0.8647
2024-03-31,22.69600,4.47000,18.22600,3.92300,1.72100,8.22300,10.00300,-4.62300,5.38000,5.38000,5.38000,,5.15500,17.14400,10.00300,20.50900,20.57900,0.24000,0.23000,0.57650,1.36100,44.07380,44.07380,23.70460,22.71330,0.03000,1.75790,1.83990,0.71200,0.74450,14.91040,0.43280,0.52160
2023-12-31,22.74100,4.30500,18.43600,3.75400,11.91000,-1.93600,20.37200,-5.17000,15.20200,15.20200,15.20200,,13.67100,27.82200,20.37200,20.49900,20.55600,0.71000,0.71000,0.57620,1.35940,89.58270,89.58270,66.84840,60.11610,0.02990,4.93980,5.18730,1.99600,2.09370,15.14270,0.4885,1.7733
2023-09-30,22.54600,4.06100,18.48500,3.86400,0.25600,9.91800,8.56700,-5.79800,2.76900,2.76900,2.76900,,2.74700,16.05600,8.56700,20.56700,20.59600,0.12000,0.12000,0.58580,1.41410,37.99790,37.99790,12.28160,12.18400,0.02940,0.91350,0.96730,0.36070,0.37840,14.85210,0.5442,0.1983
2023-06-30,22.40700,3.95400,18.45300,4.16500,3.09200,7.18700,11.26600,-4.72700,6.53900,6.53900,6.53900,,6.51900,18.91900,11.26600,20.57100,20.64200,0.30000,0.30000,0.57160,1.33420,50.27890,50.27890,29.18280,29.09360,0.02910,2.08940,2.21170,0.84990,0.89510,15.23640,0.4928,0.6685
2023-03-31,22.95200,4.12400,18.82800,4.03900,1.46600,8.71800,10.11000,-4.70200,5.40800,5.40800,5.40800,,5.38600,17.56100,10.11000,20.51400,20.57900,0.25000,0.25000,0.57040,1.32750,44.04840,44.04840,23.56220,23.46640,0.02980,1.71850,1.82600,0.70130,0.73830,15.31690,0.71490,0.85600
2022-12-31,27.71500,4.30200,23.41300,3.72400,-0.07400,9.86100,13.55200,-4.64500,8.90700,8.90700,8.90700,,8.66700,20.91600,13.55200,20.36000,20.45300,0.42000,0.42000,0.57350,1.34480,48.89770,48.89770,32.13780,31.27190,0.03540,2.81030,2.99800,1.13720,1.19850,15.56510,0.4554,-0.1581
2022-09-30,21.47300,3.97000,17.50300,3.76900,4.00300,5.73600,11.76700,-4.54600,7.22100,7.22100,7.22100,,6.88400,19.10000,11.76700,20.34000,20.41600,0.34000,0.34000,0.56750,1.31230,54.79910,54.79910,33.62830,32.05890,0.02800,2.29060,2.44240,0.94100,0.99060,15.52120,0.5439,0.8625
2022-06-30,21.47200,3.54900,17.92300,3.97300,7.97300,1.90500,16.01800,0.76700,16.78500,16.78500,16.78500,,16.19700,23.70900,16.01800,20.36400,20.48000,0.80000,0.79000,0.57450,1.35040,74.59950,74.59950,78.17160,75.43310,0.02750,5.31000,5.68490,2.15010,2.25920,15.58610,0.7317,-0.224
