Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,33.55500,16.56200,16.99300,,8.03400,,8.93900,8.05400,-3.23600,4.81800,0.04000,4.77800,4.77800,-0.82200,3.95600,10.46300,8.05400,37.61010,37.61010,0.11000,0.11000,0.15290,,-0.80400,50.64220,24.00240,24.00240,14.35850,11.78960,0.29380,1.29770,69.35540,-3.47540,-2.34760,4.18300,-3.47970,-2.89390,-0.0241,-0.0476
2024-06-30,27.18300,16.46500,10.71800,,12.38300,,13.29600,-2.57800,-4.32500,-6.90300,0.03500,-6.93800,-6.93800,-1.24900,-8.18700,-0.09800,-2.57800,29.39940,29.39940,-0.28000,-0.28000,0.13240,,-0.78400,39.42910,-9.48390,-9.48390,-25.39460,-30.11810,0.23980,1.19760,75.15060,4.41350,3.09600,-6.12040,4.41820,-5.30980,-0.1012,-0.1257
2024-03-31,28.94100,20.00800,8.93300,,14.69900,-1.19800,16.88400,-7.95100,-4.72800,-12.67900,0.04100,-12.72000,-12.72000,-90.63800,-103.35800,-2.47800,-7.95100,26.44380,26.44380,-3.91000,-3.91000,0.16100,,-0.79030,30.86630,-27.47310,-27.47310,-43.80980,-357.13350,0.24060,1.09410,82.25980,8.50540,5.85370,-10.57440,8.51500,-5.06150,-0.07430,-0.10130
2023-12-31,144.71700,80.24900,64.46800,,63.70800,-0.32500,79.74100,-15.27300,-5.40900,-20.68200,0.07700,-20.75900,-20.75900,15.20400,-5.55500,-8.47700,-15.27300,22.32380,22.32380,-0.10000,-0.10000,0.38300,,-2.20660,44.54760,-10.55370,-10.55370,-14.29130,-3.83850,0.76620,4.56870,19.69940,35.18770,16.10990,-10.99070,35.28820,-2.46790,-0.1601,-0.2025
2023-09-30,36.99600,23.04600,13.95000,,17.36200,,18.41700,-4.46700,-4.25300,-8.72000,0.05200,-8.77200,-8.77200,-2.39400,-11.16600,2.98300,-4.46700,23.44570,23.44570,-0.47000,-0.47000,0.55180,3.53790,-2.12270,37.70680,-12.07430,-12.07430,-23.57010,-30.18160,0.19310,0.97420,92.38650,14.80510,6.01370,-4.57850,-37.68040,-2.48000,-0.2067,-0.2367
2023-06-30,34.07200,20.85500,13.21700,,18.50500,,19.57000,-6.35300,-5.08800,-11.44100,0.08600,-11.52700,-11.52700,-7.95700,-19.48400,1.42000,-6.35300,22.07450,22.07450,-0.88000,-0.88000,0.36820,,-2.22670,38.79140,-18.64580,-18.64580,-33.57890,-57.18480,0.17110,1.07710,83.55480,17.95730,8.04410,-5.79000,21.94990,-2.38540,-0.6536,-0.6867
2023-03-31,28.41800,18.09000,10.32800,,18.82200,-0.11900,20.03700,-9.70900,-4.80800,-14.51700,0.00700,-14.52400,-14.52400,-4.85300,-19.37700,-1.64400,-9.70900,18.71860,18.71860,-1.04000,-1.04000,0.38720,,-2.80660,36.34320,-34.16500,-34.16500,-51.08380,-68.18570,0.13880,1.20610,74.61790,27.56030,10.70330,-7.09500,36.74820,-1.81520,-0.08930,-0.15280
2022-12-31,61.66300,34.13300,27.53000,,31.02400,,35.55000,-8.02000,-3.41900,-11.43900,0.11700,-11.55600,-11.55600,-2.14100,-13.69700,-0.76800,-8.02000,17.62560,17.62560,-0.70000,-0.70000,0.36370,,-2.94020,44.64590,-13.00620,-13.00620,-18.55080,-22.21270,0.30270,1.81630,49.55160,22.16090,8.41760,-5.67250,29.65360,-2.12910,0.1613,0.0799
2022-09-30,57.27700,32.67100,24.60600,,31.91700,,36.39500,-11.78900,-3.52300,-15.31200,0.54700,-15.85900,-15.85900,-0.64600,-16.50500,-4.61700,-11.78900,18.28470,18.28470,-0.90000,-0.90000,0.63330,1.91410,-2.87390,42.95970,-20.58240,-20.58240,-26.73320,-28.81610,0.34180,1.70150,52.89350,35.53920,15.10990,-9.46460,-46.39310,-1.72170,-0.3938,-0.463
2022-06-30,53.75200,37.62200,16.13000,,32.31700,,36.76100,-20.63100,-2.63400,-23.26500,-1.74100,-21.52400,-21.52400,-0.68300,-22.20700,-13.53800,-20.63100,18.25890,18.25890,-1.22000,-1.22000,0.71790,1.46170,-3.83020,30.00820,-38.38180,-38.38180,-43.28210,-41.31380,0.28830,1.56030,57.68160,63.37300,21.47550,-11.54420,-48.27090,-1.15490,0.4566,0.3908
2022-03-31,48.24300,28.49700,19.74600,,30.73000,-0.25700,35.18900,-15.44300,-2.99200,-18.43500,0.01400,-18.44900,-18.44900,,-18.44900,-8.27000,-15.44300,15.38130,15.38130,-1.20000,-1.20000,0.83360,1.20530,-7.23930,40.93030,-32.01090,-32.01090,-38.21280,-38.24180,0.28170,2.41240,37.30740,75.50240,22.24540,-10.77260,-34.24790,-0.63190,-0.86540,-0.97290
2021-12-31,61.20400,24.80000,36.40400,,48.18800,-0.75400,53.30500,-16.90100,-3.65600,-20.55700,-1.44400,-19.11300,-19.11300,,-19.11300,-9.70300,-16.90100,11.42970,11.42970,-1.40000,-1.40000,0.66720,2.42170,-2.17260,59.47980,-27.61420,-27.61420,-33.58770,-31.22840,0.35180,2.82570,31.85090,36.98550,16.65390,-10.98560,-71.90210,-2.99070,-0.5697,-0.7357
2021-09-30,59.57500,32.21500,27.36000,,37.44900,-8.24900,49.75300,-22.39300,-2.54400,-24.93700,-0.23000,-24.70700,-24.70700,,-24.70700,-15.56300,-22.39300,11.49140,11.49140,-2.15000,-2.15000,0.60880,1.99550,-2.38930,45.92530,-37.58790,-37.58790,-41.85820,-41.47210,0.31330,3.05210,29.48760,51.84110,22.46650,-12.99250,-83.96550,-2.43640,0.1829,0.0898
2021-06-30,34.74600,25.30700,9.43900,,28.73700,,32.70100,-23.26200,2.60500,-20.65700,,-20.65700,-20.65700,,-20.65700,-16.83400,-23.26200,11.01290,11.01290,-1.88000,-1.88000,0.68150,1.29780,-4.70990,27.16570,-66.94870,-66.94870,-59.45150,-59.45150,0.15900,2.36120,38.11650,63.68240,20.82000,-9.45190,-43.86780,-1.17100,-0.7574,-0.8605
2021-03-31,33.61500,28.20800,5.40700,,23.16700,,27.13000,-21.72300,-3.74000,-25.46300,,-25.46300,-25.46300,,-25.46300,-14.89900,-21.72300,10.45610,10.45610,-2.44000,-2.44000,0.62030,1.50850,-3.21520,16.08510,-64.62290,-64.62290,-75.74890,-75.74890,0.16100,2.38580,37.72310,63.27220,24.36240,-12.19260,-59.31750,-2.08280,-0.14450,-0.23690
2020-12-31,42.43860,26.74150,15.69710,,27.04540,,31.32800,-15.63090,-6.18780,-21.81870,,-22.02960,-22.02960,,-37.53950,-7.71750,-15.63090,2.09000,2.09000,-12.15800,-12.15800,0.68650,1.03150,-36.56090,36.98780,-36.83180,-36.83180,-51.41250,-88.45600,0.19810,2.57240,34.98670,108.44820,24.60340,-10.28440,-36.53520,-0.18220,-4.0811,-4.2282
2020-09-30,32.09000,24.70890,7.38110,,17.10110,,21.15430,-13.77320,-7.49120,-21.26440,,-21.26440,-21.26440,,-21.39710,-5.93810,-13.77320,1.78300,1.78300,-12.08790,-12.08790,0.43430,1.59650,-2.82220,23.00110,-42.92060,-42.92060,-66.26500,-66.67840,0.16820,2.74880,32.74210,23.27850,17.27100,-11.14670,-42.45170,-16.19640,-1.6077,-2.083
2020-06-30,23.09090,24.87420,-1.78320,,15.67990,,19.80700,-21.59020,-1.57110,-23.16130,,-23.16130,-23.16130,,-23.16130,-13.60780,-21.59020,1.78440,1.78440,-12.96700,-12.96700,0.40240,1.33190,-4.23380,-7.72270,-93.50080,-93.50080,-100.30480,-100.30480,0.11750,2.18640,41.16300,31.05800,19.75300,-11.78660,-40.62550,-10.77590,-3.988,-4.7657
2020-03-31,30.41290,26.73880,3.67400,,19.77010,,23.86690,-20.19280,-2.58380,-22.77660,,-22.77660,-22.77660,,-22.77660,-12.48510,-20.19280,1.75830,1.75830,-12.96700,-12.96700,0.47090,0.99890,1039.94600,12.08050,-66.39560,-66.39560,-74.89140,-74.89140,0.14540,1.91710,46.94650,40.97700,22.03650,-10.89230,-34.27630,0.04090,-5.77480,-6.74910
2019-12-31,33.71300,28.54890,5.16420,,20.28130,,24.26700,-19.10290,0.26000,-18.84280,,0.69830,0.69830,,0.69830,-11.75030,-19.10290,1.68720,1.68720,1.31870,1.31870,0.55010,0.75350,3.09740,15.31810,-56.66320,-56.66320,-55.89180,2.07130,0.17110,2.07670,43.33800,-1.88380,-0.78500,0.35450,0.92600,11.00450,-1.7697,-2.2584
2019-09-30,7.58600,7.61260,-0.02660,,9.32230,,9.67190,-9.69850,-9.98060,-19.67910,,-19.67910,-19.67910,,-19.67910,-6.24510,-9.69850,1.64900,1.64900,-11.86810,-11.86810,,,,-0.35020,-127.84680,-127.84680,-259.41300,-259.41300,,,,,,,,,-2.8841,-3.3671
2019-06-30,5.77030,5.48720,0.28310,,7.32210,,7.42970,-7.14660,-3.43890,-10.58560,,-10.58560,-10.58560,,-10.58560,-4.78290,-7.14660,1.61780,1.61780,-6.59340,-6.59340,,,,4.90640,-123.85250,-123.85250,-183.44960,-183.44960,,,,,,,,,-28.345,-28.69
2019-03-31,6.27400,5.65260,0.62140,,5.37450,,5.48290,-4.86150,-4.07350,-8.93500,,-8.93500,-8.93500,,-8.93500,-2.74210,-4.86150,1.58510,1.58510,-5.71430,-5.71430,,,,9.90440,-77.48670,-77.48670,-142.41370,-142.41370,,,,,,,,,-0.75840,-1.03500
2018-12-31,4.23920,3.73760,0.50170,,4.26940,,3.73540,-3.23370,-7.17110,-10.40480,,-10.40480,-10.40480,,-10.40480,-1.98340,-3.23370,1.18890,1.18890,-9.45060,-9.45060,0.44270,0.50290,1.20060,11.83370,-76.28070,-76.28070,-245.43950,-245.43950,0.11410,0.69150,130.15550,97.07830,68.30880,-28.00160,-68.99460,4.60590,-1.274,-1.78
2018-09-30,1.15790,1.78410,-0.62620,0.41130,2.57310,,2.98440,-3.61060,-5.11060,-8.72120,-0.09160,-8.62960,-8.62960,,-26.67510,-2.59430,-3.61060,1.26650,1.26650,-21.09890,-21.09890,0.56870,,0.07460,-54.07610,-311.81560,-311.81560,-753.17980,-2303.71100,0.05890,0.73380,122.64550,164.07890,-204.69220,-43.86130,-66.61390,8.52370,-1.2763,-1.5701
