Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,151.80500,151.80500,75.98500,34.26700,,41.55300,2.81300,44.36600,,44.36600,44.36600,,44.36600,44.75600,41.55300,105.54500,107.92900,0.42000,0.41000,3.00760,,,100.00000,27.37260,27.37260,29.22570,29.22570,0.21580,115.26570,0.78080,9.80970,10.09570,6.30580,9.80970,4.27870,0.5997,0.5574
2021-12-31,27.43900,27.43900,65.76500,24.99500,,-63.32100,0.44900,-62.87200,,-62.87200,-62.87200,,-62.87200,-61.02800,-63.32100,104.53400,104.53400,-0.60000,-0.60000,2.46860,,,100.00000,-230.77010,-230.77010,-229.13370,-229.13370,0.04300,182.92670,0.49200,-16.87570,-17.49740,-9.84620,-16.87570,3.55500,-0.58650,-0.64180
2021-09-30,38.28200,38.28200,65.76500,37.39900,,-64.88200,1.51000,-63.37200,,-63.37400,-63.37400,,-63.37400,-62.25400,-64.88200,103.74500,103.74500,-0.61000,-0.61000,2.62460,,,100.00000,-169.48430,-169.48430,-165.53990,-165.54520,0.05390,3.73300,24.10920,-15.50160,-16.03760,-8.92410,-15.50160,3.91870,-0.2252,-0.3048
2021-06-30,45.89100,45.89100,59.32500,18.43400,,-31.86800,1.94400,-29.92400,,-29.92400,-29.92400,,-29.92400,-29.92200,-31.86800,104.09900,104.09900,-0.29000,-0.29000,2.69120,,,100.00000,-69.44280,-69.44280,-65.20670,-65.20670,0.06240,68.39200,1.31590,-6.84930,-7.07750,-4.07170,-6.84930,4.19240,-0.2893,-0.3267
2021-03-31,32.81100,32.81100,44.69700,16.34600,,-28.23200,1.41400,-26.81800,,-26.81800,-26.81800,,-26.81800,-25.81900,-28.23200,103.86700,103.86700,-0.26000,-0.26000,3.50960,,,100.00000,-86.04430,-86.04430,-81.73480,-81.73480,0.04340,34.35710,2.61950,-6.01910,-6.22180,-3.54360,-6.01910,4.28330,2.5446,2.4759
2020-12-31,21.30300,21.30300,36.55500,8.80200,,-24.05400,3.32200,-20.73200,,-20.73200,-20.73200,,-20.73200,-22.50800,-24.05400,102.75700,102.75700,-0.20000,-0.20000,12.90010,,,100.00000,-112.91370,-112.91370,-97.31960,-97.31960,0.04270,2.36650,38.03130,-4.56180,-4.71680,-4.15260,-4.56180,4.40410,-0.37880,-0.42030
2020-09-30,7.63200,7.63200,43.48500,14.26700,,-50.12000,1.68900,-48.43100,,-48.43300,-48.43300,,-48.43300,-48.47400,-50.12000,100.72200,100.72200,-0.48000,-0.48000,7.92420,,,100.00000,-656.70880,-656.70870,-634.57830,-634.60450,0.01460,9.02130,9.97640,-10.48840,-10.84930,-9.26940,-10.48840,4.51060,-0.121,-0.1408
2020-06-30,27.37600,27.37600,32.57300,10.74900,,-15.94600,2.33500,-13.61100,,-13.61100,-13.61100,,-13.61100,-14.17600,-15.94600,101.84300,101.84300,-0.13000,-0.13000,7.36820,,,100.00000,-58.24810,-58.24810,-49.71870,-49.71870,0.04930,1.26200,71.31540,-2.76320,-2.85470,-2.44920,-2.76320,4.81740,-0.3273,-0.3482
2020-03-31,23.52900,23.52900,29.44300,16.32600,,-22.24000,2.40400,-19.83600,,-19.83600,-19.83600,,-19.83600,-20.62600,-22.24000,101.65300,101.65300,-0.20000,-0.20000,5.89640,,,100.00000,-94.52170,-94.52170,-84.30450,-84.30450,0.04190,18.58870,4.84170,-4.01890,-4.15540,-3.53540,-4.01890,4.85080,-0.2604,-0.294
2019-12-31,29.45500,29.45500,23.37400,10.93400,,-4.85300,2.18000,-2.67300,,-2.67300,-2.67300,,-2.67300,-3.41600,-4.85300,97.09000,97.09000,-0.03000,-0.03000,6.88800,,,100.00000,-16.47600,-16.47600,-9.07490,-9.07490,0.05010,21.89480,4.11060,-0.53510,-0.55350,-0.45490,-0.53510,4.94040,-0.24240,-0.28680
2019-09-30,43.29320,43.29320,23.38660,10.26820,,9.63840,2.24060,11.87910,,11.70510,11.70510,,11.70510,11.10740,9.63840,93.85900,98.60800,0.13000,0.11000,2.73250,,,100.00000,22.26310,22.26310,27.43860,27.03670,0.12370,65.46080,1.37490,4.79640,5.15700,3.34580,4.79640,2.55520,0.1446,0.0651
2019-06-30,42.69660,42.69660,19.29170,4.80920,,18.59580,1.74000,20.33570,,20.33570,20.33570,,20.33570,19.95120,18.59580,94.93500,98.88500,0.21000,0.21000,2.80800,,,100.00000,43.55320,43.55320,47.62840,47.62840,0.12680,20.88760,4.30880,9.01130,9.76830,6.03740,9.01130,2.37030,0.0942,0.0616
2019-03-31,48.14830,48.14830,20.79860,5.33900,,22.01070,1.88630,23.89700,,23.89700,23.89700,,23.89700,23.67350,22.01070,94.15500,98.08300,0.25000,0.24000,2.30790,,,100.00000,45.71440,45.71440,49.63210,49.63210,0.14420,3.58720,25.08940,11.91040,13.07800,7.15610,11.91040,2.11950,-0.2445,-0.2464
2018-12-31,34.65790,34.65790,17.57200,6.13970,,10.94610,1.09110,12.03730,,12.03730,12.03730,,12.03730,11.96690,10.94610,91.09200,95.59000,0.13000,0.13000,1.84940,,,100.00000,31.58340,31.58340,34.73160,34.73160,0.10170,10.93800,8.22820,7.01880,7.85920,3.53050,7.01880,1.85220,1.76050,1.75280
2018-09-30,11.25500,11.25500,15.99390,6.43020,,-11.16910,0.41020,-10.75890,,-10.76130,-10.76130,,-10.76130,-10.14000,-11.16910,83.63800,83.63800,-0.11000,-0.11000,6.37030,0.02160,0.02440,100.00000,-99.23690,-99.23690,-95.59190,-95.61320,0.10080,34.37950,2.61780,-11.29900,-14.07120,-9.64190,-11.05510,1.07610,-0.0563,-0.0652
2018-06-30,0.72740,0.72740,12.05270,4.59440,,-15.91970,0.31370,-15.60600,,-15.60600,-15.60600,,-15.60600,-14.50740,-15.91970,87.63400,87.63400,-0.18000,-0.18000,8.68090,0.02080,0.02340,100.00000,-2188.65400,-2188.65400,-2145.52600,-2145.52600,0.00640,48.57260,1.85290,-15.33620,-18.90030,-13.82250,-15.01760,1.15830,-0.1499,-0.1519
2018-03-31,0.65010,0.65010,12.00240,3.68180,,-15.03410,0.14970,-14.88430,,-14.88430,-14.88430,,-14.88430,-13.64200,-15.03410,84.08400,84.08400,-0.18000,-0.18000,10.15580,0.01910,0.02140,100.00000,-2312.48700,-2312.48700,-2289.45400,-2289.45400,0.00510,39.91440,2.25480,-13.08910,-15.81740,-11.72000,-12.83900,1.29860,-0.1621,-0.1664
2017-12-31,3.50980,3.50980,12.91960,4.40360,,-13.81340,0.61450,-13.19890,,-13.19890,-13.19890,,-13.19890,-12.56440,-13.81340,74.83100,74.83100,-0.18000,-0.18000,3.87180,0.03130,0.03540,100.00000,-393.56280,-393.56280,-376.05560,-376.05560,0.03980,23.40960,3.84460,-18.80200,-26.31360,-14.96120,-18.21290,0.93700,-0.19630,-0.19810
2017-09-30,8.71380,8.71380,18.80250,1.34720,,-10.25020,-0.47930,-10.72950,,-10.73190,-10.73190,,-10.73190,-8.99920,-10.25020,73.89900,73.89900,-0.15000,-0.15000,3.63100,0.02790,0.03130,100.00000,-117.63220,-117.63220,-123.13240,-123.15990,0.08380,128.52760,0.70020,-13.27100,-17.76720,-10.31690,-12.90010,1.08130,-0.1268,-0.1296
2017-06-30,9.34250,9.34250,11.13670,3.91990,,-5.71420,0.19440,-5.51970,,-5.51970,-5.51970,,-5.51970,-4.62720,-5.71420,74.77200,74.77200,-0.07000,-0.07000,3.83390,0.02590,0.02890,100.00000,-61.16310,-61.16310,-59.08210,-59.08210,0.08120,9.96730,9.02950,-6.16440,-8.04010,-4.79640,-6.00490,1.19750,-0.1391,-0.1544
2017-03-31,8.98590,8.98590,11.43820,3.67740,,-6.12960,0.08710,-6.04260,,-6.04260,-6.04260,,-6.04260,-5.00640,-6.12960,74.63000,74.63000,-0.08000,-0.08000,3.25530,0.02540,0.02820,100.00000,-68.21380,-68.21380,-67.24460,-67.24460,0.07080,15.47100,5.81730,-6.47390,-8.38990,-4.76270,-6.30960,1.24830,-0.198,-0.2129
2016-12-31,4.36550,4.36550,9.52710,8.55470,,-14.90190,2.81580,-12.08610,,-12.08610,-12.08610,,-12.08610,-13.71630,-14.90190,71.44500,71.44500,-0.17000,-0.17000,2.87120,0.02490,0.02760,100.00000,-341.35610,-341.35610,-276.85530,-276.85530,0.03030,72.75830,1.23700,-12.43320,-16.01420,-8.37810,-12.12360,1.30630,0.14000,0.06580
2016-09-30,0.03130,0.03130,32.33500,-4.28050,,-21.79510,-0.42450,-22.21960,,-22.21720,-22.21720,,-22.22200,-20.92100,-21.79510,61.05100,61.05100,-0.35000,-0.35000,3.52920,0.02600,0.02870,100.00000,-69744.38000,-69744.38000,-71102.66000,-71110.33000,0.00020,0.41670,216.00000,-23.38050,-30.49310,-17.33330,-22.77340,1.36240,-0.1507,-0.1948
2016-06-30,0.03960,0.03960,9.42320,9.13970,,-19.34150,-0.07930,-19.42070,,-19.42070,-19.42070,,-19.42070,-18.50140,-19.34150,59.96700,59.96700,-0.32000,-0.32000,3.34240,0.04750,0.05590,100.00000,-48863.11000,-48863.11000,-49063.34000,-49063.34000,0.00050,,,-32.68100,-54.11150,-22.70540,-31.12930,0.98340,-0.3041,-0.3148
2016-03-31,0.04380,0.04380,10.02080,10.48390,,-21.26490,0.44900,-20.81590,,-20.81590,-20.81590,,-20.81590,-20.38990,-21.26490,59.77900,59.77900,-0.35000,-0.35000,4.70490,0.00580,0.00880,100.00000,-48605.38000,-48605.38000,-47579.11000,-47579.11000,0.00050,,,-28.15760,-41.65990,-22.00230,-27.99450,1.23290,-0.2454,-0.2469
2015-12-31,0.04380,0.04380,10.33880,8.25180,,-19.34130,0.07690,-19.26440,,-19.26440,-19.26440,,-19.26440,-18.43850,-19.34130,59.54900,59.54900,-0.32000,-0.32000,6.67450,0.00520,0.00760,100.00000,-44208.61000,-44208.61000,-44032.95000,-44032.95000,0.00040,,,-20.85610,-28.33700,-17.29590,-20.74690,1.54910,-0.35510,-0.36200
2015-09-30,0.04370,0.04370,10.39190,12.13710,,-25.23230,0.48910,-24.74320,,-24.74080,-24.74080,,-24.74560,-24.21130,-25.23230,57.35800,57.35800,-0.41000,-0.41000,6.46970,0.00490,0.00690,100.00000,-57673.75000,-57673.73000,-56555.82000,-56561.29000,0.00030,,,-22.56920,-29.17630,-18.70500,-22.45840,1.84090,-0.2432,-0.2584
2015-06-30,0.12380,0.12380,7.49040,7.88600,,-15.99370,0.05770,-15.93610,,-15.93610,-15.93610,,-15.93610,-14.97590,-15.99370,59.49300,59.49300,-0.27000,-0.27000,12.03130,0.00450,0.00620,100.00000,-12924.21000,-12924.21000,-12877.62000,-12877.62000,0.00090,,,-12.18870,-15.10790,-10.97600,-12.13340,2.19750,-0.1743,-0.1781
2015-03-31,0.04380,0.04380,11.64080,7.44340,,-29.63270,0.94880,-28.68400,,-28.68400,-28.68400,,-28.68400,-28.86250,-29.63270,55.72000,55.72000,-0.51000,-0.51000,9.09490,0.00450,0.00600,100.00000,-67731.98000,-67731.98000,-65563.41000,-65563.41000,0.00030,,,-19.89230,-24.20700,-17.66490,-19.80310,2.42610,-0.2856,-0.2908
2014-12-31,0.17080,0.17080,17.74430,7.25170,,-25.11530,2.54000,-22.57530,,-22.57530,-22.57530,,-22.57530,-24.47750,-25.11530,54.69200,54.69200,-0.41000,-0.41000,11.49490,0.00480,0.00630,100.00000,-14708.80000,-14708.80000,-13221.25000,-13221.25000,0.00110,1.34450,66.94000,-15.49330,-15.60040,-13.92360,-15.41870,2.66300,-0.44250,-0.45260
2014-09-30,0.04370,0.04370,8.39640,9.18320,,-22.35430,-0.06090,-22.42520,,-22.41990,-22.41990,,-22.43040,-21.70630,-22.35430,46.93300,46.93300,-0.44000,-0.44000,13.06660,0.00450,0.00620,100.00000,-51095.57000,-51095.58000,-51257.68000,-51269.59000,0.00020,,,-13.50720,-13.59020,-12.26360,-13.44580,3.03690,-0.2829,-0.2952
2014-06-30,0.04380,0.04380,6.39220,6.07560,,-12.70010,1.06360,-11.62650,,-11.62650,-11.62650,,-11.62890,-12.27710,-12.70010,51.93200,51.93200,-0.22000,-0.22000,19.80860,0.00440,0.00580,100.00000,-29028.80000,-29028.80000,-26574.74000,-26580.39000,0.00020,,,-6.25720,-6.36690,-5.91310,-6.23000,3.51180,-0.1396,-0.15
2014-03-31,0.04380,0.04380,5.21640,5.64400,,-11.21250,-2.77020,-13.98270,,-13.98270,-13.98270,,-13.94250,-10.57590,-11.21250,44.32200,44.32200,-0.31000,-0.31000,15.44690,0.00450,0.01120,100.00000,-25628.57000,-25628.57000,-31960.46000,-31868.62000,0.00020,,,-7.37730,-7.50450,-6.90020,-7.34370,3.65430,-0.146,-0.1567
2013-12-31,0.04380,0.04380,3.13300,3.51670,,-7.00940,-3.67640,-10.68570,,-10.68570,-10.68570,,-10.62830,-6.57750,-7.00940,37.74200,37.74200,-0.28000,-0.28000,8.47290,0.01230,0.02820,100.00000,-16021.44000,-16021.44000,-24424.53000,-24293.29000,0.00050,0.45820,196.43250,-13.20690,-13.75550,-11.52820,-13.04460,2.07450,-0.18610,-0.18910
2013-09-30,0.04380,0.04380,3.24740,2.97480,-1.42170,-7.99910,-5.80600,-13.80510,,-13.80510,-13.80510,0.00000,-13.69220,-7.55410,-7.99910,24.00200,24.00200,-0.33000,-0.33000,3.30590,0.04140,0.08950,100.00000,-18283.66000,-18283.67000,-31554.43000,-31296.42000,0.00120,0.58330,154.28570,-53.64360,-61.37140,-36.98150,-51.42340,0.79210,-0.2711,-0.2758
2013-06-30,0.04380,0.04380,1.75650,2.91500,-1.30800,-6.38990,0.21220,-6.17760,0.00000,-6.17760,-6.17760,,-6.07900,-5.89040,-6.38990,26.13400,26.13400,-0.23000,-0.23000,5.15300,0.03390,0.06940,100.00000,-14605.41000,-14605.41000,-14120.29000,-13894.88000,0.00110,0.16350,550.40920,-18.54810,-20.55660,-14.89000,-17.92020,1.06390,-0.0174,-0.0273
2013-03-31,0.04380,0.04380,2.12500,2.86030,0.00000,-5.39030,-1.54940,-6.93970,,-6.93970,-6.93970,-0.00030,-6.75790,-4.90520,-5.39030,16.46200,16.46200,-0.41000,-0.41000,0.52200,0.24540,0.61720,100.00000,-12320.66000,-12320.66000,-15862.13000,-15446.71000,0.00350,,,-184.54160,792.35010,-55.87810,-139.26380,0.22060,-0.2326,-0.2345
2012-12-31,0.15900,0.15900,1.57670,2.94280,0.00000,-4.81000,0.02930,-4.78070,0.00000,-4.78070,-4.78070,0.00000,-4.61420,-4.35990,-4.81000,14.11400,14.11400,-0.33000,-0.33000,0.99770,0.14390,0.31950,100.00000,-3024.86600,-3024.86600,-3006.43300,-2901.69500,0.01040,1.27650,70.50480,-62.86700,-165.19240,-31.38780,-53.82330,0.48610,-0.27190,-0.26400
2012-09-30,0.04380,0.04380,2.04450,2.93060,,-5.37850,-0.22220,-5.60070,,-5.60070,-5.60070,-0.00010,-5.31370,-4.90130,-5.37850,11.12980,11.12980,-0.44000,-0.44000,1.23260,0.19410,0.27660,100.00000,-12293.67000,-12293.67000,-12801.59000,-12145.56000,0.00260,2.26630,39.71320,-63.57990,-139.17050,-33.88650,-51.23780,0.64870,-0.4215,-0.4058
2012-06-30,0.04790,0.04790,1.21920,5.20820,0.00000,-6.80290,-1.43680,-8.23970,0.00000,-8.23970,-8.23970,0.00070,-7.99150,-6.40640,-6.80290,11.23800,11.23800,-0.71000,-0.71000,1.01510,0.20140,0.27740,100.00000,-14197.33000,-14197.33000,-17195.86000,-16677.82000,0.00290,0.07070,1272.41300,-97.52800,-220.98450,-49.97410,-77.88860,0.74690,-0.3133,-0.3206
2012-03-31,0.03130,0.03130,1.35870,3.11740,0.00000,-4.86880,-0.71490,-5.58360,0.00000,-5.58360,-5.58360,-0.00050,-5.33520,-4.44230,-4.86880,10.66400,10.66400,-0.50000,-0.50000,1.38300,0.15610,0.20320,100.00000,-15580.02000,-15580.02000,-17867.62000,-17072.75000,0.00160,0.01340,6708.28700,-48.27350,-62.79950,-27.80560,-40.74020,1.07040,-0.3762,-0.3947
2011-12-31,0.02400,0.02400,0.76910,2.83950,0.00000,-4.03900,1.35250,-2.68660,0.00000,-2.68660,-2.68660,-0.00020,-2.48550,-3.58080,-4.03900,10.12110,10.12110,-0.25000,-0.25000,1.81300,0.12000,0.14960,100.00000,-16858.83000,-16858.83000,-11213.70000,-10374.43000,0.00100,0.01180,7616.90500,-17.05880,-20.66710,-11.64920,-15.01220,1.49560,-0.26730,-0.27420
2011-09-30,,,0.50960,2.32980,,-2.91270,-0.03390,-2.94660,,-2.94660,-2.94660,-0.00040,-2.77650,-2.84320,-2.91270,7.18100,7.18100,-0.39000,-0.36000,3.81930,0.04610,0.04830,,,,,,,,,-23.45220,-27.20010,-18.54530,-22.37180,1.45390,-0.2318,-0.2318
2011-06-30,,,0.36560,1.33810,0.00000,-1.77020,-0.17450,-1.94470,,-1.94470,-1.94470,-0.06870,-1.81990,-1.73170,-1.77020,7.18300,7.18300,-0.25000,-0.25000,3.26370,0.05040,0.05310,,,,,,,,,-18.39930,-22.15500,-14.63280,-17.47210,1.47130,-0.1974,-0.198
2011-03-31,,,0.14070,1.60320,0.00000,-1.81160,0.72430,-1.08730,0.00000,-1.08730,-1.08730,3.78670,2.90520,-1.72830,-1.81160,7.18100,7.89100,0.40000,0.37000,3.43950,0.04080,0.04250,,,,,,,,,-8.89650,-10.48540,-7.13630,-8.53360,1.70210,-0.5144,-0.5152
2010-12-31,0.29610,0.29610,2.26190,1.30960,0.00000,-3.33580,0.52930,-2.80640,0.00000,-2.80640,-2.80640,1.57500,-1.43770,-3.26700,-3.33580,7.17800,7.17800,-0.20000,-0.20000,1.39720,,0.06860,100.00000,-1126.41900,-1126.41900,-947.67110,-485.47540,0.01950,0.05510,1632.88000,-38.50850,-53.10020,-18.47580,-38.50850,1.01490,-0.12250,-0.12250
2010-09-30,,,-0.09600,0.89160,0.10120,-0.73640,0.17340,-0.71100,,-0.71100,-0.71100,-1.60320,-2.00410,-0.66820,-0.88440,6.43400,6.43400,-0.20000,-0.20000,1.90160,,0.06190,,,,,,,,,-8.80170,-11.78860,-5.75520,-8.80170,1.12640,-0.2948,-0.2948
2010-06-30,,,0.12330,1.20780,0.00000,-1.39160,1.47590,0.08440,,0.08440,0.08440,-0.76820,-0.37110,-1.32260,-1.39160,6.45790,6.45790,-0.10000,-0.10000,1.96990,,0.06080,,,,,,,,,0.89220,1.15640,0.57800,0.89220,1.33300,-0.1109,-0.1109
2010-03-31,,,0.22440,1.11170,0.00000,-1.39660,-0.05810,-1.45470,,-1.45470,-1.45470,-0.68790,-1.85400,-1.43040,-1.39660,6.29230,6.29230,-0.30000,-0.30000,1.31180,,0.14540,,,,,,,,,-26.55190,-45.90010,-18.75000,-26.55190,0.85720,-0.1038,-0.1038
2009-12-31,0.14810,0.14810,0.27780,1.85040,-0.10120,-2.16020,-0.07040,-2.23070,,-2.23070,-2.23070,0.41420,-1.54490,-1.98590,-2.16020,5.86490,5.86490,-0.30000,-0.30000,1.60800,,0.15480,100.00000,-1458.93700,-1458.93700,-1506.51200,-1043.39000,0.01620,1.11430,80.76890,-34.05870,-53.47920,-24.43420,-34.05860,1.04310,-0.27590,-0.27590
2009-09-30,0.18760,0.18760,0.98800,2.50490,-0.10040,-3.48460,0.05380,-3.43080,,-3.43080,-3.43080,-0.02920,-3.46000,-3.28260,-3.48460,4.51690,4.51690,-0.60000,-0.60000,1.05940,0.09330,0.25250,100.00000,-1857.65000,-1857.65000,-1828.94800,-1844.53200,0.02440,1.27380,70.65210,-70.62240,-137.48040,-44.54320,-64.03200,0.86120,-0.4104,-0.4161
2009-06-30,2.63320,2.63320,2.50970,1.90000,-0.42820,-2.30480,-0.20490,-2.50970,,-2.50970,-2.50970,-0.01900,-2.52860,-2.03910,-2.30480,4.33540,4.33540,-0.60000,-0.60000,0.80790,0.12000,0.34060,100.00000,-87.52870,-87.52870,-95.30850,-96.02860,0.32120,6.65290,13.52790,-67.57250,-151.63680,-30.61060,-52.40600,0.91200,-0.3125,-0.3033
2009-03-31,0.23570,0.23570,1.50650,3.46080,-0.34400,-5.19430,-0.07300,-5.26720,,-5.26720,-5.26720,-0.02200,-5.28930,-4.95480,-5.19430,4.29350,4.29350,-1.20000,-1.20000,0.93900,0.53900,1.51960,100.00000,-2204.24000,-2204.24000,-2235.19900,-2244.54900,0.02320,1.39610,64.46620,-1297.11300,1446.20300,-51.80370,-100.92530,0.56040,-2.6231,-2.6179
