,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$-0.79,$-0.71
1,2024-08-02,2024-06-30,$-0.12,$-0.07
2,2024-05-06,2024-03-31,$1.82,$1.69
3,2024-02-23,2023-12-31,$1.30,$1.21
4,2023-11-03,2023-09-30,$-0.70,$-0.65
5,2023-08-03,2023-06-30,$-0.07,$0.03
6,2023-05-04,2023-03-31,$1.93,$2.01
7,2023-02-24,2022-12-31,$1.25,$1.36
8,2022-11-08,2022-09-30,$-0.75,$-0.56
9,2022-08-04,2022-06-30,$-0.07,$0.05
10,2022-05-04,2022-03-31,$1.90,$1.80
11,2022-02-25,2021-12-31,$1.33,$1.31
12,2021-11-05,2021-09-30,$-0.74,$-0.67
13,2021-08-05,2021-06-30,$-0.13,$-0.02
14,2021-05-05,2021-03-31,$1.85,$1.94
15,2021-02-26,2020-12-31,$1.50,$1.50
16,2020-11-05,2020-09-30,$-0.72,$-0.61
17,2020-08-07,2020-06-30,$-0.09,$-0.17
18,2020-05-08,2020-03-31,--,$1.58
19,2020-03-02,2019-12-31,--,$1.26
20,2019-11-05,2019-09-30,--,$-0.61
21,2019-08-06,2019-06-30,$-0.09,$0.07
22,2019-05-07,2019-03-31,$1.45,$1.73
23,2019-03-01,2018-12-31,$1.18,$1.27
24,2018-11-06,2018-09-30,$-0.41,$-0.39
25,2018-08-07,2018-06-30,$0.04,$-0.01
26,2018-05-08,2018-03-31,$1.40,$1.44
27,2018-02-23,2017-12-31,$0.97,$1.04
28,2017-11-03,2017-09-30,$-0.31,$-0.30
29,2017-08-02,2017-06-30,$0.06,$0.10
30,2017-05-08,2017-03-31,$1.41,$1.40
31,2017-02-27,2016-12-31,$1.04,$1.00
32,2016-11-02,2016-09-30,$-0.29,$-0.29
33,2016-08-02,2016-06-30,$0.08,$0.07
34,2016-05-03,2016-03-31,$1.23,$1.40
35,2016-02-26,2015-12-31,$1.00,$1.08
36,2015-11-03,2015-09-30,$-0.33,$-0.24
37,2015-08-04,2015-06-30,$0.05,$0.08
38,2015-05-05,2015-03-31,$1.52,$1.37
39,2015-02-27,2014-12-31,$1.11,$1.04
