Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,360.34400,32.38200,327.96200,77.74800,194.23600,,281.31000,46.65200,7.23100,53.88300,15.44300,38.44000,38.44000,38.44000,65.96200,46.65200,67.21900,69.16300,0.57000,0.56000,3.46440,91.01360,12.94650,12.94650,14.95320,10.66760,0.36760,2.32280,38.74570,5.19780,6.11650,3.92160,5.19780,11.09790,1.5087,1.3631
2024-06-30,357.01600,30.67700,326.33900,82.08000,194.92700,,286.59200,39.74700,10.32200,50.06900,12.03300,38.03600,38.03600,38.03600,59.30300,39.74700,67.81500,70.44400,0.56000,0.54000,3.69250,91.40740,11.13310,11.13310,14.02430,10.65390,0.37000,2.32030,38.78880,5.17250,6.07720,3.94160,5.17250,10.87440,0.5892,0.4507
2024-03-31,332.75200,27.35500,305.39700,91.22700,193.02300,,294.18000,11.21700,7.72400,18.94100,4.78700,14.15400,14.15400,14.15400,31.15900,11.21700,68.55900,72.24700,0.21000,0.20000,3.17260,91.77920,3.37100,3.37100,5.69220,4.25360,0.33490,2.25310,39.94460,1.96050,2.31340,1.42470,1.96050,10.56600,1.00840,0.91170
2023-12-31,342.37600,29.61600,312.76000,78.32300,199.11900,,287.74510,25.01490,8.77500,33.79000,6.38400,27.40600,27.40600,27.40600,46.77090,25.01500,69.22100,73.59600,0.40000,0.37000,3.54940,91.34990,7.30630,7.30630,9.86930,8.00460,0.33740,2.34270,38.41750,3.65640,4.29550,2.70080,3.65640,10.88430,1.0744,0.9932
2023-09-30,345.12200,28.37000,316.75200,81.02000,183.39800,,274.87900,41.87300,6.15400,48.02700,-10.18900,58.21600,58.21600,58.21600,65.58500,41.87300,69.03000,73.56600,0.84000,0.79000,3.29990,91.77970,12.13280,12.13280,13.91600,16.86820,0.33590,2.16200,41.62870,7.87160,9.24550,5.66680,7.87160,10.72440,1.3711,1.3003
2023-06-30,337.12600,30.18400,306.94200,85.03000,192.55500,,288.20000,18.74200,5.89800,24.64000,9.91100,14.72900,14.72900,14.72900,43.13500,18.74200,69.25600,71.23800,0.21000,0.21000,2.72590,91.04670,5.55940,5.55940,7.30880,4.36900,0.32630,2.22300,40.48620,2.07860,2.46710,1.42550,2.07860,10.22710,0.6528,0.5477
2023-03-31,312.43800,26.05900,286.37900,88.19700,193.96400,,292.96600,-6.58700,5.21200,-1.37500,-0.19700,-1.17800,-1.17800,-1.17800,17.85500,-6.58700,69.82100,69.82100,-0.02000,-0.02000,2.96840,91.65950,-2.10830,-2.10830,-0.44010,-0.37700,0.30580,2.22530,40.44350,-0.16730,-0.19890,-0.11530,-0.16730,10.10970,1.06330,0.95570
2022-12-31,309.10300,28.48300,280.62000,72.22500,164.32400,,247.23610,33.38390,3.47800,36.86200,16.71700,20.14500,20.14500,20.14500,57.26890,33.38390,70.86700,73.40200,0.28000,0.27000,3.25990,90.78530,10.80030,10.80030,11.92550,6.51720,0.30430,2.34340,38.40530,2.83600,3.36310,1.98290,2.83600,10.17700,0.5852,0.4263
2022-09-30,308.89100,26.80500,282.08600,75.80300,181.44200,,268.66200,13.42400,2.69100,16.11500,7.00700,9.10800,9.10800,9.10800,37.99700,13.42400,70.63000,72.65800,0.13000,0.13000,3.12510,91.32220,4.34590,4.34590,5.21710,2.94860,0.29980,2.42780,37.07090,1.29860,1.53390,0.88400,1.29860,9.96290,0.9606,0.883
2022-06-30,298.88400,26.98800,271.89600,76.84800,167.78900,,255.89500,16.00100,1.32700,17.32800,9.31900,8.00900,8.00900,8.00900,40.05000,16.00100,71.21700,72.83500,0.11000,0.11000,3.39540,90.97040,5.35360,5.35360,5.79760,2.67960,0.29210,2.39700,37.54670,1.11450,1.31860,0.78280,1.11450,10.10430,0.2379,0.1315
