Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,40.45900,31.97800,8.48100,0.32600,4.70900,,5.03500,3.44600,-0.73500,2.71100,0.01500,2.69600,,2.86500,,2.86500,4.96000,3.44600,10.61000,10.83000,0.27000,0.26000,3.03750,0.09490,0.14830,20.96200,8.51730,8.51730,6.70060,7.08120,0.25660,0.51680,1.36260,66.05130,2.64050,2.68050,1.81690,2.38980,9.74510,0.2756,0.1275
2024-06-30,36.52500,28.54100,7.98400,0.34300,4.90900,0.00200,5.25000,2.73400,-0.30700,2.42700,0.04400,2.38300,,2.61700,,2.61700,4.16500,2.73400,10.39500,10.56100,0.26000,0.25000,2.59770,0.11110,0.27630,21.85900,7.48530,7.48530,6.64480,7.16500,0.24710,0.50280,1.39420,64.55110,2.73360,2.78260,1.77050,2.42980,9.18240,-0.388,-0.4807
2024-03-31,34.08800,27.02200,7.06600,0.27700,4.96900,0.38800,4.85800,2.20800,-0.44900,1.75900,-0.15300,1.91200,,2.11000,,2.11000,3.58200,2.20800,10.37900,10.55400,0.20000,0.19000,2.75320,0.11910,0.24320,20.72870,6.47740,6.47740,5.16020,6.18990,0.24180,0.50170,1.63660,54.99330,2.27350,2.31730,1.49700,2.00280,8.93850,-0.33610,-0.30600
2023-12-31,31.83800,24.86800,6.97000,0.26500,4.82400,-0.04500,5.13400,1.83600,-0.54700,1.28800,1.05600,0.23200,,0.38800,,0.38800,3.50600,1.83600,8.96200,9.08400,0.04600,0.04600,2.39950,0.12440,0.30020,21.89210,5.76670,5.76670,4.04550,1.21870,0.21870,0.48490,1.59120,56.56170,0.42790,0.43660,0.26650,0.37460,8.73880,0.1942,-0.0318
2023-09-30,29.93500,24.12100,5.81400,0.19400,3.89700,0.03700,4.05400,1.76000,-0.12500,1.63500,-0.39000,2.02500,,2.15100,,2.15100,2.85800,1.76000,8.92900,9.13400,0.24000,0.24000,2.29060,0.13790,0.33470,19.42210,5.87940,5.87940,5.46180,7.18560,0.22940,0.49220,1.67330,53.78650,2.68380,2.73870,1.64860,2.31370,8.69480,-0.4121,-0.4699
2023-06-30,26.80400,21.37800,5.42600,0.15700,3.77200,0.03500,3.89400,1.53200,-0.27300,1.25900,-0.06300,1.32200,,1.47500,,1.47500,2.43300,1.53200,8.94200,9.05200,0.16000,0.15000,2.73150,0.18940,0.33700,20.24330,5.71560,5.71560,4.69710,5.50290,0.21220,0.47780,1.84800,48.70020,1.89070,1.93190,1.16760,1.53270,8.46410,0.2678,0.1962
2023-03-31,25.21700,20.95900,4.25800,0.09900,3.61800,0.40600,3.31100,0.94700,-0.38500,0.56300,-0.02700,0.59000,,0.65800,,0.65800,1.98800,0.94700,8.91200,8.91200,0.07400,0.07400,2.70360,0.19730,0.35180,16.88540,3.75540,3.75540,2.23260,2.60940,0.20160,0.48910,1.42930,62.96820,0.86220,0.88210,0.52600,0.69200,8.56350,0.19830,0.21250
2022-12-31,22.85000,17.43300,5.41700,0.12900,4.09300,,4.26500,1.15200,-0.52100,0.63200,0.20500,0.42700,,0.48700,,0.48700,2.02800,1.15200,8.91200,8.91150,0.04500,0.04500,2.59230,0.20430,0.36240,23.70680,5.04160,5.04160,2.76590,2.13130,0.18040,0.38100,1.46270,61.53090,0.64440,0.65860,0.38450,0.51280,8.47960,0.5191,-0.0186
2022-09-30,20.97700,17.54300,3.43400,0.19700,3.77500,,3.94200,-0.50800,0.07300,-0.43500,-0.04400,-0.39100,,-0.35500,,-0.35500,0.42300,-0.50800,8.90900,8.90900,-0.04000,-0.04000,2.94110,0.20070,0.35580,16.37030,-2.42170,-2.42170,-2.07370,-1.69230,0.17210,0.36850,1.56920,57.35430,-0.47350,-0.48430,-0.29120,-0.37840,8.16420,-0.349,-0.7772
2022-06-30,20.77500,16.74300,4.03200,0.18000,4.01100,0.00900,4.95700,-0.92500,0.50900,-0.41700,-0.17000,-0.24700,,-0.13200,,-0.13200,0.00100,-0.92500,8.88700,8.88700,-0.01000,-0.01000,3.34380,0.18040,0.27970,19.40790,-4.45250,-4.45250,-2.00720,-0.63540,0.17850,0.37860,1.43370,62.77260,-0.17570,-0.17990,-0.11340,-0.14400,8.20000,-0.2966,-0.6978
2022-03-31,19.95400,16.90900,3.04500,-0.02700,3.72000,0.08100,4.53900,-1.49400,0.06600,-1.42800,0.10700,-1.53500,,-1.56200,,-1.56200,-0.52100,-1.49400,8.88700,8.88700,-0.17000,-0.17000,3.44100,0.17450,0.26590,15.26010,-7.48720,-7.48720,-7.15650,-7.82800,0.17150,0.39130,1.35870,66.23940,-2.07420,-2.12430,-1.34250,-1.71230,8.22030,-0.41960,-0.86140
2021-12-31,20.40900,18.64000,1.76900,0.14800,3.53400,0.45500,2.43000,-0.66100,-0.42300,-1.08500,-0.46400,-0.62100,,-0.62300,-0.07600,-0.69900,0.64300,-0.66100,8.87500,8.87500,-0.08000,-0.08000,2.92880,0.07220,0.16510,8.66280,-3.23870,-3.23880,-5.31630,-3.42500,0.18410,0.45460,1.46960,61.23920,-0.81140,-0.83120,-0.56210,-0.75280,8.65170,0.0568,-0.1471
2021-09-30,17.61900,14.66900,2.95000,0.09700,3.37300,,3.59200,-0.64200,-0.25700,-0.89800,0.07300,-0.97100,,-1.00700,0.04000,-0.96700,0.79800,-0.64200,8.87500,8.87500,-0.11000,-0.11000,3.14490,0.06320,0.16150,16.74900,-3.64380,-3.64380,-5.09680,-5.48840,0.15750,0.36200,1.33930,67.19730,-1.30080,-1.33310,-0.90040,-1.21860,8.46160,-0.1455,-0.5632
2021-06-30,21.58500,18.43200,3.15300,0.13600,3.76700,,5.80000,-2.64700,-0.25700,-2.90400,-0.14000,-2.76400,,-2.79000,0.30700,-2.48300,-1.56600,-2.64700,8.87500,8.87500,-0.28000,-0.28000,3.28580,0.06420,0.15970,14.60740,-12.26310,-12.26310,-13.45380,-11.50340,0.18970,0.46370,1.44460,62.30160,-3.56250,-3.65220,-2.45240,-3.33370,8.56000,-0.1013,-0.3224
