Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,3534.00000,3534.00000,1225.00000,-575.00000,73.00000,6.00000,79.00000,8.00000,71.00000,71.00000,71.00000,,73.00000,126.04700,128.93100,0.56000,0.55000,,,,,,,,,,,,,,,,,,
2024-09-30,3072.00000,3072.00000,2149.00000,-369.00000,341.00000,-13.00000,328.00000,92.00000,236.00000,236.00000,236.00000,480.00000,341.00000,126.18900,128.59000,1.87000,1.84000,0.59810,0.48150,1.04530,100.00000,11.10030,11.10030,10.67710,7.68230,0.15710,6.02350,14.94140,5.26900,26.57660,1.20660,2.73210,35.51210,2.4582,0.4073
2024-06-30,2897.00000,2897.00000,2002.00000,-299.00000,322.00000,-6.00000,316.00000,96.00000,220.00000,220.00000,220.00000,450.00000,322.00000,126.33700,128.31000,1.74000,1.71000,0.67950,0.35370,0.63230,100.00000,11.11500,11.11500,10.90780,7.59410,0.18880,7.82970,11.49470,5.20590,10.03190,1.43400,3.36440,33.41370,4.478,0.3557
2024-03-31,2232.00000,2232.00000,1935.00000,-337.00000,-166.00000,-12.00000,-178.00000,-46.00000,-132.00000,-132.00000,-132.00000,-40.00000,-166.00000,125.97000,125.97000,-1.05000,-1.05000,0.64800,0.36280,0.64500,100.00000,-7.43730,-7.43730,-7.97490,-5.91400,0.15070,5.81250,15.48390,-3.31910,-6.79010,-0.89110,-2.11500,31.63730,2.31800,1.86550
2023-12-31,2553.00000,2553.00000,2073.00000,-720.00000,32.00000,-28.00000,4.00000,6.00000,-2.00000,-2.00000,-2.00000,153.00000,32.00000,127.37500,128.70800,-0.02000,0.00000,0.60660,0.34660,0.61630,100.00000,1.25340,1.25340,0.15670,-0.07830,0.17470,6.66580,13.50180,-0.04860,-0.09620,-0.01370,-0.03180,32.61960,-0.3799,-4.068
2023-09-30,2839.00000,2839.00000,2071.00000,-288.00000,211.00000,-18.00000,193.00000,54.00000,139.00000,139.00000,139.00000,324.00000,211.00000,127.18700,129.18800,1.09000,1.08000,0.71820,0.44190,0.97170,100.00000,7.43220,7.43220,6.79820,4.89610,0.18720,8.32550,10.81010,3.39600,6.75090,0.91660,1.89530,32.19790,2.0842,-0.6688
2023-06-30,2838.00000,2838.00000,1909.00000,-293.00000,337.00000,-12.00000,325.00000,85.00000,240.00000,240.00000,240.00000,450.00000,337.00000,127.44000,128.91900,1.88000,1.86000,0.62670,0.32350,0.62290,100.00000,11.87460,11.87460,11.45170,8.45670,0.19140,8.08550,11.13110,6.07440,12.53260,1.61850,4.10960,31.02520,4.7125,0.7672
2023-03-31,2196.00000,2196.00000,1938.00000,-289.00000,-186.00000,-13.00000,-199.00000,-57.00000,-142.00000,-142.00000,-142.00000,-82.00000,-186.00000,127.50100,127.50100,-1.11000,-1.11000,0.63800,0.32730,0.55920,100.00000,-8.46990,-8.46990,-9.06190,-6.46630,0.15360,6.45880,13.93440,-3.84930,-8.59560,-0.99330,-2.58940,28.99180,1.74120,0.76860
2022-12-31,2479.00000,2479.00000,1902.00000,-449.00000,23.00000,12.00000,35.00000,13.00000,22.00000,22.00000,22.00000,128.00000,23.00000,126.65700,127.89900,0.18000,0.19000,0.67660,0.33040,0.56580,100.00000,0.92780,0.92780,1.41190,0.88750,0.17470,8.37500,10.74630,0.57650,1.23730,0.15510,0.38600,29.92140,0.1108,-5.5458
2022-09-30,2828.00000,2828.00000,2109.00000,-553.00000,62.00000,3.00000,65.00000,25.00000,40.00000,40.00000,40.00000,166.00000,62.00000,126.78300,128.37000,0.32000,0.31000,0.80910,0.33050,0.57760,100.00000,2.19240,2.19240,2.29840,1.41440,0.19460,8.19710,10.97950,1.04550,2.23960,0.27530,0.69990,30.16540,1.3122,-1.1195
2022-06-30,2658.00000,2658.00000,1938.00000,-429.00000,187.00000,-2.00000,185.00000,46.00000,139.00000,139.00000,139.00000,291.00000,187.00000,126.54300,127.79500,1.10000,1.09000,0.86330,0.34050,0.60620,100.00000,7.03540,7.03540,6.96010,5.22950,0.17960,6.62840,13.57790,3.65890,7.90670,0.93920,2.41320,29.97000,7.3858,4.7264
