Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,6.84680,6.84680,1.71540,-0.77760,2.32590,4.28070,6.60660,6.60660,6.60660,6.60660,4.35370,4.18340,14.40380,14.40380,0.46000,0.46000,0.99940,0.58150,1.38940,100.00000,33.97140,61.09960,96.49260,96.49260,0.03370,3.68610,24.41570,8.26980,8.26980,3.25420,3.46100,5.54640,0.03340,0.03340
2024-06-30,5.11930,5.11930,1.69190,0.00910,1.30910,-3.26120,-1.95210,-1.95210,-1.95210,-1.95210,3.43650,3.26610,14.39620,14.39620,-0.13000,-0.13000,0.63930,0.58640,1.41770,100.00000,25.57180,63.79940,-38.13290,-38.13290,0.02660,3.37700,26.65060,-2.60250,-2.60250,-1.01550,-1.07640,5.20770,0.7653,0.7653
2024-03-31,6.61810,6.61810,1.80150,-0.39360,2.07840,0.33340,2.41170,2.41170,2.41170,2.41170,4.43540,4.25260,14.39700,14.39700,0.17000,0.17000,1.64470,0.60410,1.52580,100.00000,31.40430,64.25660,36.44160,36.44160,0.03150,1.90240,47.30950,3.04890,3.04890,1.14860,1.20710,5.49430,0.9645,0.9645
2023-12-31,6.24320,6.24320,2.27170,-0.01980,1.57600,-4.44370,-2.86770,-2.86770,-2.86770,-2.86770,3.93910,3.83590,14.39410,14.39410,-0.20000,-0.20000,1.46050,0.62960,1.70010,100.00000,25.24290,61.44130,-45.93330,-45.93330,0.02780,2.96800,30.32390,-3.63730,-3.63730,-1.27850,-1.34710,5.47700,0.1056,0.1056
2023-09-30,5.89770,5.89770,1.72540,-0.13840,1.62770,-3.31200,-1.68440,-1.68440,-1.68440,-1.68440,4.03400,3.84290,14.39270,14.39270,-0.12000,-0.12000,0.70730,0.61320,1.58540,100.00000,27.59830,65.15840,-28.55960,-28.55960,0.02460,3.21710,27.97530,-2.00850,-2.00850,-0.70250,-0.77690,5.82660,0.73860,0.73860
2023-06-30,6.59990,6.59990,1.26550,-0.65380,2.19510,-0.13080,2.06430,2.06430,2.06430,2.06430,4.68050,4.48940,14.38920,14.38920,0.14000,0.14000,1.35640,0.60740,1.54710,100.00000,33.25990,68.02310,31.27760,31.27770,0.02850,3.02390,29.76330,2.35380,2.35380,0.89050,0.92410,6.09380,0.347,0.347
2023-03-31,7.00580,7.00580,1.96110,-0.13870,2.54820,-3.65230,-1.10410,-1.10410,-1.10410,-1.10410,4.90600,4.71490,14.38990,14.38990,-0.08000,-0.08000,3.22300,0.62480,1.66500,100.00000,36.37190,67.29950,-15.76030,-15.76030,0.02930,2.31680,38.84680,-1.25150,-1.25150,-0.46200,-0.46960,6.13030,0.4535,0.4535
2022-12-31,6.77990,6.77990,1.99010,-0.08970,2.34870,-1.73180,0.61690,0.61690,0.61690,0.61690,4.70010,4.50900,14.38820,14.38820,0.04000,0.04000,1.71410,0.61050,1.56760,100.00000,34.64200,66.50580,9.09830,9.09830,0.02830,3.02950,29.70830,0.67430,0.67430,0.25770,0.26260,6.35790,0.9908,0.9908
2022-09-30,6.29850,6.29850,2.03680,0.05750,2.33610,-0.67860,1.65750,1.65750,1.65750,1.65750,4.31920,4.12810,14.38680,14.38680,0.12000,0.12000,1.80050,0.62150,1.64230,100.00000,37.08960,65.54080,26.31570,26.31570,0.02490,0.95810,93.93720,1.78200,1.78200,0.65400,0.67440,6.46510,-0.35220,-0.35220
2022-06-30,5.82140,5.82140,2.05760,0.49870,2.49700,-6.58370,-4.08660,-4.08660,-4.08660,-4.08660,4.26250,4.07140,14.30460,14.30460,-0.29000,-0.29000,2.09720,0.61130,1.57300,100.00000,42.89410,69.93860,-70.20060,-70.20060,0.02360,1.85650,48.47760,-4.37030,-4.37030,-1.65860,-1.69860,6.50000,1.7696,1.7696
2022-03-31,5.91640,5.91640,2.13360,-0.26800,1.79660,-1.85960,-0.06310,-0.06310,-0.06310,-0.06310,3.51480,3.32370,14.38500,14.38500,0.00000,0.00000,6.75270,0.63390,1.73180,100.00000,30.36550,56.17760,-1.06620,-1.06620,0.02150,0.23780,378.43910,-0.06320,-0.06320,-0.02290,-0.02310,6.93410,-1.1822,-1.1822
