,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-24,2024-09-30,$2.76,$2.75
1,2024-07-25,2024-06-30,$2.70,$2.74
2,2024-04-25,2024-03-31,$2.50,$2.69
3,2024-01-25,2023-12-31,$2.56,$2.71
4,2023-10-19,2023-09-30,$2.45,$2.51
5,2023-07-26,2023-06-30,$2.75,$2.57
6,2023-04-20,2023-03-31,$2.57,$2.67
7,2023-01-24,2022-12-31,$2.75,$2.67
8,2022-10-20,2022-09-30,$3.06,$3.19
9,2022-07-21,2022-06-30,$2.82,$2.93
10,2022-04-21,2022-03-31,$2.55,$2.57
11,2022-01-20,2021-12-31,$2.60,$2.66
12,2021-10-21,2021-09-30,$2.48,$2.57
13,2021-07-22,2021-06-30,$2.55,$2.72
14,2021-04-22,2021-03-31,$2.06,$2.00
15,2021-01-21,2020-12-31,$2.25,$2.36
16,2020-10-22,2020-09-30,$2.03,$2.01
17,2020-07-23,2020-06-30,$1.61,$1.67
18,2020-04-23,2020-03-31,$1.86,$2.15
19,2020-01-23,2019-12-31,$2.03,$2.02
20,2019-10-17,2019-09-30,$2.29,$2.22
21,2019-07-18,2019-06-30,$2.12,$2.22
22,2019-04-18,2019-03-31,$1.89,$1.93
23,2019-01-24,2018-12-31,$2.06,$2.12
24,2018-10-25,2018-09-30,$2.09,$2.15
25,2018-07-19,2018-06-30,$1.94,$1.98
26,2018-04-26,2018-03-31,$1.65,$1.68
27,2018-01-25,2017-12-31,$1.54,$1.53
28,2017-10-26,2017-09-30,$1.49,$1.50
29,2017-07-20,2017-06-30,$1.37,$1.45
30,2017-04-27,2017-03-31,$1.23,$1.32
31,2017-01-19,2016-12-31,$1.34,$1.39
32,2016-10-20,2016-09-30,$1.39,$1.36
33,2016-07-21,2016-06-30,$1.17,$1.17
34,2016-04-21,2016-03-31,$1.09,$1.16
35,2016-01-21,2015-12-31,$1.43,$1.31
36,2015-10-22,2015-09-30,$1.43,$1.50
37,2015-07-23,2015-06-30,$1.34,$1.38
38,2015-04-23,2015-03-31,$1.37,$1.30
39,2015-01-22,2014-12-31,$1.51,$1.61
