Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2016-09-30,15.39550,15.39550,5.65550,,8.15560,7.73070,15.88630,15.88630,15.88630,15.88630,2.19140,9.74000,26.73000,26.73000,0.59000,0.59000,0.12730,,,100.00000,52.97410,63.26510,103.18790,103.18790,0.02440,6.20680,14.50010,4.22610,4.22610,2.51600,4.22610,14.06310,-0.8325,-0.8325
2016-06-30,10.80300,10.80300,2.69690,,6.82990,6.58950,13.41930,13.41930,13.41930,13.41930,1.20710,8.10620,26.73000,26.73000,0.50000,0.50000,0.10580,,,100.00000,63.22180,75.03600,124.21840,124.21840,0.01890,3.37440,26.67170,3.65010,3.65010,2.34320,3.65010,13.75380,-1.9358,-1.9358
2016-03-31,11.34630,11.34630,2.95870,,7.26470,-4.82850,2.43620,2.43620,2.43620,2.43620,13.85750,8.38760,26.73000,26.73000,0.09000,0.09000,0.12100,,,100.00000,64.02720,73.92370,21.47110,21.47110,0.02270,5.18350,17.36290,0.67330,0.67330,0.48720,0.67330,13.53680,-0.935,-0.935
2015-12-31,8.75650,8.75650,1.82310,-0.90770,5.08600,-3.33910,1.74690,1.74690,1.74690,1.74690,5.79500,6.02560,26.73000,26.73000,0.07000,0.07000,0.16050,,,100.00000,58.08220,68.81350,19.94960,19.94960,0.01830,3.85070,23.37220,0.47600,0.47600,0.36560,0.47600,13.73060,-2.48690,-2.48690
2015-09-30,7.79100,7.79100,1.09940,-2.24920,3.63830,-2.42350,1.21480,1.21480,1.21480,1.21480,6.52730,4.44250,16.29200,16.29200,0.01000,0.01000,0.57390,,,100.00000,46.69890,57.02010,15.59200,15.59200,0.01870,3.97620,22.63450,0.32580,0.32580,0.29190,0.32580,13.95030,-1.233,-1.233
2015-06-30,7.10430,7.10430,1.94890,-0.27230,4.09710,0.62960,4.72680,4.72680,4.72680,4.72680,3.96140,4.88300,14.89800,14.89800,0.32000,0.32000,0.08510,,,100.00000,57.67150,68.73380,66.53420,66.53420,0.01900,3.58130,25.13060,2.21440,2.21440,1.26570,2.21440,14.32760,-1.1757,-1.1757
2015-03-31,7.98330,7.98330,2.64120,-0.11000,4.45610,1.66840,6.12450,6.12450,6.12450,6.12450,3.81570,5.23210,14.89800,14.89800,0.41000,0.41000,0.08730,,,100.00000,55.81780,65.53780,76.71660,76.71660,0.02250,4.13030,21.79020,2.87570,2.87570,1.72830,2.87570,14.29530,1.4548,1.4548
2014-12-31,7.47670,7.47670,1.01250,-0.11000,5.46840,-5.03020,0.43820,0.43820,0.43820,0.43820,10.91820,6.35420,14.89800,14.89800,0.03000,0.03000,0.08980,,,100.00000,73.13960,84.98650,5.86090,5.86090,0.02100,3.45700,26.03390,0.20770,0.20770,0.12300,0.20770,14.15920,0.81850,0.81850
2014-09-30,8.22090,8.22090,1.89870,-0.11940,5.32030,-3.04220,2.27810,2.27810,2.27810,2.27810,10.04840,6.20280,14.89800,14.89800,0.15000,0.15000,0.09920,,,100.00000,64.71650,75.45130,27.71120,27.71120,0.02200,4.63450,19.41970,1.06190,1.06190,0.61100,1.06190,14.39980,1.0535,1.0535
2014-06-30,7.66850,7.66850,2.29690,-0.12000,4.36290,0.57880,4.94180,4.94180,4.94180,4.94180,5.09330,5.25170,14.89800,14.89800,0.33000,0.33000,0.07640,,,100.00000,56.89400,68.48320,64.44220,64.44220,0.02010,4.00560,22.46830,2.28500,2.28500,1.29500,2.28500,14.51690,1.8247,1.8247
2014-03-31,7.62350,7.62350,2.80530,-0.13000,3.72450,3.51280,7.23730,7.23730,7.23730,7.23730,1.27900,4.68820,14.89800,14.89800,0.49000,0.49000,0.04020,,,100.00000,48.85580,61.49690,94.93430,94.93430,0.01890,4.15890,21.64020,3.36070,3.36070,1.79720,3.36070,14.45520,-2.028,-2.028
2013-12-31,6.84390,6.84390,2.05660,-0.82290,3.22790,2.82880,6.05680,6.05680,6.05680,6.05680,1.42780,3.96440,14.89800,14.89800,0.41000,0.41000,0.04540,,,100.00000,47.16520,57.92570,88.49910,88.49910,0.01780,3.58660,25.09310,2.85510,2.85510,1.57310,2.85510,14.23940,-2.34360,-2.34360
2013-09-30,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,
2013-06-30,4.67030,4.67030,1.04770,-0.02940,3.21760,-1.65040,1.56710,1.56710,1.56710,1.56710,6.61590,3.59320,10.30300,10.30300,0.15000,0.15000,0.07130,,,100.00000,68.89440,76.93750,33.55520,33.55520,0.01770,4.00170,22.49050,1.08760,1.08760,0.59530,1.08760,13.98280,-5.1408,-5.1408
2013-03-31,4.13990,4.13990,1.44520,-0.53330,1.66590,1.53980,3.20570,3.20570,3.20570,3.20570,1.39670,2.16130,7.05100,7.08100,0.45000,0.45000,0.08180,,,100.00000,40.24090,52.20730,77.43550,77.43550,0.02200,3.36270,26.76380,2.30830,2.30830,1.70630,2.30830,14.09800,1.8016,1.8016
2012-12-31,3.96270,3.96270,1.39870,-0.03410,2.05890,-0.29340,1.76540,1.76540,1.76540,1.76540,3.02970,2.52990,6.85100,6.85100,0.26000,0.26000,0.05900,,,100.00000,51.95670,63.84430,44.55150,44.55150,0.02130,3.63810,24.73850,1.84260,1.84260,0.94850,1.84260,13.98540,-1.23410,-1.23410
2012-09-30,3.48710,3.48710,1.41540,-0.07720,1.54340,2.39980,3.94320,3.94320,3.94320,3.94320,-0.31900,1.99450,6.85100,6.85100,0.58000,0.58000,0.06710,,,100.00000,44.26010,57.19730,113.08090,113.08090,0.01960,2.51070,35.84600,4.11850,4.11850,2.21070,4.11850,13.97520,-2.7644,-2.7644
2012-06-30,3.20070,3.20070,0.66800,-0.27650,1.84650,-1.45910,0.38740,0.38740,0.38740,0.38740,3.76390,2.25620,6.85100,6.85100,0.06000,0.06000,0.07230,,,100.00000,57.69030,70.49160,12.10380,12.10380,0.02010,3.13030,28.75120,0.40570,0.40570,0.24270,0.40570,13.93950,-0.8094,-0.8094
2012-03-31,2.94370,2.94370,1.05630,,1.54490,2.98020,4.52510,4.52510,4.52510,4.52510,-1.18500,1.88740,6.85100,6.85100,0.66000,0.66000,0.09540,,,100.00000,52.48100,64.11580,153.71910,153.71910,0.01950,2.71080,33.20060,4.67840,4.67840,2.99330,4.67840,14.11800,-1.7522,-1.7522
2011-12-31,2.46700,2.46700,0.81310,,1.37490,1.73030,3.10520,3.10520,3.10520,3.10520,0.08840,1.65390,6.85100,6.85100,0.45000,0.45000,0.11910,,,100.00000,55.73100,67.03930,125.86660,125.86660,0.01730,2.96780,30.32550,3.31260,3.31260,2.17390,3.31260,13.68250,-1.65490,-1.65490
2011-09-30,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,12.6783,12.6783
2011-06-30,0.89870,0.89870,0.44630,-1.33570,-0.88330,0.21930,-0.66400,-0.66400,-0.66400,-0.66400,-0.88330,-0.88330,6.85100,6.85100,-0.10000,-0.10000,2.32790,,,100.00000,-98.28500,-98.28500,-73.88080,-73.88080,0.00870,0.17450,515.73410,-0.68940,-0.68950,-0.64400,-0.68950,,-12.6783,-12.6783
2011-03-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
