Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.08600,,0.08600,69.15800,14.40800,,-83.48000,6.79100,-76.68900,-76.68900,-76.68900,-76.68900,-86.72700,-83.48000,66.42000,66.42000,-1.15000,-1.15000,18.55130,0.02820,0.02900,100.00000,-97069.76000,-97069.76000,-89173.25000,-89173.26000,0.00010,,,,-14.78740,-10.83950,-9.93510,-10.53390,8.93520,-0.9642,-0.9685
2024-06-30,0.07200,,0.07200,56.19300,16.06600,,-72.18700,7.19400,-64.99300,-64.99300,-64.99300,-64.99300,-76.45300,-72.18700,63.85500,63.85500,-1.02000,-1.02000,15.82240,0.03200,0.03860,100.00000,-100259.70000,-100259.70000,-90268.06000,-90268.05000,0.00010,,,,-19.71710,-12.27820,-11.09730,-11.88550,8.28640,-0.6893,-0.6909
2024-03-31,0.07200,,0.07200,40.94400,15.02500,,-55.89700,7.35500,-48.54200,-48.54200,-48.54200,-48.54200,-60.41500,-55.89700,61.09900,61.09900,-0.79000,-0.79000,23.99120,0.03370,0.03490,100.00000,-77634.73000,-77634.73000,-67419.45000,-67419.45000,0.00010,,,,-12.68010,-8.33300,-7.70040,-8.05200,9.13070,-0.74020,-0.74020
2023-12-31,0.07200,,0.07200,38.55700,32.99300,,-71.47800,4.61800,-66.86000,-66.86000,-66.86000,-66.86000,-74.39500,-71.47800,44.75500,44.75500,-1.34000,-1.34000,18.26460,0.04370,0.04570,100.00000,-99275.00000,-99275.00000,-92861.09000,-92861.06000,0.00010,,,,-28.38990,-15.12590,-13.63310,-14.46480,8.18770,-0.7668,-0.7673
2023-09-30,0.07200,,0.07200,30.38500,20.91100,,-51.22400,3.56400,-47.66000,-47.66000,-47.66000,-47.66000,-53.62800,-51.22400,43.65500,43.65500,-1.09000,-1.09000,13.93040,0.06590,0.07050,100.00000,-71144.45000,-71144.45000,-66194.45000,-66194.45000,0.00020,,,,-32.05890,-16.80680,-14.49700,-15.69950,6.48900,-0.8702,-0.8793
2023-06-30,0.07200,,0.07200,40.08300,19.26400,,-59.27500,4.21200,-55.06300,-55.06300,-55.06300,-55.06300,-62.05200,-59.27500,43.25300,43.25300,-1.27000,-1.27000,12.08540,0.01470,0.01490,100.00000,-82326.39000,-82326.39000,-76476.40000,-76476.39000,0.00020,,,,-30.43080,-17.43290,-15.66660,-17.17680,7.25070,-1.011,-1.0187
2023-03-31,0.09800,,0.09800,50.74000,21.83100,,-72.47300,4.32200,-68.15100,-68.15100,-68.15100,-68.15100,-75.34300,-72.47300,42.24200,42.24200,-1.61000,-1.61000,12.93100,0.01320,0.01330,100.00000,-73952.05000,-73952.05000,-69541.84000,-69541.84000,0.00030,,,,-31.60450,-19.44120,-17.62640,-19.18530,8.14190,-1.46710,-1.46980
2022-12-31,0.10500,,0.10500,39.31700,9.85400,,-49.06600,3.28100,-45.78500,-45.78500,-45.78500,-45.78500,-49.98200,-49.06600,32.08700,32.08700,-1.15000,-1.15000,12.92910,0.01160,0.01180,100.00000,-46729.57000,-46729.56000,-43604.80000,-43604.80000,0.00020,,,,-18.10280,-11.58930,-10.52310,-11.45460,9.56430,-1.1523,-1.1604
2022-09-30,1.19500,,1.19500,22.11900,8.86100,,-29.78500,0.88000,-28.90500,-28.90500,-28.90500,-28.90500,-29.45500,-29.78500,33.74200,33.74200,-0.86000,-0.86000,17.34570,0.01120,0.01130,100.00000,-2492.46900,-2492.46900,-2418.82800,-2418.82800,0.00270,,,,-10.83150,-7.06710,-6.56070,-6.98830,10.16320,-0.3628,-0.3625
2022-06-30,0.25600,,0.25600,21.71200,8.10800,,-29.56400,0.07300,-29.49100,-29.49100,-29.49100,-29.49100,-29.24700,-29.56400,27.76200,27.76200,-1.06000,-1.06000,7.76840,0.03130,0.03230,100.00000,-11548.44000,-11548.44000,-11519.92000,-11519.92000,0.00150,,,,-76.75950,-20.78320,-17.36670,-20.13270,4.98520,-0.604,-0.6141
2022-03-31,0.21600,,0.21600,17.74600,8.35900,,-25.88900,0.19600,-25.69300,-25.69300,-25.69300,-25.69300,-25.57500,-25.88900,26.12600,26.12600,-0.98000,-0.98000,12.46970,,,100.00000,-11985.65000,-11985.65000,-11894.91000,-11894.91000,0.00120,,,,-47.11630,-15.41810,-14.02720,-15.41810,6.13350,-0.80540,-0.81230
2021-12-31,0.21400,,0.21400,22.39400,6.90100,,-29.08100,0.13500,-28.94600,-28.94600,-28.94600,-28.94600,-28.79900,-29.08100,11.91900,11.91900,-0.29000,-0.29000,14.67900,,,100.00000,-13589.25000,-13589.25000,-13526.16000,-13526.16000,0.00110,,,,-53.72010,-15.42010,-14.20950,-15.42010,7.84630,-1.1775,-1.1834
2021-09-30,0.20800,,0.20800,8.12100,6.22100,,-14.13400,0.09100,-14.04300,-14.04300,-14.04300,-14.04300,-13.87000,-14.13400,11.18400,11.18400,-1.25000,-1.25000,15.19910,,,100.00000,-6795.19300,-6795.19300,-6751.44300,-6751.44200,0.00090,,,,-32.56120,-6.86390,-6.34840,-6.86390,10.55840,-0.1737,-0.1904
