Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,5197.00000,,5197.00000,2140.00000,-962.00000,,2006.00000,259.00000,2265.00000,574.00000,1691.00000,1691.00000,1631.00000,,2006.00000,148.00000,149.60000,11.02000,10.90000,,,,,,,,,,,,,,,,,,
2024-06-30,4805.00000,,4805.00000,2037.00000,-929.00000,,1800.00000,214.00000,2014.00000,477.00000,1537.00000,1537.00000,1495.00000,1908.00000,1800.00000,148.40000,149.70000,10.07000,9.99000,5.06410,0.26990,0.36970,100.00000,37.46100,37.46100,41.91470,31.11340,0.03840,1.20520,74.67850,3.81660,24.01190,1.22690,2.78650,271.75160,9.111,9.0631
2024-03-31,4728.00000,,4728.00000,2109.00000,-888.00000,,1693.00000,220.00000,1913.00000,290.00000,1623.00000,1623.00000,1573.00000,1804.00000,1693.00000,148.70000,150.10000,10.58000,10.48000,5.32120,0.25780,0.34740,100.00000,35.80800,35.80800,40.46110,33.26990,0.03810,1.19360,75.39980,4.06820,26.37310,1.30900,3.01940,268.18450,-2.71820,-3.14460
2023-12-31,4631.00000,,4631.00000,2180.00000,-767.00000,,1585.00000,342.00000,1927.00000,438.00000,1489.00000,1489.00000,1375.00000,1696.00000,1585.00000,149.30000,150.70000,9.25000,9.15000,3.48250,0.24000,0.31580,100.00000,34.22590,34.22590,41.61090,29.69120,0.03760,1.18260,76.10450,3.76960,26.04060,1.20850,2.86480,265.99310,13.239,12.4181
2023-09-30,4522.00000,,4522.00000,1966.00000,-880.00000,,1637.00000,171.00000,1808.00000,213.00000,1595.00000,1595.00000,1604.00000,1745.00000,1637.00000,149.20000,150.50000,10.75000,10.66000,3.71790,0.24560,0.32550,100.00000,36.20080,36.20080,39.98230,35.47100,0.03810,1.16370,77.34190,4.11290,32.07320,1.34500,3.10290,260.36810,10.477,9.9575
2023-06-30,4463.00000,,4463.00000,1922.00000,-889.00000,,1615.00000,251.00000,1866.00000,443.00000,1423.00000,1423.00000,1366.00000,1717.00000,1615.00000,149.60000,150.70000,9.13000,9.06000,4.20550,0.26340,0.35760,100.00000,36.18640,36.18640,41.81040,30.60720,0.03640,1.17260,76.75110,3.71060,29.74500,1.16030,2.73310,256.73810,6.5258,6.1189
2023-03-31,4243.00000,,4243.00000,1922.00000,-846.00000,,1438.00000,116.00000,1554.00000,385.00000,1169.00000,1169.00000,1157.00000,1544.00000,1438.00000,149.90000,151.30000,7.72000,7.64000,4.19850,0.25770,0.34720,100.00000,33.89110,33.89110,36.62500,27.26840,0.03500,1.18520,75.93680,3.09010,27.66210,0.96290,2.29380,252.35980,-2.60410,-3.13950
2022-12-31,4337.00000,,4337.00000,2010.00000,-772.00000,,1427.00000,225.00000,1652.00000,345.00000,1307.00000,1307.00000,1259.00000,1537.00000,1427.00000,150.90000,152.40000,8.40000,8.31000,2.99500,0.24690,0.32790,100.00000,32.90290,32.90290,38.09090,29.02930,0.03690,1.32870,67.73350,3.45070,30.87650,1.11110,2.59870,252.91810,12.8947,12.0223
2022-09-30,4311.00000,,4311.00000,1893.00000,-854.00000,,1526.00000,165.00000,1691.00000,330.00000,1361.00000,1361.00000,1406.00000,1635.00000,1526.00000,150.60000,152.00000,9.33000,9.25000,3.03410,0.25040,0.33410,100.00000,35.39780,35.39780,39.22520,32.61420,0.03730,1.28270,70.16700,3.64990,37.74270,1.17910,2.73580,247.83000,11.6053,10.7049
2022-06-30,4526.00000,,4526.00000,1944.00000,-876.00000,,1668.00000,-347.00000,1321.00000,358.00000,963.00000,963.00000,1077.00000,1767.00000,1668.00000,151.30000,152.50000,7.12000,7.06000,3.64280,0.27220,0.37400,100.00000,36.85370,36.85370,29.18690,23.79590,0.03590,1.30390,69.02120,2.58860,27.68040,0.76450,1.88400,246.42630,10.7689,10.0019
