Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.03470,0.09760,-0.71640,-0.87470,0.28770,-0.58700,-0.58700,-0.58700,-0.58700,-0.84880,-0.87470,2.90400,2.90400,-0.20000,-0.20000,1.40400,,0.02880,-27.51300,-30.13590,-15.24570,-27.51300,0.73470,-0.2589,-0.2589
2024-06-30,0.06770,0.13630,-1.25670,-1.49370,1.66380,0.17010,0.17010,0.17010,0.17010,-1.44880,-1.49370,2.90400,2.90400,0.06000,0.06000,1.60250,,0.03090,6.28770,6.70650,3.54350,6.28770,0.93140,-0.1658,-0.1658
2024-03-31,0.07360,0.35280,-0.63010,-1.08860,-1.93030,-3.01890,-3.01890,-3.01890,-3.01890,-1.06840,-1.08860,2.42900,2.42900,-1.24000,-1.24000,13.67580,,0.00560,-121.18770,-129.83940,-49.89480,-121.18780,0.85780,-0.53680,-0.53680
2023-12-31,0.13410,0.97560,0.15040,-0.98370,3.68290,2.69920,2.69920,2.69920,2.69920,-0.95930,-0.98370,1.98200,1.98200,1.38000,1.38000,4.92630,,0.00250,58.14750,60.42900,49.36430,58.14750,2.32220,-0.6776,-0.6777
2023-09-30,0.56970,0.11200,-0.69510,-1.39330,0.05990,-1.33340,-1.33340,-1.33340,-1.33340,-1.37680,-1.39330,1.99900,1.99900,-0.67000,-0.67000,9.43810,,0.00470,-21.90730,-22.54260,-20.08040,-21.90730,3.04490,-0.5357,-0.5356
2023-06-30,0.66790,0.12110,-0.94070,-1.76170,0.06980,-1.69190,-1.69190,-1.69190,-1.69190,-1.68090,-1.76170,1.99900,1.99900,-0.85000,-0.85000,15.81670,,0.00610,-22.86980,-23.38300,-21.68760,-22.86980,3.70140,-0.8199,-0.8207
2023-03-31,1.04700,0.32540,-0.46810,-1.90730,0.07530,-1.83200,-1.83200,-1.83200,-1.83200,-1.88920,-1.90730,1.92900,1.92900,-0.95000,-0.95000,13.69390,,0.00680,-20.22330,-20.60580,-18.96750,-20.22330,4.53250,-1.28830,-1.28970
2022-12-31,1.90320,0.59720,-0.13690,-2.65990,0.08330,-2.57920,-2.57920,-2.57920,-2.57920,-2.63730,-2.65990,1.48000,1.48000,-1.68970,-1.68970,7.20940,0.00160,0.01110,-36.86230,-37.94600,-20.84350,-36.80170,4.18970,-2.3499,-2.3533
2022-09-30,1.47290,0.26910,-0.33920,-2.10320,0.90600,-1.19720,-1.19720,-1.19720,-1.19720,-2.08110,-2.10320,1.44330,1.44330,-0.83000,-0.83000,6.66320,0.00360,0.01180,-14.59330,-14.95700,-10.44380,-14.54090,5.68430,-0.6701,-0.6698
2022-06-30,1.45810,0.60320,-0.58060,-2.65160,1.41270,-1.23880,-1.23880,-1.23880,-1.23880,-2.64180,-2.65160,1.44320,1.44320,-0.81010,-0.81010,14.08540,0.00500,0.01200,-12.92030,-13.19910,-9.85940,-12.85600,6.64390,-1.3017,-1.3119
2022-03-31,1.92770,0.35280,-0.59170,-2.87600,0.16960,-2.70370,-2.70370,-2.70370,-2.70370,-2.87220,-2.87600,1.44320,1.44320,-1.89020,-1.89020,19.37310,,,-25.55230,-26.04750,-18.56750,-25.55230,7.33190,-1.73480,-1.73480
2021-09-30,0.30340,0.09250,0.07790,-0.32160,-6.31530,-6.63690,-6.63690,-6.63690,-6.63690,-0.31820,-0.32160,1.04450,1.04450,-6.36380,-6.36380,0.62860,,,197.08670,186.36170,-106.66210,197.08670,-3.18090,-0.016,-0.016
2021-06-30,0.02150,0.12330,-0.55630,-0.70460,0.52680,-0.17790,-0.17790,-0.17790,-0.17790,-0.70460,-0.70460,1.04170,1.04170,-0.14650,-0.14650,1.76850,,,-6.57940,-7.08320,-2.97880,-6.57940,2.59510,-1.5254,-1.5254
2020-12-31,,,,,,,,-0.34700,-0.34700,,,8.69200,8.69200,0.00000,0.00000,1.98830,,,-36.99360,-45.47240,-20.29240,-36.99360,,-0.0626,-0.0626
