Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,464.48000,92.38100,372.09900,80.41100,150.36600,,230.77700,141.32200,23.60400,164.92600,32.19700,132.72900,132.72900,130.56700,141.32200,141.32200,237.49900,265.82400,0.55000,0.50000,3.57000,0.33830,0.51130,80.11090,30.42590,30.42590,35.50770,28.11040,0.07010,0.52480,171.49080,,3.96520,2.00340,2.41570,,0,0
2024-06-30,437.87300,89.79000,348.08300,71.68900,141.00900,,212.69800,135.38500,11.42700,146.81200,33.27500,113.53700,113.53700,111.93100,135.38500,135.38500,237.12400,265.08600,0.47000,0.43000,2.34070,0.35490,0.78710,79.49410,30.91880,30.91880,33.52840,25.56240,0.06170,0.52240,172.28410,,3.67230,1.59860,2.17000,,0,0
2024-03-31,395.49700,86.82100,308.67600,80.72600,128.21300,,208.93900,99.73700,-23.58100,76.15600,25.04400,51.11200,51.11200,49.43800,99.73700,99.73700,236.69400,263.64400,0.21000,0.19000,2.23990,0.36280,0.81470,78.04760,25.21810,25.21810,19.25580,12.50020,0.05440,0.43580,206.51730,,1.72230,0.70250,0.99960,,0.00000,
2023-12-31,463.66710,100.15600,363.51100,67.24300,177.26300,,244.50600,119.00510,42.25700,161.26200,72.57800,88.68400,88.68400,83.23000,133.71210,119.00510,235.56000,239.97400,0.34000,0.35000,2.51080,0.34950,0.76900,78.39920,25.66610,25.66610,34.77970,17.95040,0.06370,0.50010,179.96720,,2.81690,1.21810,1.67270,,0.8987,0.8685
2023-09-30,442.15100,93.99800,348.15300,82.76400,131.40300,,214.16700,133.98600,-28.41300,105.57300,25.40700,80.16600,80.16600,77.48900,133.98600,133.98600,235.84200,238.65500,0.33000,0.32000,2.37550,0.33650,0.75550,78.74080,30.30320,30.30320,23.87710,17.52550,0.06590,0.47480,189.54140,,2.67240,1.19460,1.65270,,1.905,1.7839
2023-06-30,440.24000,94.27200,345.96800,92.94500,129.57000,,222.51500,123.45300,-13.83300,109.62000,25.45000,84.17000,84.17000,81.38700,123.45300,123.45300,235.36100,237.88600,0.35000,0.34000,3.56430,0.43580,0.77250,78.58620,28.04220,28.04220,24.90010,18.48700,0.06400,0.46870,192.00110,,2.88790,1.22360,1.51290,,0,0
2023-03-31,413.77800,85.85300,327.92500,90.67600,140.75900,,231.43500,96.49000,29.83700,126.32700,21.85200,104.47500,104.47500,100.49200,96.49000,96.49000,234.70500,236.89500,0.43000,0.42000,4.08790,0.41460,0.70810,79.25140,23.31930,23.31930,30.53010,24.28650,0.05900,0.42700,210.79430,,3.28480,1.48950,1.78740,,0.00000,
2022-12-31,447.99800,106.08700,341.91100,99.32800,82.11300,,181.44100,160.47000,-21.09000,139.38000,-18.70100,158.08100,158.08100,141.91600,172.87200,160.47000,235.16400,236.40700,0.60000,0.60000,3.73150,0.42000,0.72400,76.31980,35.81940,35.81940,31.11180,31.67780,0.06280,0.45270,198.79640,4.72620,5.10020,2.21730,2.74150,14.09850,0.6695,0.6053
2022-09-30,453.56000,94.38300,359.17700,97.02500,138.94100,,235.96600,123.21100,-120.36100,2.85000,19.76000,-16.91000,-16.91000,-17.13700,123.21100,123.21100,235.89400,235.89400,-0.07000,-0.07000,2.33180,0.32250,0.75410,79.19060,27.16530,27.16530,0.62840,-3.77830,0.06640,0.46530,193.40630,,-0.56490,-0.24770,-0.35410,,1.7167,1.5995
2022-06-30,450.15200,95.31400,354.83800,106.40300,144.32100,-10.17600,260.90000,93.93800,-47.39700,46.54100,17.50200,29.03900,29.03900,28.30000,93.93800,93.93800,235.52100,237.02500,0.12000,0.12000,2.25420,0.30770,0.70400,78.82630,20.86810,20.86810,10.33900,6.28680,0.06250,0.44510,202.20350,,0.90690,0.40310,0.58050,,0,0
