Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,48.64400,12.20600,36.43800,6.99600,29.75800,,36.75400,-0.31600,-1.54200,-1.85800,,-1.85800,-1.85800,-1.85800,1.87400,-0.31600,43.88210,43.88210,-0.04000,-0.04000,3.74470,0.40260,0.69270,74.90750,-0.64960,-0.64960,-3.81960,-3.81960,0.25340,0.41570,1.97510,45.56800,-1.86910,-1.97260,-0.96780,-1.11650,2.25910,0.0896,0.0762
2024-06-30,47.91200,12.56700,35.34500,6.65800,29.11500,,35.77300,-0.42800,-1.49300,-1.92100,,-1.92100,-1.92100,-1.92100,1.85400,-0.42800,43.71330,43.71330,-0.04000,-0.04000,3.51320,0.41280,0.72140,73.77070,-0.89330,-0.89330,-4.00940,-4.00940,0.25360,0.44860,1.90490,47.24660,-2.00760,-2.11750,-1.01680,-1.17880,2.18340,0.0984,0.0778
2024-03-31,41.37800,8.75800,32.62000,7.40900,29.77100,,37.18000,-4.56000,-2.07500,-6.63500,,-6.63500,-6.63500,-6.63500,-2.44100,-4.56000,43.23320,43.23320,-0.15000,-0.15000,3.43030,0.42020,0.74230,78.83420,-11.02040,-11.02040,-16.03510,-16.03510,0.22180,0.31690,1.70900,52.66280,-7.12250,-7.50670,-3.55730,-4.12980,2.13230,-0.28370,-0.30510
2023-12-31,42.92200,4.89600,38.02600,8.16900,33.05100,,41.22000,-3.19400,-0.69900,-3.89300,,-3.89300,-3.89300,-3.89300,-1.11600,-3.19400,42.87900,42.87900,-0.08000,-0.08000,2.89200,0.41460,0.72430,88.59330,-7.44140,-7.44140,-9.07000,-9.06990,0.21810,0.21270,1.70680,52.72890,-4.06940,-4.27170,-1.97790,-2.38240,2.21840,-0.0053,-0.0404
2023-09-30,41.27100,9.56700,31.70400,6.69400,29.03500,,35.72900,-4.02500,-0.06400,-4.08900,,-4.08900,-4.08900,-4.08900,-2.39300,-4.02500,43.02230,43.02230,-0.10000,-0.10000,3.28150,0.40400,0.68910,76.81910,-9.75260,-9.75260,-9.90770,-9.90770,0.21200,0.41560,1.77410,50.72980,-4.18060,-4.37220,-2.10090,-2.49150,2.27260,0.0384,-0.0466
2023-06-30,38.15500,8.50300,29.65200,7.14400,29.41000,,36.55400,-6.90200,0.24200,-6.66000,,-6.66000,-6.66000,-6.66000,-5.63100,-6.90200,42.86240,42.86240,-0.16000,-0.16000,3.60070,0.40560,0.69300,77.71460,-18.08940,-18.08940,-17.45510,-17.45510,0.19910,0.40040,1.76860,50.88640,-6.85520,-7.15330,-3.47520,-4.07500,2.26040,0.008,-0.0943
2023-03-31,36.66400,8.17200,28.49200,6.32600,29.50700,,35.83300,-7.34100,0.26700,-7.07400,,-7.07400,-7.07400,-7.07400,-5.87800,-7.34100,42.57100,42.57100,-0.17000,-0.17000,4.17640,0.40370,0.68780,77.71110,-20.02240,-20.02240,-19.29410,-19.29410,0.19350,0.41170,1.64570,54.68630,-7.25440,-7.55330,-3.73350,-4.32570,2.27780,-0.17440,-0.27550
2022-12-31,36.16400,6.14100,30.02300,6.81100,28.82000,,35.63100,-5.60800,0.19300,-5.41500,,-5.41500,-5.41500,-5.41500,-4.21400,-5.60800,42.08300,42.08300,-0.14000,-0.14000,4.12900,0.39560,0.66760,83.01900,-15.50710,-15.50710,-14.97340,-14.97350,0.18510,0.32480,1.63000,55.21350,-5.36140,-5.56240,-2.77140,-3.24030,2.37950,0.031,-0.1274
2022-09-30,36.95900,6.17600,30.78300,7.05000,28.58800,,35.63800,-4.85500,0.53700,-4.31800,,-4.31800,-4.31800,-4.31800,-3.35600,-4.85500,42.22100,42.22100,-0.10000,-0.10000,4.35100,0.39460,0.66690,83.28960,-13.13620,-13.13620,-11.68320,-11.68320,0.18900,0.32310,1.73000,52.02170,-4.25650,-4.40630,-2.20850,-2.57690,2.39980,-0.0142,-0.1165
2022-06-30,34.45400,6.28400,28.17000,7.02200,29.07200,,36.09400,-7.92400,0.18400,-7.74000,,-7.74000,-7.74000,-7.74000,-6.49300,-7.92400,41.99460,41.99460,-0.18000,-0.18000,4.52440,0.39330,0.66560,81.76120,-22.99880,-22.99880,-22.46470,-22.46470,0.17570,0.32690,1.69140,53.21010,-7.61140,-7.87030,-3.94730,-4.61790,2.41340,-0.1342,-0.2302
2022-03-31,31.00700,5.54600,25.46100,6.27500,30.50600,,36.78100,-11.32000,-0.15500,-11.47500,,-11.47500,-11.47500,-11.47500,-9.90000,-11.32000,41.80430,41.80430,-0.27000,-0.27000,4.90190,0.38830,0.65470,82.11370,-36.50790,-36.50790,-37.00780,-37.00780,0.15660,0.31870,1.66790,53.95880,-11.04950,-11.39970,-5.79470,-6.75910,2.47420,-0.26440,-0.38480
2021-12-31,31.53700,5.42800,26.10900,6.30200,25.16000,,31.46200,-5.35300,0.06700,-5.28600,,-5.28600,-5.28600,-5.28600,-3.79000,-5.35300,41.21500,41.21500,-0.13000,-0.13000,5.22990,0.36830,0.59930,82.78850,-16.97370,-16.97370,-16.76130,-16.76130,0.15160,0.32520,1.73680,51.81910,-4.69660,-4.81900,-2.54110,-2.96680,2.69660,-0.0384,-0.2155
2021-09-30,31.20400,5.23900,25.96500,6.40400,26.25000,,32.65400,-6.68900,-0.45200,-7.14100,,-7.14100,-7.14100,-7.14100,-5.36800,-6.68900,41.46760,41.46760,-0.17000,-0.17000,5.77800,0.36930,0.60010,83.21050,-21.43640,-21.43640,-22.88490,-22.88490,0.14860,0.33900,1.68060,53.55180,-6.19440,-6.34300,-3.40090,-3.90670,2.77390,-0.0065,-0.2383
2021-06-30,33.58000,7.09200,26.48800,5.72300,27.91900,,33.64200,-7.15400,-0.74400,-7.89800,,-7.89800,-7.89800,-7.89800,-5.89700,-7.15400,41.08090,41.08090,-0.19000,-0.19000,6.55610,0.35880,0.57470,78.88030,-21.30430,-21.30430,-23.52000,-23.52000,0.15950,0.52870,1.84690,48.73080,-6.65360,-6.79440,-3.75140,-4.26620,2.87160,-0.0145,-0.2044
2021-03-31,31.03700,5.17200,25.86500,5.74800,26.33700,,32.08500,-6.22000,-0.44000,-6.66000,,-6.66000,-6.66000,-6.66000,-4.78900,-6.22000,40.70580,40.70580,-0.16000,-0.16000,6.06770,0.30640,0.45370,83.33600,-20.04060,-20.04060,-21.45830,-21.45830,0.15730,0.38630,1.56550,57.48780,-5.56370,-5.67410,-3.37440,-3.85920,2.93080,-0.26580,-0.34180
2020-12-31,32.49500,5.46300,27.03200,4.93100,27.47500,,32.40600,-5.37400,-0.63600,-6.01000,,-6.01000,-6.01000,-6.01000,-4.09000,-5.37400,39.96690,39.96690,-0.15000,-0.15000,6.36200,0.30050,0.43660,83.18820,-16.53790,-16.53790,-18.49510,-18.49520,0.16140,0.43600,1.84440,48.79580,-4.88030,-4.96300,-2.98440,-3.41380,3.03180,0.07,-0.0065
2020-09-30,33.42800,5.69700,27.73100,4.23000,24.54600,,28.77600,-1.04500,-0.43400,-1.47900,,-1.47900,-1.47900,-1.47900,-0.12900,-1.04500,40.09360,40.09360,-0.04000,-0.04000,7.44850,0.29450,0.43800,82.95740,-3.12610,-3.12610,-4.42440,-4.42440,0.17240,0.47760,1.78210,50.50320,-1.21520,-1.23340,-0.76260,-0.85730,3.03340,0.0679,-0.0727
2020-06-30,22.11600,5.60500,16.51100,4.07100,20.69400,,24.76500,-8.25400,0.14900,-8.10500,,-8.10500,-8.10500,-8.10500,-7.57500,-8.25400,39.82340,39.82340,-0.20000,-0.20000,10.00350,0.21070,0.28000,74.65640,-37.32140,-37.32140,-36.64770,-36.64770,0.13010,0.43670,1.57420,57.17170,-6.76770,-6.86280,-4.76870,-5.34210,2.99240,-0.1759,-0.3804
2020-03-31,24.26100,4.81600,19.44500,4.61400,23.34000,,27.95400,-8.50900,0.31700,-8.19200,,-8.19200,-8.19200,-8.19200,-7.69600,-8.50900,39.69800,39.69800,-0.21000,-0.21000,6.17570,0.00960,0.02420,80.14920,-35.07280,-35.07280,-33.76610,-33.76610,0.16750,0.33070,1.86340,48.29970,-6.59610,-6.68210,-5.65420,-6.53300,3.12520,-0.20280,-0.32930
2019-12-31,28.16200,4.88100,23.28100,4.91200,25.78800,,30.70000,-7.41900,0.38200,-7.03700,,-7.03700,-7.03700,-7.03700,-6.61400,-7.41900,39.23500,39.23500,-0.18000,-0.18000,6.46650,0.01190,0.02520,82.66810,-26.34400,-26.34400,-24.98760,-24.98760,0.18210,0.35210,1.66210,54.14960,-5.32490,-5.38660,-4.55050,-5.26140,3.33800,-0.086,-0.1115
2019-09-30,28.56400,4.51000,24.05400,4.18100,25.98500,,30.16600,-6.11200,0.54100,-5.57100,,-5.57100,-5.57100,-5.57100,-5.42600,-6.11200,39.34050,39.34050,-0.14000,-0.14000,8.19620,0.01470,0.02810,84.21090,-21.39760,-21.39760,-19.50360,-19.50360,0.18520,0.32960,1.84870,48.68330,-4.11410,-4.15990,-3.61300,-4.05360,3.43150,-0.0458,-0.0962
2019-06-30,26.70100,4.24400,22.45700,4.28200,25.84700,,30.12900,-7.67200,0.64900,-7.02300,,-7.02300,-7.02300,-7.02300,-6.96000,-7.67200,39.17500,39.17500,-0.18000,-0.18000,8.70400,0.01720,0.03090,84.10550,-28.73300,-28.73300,-26.30240,-26.30240,0.17050,0.31240,1.63960,54.89120,-5.09060,-5.14290,-4.48460,-5.00320,3.51470,-0.147,-0.1777
2019-03-31,23.28500,3.71400,19.57100,4.13900,25.63500,,29.77400,-10.20300,0.69900,-9.50400,,-9.50400,-9.50400,-9.50400,-9.52900,-10.20300,38.93400,38.93400,-0.24000,-0.24000,8.83030,0.02260,0.03300,84.04980,-43.81790,-43.81790,-40.81600,-40.81600,0.14510,0.28310,1.53260,58.72320,-6.75270,-6.80900,-5.92180,-6.60000,3.59690,-0.22770,-0.24000
2018-12-31,23.43300,3.64100,19.79200,3.80700,21.84100,,25.64800,-5.85600,0.64000,-5.21600,,-5.21600,-5.21600,-5.22800,-5.63900,-5.85600,37.12700,37.12700,-0.13000,-0.13000,11.57260,0.00050,0.00080,84.46210,-24.99040,-24.99040,-22.25920,-22.31040,0.14630,0.30390,1.52950,58.84400,-3.54870,-3.57750,-3.25650,-3.54690,3.77840,-0.1464,-0.1585
2018-09-30,22.66000,3.46400,19.19600,3.30700,20.72400,,24.03100,-4.83500,0.72100,-4.11400,,-4.11400,-4.11400,-4.10200,-4.61600,-4.83500,38.50500,38.50500,-0.11000,-0.11000,12.71600,0.00060,0.00100,84.71320,-21.33720,-21.33720,-18.15530,-18.10240,0.14020,0.31640,1.61970,55.56680,-2.75220,-2.77450,-2.54490,-2.75060,3.86530,-0.0642,-0.2035
2018-06-30,20.58400,3.10600,17.47800,2.60100,19.69500,,22.29600,-4.81800,-2.61000,-7.42800,,-7.42800,-7.42800,-7.42800,-4.58300,-4.81800,36.67700,36.67700,-0.20000,-0.20000,15.91810,0.00070,0.00110,84.91060,-23.40650,-23.40650,-36.08630,-36.08630,0.12820,0.32080,1.66550,54.03750,-4.93540,-4.97370,-4.62680,-4.93210,3.92850,-0.1012,-0.1086
2018-03-31,17.26000,2.71200,14.54800,2.05800,17.48100,,19.53900,-4.99100,-0.64800,-5.63900,,-5.63900,-5.63900,-5.63900,-4.73000,-4.99100,34.52100,34.52100,-0.16000,-0.16000,3.32330,0.45110,1.13780,84.28740,-28.91660,-28.91660,-32.67090,-32.67090,0.31280,0.33680,1.46680,61.35660,-25.99660,-27.33010,-10.22100,-14.27080,0.62570,-0.16930,-0.17970
2017-12-31,16.97060,2.61390,14.35670,1.97140,14.19200,,16.16340,-1.80670,-0.69200,-2.49870,,-2.49870,-2.49870,-2.49870,-1.53770,-1.80670,33.32300,33.32300,-0.08000,-0.08000,4.06310,0.44120,0.97870,84.59770,-10.64600,-10.64600,-14.72380,-14.72380,0.28820,0.35730,1.53370,58.68090,-9.92260,-10.30610,-4.24410,-5.54520,0.73310,-0.0312,-0.0459
2017-09-30,16.04630,2.50430,13.54200,1.79530,13.24510,,15.04040,-1.49840,-0.62570,-2.12410,,-2.12410,-2.12410,-2.12410,-1.30460,-1.49840,33.28600,33.28600,-0.06000,-0.06000,3.54760,0.65860,2.31030,84.39340,-9.33820,-9.33820,-13.23720,-13.23720,0.38000,0.37380,1.57310,57.21280,-20.12940,-22.12430,-5.03000,-6.87210,0.31600,-0.064,-0.0715
2017-06-30,15.16810,2.27720,12.89090,1.52110,12.81540,,14.33650,-1.44570,-0.61450,-2.06020,,-2.06020,-2.06020,-2.06020,-1.27150,-1.44570,33.12400,33.12400,-0.06000,-0.06000,3.66890,0.64240,2.13720,84.98690,-9.53090,-9.53090,-13.58230,-13.58240,0.35470,0.36120,1.60980,55.90840,-18.21750,-19.87020,-4.81740,-6.51480,0.34080,-0.0623,-0.0703
2017-03-31,12.24110,1.91560,10.32540,1.41110,12.11450,,13.52570,-3.20020,-0.56180,-3.76200,,-3.76200,-3.76200,-3.76200,-3.02420,-3.20020,33.02600,33.02600,-0.11000,-0.11000,3.82410,0.62580,2.00220,84.35070,-26.14340,-26.14340,-30.73280,-30.73280,0.28290,0.32740,1.46010,61.64110,-31.02770,-33.48770,-8.69370,-11.61070,0.36670,-0.11970,-0.12270
2016-12-31,11.40910,1.82960,9.57960,1.17850,11.12060,,12.29910,-2.71950,-2.90730,-5.62680,,-5.62680,-5.62680,-5.62680,-2.56400,-2.71950,30.70200,30.70200,-0.18000,-0.18000,3.97400,0.57590,1.62930,83.96410,-23.83650,-23.83650,-49.31870,-49.31870,0.24610,0.33520,1.41690,63.51910,-37.71050,-39.92890,-12.13720,-15.99130,0.45200,-0.0416,-0.0516
2016-09-30,11.20520,1.69740,9.50780,1.11840,9.57110,,10.68950,-1.18170,-1.12370,-2.30540,,-2.30540,-2.30540,-2.30540,-1.03840,-1.18170,30.15200,30.15200,-0.08000,-0.08000,6.23760,0.95770,22.64840,84.85130,-10.54590,-10.54590,-20.57410,-20.57410,0.36410,0.34150,1.59970,56.26200,-208.88280,-729.23540,-7.49160,-8.83290,0.03650,-0.0782,-0.0833
2016-06-30,10.38190,1.53440,8.84750,0.93680,9.51660,,10.45350,-1.60600,-1.19670,-2.80270,,-2.80270,-2.80270,-2.80270,-1.46850,-1.60600,30.08000,30.08000,-0.09000,-0.09000,7.58390,0.89930,8.93350,85.22030,-15.46900,-15.46900,-26.99600,-26.99600,0.32700,0.32060,1.70980,52.63890,-100.34340,-136.73610,-8.82720,-10.10150,0.09270,-0.0925,-0.0943
2016-03-31,8.11180,1.40560,6.70620,0.97830,8.35060,,9.32900,-2.62280,-1.05330,-3.67610,,-3.67610,-3.67610,-3.67610,-2.49710,-2.62280,29.99400,29.99400,-0.12000,-0.12000,8.35500,0.83680,5.12580,82.67220,-32.33340,-32.33340,-45.31810,-45.31810,0.24220,0.31130,1.53320,58.69900,-75.96560,-89.84320,-10.97450,-12.40100,0.16110,-0.15370,-0.16710
2015-12-31,7.80880,1.41530,6.39360,0.89370,8.15180,,9.04550,-2.65190,-0.95960,-3.61150,,-3.61150,-3.61150,-3.61150,-2.54750,-2.65190,26.07570,26.07570,-0.11000,-0.11000,9.44970,0.75090,3.01400,81.87620,-33.96030,-33.96030,-46.24870,-46.24880,0.21280,0.35980,1.63260,55.12580,-44.06630,-48.04110,-9.84050,-10.97810,0.27330,-0.173,-0.1756
2015-09-30,8.15370,1.41040,6.74330,0.93600,7.72510,,8.66110,-1.91780,-1.06100,-2.97890,,-2.97890,-2.97890,-2.97890,-1.82070,-1.91780,26.84100,26.84100,-0.11000,-0.11000,9.40640,0.69560,2.28500,82.70210,-23.52100,-23.52100,-36.53390,-36.53390,0.19930,0.38100,1.75620,51.24710,-26.65410,-28.26080,-7.28100,-8.11380,0.37450,-0.0864,-0.0942
2015-06-30,6.41730,1.03980,5.37740,0.73640,6.79430,,7.53070,-2.15330,-1.03760,-3.19090,,-3.19090,-3.19090,-3.19090,-2.06540,-2.15330,24.92800,24.92800,-0.13000,-0.13000,6.79150,1.16120,-7.20240,83.79620,-33.55440,-33.55440,-49.72340,-49.72340,0.25240,0.29370,1.67200,53.82710,90.38480,77.09540,-12.55110,-14.57260,-0.14160,-0.1295,-0.1345
2015-03-31,4.95130,0.98290,3.96840,0.67100,5.84110,,6.51210,-2.54370,-1.03150,-3.57520,,-3.57520,-3.57520,-3.57520,-2.45630,-2.54370,22.51700,22.51700,-0.16000,-0.16000,7.56830,1.02770,-37.13320,80.14910,-51.37430,-51.37430,-72.20710,-72.20710,0.17600,0.29450,1.56610,57.46810,525.38150,279.76040,-12.70690,-14.54010,-0.02730,-0.11160,-0.11190
2014-12-31,4.79360,0.95690,3.83670,0.98370,5.56200,,6.54570,-2.70900,-3.78230,-6.49130,,-6.49130,-6.49130,-6.49130,-2.61430,-2.70900,17.72200,17.72200,-0.35000,-0.35000,5.89340,1.81250,-2.23070,80.03830,-56.51260,-56.51270,-135.41490,-135.41490,0.29230,0.29780,1.66890,53.92750,57.72230,54.90440,-39.57900,-46.90190,-0.57700,-0.1306,-0.1415
2014-09-30,4.67130,0.89620,3.77520,0.68120,4.89680,,5.57800,-1.80290,-1.43530,-3.23820,,-3.23820,-3.23820,-3.23820,-1.69280,-1.80290,17.46600,17.46600,-0.19000,-0.19000,8.84510,1.56630,-2.76590,80.81540,-38.59500,-38.59500,-69.32000,-69.32000,0.23240,0.26780,1.70300,52.84860,31.79020,30.08770,-16.11260,-18.00210,-0.58320,-0.1315,-0.135
2014-06-30,4.21420,0.88780,3.32640,0.55580,5.06840,,5.62410,-2.29770,-1.44370,-3.74150,,-3.74150,-3.74150,-3.74150,-2.20040,-2.29770,17.46100,17.46100,-0.21000,-0.21000,8.98850,1.35760,-3.79650,78.93260,-54.52390,-54.52390,-88.78260,-88.78260,0.18810,0.26030,1.66770,53.96660,52.14040,48.24980,-16.70390,-18.64510,-0.41080,-0.1464,-0.1513
2014-03-31,3.13830,0.70130,2.43700,0.81260,4.61550,,5.42810,-2.99110,-1.24840,-4.23960,,-4.23960,-4.23960,-4.23960,-2.89500,-2.99110,17.38400,17.38400,-0.24000,-0.24000,11.66730,1.16370,-7.10990,77.65320,-95.31220,-95.31220,-135.09300,-135.09300,0.12770,0.20230,1.59690,56.35750,114.80520,99.50570,-17.25650,-18.79010,-0.21170,-0.18120,-0.19250
2013-12-31,2.98470,0.59610,2.38860,0.62660,4.55940,,5.18590,-2.79730,-1.31150,-4.10880,,-4.10880,-4.10880,-4.10880,-2.73180,-2.79730,13.50000,13.50000,-0.21000,-0.21000,12.22970,0.99460,185.63380,80.02900,-93.72300,-93.72300,-137.66300,-137.66300,0.10780,0.17540,1.57610,57.10260,-3007.13700,947.24440,-14.84160,-16.11270,0.00790,-0.2108,-0.2193
2013-09-30,2.95750,0.65020,2.30730,0.59360,3.99060,,4.58430,-2.27700,-1.27580,-3.55280,,-3.55280,-3.55280,-3.55280,-2.18300,-2.27700,14.32000,14.32000,-0.25000,-0.25000,21.23130,0.85540,5.91400,78.01450,-76.99150,-76.99150,-120.12940,-120.12940,0.09940,0.18790,1.69950,52.95740,-86.35080,-100.51600,-11.93650,-12.48920,0.23730,-0.0993,-0.0999
2013-06-30,2.86230,0.63330,2.22900,0.49830,3.92500,,4.42330,-2.19430,-1.26350,-3.45780,,-3.45780,-3.45780,-3.45780,-2.11870,-2.19430,11.13800,11.13800,-0.31000,-0.31000,8.69760,1.66020,-2.51470,77.87460,-76.66340,-76.66340,-120.80540,-120.80540,0.18260,0.17710,2.02210,44.50880,37.18510,34.98990,-22.06250,-24.54990,-0.83470,-0.2253,-0.2271
2013-03-31,2.14290,0.56020,1.58270,0.40690,3.49930,,3.90630,-2.32360,-1.11400,-3.43750,,-3.43750,-3.43750,-3.43750,-2.24150,-2.32360,11.12500,11.12500,-0.31000,-0.31000,11.23510,1.36540,-3.73640,73.85630,-108.42870,-108.42870,-160.41140,-160.41140,0.12000,0.16380,1.81740,49.52210,57.24050,52.11630,-19.25560,-20.91830,-0.53970,-0.23830,-0.24060
2012-12-31,2.04490,0.47860,1.56630,0.37330,3.42410,,3.79740,-2.23110,-1.81280,-4.04390,-0.00180,-4.04210,-4.04210,-4.04210,-1.89790,-2.23110,11.08900,11.08900,-0.37000,-0.37000,12.36410,1.15090,-7.62700,76.59720,-109.10350,-109.10350,-197.75250,-197.66650,0.10110,0.15190,1.94740,46.21620,142.85880,118.77470,-19.98020,-21.55700,-0.25440,-0.3049,-0.3059
