Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,28.21600,28.21600,5.76900,-22.01400,-0.44900,0.44800,-0.00100,-0.00200,0.00100,0.00100,-0.18700,-0.44900,-0.44900,62.05980,62.05980,0.00000,0.00000,2.08530,0.02820,0.06870,100.00000,-1.59130,-1.59130,-0.00350,-0.66270,0.18620,0.41510,216.81850,0.00110,0.00150,0.00070,0.00110,1.47720,-0.113,-0.113
2024-06-30,12.60900,12.60900,5.41700,-6.87100,-0.41000,0.44700,0.03700,0.04600,-0.00900,-0.00900,-0.30600,-0.41000,-0.41000,61.88800,61.88800,-0.01000,-0.01000,2.40520,0.03260,0.05590,100.00000,-3.25160,-3.25160,0.29340,-2.42680,0.08480,0.21100,426.45250,-0.00990,-0.01130,-0.00610,-0.00950,1.48200,0.13530,0.13530
2024-03-31,12.02600,12.02600,5.33000,-6.45500,-0.39700,0.06900,-0.32800,0.01900,-0.34700,-0.34700,-0.33600,-0.39700,-0.39700,62.67200,62.67200,0.00000,0.00000,2.49710,0.03470,0.11000,100.00000,-3.30110,-3.30120,-2.72740,-2.79390,0.08020,0.20140,446.90160,-0.37270,-0.42240,-0.23150,-0.35970,1.47530,-0.0191,-0.0226
2023-12-31,13.36800,13.36800,5.27400,-8.22900,-0.69800,0.36900,-0.32900,0.14400,-0.47300,-0.47300,-0.34100,-0.69800,-0.69800,64.00900,64.00900,-0.01000,-0.01000,2.60410,0.04500,0.13480,100.00000,-5.22140,-5.22140,-2.46110,-2.55090,0.08740,0.24590,365.97170,-0.49710,-0.55760,-0.30940,-0.47470,1.47840,-0.2116,-0.2116
2023-09-30,11.40500,11.40500,6.13400,-6.14400,-1.45400,-1.71700,-3.17100,0.11600,-3.28700,-3.28700,-3.24300,-1.45400,-1.45400,63.95500,63.95500,-0.05000,-0.05000,1.96150,0.05400,0.24810,100.00000,-12.74880,-12.74880,-27.80360,-28.43490,0.06810,0.22080,407.54500,-3.43970,-3.82920,-1.96410,-3.25390,1.48880,-0.0554,-0.0554
2023-06-30,13.47600,13.47600,4.95800,-7.28700,0.64300,-0.76800,-0.12500,0.16700,-0.29200,-0.29200,-0.29200,0.64300,0.64300,63.73700,63.73700,-0.01000,-0.01000,0.97080,0.33600,3.63430,100.00000,4.77140,4.77140,-0.92760,-2.16680,0.16030,0.29970,300.32730,-3.30500,34.39330,-0.34740,-2.19430,0.13850,0.01170,0.01170
2023-03-31,14.06100,14.06100,4.97100,-7.20200,1.38600,-1.11000,0.27600,0.18800,0.08800,0.08800,0.07400,1.38600,1.38600,62.99100,62.99100,-0.01000,-0.01000,0.94810,0.23650,3.62080,100.00000,9.85710,9.85710,1.96290,0.52630,0.17080,0.34290,262.44070,1.00570,-12.08790,0.10690,0.76790,0.14730,-0.0833,-0.0853
2022-12-31,10.91100,10.91100,4.75600,-6.37900,-0.76100,-1.70600,-2.46700,0.16200,-2.62900,-2.62900,-2.61600,-0.76100,-0.76100,62.97200,62.97200,-0.04000,-0.04000,0.95440,0.24800,3.06780,100.00000,-6.97460,-6.97460,-22.61020,-23.97580,0.14730,0.31090,289.44180,-32.05710,319.83140,-3.55030,-24.10600,0.12910,-0.1298,-0.1298
2022-09-30,10.21700,10.21700,4.53300,-5.17800,-0.07100,-0.69700,-0.76800,0.10700,-0.87500,-0.87500,-0.87700,-0.07100,-0.07100,62.77200,62.77200,-0.01000,-0.01000,1.01030,0.25530,1.12930,100.00000,-0.69490,-0.69490,-7.51690,-8.58370,0.15200,0.28520,315.61220,-8.35640,-61.88120,-1.30140,-6.22290,0.16650,-0.1193,-0.1193
2022-06-30,11.37700,11.37700,3.80700,-6.45700,0.41500,-0.39300,0.02200,0.11200,-0.09000,-0.09000,-0.10000,0.41500,0.41500,62.64000,62.64000,0.00000,0.00000,1.00390,0.19970,0.56970,100.00000,3.64770,3.64770,0.19340,-0.87900,0.15280,0.29330,306.85600,-0.78120,-4.15700,-0.12090,-0.62520,0.18380,-0.04660,-0.04660
2022-03-31,7.58900,7.58900,3.55500,-3.72200,-0.59300,-0.77800,-1.37100,0.06800,-1.43900,-1.43900,-1.42500,-0.59300,-0.59300,62.35200,62.35200,-0.02000,-0.02000,1.00020,0.20830,0.70410,100.00000,-7.81400,-7.81390,-18.06560,-18.77720,0.10540,0.26900,334.53810,-12.23640,-77.99450,-1.99790,-9.68700,0.20230,-0.0548,-0.0562
2021-12-31,8.42900,8.42900,4.02700,-5.44300,-2.03400,0.18800,-1.84600,0.09900,-1.94500,-1.94500,-1.92600,-2.03400,-2.03400,62.41600,62.41600,-0.03000,-0.03000,1.10290,0.20040,0.50040,100.00000,-24.13100,-24.13100,-21.90060,-22.84970,0.12510,0.40440,222.56020,-14.68260,-71.93040,-2.88640,-11.74090,0.21200,-0.1507,-0.1507
2021-09-30,6.07400,6.07400,4.38000,-2.45000,-1.89000,0.03300,-1.85700,0.03500,-1.89200,-1.89200,-1.87300,-1.89000,-1.89000,62.22600,62.22600,-0.03000,-0.03000,1.15130,0.19400,0.28310,100.00000,-31.11620,-31.11620,-30.57290,-30.83640,0.08840,0.35010,257.07930,-13.00790,-53.02690,-2.75460,-10.48430,,-0.0314,-0.0314
2021-06-30,4.12900,4.12900,3.14300,-1.12500,-1.16900,0.10800,-1.06100,0.02100,-1.08200,-1.08200,-1.07300,-1.16900,-1.16900,62.16820,62.16820,-0.02000,-0.02000,1.19730,0.19240,0.27920,100.00000,-28.31190,-28.31190,-25.69630,-25.98690,0.06080,0.43780,205.58970,-7.10860,-29.07820,-1.59280,-5.74070,0.24470,0.03140,0.03140
2021-03-31,7.02500,7.02500,3.30200,-6.64800,-7.26000,0.02400,-7.23600,0.99200,-8.22800,-8.22800,-8.11400,-7.26000,-7.26000,57.77200,58.51400,-0.14000,-0.14000,1.18000,0.27030,0.54510,100.00000,-103.34520,-103.34520,-103.00360,-115.50180,0.08940,0.45890,196.14230,-51.73860,-220.35330,-10.47090,-37.75180,0.25600,-0.0633,-0.0622
2020-12-31,4.23400,4.23400,2.83400,-2.15700,-2.70500,-0.37000,-3.07500,-0.10500,-2.97000,-2.97000,-2.94000,-2.70500,-2.70500,60.95200,60.95200,-0.05000,-0.05000,1.03630,0.20630,0.29430,100.00000,-63.88760,-63.88760,-72.62640,-69.43790,0.04860,0.35200,255.65190,-12.55280,-70.91680,-3.40690,-9.96310,0.38520,-0.0118,-0.0118
2020-09-30,3.58000,3.58000,3.25400,-2.39700,-3.92500,-0.16900,-4.09400,-0.00700,-4.08700,-4.08700,-4.03800,-3.92500,-3.92500,57.68600,57.68600,-0.07000,-0.07000,1.10110,0.19490,0.35850,100.00000,-109.63690,-109.63690,-114.35750,-112.79330,0.03930,0.26550,339.03350,-15.65840,-74.09360,-4.48980,-12.60600,0.43490,-0.1827,-0.1827
2020-06-30,2.54200,2.54200,2.34800,-4.29600,-6.21200,5.15600,-1.05600,-0.00400,-1.05200,-1.05200,-1.00500,-6.21200,-6.21200,47.72600,48.46800,-0.02000,-0.02000,1.09220,0.17600,0.32720,100.00000,-244.37450,-244.37450,-41.54210,-39.53580,0.02250,0.12480,721.38080,-3.61470,-13.24270,-0.93300,-2.97870,0.48490,0.43660,0.43660
2019-12-31,27.56100,27.56100,6.40300,-18.28000,0.40800,1.26600,1.67400,0.09100,1.58300,1.58300,1.58000,0.40800,0.40800,46.47840,47.22590,0.03000,0.03000,0.93410,0.25050,1.09700,100.00000,1.48040,1.48040,6.07380,5.73270,0.19260,0.47080,191.16470,6.61790,-38.24590,1.10610,4.96040,0.52410,-0.1182,-0.1182
2019-09-30,24.88400,24.88400,7.30000,-18.42600,-3.23600,-2.30600,-5.54200,0.10800,-5.65000,-5.65000,-5.61900,-3.23600,-3.23600,46.47600,46.47600,-0.12000,-0.12000,0.90280,0.08710,0.70550,100.00000,-13.00430,-13.00430,-22.27130,-22.58080,0.16880,0.38830,231.75980,-25.24580,76.49600,-3.83250,-23.04810,0.49040,0.5114,0.5114
2018-09-30,28.33900,28.33900,11.83800,-27.48700,-12.89200,11.12100,-1.77100,0.43600,-2.20700,-2.20700,-1.97400,-12.89200,-12.89200,45.80950,46.55190,-0.04000,-0.05000,1.04830,0.04540,0.45890,100.00000,-45.49210,-45.49210,-6.24930,-6.96570,0.14610,0.39340,228.79990,-5.26380,-20.06180,-1.13790,-5.02470,,-0.3387,-0.2398
2018-03-31,49.19300,49.19300,28.30300,-36.92400,-17.87900,12.56700,-5.31200,0.28200,-5.59400,-5.59400,-5.29400,-16.08800,-17.87900,34.30100,34.30100,-0.14000,-0.13000,0.82260,2.67360,-3.78010,100.00000,-36.34460,-36.34460,-10.79830,-10.76170,0.27570,0.73960,121.69110,161.62930,14.86260,-3.13530,-270.50300,-0.09990,0.0913,0.0591
2017-12-31,52.64600,52.64600,27.42200,-33.38100,-9.89800,13.81300,3.91500,0.27600,3.63900,3.63900,3.82700,-8.08900,-9.89800,34.79100,38.27000,0.11000,0.10000,0.87320,0.90890,23.34570,100.00000,-18.80110,-18.80110,7.43650,7.26930,0.28680,0.81350,110.63570,420.69950,-10.54480,1.98210,38.31330,,0.4091,0.3676
2017-09-30,39.43800,39.43800,23.62100,-23.04900,-8.81100,-2.97300,-11.78400,0.12200,-11.90600,-11.90600,-11.74900,-7.24600,-8.81100,34.18800,34.18800,-0.34000,-0.34000,0.83340,3.12040,-4.28830,100.00000,-22.34140,-22.34140,-29.87980,-29.79110,0.21220,0.56270,159.95210,189.82800,29.87710,-6.40520,-402.50170,,-0.7207,-0.7244
2017-06-30,46.84400,46.84400,29.06000,-31.43200,-15.02000,-33.15900,-48.17900,0.19400,-48.37300,-48.37300,-48.11400,-13.64800,-15.02000,33.88000,33.88000,-1.42000,-1.42000,0.85410,0.13300,1.33610,100.00000,-32.06390,-32.06390,-102.84990,-102.71110,0.31170,1.18790,75.76150,-1495.76000,216.16310,-32.18920,-1296.86300,,-0.17460,-0.19610
2017-03-31,41.25700,41.25700,30.83800,-26.92500,-17.88100,1.66700,-16.21400,0.08700,-16.30100,-16.30100,-15.99800,-16.48400,-17.88100,24.80700,24.80700,-0.02000,-0.02000,1.30640,0.00960,0.01410,100.00000,-43.34060,-43.34050,-39.30000,-38.77650,0.27890,1.17990,76.27650,-33.07830,-66.75540,-11.01960,-32.76120,1.45670,-0.6474,-0.6589
2016-12-31,35.20700,35.20700,15.24200,-23.16400,-4.16300,-63.75000,-67.91300,0.13100,-68.04400,-68.04400,-67.93200,-3.23300,-4.16300,23.26400,23.26400,-2.92000,-2.92000,1.37660,0.00810,0.01750,100.00000,-11.82440,-11.82440,-192.89630,-192.95030,0.22790,1.15640,77.82690,-162.53970,-360.11630,-44.04910,-161.23020,,-0.4616,-0.4488
2016-09-30,29.07600,29.07600,14.00800,-20.03600,-5.91900,-0.05500,-5.97400,0.20900,-6.18300,-6.18300,-6.07800,-4.95600,-5.91900,8.56100,8.56100,-0.71000,-0.71000,0.82240,-0.48310,-10.36330,100.00000,-20.35700,-20.35700,-20.54620,-20.90380,0.32530,0.90110,99.88030,6.60320,26.37010,-6.91720,1044.42600,,0.0998,0.0655
2016-06-30,38.84600,38.84600,10.39600,-28.31000,-0.82800,-0.16600,-0.99400,0.20600,-1.20000,-1.20000,-1.17200,0.14000,-0.82800,39.06700,39.06700,-0.03000,-0.03000,0.98090,0.52630,1.38350,100.00000,-2.13150,-2.13150,-2.55880,-3.01700,0.47320,1.33250,67.54290,1.38550,7.24730,-1.46180,-11.35180,,0.01900,0.01330
2016-03-31,30.00100,30.00100,,,30.00100,,30.00100,,30.00100,-4.95800,-4.95800,30.00100,30.00100,21.29600,21.29600,-0.23000,-0.23000,1.03800,0.45540,1.06420,100.00000,100.00000,100.00000,100.00000,-16.52610,0.37170,1.11790,80.51130,5.73070,33.90320,-6.14240,-40.60270,,-0.3256,-0.3737
2015-12-31,33.62300,33.62300,,,33.62300,,33.62300,,33.62300,-4.35800,-4.35800,33.62300,33.62300,21.29700,21.29700,-0.20000,-0.20000,,,,100.00000,100.00000,100.00000,100.00000,-12.96140,,,,,,,,,0,0
