Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.97300,2.97300,9.48500,3.24400,,-9.75600,4.27500,-5.48100,,-5.48100,-5.48100,-5.48100,-9.44300,-9.75600,36.18000,36.18000,-0.15000,-0.15000,0.18940,,-2.10710,100.00000,-328.15340,-328.15340,-184.35930,-184.35920,0.03030,1.33980,67.17460,10.75280,10.06370,-5.57940,10.75280,-1.40880,-0.4624,-0.4887
2024-06-30,,,8.47500,3.43900,,-11.91400,20.90000,8.98600,,8.98600,8.98600,8.98600,-11.59900,-11.91400,36.15500,58.24700,0.25000,0.25000,0.25090,,-2.41620,,,,,,,,,-19.49200,-18.12020,8.29630,-19.49200,-1.27510,-0.0634,-0.0843
2024-03-31,0.96600,0.96600,8.01600,3.17800,,-10.22800,-14.79300,-25.02100,,-25.02100,-25.02100,-25.02100,-9.91100,-10.22800,36.12500,36.12500,-0.69000,-0.69000,0.37910,-1.67290,-2.33650,100.00000,-1058.79900,-1058.79900,-2590.16600,-2590.16600,0.00800,0.56360,159.68940,44.27710,41.70170,-20.78920,118.34740,-1.56400,-0.29300,-0.29990
2023-12-31,1.52800,1.52800,7.92900,3.17800,,-9.57900,-10.26800,-19.84700,,-19.84700,-19.84700,-19.84700,-9.28600,-9.57900,36.07600,36.07600,-0.55000,-0.48000,1.16340,1.63820,-2.56690,100.00000,-626.89790,-626.89800,-1298.88700,-1298.88700,0.01550,0.45440,198.08250,61.89610,55.82060,-20.17730,-39.50280,-0.88770,-0.225,-0.2913
2023-09-30,1.22500,1.22500,7.97800,3.58300,,-10.33600,-20.82500,-31.16100,,-31.16100,-31.16100,-31.16100,-10.11500,-10.33600,36.08700,36.08700,-0.86000,-0.86000,1.67180,1.20770,-5.81500,100.00000,-843.75510,-843.75510,-2543.75500,-2543.75500,0.01090,0.14420,624.26930,251.58270,196.27740,-27.63460,-52.25020,-0.34290,-0.5655,-0.6852
2023-06-30,0.98000,0.98000,8.25900,2.35000,,-9.62900,6.08200,-3.54700,,-3.54700,-3.54700,-3.54700,-9.40100,-9.62900,36.06800,56.54500,-0.10000,-0.17000,0.52040,,1.37660,100.00000,-982.55100,-982.55100,-361.93880,-361.93880,0.00970,0.11350,792.82650,-18.52900,-22.66020,-3.50450,-18.52900,0.52990,-0.0366,-0.0203
2023-03-31,0.79600,0.79600,9.60400,2.53800,,-11.34600,-3.14400,-14.49000,,-14.49000,-14.49000,-14.49000,-11.11600,-11.34600,36.04500,36.04500,-0.40000,-0.40000,0.75070,,1.44290,100.00000,-1425.37700,-1425.37700,-1820.35200,-1820.35200,0.00730,0.63330,142.12310,-64.55210,-76.43620,-13.32060,-64.55210,0.62100,-0.48740,-0.54320
2022-12-31,1.05100,1.05100,9.56900,1.81000,,-10.32800,0.01400,-10.31400,,-10.31400,-10.31400,-10.31400,-10.08300,-10.32800,34.29400,34.29400,-0.28000,-0.28000,1.08740,,,100.00000,-982.68290,-982.68300,-981.35110,-981.35080,0.01100,0.12320,730.53270,-28.58650,-31.64780,-10.76240,-28.58650,0.99820,-0.3368,-0.3273
2022-09-30,1.33800,1.33800,8.40000,1.56100,,-8.62300,0.00900,-8.61400,,-8.61400,-8.61400,-8.61400,-8.39700,-8.62300,36.03900,36.03900,-0.24000,-0.24000,4.74660,,,100.00000,-644.46920,-644.46920,-643.79660,-643.79680,0.01440,0.71670,125.58300,-18.89990,-20.46710,-9.27420,-18.89990,1.26090,-0.2863,-0.3222
2022-06-30,1.88300,1.88300,9.02000,2.08300,,-9.22000,0.00500,-9.21500,,-9.21500,-9.21500,-9.21500,-9.02500,-9.22000,36.00000,36.00000,-0.26000,-0.26000,5.59470,,,100.00000,-489.64420,-489.64420,-489.37860,-489.37860,0.01860,1.00000,90.00000,-17.29190,-18.50360,-9.12520,-17.29190,1.47510,-0.2028,-0.2327
2022-03-31,1.23600,1.23600,8.02800,1.98300,,-8.77500,0.00100,-8.77400,,-8.77400,-8.77400,-8.77400,-8.54900,-8.77500,28.99600,28.99600,-0.30000,-0.30000,7.82190,,,100.00000,-709.95150,-709.95150,-709.87050,-709.87060,0.01150,1.00000,90.00000,-14.25760,-15.11480,-8.14180,-14.25760,1.70410,-0.12120,-0.12940
2021-12-31,0.98900,0.98900,4.81400,2.22300,,-6.04800,0.00100,-6.04700,,-6.04700,-6.04700,-6.04700,-5.77100,-6.04800,24.10400,24.10400,-0.22000,-0.22000,3.11490,,,100.00000,-611.52680,-611.52660,-611.42550,-611.42570,0.01420,0.33090,272.00200,-23.80990,-27.60300,-8.66730,-23.80990,0.93670,-0.3747,-0.3854
2021-09-30,1.25100,1.25100,5.62600,1.76800,,-6.14300,0.72400,-5.41900,,-5.41900,-5.41900,-5.41900,-5.82900,-6.14300,24.82000,24.82000,-0.22000,-0.22000,2.69850,,,100.00000,-491.04710,-491.04710,-433.17350,-433.17350,0.02930,1.00000,90.00000,-22.81210,-26.74070,-12.69950,-22.81200,0.95150,-0.199,-0.2225
2021-06-30,1.16800,1.16800,5.22500,2.13900,,-6.19600,0.00200,-6.19400,,-6.19400,-6.19400,-6.19400,-5.89900,-6.19600,24.76300,24.76300,-0.25000,-0.25000,3.33880,,,100.00000,-530.47950,-530.47950,-530.30820,-530.30820,0.02420,1.00000,90.00000,-21.64300,-24.64880,-12.82910,-21.64300,1.14760,-0.1368,-0.1421
2021-03-31,1.06600,1.06600,4.35000,2.15100,,-5.43500,-0.06000,-5.49500,,-5.49500,-5.49500,-5.49500,-5.15400,-5.43500,20.45800,20.45800,-0.27000,-0.27000,4.82610,,,100.00000,-509.84990,-509.84990,-515.47840,-515.47840,0.02020,0.94760,94.98120,-16.15610,-18.00340,-10.39830,-16.15610,1.36380,-0.26760,-0.28220
