Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.22290,1.13680,-1.35970,-4.38230,-5.74200,-5.74200,-5.74200,-6.04870,-1.35800,-1.35970,1.32000,1.32000,-4.58000,-4.58000,65.35890,-44.85260,-43.77720,-25.15520,-43.77720,9.67290,-0.5906,-0.5906
2024-06-30,0.34210,1.23890,-1.58100,0.30770,-1.27330,-1.27330,-1.27330,-1.42900,-1.57970,-1.58100,1.20700,1.20700,-1.18000,-1.18000,2.97520,-6.77410,-6.77410,-4.48580,-6.77410,14.98930,-0.4584,-0.4584
2024-03-31,0.60920,1.08220,-1.69150,1.48480,-0.20670,-0.20670,-0.20670,-0.42520,-1.69010,-1.69150,1.03700,1.03700,-0.41000,-0.41000,4.57610,-0.93730,-0.90350,-0.70310,-0.90350,21.08440,-1.76620,-1.76620
2023-12-31,0.57790,1.55450,-2.13240,1.13640,-0.99600,-0.99600,-0.99600,-1.22950,-2.13120,-2.13240,0.46610,0.46610,12.60000,12.60000,7.13970,-4.09070,-3.89290,-3.20110,-3.89290,26.56720,-1.5031,-1.5026
2023-09-30,0.21210,1.21770,-1.42980,2.19300,0.76320,0.76320,0.76320,-0.36140,-1.42810,-1.42980,0.42800,0.42800,-0.84000,-0.84000,17.79150,2.85410,2.68460,2.35840,2.68460,40.58690,0.3539,0.3567
2023-06-30,0.30720,1.52250,-1.82970,-2.26420,-4.09400,-4.09400,-4.09400,-10.21050,-1.82800,-1.82970,0.29500,0.29500,-34.67000,-34.67000,12.05190,-16.48790,-15.21490,-12.24370,-15.21490,91.33570,-4.2975,-4.2998
2023-03-31,0.87770,2.04420,-2.92190,1.21020,-1.71180,-1.71180,-1.71180,-1.97790,-2.92030,-2.92190,0.30000,0.30000,-6.59000,-6.59000,28.59230,-5.44040,-5.00720,-4.68600,-5.00720,116.12130,-5.65270,-5.65950
2022-12-31,1.41310,4.47580,-5.88890,10.37120,4.48230,4.48230,4.48230,4.36650,-5.88730,-5.88890,0.27960,0.27960,15.75000,15.75000,29.39170,13.71040,12.65670,11.60990,12.65670,121.83400,-9.9525,-9.9601
2022-09-30,1.48470,1.68250,-3.16720,0.14070,-3.02650,-3.02650,-3.02650,-3.02650,-3.16570,-3.16720,0.27950,0.27950,-10.75000,-10.75000,39.97850,-11.34910,-11.34910,-11.06550,-11.34910,97.45300,-8.563,-8.571
2022-06-30,1.94110,1.85530,-3.79640,0.04450,-3.75190,-3.75190,-3.75190,-3.75190,-3.79500,-3.79640,0.27840,0.27840,-13.50000,-13.50000,47.21960,-12.95850,-12.95850,-12.68420,-12.95850,106.28960,-9.0304,-9.0413
2022-03-31,1.48610,1.79650,-3.28250,0.00460,-3.27790,-3.27790,-3.27790,-3.27790,-3.28120,-3.28250,0.27760,0.27760,-11.75000,-11.75000,48.30770,-10.34570,-10.34570,-10.13160,-10.34570,116.31420,-12.55730,-12.55730
2021-12-31,1.36160,2.87690,-4.23860,0.00250,-4.23600,-4.23600,-4.23600,-4.23600,-4.23730,-4.23860,0.20060,0.20060,-10.00000,-10.00000,17.79740,-12.63370,-12.63370,-11.92430,-12.63370,124.55330,-16.5305,-16.5464
2021-09-30,0.83670,2.09270,-2.92940,0.00240,-2.92690,-2.92690,-2.92690,-2.92690,-2.92810,-2.92940,0.24790,0.24790,-11.75000,-11.75000,32.10490,-9.33590,-9.33590,-9.04530,-9.33590,127.65190,8.2712,8.2712
2021-06-30,0.98630,1.30890,-2.29520,0.00130,-2.29380,-2.29380,-2.29380,-2.29380,-2.29390,-2.29520,0.15880,0.15880,-14.50000,-14.50000,42.78100,-7.12590,-7.12590,-6.95950,-7.12590,133.25880,-4.9618,-4.9618
2021-03-31,1.15180,2.00340,-3.15520,0.00080,-3.15440,-3.15440,-3.15440,-3.15440,-3.15390,-3.15520,0.11880,0.11880,-26.50000,-26.50000,,,,,,,-30.20140,-30.20140
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,36.2605,36.289
2020-09-30,0.56330,2.01310,-2.57640,-1.69320,-4.26960,-4.26960,-4.26960,-4.26960,-2.57520,-2.57640,0.19020,0.19020,-22.50000,-22.50000,,,,,,,36.1845,36.2636
2020-06-30,0.60010,2.40770,-3.00780,0.07560,-2.93210,-2.93210,-2.93210,-2.93210,-3.00780,-3.00780,0.05030,0.05030,-58.25000,-58.25000,,,,,,,-72.445,-72.5526
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
