Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.31460,0.10940,0.20510,2.72810,-0.89110,3.61920,-3.41410,0.04330,-3.37070,-3.37070,-3.37070,,-3.37070,-3.09050,-3.41410,3.29200,3.29200,-1.02000,-1.02000,9.78810,,,65.20850,-1085.31800,-1085.31800,-1071.53800,-1071.53800,0.00790,0.24020,1.18720,75.80850,-9.06600,-12.75370,-8.41440,-9.06580,11.28290,-0.93980,-0.95360
2021-12-31,0.47650,0.13620,0.34030,3.84920,-0.90700,8.89950,-8.55920,0.14100,-8.41820,-7.75650,-7.75650,,-7.75650,-8.10960,-8.55920,2.74380,2.74380,-2.40000,-2.40000,9.09060,,,71.41110,-1796.28600,-1796.28600,-1766.69300,-1627.83300,0.01090,0.35140,1.34530,66.90050,-19.26370,-26.34170,-17.72060,-19.26330,12.27330,-1.8612,-1.9746
2021-09-30,0.31370,0.11020,0.20350,2.23430,-0.64890,5.69700,-5.49360,0.05550,-5.43800,-5.43800,-5.43800,,-5.43800,-2.11360,-5.49360,3.27030,3.27030,-1.60000,-1.60000,14.41470,,,64.87790,-1751.42000,-1751.42000,-1733.71300,-1733.71300,0.00610,0.27680,1.13980,78.96170,-11.38040,-12.19670,-10.62320,-11.38020,14.60040,-0.4454,-0.427
2021-06-30,0.35020,0.14290,0.20730,2.23780,-0.56780,2.80550,-2.59820,0.02430,-2.57390,-2.57390,-2.57390,,-2.57390,-2.51590,-2.59820,2.57910,2.57910,-1.00000,-1.00000,14.16260,,,59.20210,-741.91170,-741.91170,-734.97440,-734.97440,0.00620,0.44950,1.78200,50.50390,-4.84850,-5.47420,-4.52260,-4.84840,16.25100,-0.3233,-0.3457
2021-03-31,0.28030,0.09780,0.18260,3.38540,-0.57480,3.96020,-3.77770,-0.11100,-3.88870,-3.88870,-3.88870,,-3.88870,-3.21090,-3.77770,1.82570,1.82570,-2.20000,-2.20000,8.64850,,,65.12590,-1347.64300,-1347.64300,-1387.25500,-1387.25500,0.00710,0.33380,1.05810,85.05910,-10.94050,-13.22030,-9.80660,-10.94020,14.56950,-1.81970,-2.03420
2020-12-31,0.29380,0.09410,0.19970,2.15100,-0.71310,12.74360,-12.54390,1.07390,-11.47000,-11.47000,-11.47000,,-11.47000,-11.98540,-12.54390,0.59750,0.59750,-9.20000,-9.20000,0.16220,,1.67710,67.98100,-4269.71000,-4269.71100,-3904.16900,-3904.16800,0.02250,0.32490,1.14370,78.69290,-434.15780,321.35890,-87.82230,-434.02810,2.66870,-7.2671,-7.4692
2020-09-30,0.48080,0.17520,0.30560,2.34810,-0.56880,5.91390,-5.60840,-0.69940,-6.30770,-6.30770,-6.30770,,-6.86200,-5.15660,-5.60840,0.75140,0.75140,-9.20000,-9.20000,0.29790,,0.47000,63.55620,-1166.56900,-1166.56900,-1312.04000,-1427.33500,0.01910,0.85090,0.94590,95.14960,-51.55070,160.87640,-25.06950,-51.54730,14.74910,0.4156,0.1697
2020-06-30,0.18280,0.08530,0.09750,3.34480,-0.52110,3.86590,-3.76840,0.19100,-3.57740,-3.57740,-3.57740,,-3.57740,-3.16190,-3.76840,0.49190,0.49190,-7.20000,-7.20000,0.29540,,0.37740,53.35420,-2061.68200,-2061.68200,-1957.16100,-1957.16100,0.00660,0.36220,0.67080,134.17130,-30.60110,47.45330,-13.01040,-30.59900,17.72600,-1.4441,-1.172
2020-03-31,0.29490,0.09270,0.20230,3.09290,-0.54880,3.64160,-3.43940,-1.09000,-4.52930,-4.52930,-4.52930,,-4.52930,-2.78470,-3.43940,0.24330,0.24330,-18.60000,-18.60000,0.30260,0.16960,0.57290,68.58480,-1166.10700,-1166.10700,-1535.65800,-1535.65800,0.01180,0.59520,1.09330,82.32080,-43.89050,50.66170,-18.08180,-36.32060,35.38490,-12.21940,-12.21940
2019-12-31,0.34750,0.13160,0.21590,2.59460,-0.51490,3.10950,-2.89360,-10.66050,-13.55420,-13.55420,-13.55420,,-13.69790,-2.27020,-2.89360,0.14350,0.14350,-79.00000,-74.00000,0.07340,,0.42700,62.12500,-832.75600,-832.75590,-3900.74100,-3942.10600,0.01550,0.69210,1.16970,76.94020,-121.06790,167.16240,-60.57590,-120.68200,55.36760,-23.1187,-23.1544
2019-09-30,0.52270,0.20810,0.31460,3.05190,-0.70740,3.75940,-3.44480,-0.56380,-4.00850,-4.00850,-4.00850,,-4.13430,-2.66760,-3.44480,0.15730,0.15730,-26.20000,-26.20000,0.09860,,0.21580,60.18800,-659.03700,-659.03700,-766.89160,-790.95940,0.01640,0.98930,1.40460,64.07300,-19.38550,52.84750,-12.57300,-19.35200,131.52570,-24.2653,-24.2707
2019-06-30,0.28620,0.11840,0.16780,3.99540,-1.27130,5.26660,-5.09890,6.56400,1.46510,1.46510,1.46510,,1.44470,-4.27940,-5.09890,0.14810,0.30040,9.80000,4.80000,0.11570,,0.17090,58.62670,-1781.88900,-1781.88900,512.00380,504.87540,0.00890,0.36900,0.95690,94.05570,6.58300,-24.05530,4.54270,6.57250,143.93390,12.5784,12.5784
2019-03-31,0.25520,0.07370,0.18150,2.05220,-0.46660,2.51870,-2.33720,-0.95600,-3.29320,-3.29320,-3.29320,,-3.29320,-1.82910,-2.33720,0.07870,0.07870,-41.80000,-41.80000,0.76740,,43.98370,71.11870,-915.68480,-915.68480,-1290.22500,-1290.22500,0.05020,0.25510,1.47160,61.15740,-4758.50700,374.20670,-64.73780,-4704.21200,0.80650,-26.04770,-26.04770
2018-12-31,0.31150,0.10640,0.20510,2.53600,-0.47070,3.00670,-2.80160,-0.64460,-3.44620,-3.44620,-3.44620,,-3.44620,-2.37440,-2.80160,0.06410,0.06410,-49.60000,-49.60000,0.39710,,30.57510,65.83330,-899.24300,-899.24300,-1106.15300,-1106.15300,0.08400,0.44160,1.33940,67.19450,-6541.59500,378.27530,-92.91390,-6444.82300,0.75890,-21.1022,-21.3104
2018-09-30,0.32990,0.08300,0.24690,1.38410,-0.72390,2.10800,-1.86110,-0.64580,-2.50690,-2.50690,-2.50690,,-2.50690,-1.79660,-1.86110,0.06630,0.06630,-37.80000,-37.80000,1.30150,,0.33200,74.84130,-564.08420,-564.08420,-759.81850,-759.81850,0.06090,0.29840,0.16070,560.19100,-82.85070,-122.08140,-46.28890,-82.82880,45.17820,-9.0951,-9.4717
2018-06-30,0.35860,0.10900,0.24960,1.28360,-0.37890,1.66250,-1.41290,-0.96050,-2.37340,-2.37340,-2.37340,,-2.37340,-1.39000,-1.41290,0.05940,0.05940,-40.00000,-40.00000,3.14000,,,69.61120,-394.02040,-394.02040,-661.88030,-661.88020,0.08960,0.44540,1.13720,79.14260,-70.61650,-73.10360,-59.31990,-70.59990,55.61510,-22.5527,-24.1653
2018-03-31,0.41160,0.11730,0.29430,1.79250,-0.28760,2.08010,-1.78580,0.02580,-1.76000,-1.76000,-1.76000,,-1.76000,-1.76770,-1.78580,0.05690,0.05690,-30.00000,-30.00000,3.98540,,,71.49050,-433.88470,-433.88470,-427.61220,-427.61220,0.06860,0.43050,1.70250,52.86480,-33.74900,-34.50940,-29.33650,-33.74380,88.37400,-29.76930,-30.34540
2017-12-31,0.22030,0.06030,0.16000,0.49660,-0.83920,1.33590,-1.17590,,-1.12540,-1.12540,-1.12540,,-1.12540,-1.15820,-1.17590,0.03180,0.03180,-32.00000,-32.00000,2.54330,,,72.61310,-533.74510,-533.74490,-510.82030,-510.82100,0.06080,0.22760,1.60230,56.16970,-41.92000,-43.34210,-31.05200,-41.80680,77.54010,-39.5062,-39.5358
2017-09-30,0.15250,0.02870,0.12380,0.92340,-0.19250,1.11590,-0.99210,,-0.99210,-0.99210,-0.99210,,-0.99210,-0.97430,-0.99210,0.03120,0.03120,-32.00000,-32.00000,2.71300,,,81.18070,-650.40470,-650.40470,-650.40470,-650.40480,0.04360,0.12020,1.66330,54.11030,-43.49180,-45.39660,-28.35090,-43.47680,73.21990,-33.5215,-33.6564
2017-06-30,0.10680,0.02200,0.08480,2.44600,-0.18250,2.62850,-2.54370,,-2.54370,-2.54370,-2.54370,,-2.54370,-2.52620,-2.54370,0.03080,0.03080,-82.00000,-82.00000,3.44850,,,79.39560,-2381.22300,-2381.22300,-2381.22300,-2381.22300,0.02360,0.09090,2.37360,37.91690,-79.52370,-81.89230,-56.12700,-79.50400,103.39060,-31.3041,-31.723
2017-03-31,0.17520,0.03700,0.13820,1.27950,-0.20050,1.48000,-1.34180,,-1.34180,-1.34180,-1.34180,,-1.34180,-1.32330,-1.34180,0.03230,0.03230,-42.00000,-42.00000,4.05550,,,78.88170,-766.04320,-766.04320,-766.04320,-766.04300,0.03200,0.14850,2.55690,35.19830,-33.69840,-34.51660,-24.54790,-33.69180,122.75280,-35.84600,-36.68000
2016-12-31,0.13960,0.03250,0.10710,0.60980,-0.23010,0.83980,-0.73280,,-0.73280,-0.73280,-0.73280,,-0.73280,-0.71280,-0.73280,0.01410,0.01410,393.99990,393.99990,1.65680,,,76.72020,-525.04640,-525.04650,-525.04650,-525.04680,0.04970,0.11940,3.58600,25.09770,-79.39980,-88.73310,-26.10000,-79.33150,40.47690,-87.2592,-88.0664
2016-09-30,0.13460,0.02650,0.10810,0.87090,-0.29290,1.16370,-1.05560,0.00000,-1.05560,-1.05560,-1.05560,,-1.05560,-1.03530,-1.05560,0.01660,0.01660,-64.00000,-64.00000,1.16000,,,80.32690,-784.21300,-784.21300,-784.21510,-784.21530,0.07020,0.09160,2.99010,30.09940,-9846.34000,1229.99500,-55.06300,-9167.90800,0.67630,-16.516,-16.6399
2016-06-30,0.08540,0.03680,0.04870,2.36510,-0.24480,2.60990,-2.56130,,-2.56130,-2.56130,-2.56130,,-2.56130,-2.54020,-2.56130,0.01350,0.01350,-190.00000,-190.00000,1.72230,,,56.95960,-2998.38600,-2998.38600,-2998.38600,-2998.38600,0.02950,0.12580,3.62480,24.82900,-329.00540,-371.71250,-88.48240,-326.20340,50.52760,232.0064,235.4197
2016-03-31,0.09690,0.08590,0.01100,1.79700,-0.39040,2.18740,-2.17640,,-2.17640,-2.17640,-2.17640,,-2.17640,-2.15530,-2.17640,0.00360,0.00360,-601.99990,-601.99990,2.51290,,,11.37400,-2245.87900,-2245.87900,-2245.87900,-2245.87900,0.02390,0.33480,1.83610,49.01730,-86.30830,-89.31260,-53.72360,-85.97570,237.64790,-438.64140,-443.44450
2015-12-31,0.18330,0.10470,0.07860,1.87410,-0.47130,2.34530,-2.26680,0.00380,-2.26300,-2.26300,-2.26300,,-2.26300,-2.24570,-2.26680,0.00080,0.00080,-2604.00000,-2604.00000,3.55190,,,42.88670,-1236.80100,-1236.80100,-1234.75300,-1234.75300,0.03250,0.45170,4.78740,18.79940,-55.27940,-56.32560,-40.17820,-55.02470,19.76790,-18.8702,-19.0799
2015-09-30,0.08580,0.01980,0.06600,0.92780,-0.20280,1.13060,-1.06460,-0.05180,-1.11640,-1.11640,-1.11640,,-1.11640,-1.04610,-1.06460,0.00080,0.00080,-1418.00000,-1418.00000,3.15030,,,76.95240,-1240.90600,-1240.90600,-1301.28900,-1301.28900,0.01020,0.08350,6.04340,14.89230,-19.26390,-19.51110,-13.26460,-19.20110,1.11860,-29.4175,-29.4175
2015-06-30,0.23400,0.08360,0.15040,0.99520,-0.15130,1.14650,-0.99610,-0.18920,-1.18530,-1.18530,-1.18530,,-1.18530,-0.85620,-0.99610,0.00070,0.00070,-1800.00000,-1800.00000,0.07550,,-0.15190,64.28990,-425.66710,-425.66710,-506.52410,-506.52410,0.31390,0.32430,14.75950,6.09780,19.29110,19.04990,-159.00720,19.29170,-1.85640,-0.0641,-0.0641
2015-03-31,0.15130,0.09600,0.05530,0.10620,-0.02130,0.12740,-0.07220,-0.15360,-0.22580,-0.22580,-0.22580,,-0.22580,0.04600,-0.07220,0.00060,0.00060,-350.00000,-350.00000,0.07820,,-0.16360,36.56020,-47.71010,-47.71010,-149.26230,-149.26230,0.20870,0.31840,1.68020,53.56490,4.07210,4.01470,-31.14770,4.07220,-1.76590,-0.00170,-0.00170
2014-12-31,0.16580,0.12110,0.04460,1.96450,-0.23280,2.19730,-2.15260,-0.21280,-2.36540,-2.36540,-2.36540,,-2.36540,-1.97420,-2.15260,0.00060,0.00060,-3949.99900,-3949.99900,0.10180,,-0.16990,26.92710,-1298.40000,-1298.40000,-1426.72700,-1426.72700,0.18400,0.32980,2.88090,31.24040,42.87910,42.31930,-262.53720,42.88080,-1.78520,-0.0745,-0.0738
2014-09-30,0.39730,0.13470,0.26250,1.06270,-0.18320,1.24580,-0.98330,-0.13190,-1.11520,-1.11520,-1.11520,,-1.11520,-0.87710,-0.98330,0.00060,0.00060,-1850.00000,-1850.00000,0.19560,,-0.30500,66.08570,-247.52070,-247.52070,-280.73250,-280.73250,0.32120,0.42690,1.66490,54.05700,29.07980,28.54030,-90.16510,29.08130,-1.28000,-0.3974,-0.4076
2014-06-30,0.31830,0.09840,0.21990,1.64950,-0.29160,1.94110,-1.72120,-0.01480,-1.73600,-1.73600,-1.73600,,-1.73600,-1.70470,-1.72120,0.00060,0.00060,-2900.00000,-2900.00000,0.17920,,-0.02520,69.09610,-540.75370,-540.75370,-545.39500,-545.39500,0.32720,0.27270,2.12710,42.31200,53.84730,52.73610,-178.45440,53.85070,-72.32110,-0.0622,-0.062
2014-03-31,0.07020,0.03110,0.03910,1.38420,-0.26530,1.64950,-1.61030,-0.00670,-1.61700,-1.61700,-1.61700,,-1.61700,-1.60100,-1.61030,0.00060,0.00060,-2750.00000,-2750.00000,0.30190,,,55.73480,-2293.27500,-2293.27500,-2302.75300,-2302.75300,0.07040,0.07940,1.09970,81.84080,97.58650,93.77350,-162.10670,97.59860,-37.27890,-0.59460,-0.61920
2013-12-31,0.08170,0.05460,0.02710,1.84480,-0.33350,2.17830,-2.15120,-0.00320,-2.15430,-2.15430,-2.15430,,-2.15430,-2.15880,-2.15120,0.00040,0.00040,-12150.00000,-12150.00000,0.11010,,-0.08700,33.19180,-2632.79500,-2632.79500,-2636.66400,-2636.66700,0.13770,0.44680,0.84020,107.11510,66.93710,65.84550,-363.03400,66.93710,-1.09840,-0.0707,-0.1238
2013-09-30,0.10780,0.02620,0.08170,3.36030,-0.35400,3.71430,-3.63270,-0.34220,-3.97490,-3.97490,-3.97490,,-3.97490,-3.29660,-3.63270,0.00040,0.00040,-10900.00000,-10900.00000,0.39500,,,75.72120,-3368.73400,-3368.73400,-3686.09700,-3686.09700,0.16940,0.25900,1.29620,69.43190,328.87220,315.28780,-624.34970,328.87190,-27.51430,85.7009,86.0787
2013-06-30,0.15090,0.06730,0.08350,0.99670,-0.20490,1.20170,-1.11810,-0.05740,-1.17550,-1.17550,-1.17550,,-1.17550,-0.91290,-1.11810,0.02430,0.02430,-50.00000,-50.00000,0.11300,,-0.45140,55.36470,-741.19220,-741.19220,-779.24370,-779.24310,0.34010,0.62330,1.48060,60.78770,33.66780,33.20610,-265.01340,33.66780,-143.15230,-43.9324,-44.3376
2013-03-31,0.12770,0.04160,0.08610,1.90710,-0.20450,2.11150,-2.02540,-0.07610,-2.10150,-2.10150,-2.10150,,-2.10150,-1.99660,-2.02540,0.02160,0.02160,-100.00000,-100.00000,0.22180,,-0.34310,67.42740,-1585.72200,-1585.72200,-1645.32500,-1645.32600,0.15750,0.29410,1.32070,68.14600,73.87600,70.39690,-259.18510,73.87600,-118.22920,-43.60240,-43.60240
2012-12-31,0.08960,0.04310,0.04650,1.34950,-0.24200,1.59150,-1.54500,-0.17230,-1.71730,-1.71730,-1.71730,,-1.71730,-1.53240,-1.54500,0.01390,0.01390,-50.00000,-50.00000,0.06600,-0.02780,-0.35430,51.91930,-1725.08600,-1725.08500,-1917.44200,-1917.44300,0.24230,0.29660,2.25530,39.90520,51.98890,49.86660,-464.66630,53.43350,-158.43160,-35.963,-35.963
2012-09-30,0.05160,0.07000,-0.01830,2.53160,-0.30070,2.83230,-2.85070,-0.00500,-2.85570,-2.85570,-2.85570,,-2.85570,-2.85040,-2.85070,0.01590,0.01590,-200.00000,-200.00000,0.12000,-0.04170,-0.55880,-35.54590,-5522.98400,-5522.98400,-5532.71900,-5532.71900,0.11630,0.52050,1.29620,69.43160,128.12450,120.52240,-643.47140,133.47210,-113.02180,9.8015,9.8015
2012-06-30,0.02500,0.00170,0.02330,1.98010,-0.14860,2.12870,-2.10550,-0.03030,-2.13580,-2.13580,-2.13580,,-2.13580,-2.08170,-2.10550,0.01090,0.01090,-200.00000,-200.00000,0.09410,-0.04100,-0.57110,93.14900,-8435.30000,-8435.30000,-8556.79000,-8556.79100,0.06650,0.01770,0.77850,115.60820,94.16500,88.66890,-569.33500,98.02440,-168.46810,-20.616,-20.616
2012-03-31,0.02260,0.01380,0.00880,0.59760,-0.06970,0.66740,-0.65850,-0.05480,-0.71340,-0.71340,-0.71340,,-0.71340,-0.63660,-0.65850,0.00650,0.00650,-100.00000,-100.00000,0.07580,-0.22710,-0.60060,39.00600,-2909.34000,-2909.34000,-3151.61000,-3151.61000,0.06640,0.15020,1.18700,75.82110,24.15600,23.05830,-209.36980,29.64250,-382.17820,-38.30650,-38.30650
2011-12-31,0.07400,0.04310,0.03090,2.63040,0.05080,2.57960,-2.54870,-0.41860,-2.96720,-2.96720,-2.96720,,-2.96720,-2.52030,-2.54870,0.00490,0.00490,-550.00000,-550.00000,0.12790,-0.30400,-0.62360,41.75730,-3444.17000,-3444.17000,-4009.82000,-4009.81900,0.16580,0.44160,1.47130,61.16920,109.76460,104.33830,-664.96940,143.12920,-421.41050,-149.1565,-149.1565
2011-09-30,0.02030,0.01120,0.00910,0.48980,-0.13540,0.62520,-0.61610,-0.03800,-0.65410,-0.65410,-0.65410,,-0.65410,-0.58690,-0.61610,0.00540,0.00540,-100.00000,-100.00000,0.06530,-0.39880,-0.56150,44.92200,-3040.30300,-3040.30300,-3227.96100,-3227.96100,0.07390,,1.05120,85.61640,26.43120,25.00140,-238.55800,36.97250,-424.63670,-39.5448,-39.5448
2011-06-30,0.00240,0.00180,0.00060,0.34140,-0.17550,0.51700,-0.51640,0.12830,-0.38810,-0.38810,-0.38810,,-0.38810,-0.48730,-0.51640,0.00450,0.00450,-100.00000,-100.00000,0.05390,-0.37110,-0.54380,23.33610,-21751.47000,-21751.47000,-16348.19000,-16348.19000,0.00950,,,,15.91020,15.03770,-154.89240,21.81430,-517.18570,-67.2164,-67.2164
2011-03-31,,,,0.33270,-0.09160,,-0.42430,-0.05320,-0.47740,-0.47740,-0.47740,,-0.47740,-0.39570,-0.42430,0.00330,0.00330,-150.00000,-150.00000,0.18940,-0.42300,-0.56740,,,,,,,,,,21.35230,20.08120,-98.46560,30.38520,-522.52310,-110.94480,-110.94480
2010-12-31,,,,0.36530,-0.11170,,-0.47700,0.08050,-0.39650,-0.39650,-0.39650,,-0.39650,-0.45480,-0.47700,0.00260,0.00260,-200.00000,-200.00000,0.01310,-0.85120,-0.49010,,,,,,,,,,18.11000,17.01050,-239.05730,33.52550,-781.87290,-27.5393,-27.5393
2010-09-30,,,,0.41750,-0.05560,,-0.47310,0.31500,-0.15810,-0.15810,-0.15810,,-0.15810,-0.45330,-0.47310,0.00260,0.00260,-50.00000,-50.00000,0.01960,-0.33840,-0.28400,,,,,,,,,,7.71260,7.21450,-87.88820,10.32280,-755.13260,-75.7266,-75.7266
2010-06-30,,,,0.50610,-0.04490,,-0.55100,0.50440,-0.04660,-0.04660,-0.04660,,-0.04660,-0.54200,-0.55100,0.00250,0.00250,0.00000,0.00000,0.03980,-0.23840,-0.19930,,,,,,,,,,2.31840,2.16580,-22.79130,2.87110,-782.43900,-92.44,-92.44
2010-03-31,0.00030,0.00010,0.00010,0.78520,-0.06470,0.85000,-0.84980,0.09830,-0.75150,-0.75150,-0.75150,,-0.75150,-0.84340,-0.84980,0.00240,0.00240,-300.00000,-300.00000,0.06860,-0.05000,-0.15760,,,,,,0.00110,,,,30.21110,28.58470,-285.57570,31.72050,-1042.37000,-125.57540,-125.57540
2009-12-31,,-0.00040,0.00040,0.26760,-0.09560,0.36310,-0.36270,-0.01410,-0.37680,-0.37680,-0.37680,,-0.37680,-0.35720,-0.36270,0.00190,0.00190,-149.99990,-149.99990,0.09730,-0.05690,-0.08100,,,,,,,,,,16.08820,15.17140,-129.79560,17.00380,-1028.74100,-0.036,-0.036
2009-09-30,,,,0.65780,-0.15650,,-0.81430,0.04130,-0.77300,-0.77300,-0.77300,,-0.77300,-0.81170,-0.81430,0.00190,0.00190,-400.00000,-400.00000,0.16820,-0.04340,-0.12820,,,,,,,,,,33.89910,31.91800,-188.75430,35.36980,-1101.18900,-0.023,-0.023
2009-06-30,0.01570,0.00750,0.00830,0.71030,-0.07060,0.78080,-0.77260,0.03560,-0.73700,-0.73700,-0.73700,,-0.73700,-0.77000,-0.77260,0.00180,0.00180,-400.00000,-400.00000,,,,52.65930,-4909.35300,-4909.35300,-4682.98200,-4682.98200,,,,,,,,,,-0.0381,-0.0381
2009-03-31,,,,0.36980,-0.12430,,-0.49410,-0.51140,-1.00550,-1.00550,-1.00550,,-1.00550,-0.49040,-0.49410,0.00160,0.00160,-599.99990,-599.99990,,,,,,,,,,,,,,,,,,-0.04130,-0.04130
