Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-12-31,553.65210,224.40100,329.25110,21.55600,5.44500,219.07210,110.17900,-50.18400,59.99500,-11.84200,71.83700,,75.39500,,70.78800,274.18200,110.17900,547.00600,547.27500,0.13000,0.13000,0.50000,1.00000,19.90040,19.90040,10.83620,12.78560,0.03530,1.09650,1.14900,0.48030,0.54820,12.56690,0.4227,0.1505
2023-09-30,556.24300,232.73400,323.50900,23.09300,0.55000,207.13800,116.37100,-49.02900,67.34200,0.78700,66.55500,,68.65600,,64.04800,277.53500,116.37100,547.06200,547.33100,0.12000,0.12000,0.48830,0.95430,20.92090,20.92090,12.10660,11.51440,0.03570,0.98310,1.03330,0.44000,0.50300,12.76580,0.4627,0.1188
2023-06-30,545.43000,221.83700,323.59300,25.93600,-2.60700,226.75300,96.84000,-42.23400,54.60600,1.13600,53.47000,,56.19900,,51.75000,268.14600,96.84000,547.02600,547.29400,0.09000,0.09000,0.48190,0.93020,17.75480,17.75480,10.01160,9.48790,0.03500,0.79580,0.83910,0.36020,0.41230,12.90890,0.544,0.1883
2023-03-31,525.67800,223.08800,302.59000,24.54700,2.21300,203.98400,98.60600,34.38700,132.99300,0.30200,132.69100,,134.50700,,117.69800,254.96200,98.60600,546.84200,547.11000,0.22000,0.22000,0.47480,0.90420,18.75790,18.75790,25.29930,22.38980,0.03370,1.88450,1.99390,0.86210,0.98960,13.04900,0.31790,0.18350
2022-12-31,524.46800,220.49200,303.97600,57.87200,-3.32600,243.57200,60.40390,-50.96900,9.43500,-0.65000,10.08500,,9.92900,0.87300,6.73200,215.26090,60.40390,538.80900,539.14700,,0.01000,0.47500,0.90460,11.51720,11.51720,1.79900,1.28360,0.03330,0.13820,0.14680,0.06300,0.07260,13.13950,0.4,-0.106
2022-09-30,520.40600,220.20800,300.19800,24.54900,-3.40700,201.87400,98.32400,257.45100,355.77500,-3.83400,359.60900,,359.28400,-1.29800,353.36600,248.62500,98.32400,538.41700,546.01500,0.66000,0.65000,0.48500,0.94170,18.89370,18.89370,68.36490,67.90200,0.03320,5.13350,5.48140,2.29400,2.64380,13.02010,0.4368,0.0069
2022-06-30,517.93200,215.04400,302.88800,24.78100,-0.13900,206.02100,96.86700,-28.66600,68.20100,-0.71800,68.91900,,69.30100,2.99200,68.05700,254.71500,96.86700,539.55800,539.81500,0.13000,0.13000,0.48550,0.94350,18.70260,18.70260,13.16790,13.14010,0.03380,1.01310,1.08800,0.45240,0.52130,12.67730,0.4731,0.1236
2022-03-31,498.37200,207.24700,291.12500,23.83100,-0.13200,201.99200,89.13310,-15.41400,73.71900,0.77700,72.94200,,75.02600,0.31700,69.63700,244.83010,89.13310,539.35200,539.58600,0.13000,0.13000,0.47700,0.91190,17.88480,17.88480,14.79200,13.97290,0.03260,1.07990,1.16310,0.49080,0.56480,12.87750,0.35990,-0.19440
2021-12-31,483.20500,199.24700,283.95790,26.04300,-18.70200,223.28280,60.67510,-35.17200,25.50300,-1.85700,27.36000,,28.94300,3.63300,28.49900,215.82010,60.67510,538.93000,539.24100,0.05000,0.05000,0.46640,0.87410,12.55680,12.55680,5.27790,5.89790,0.03170,0.41000,0.44260,0.18970,0.21880,13.09370,0.4156,-0.8236
2021-09-30,481.46500,202.13900,279.32600,23.27000,-0.28500,200.73000,78.59600,-20.26700,58.32900,-0.64900,58.97800,,61.30500,0.60100,54.44200,225.64300,78.59600,539.02100,539.38800,0.10000,0.10000,0.43410,0.76720,16.32430,16.32430,12.11490,11.30760,0.03270,0.84920,0.91520,0.41580,0.48060,13.39130,0.399,-0.5011
2021-06-30,476.23800,190.13200,286.10600,24.08800,-0.93100,197.09700,89.00900,77.42600,166.43500,-0.76300,167.19800,,168.06500,113.96000,275.99300,245.60600,89.00900,538.92900,544.69400,0.51000,0.51000,0.40400,0.67780,18.69000,18.69000,34.94790,57.95280,0.03320,2.26080,2.42790,1.17260,1.34750,13.79290,0.4324,1.6768
2021-03-31,455.27600,181.76100,273.51500,24.90200,-3.24200,186.48000,87.03500,-208.93500,-121.90000,0.00800,-121.90800,,-120.58500,270.00800,143.33700,227.38600,87.03500,538.67900,538.67900,0.27000,0.27000,0.44060,0.78770,19.11700,19.11700,-26.77500,31.48350,0.03000,-1.64810,-1.76790,-0.79360,-0.92190,13.57740,0.22780,1.68930
2020-12-31,431.69700,184.21500,247.48200,25.50700,-26.74200,200.84600,46.63600,-49.50200,-2.86600,-2.63100,-0.23500,,-19.20400,169.44900,146.12900,168.41500,46.63600,538.38100,538.38100,0.27000,0.27000,0.46350,0.86390,10.80300,10.80300,-0.66390,33.84990,0.02710,-0.26340,-0.28370,-0.12060,-0.14130,13.53990,0.4061,-0.1673
2020-09-30,423.56500,183.14100,240.42400,21.66100,1.77700,163.83900,76.58500,-62.62800,13.95700,22.97000,-9.01300,,-27.76200,-31.81900,-63.76800,235.38300,76.58500,538.33300,538.33300,-0.12000,-0.12000,0.46280,0.86140,18.08110,18.08110,3.29510,-15.05510,0.02690,-0.37480,-0.40210,-0.17620,-0.20140,13.75730,0.4087,0.0264
2020-06-30,408.55900,177.80800,230.75100,23.72000,-6.83700,170.62100,60.13000,18.05200,78.18200,0.10600,78.07600,,60.34100,-5.29200,51.13100,224.19200,60.13000,538.26200,538.51700,0.09000,0.09000,0.46740,0.87740,14.71760,14.71760,19.13600,12.51500,0.02500,0.78680,0.84620,0.36980,0.41910,14.24570,0.4094,-0.2256
2020-03-31,381.05400,237.37700,143.67700,22.34900,-11.10700,173.13100,-29.45400,157.86400,128.41000,-29.86800,158.27800,,147.13200,135.40800,277.46400,151.29300,-29.45400,506.47600,515.04500,0.55000,0.54000,0.44990,0.81770,-7.72960,-7.72960,33.69860,72.81490,0.02370,1.88310,2.02570,0.91540,1.03600,14.51950,0.18450,0.55330
2019-12-31,318.92000,105.42000,213.50000,21.52100,-2.65500,137.91100,75.58900,73.74000,149.32900,-1.94000,151.26900,,153.32000,-105.96100,43.20000,272.70900,75.58900,497.11600,500.49300,0.09000,0.09000,0.47370,0.90020,23.70160,23.70160,46.82330,13.54570,0.02270,2.29950,2.39290,1.09260,1.21010,13.19710,0.4108,-0.3479
2019-09-30,537.97100,248.06900,289.90200,22.97000,-38.25700,234.49000,55.41200,-96.33800,-40.92600,-6.26100,-34.66500,,-42.30800,,-46.24900,234.26100,55.41200,491.20300,491.20300,-0.09000,-0.09000,0.50290,1.01180,10.30020,10.30020,-7.60750,-8.59690,0.03840,-0.64860,-0.68020,-0.30200,-0.32240,13.18260,0.4848,-0.6593
