Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,123.10000,123.10000,91.40000,-0.20000,27.00000,1.40000,28.40000,9.40000,19.00000,19.00000,,16.90000,31.50000,27.00000,37.10000,37.80000,0.46000,0.45000,0.67860,,-73.65790,100.00000,21.93340,21.93340,23.07070,13.72870,0.22170,0.98880,91.02360,-500.00010,-78.83820,3.42220,-500.00000,-0.10180,1.8428,1.7778
2024-06-30,109.00000,109.00000,83.30000,,20.60000,-3.50000,17.10000,5.60000,11.50000,11.50000,,11.00000,25.70000,20.70000,37.50000,38.20000,0.29000,0.29000,0.66990,,-10.21100,100.00000,18.89910,18.99080,15.68810,10.09170,0.20450,0.90680,99.24770,-37.33770,-22.50490,2.15720,-37.33770,-0.83090,1.1563,1.086
2024-03-31,105.70000,105.70000,78.10000,-0.10000,22.90000,-1.10000,21.80000,6.10000,15.70000,15.70000,,14.60000,27.50000,22.90000,39.10000,39.70000,0.37000,0.37000,0.71550,,-34.43140,100.00000,21.66510,21.66510,20.62440,13.81270,0.19400,0.88820,101.32450,-153.92160,-51.47550,2.88130,-153.92160,-0.26870,-1.01760,-1.07810
2023-12-31,131.20000,131.20000,90.90000,-1.30000,35.60000,-0.70000,34.90000,11.10000,23.80000,23.80000,,22.80000,40.20000,34.40000,41.50000,42.50000,0.56000,0.54000,0.86300,,5.61410,100.00000,27.13420,26.21950,26.60060,17.37810,0.21460,0.89800,100.22100,48.08080,81.50680,3.89270,48.08080,1.19650,1.0062,0.9326
2023-09-30,107.30000,107.30000,71.80000,-0.80000,30.20000,-2.70000,27.50000,7.70000,19.80000,19.80000,,19.60000,34.70000,30.20000,41.50000,42.60000,0.47000,0.46000,0.83210,,9.28850,100.00000,28.14540,28.14540,25.62910,18.26650,0.19400,0.97810,92.01310,63.46150,181.65120,3.58050,63.46150,0.75170,0.4976,0.432
2023-06-30,96.30000,96.30000,70.30000,,20.40000,-3.40000,17.00000,5.50000,11.50000,11.50000,,11.40000,26.00000,21.60000,41.50000,42.60000,0.27000,0.27000,0.76890,,84.59460,100.00000,21.18380,22.42990,17.65320,11.83800,0.17250,1.00310,89.71960,310.81080,-69.27720,2.05980,310.81080,0.08910,0.9206,0.8405
2023-03-31,91.80000,91.80000,67.50000,-0.70000,19.80000,-2.70000,17.10000,5.10000,12.00000,12.00000,,12.00000,23.60000,19.80000,41.40000,42.70000,0.29000,0.28000,0.79850,,-41.74710,100.00000,21.56860,21.56860,18.62750,13.07190,0.16810,0.91890,97.94120,-137.93100,-41.37930,2.19780,-137.93100,-0.20980,-0.81730,-0.92270
2022-12-31,122.70000,122.70000,70.70000,,47.90000,-3.10000,44.80000,14.40000,30.40000,30.40000,,30.40000,51.60000,47.90000,42.10000,43.20000,0.73000,0.71000,0.77230,,-12.66200,100.00000,39.03830,39.03830,36.51180,24.77590,0.23660,0.98550,91.32030,-140.74080,-72.55380,5.86080,-140.74080,-0.52130,1.2108,1.1376
2022-09-30,86.80000,86.80000,52.40000,,30.10000,-4.80000,25.30000,7.50000,17.80000,17.80000,,17.80000,34.40000,30.10000,41.40000,42.40000,0.43000,0.42000,0.69100,,-5.48820,100.00000,34.67740,34.67740,29.14750,20.50690,0.18290,0.80970,111.15210,-32.30490,-23.60740,3.74970,-32.30490,-1.32980,0.7894,0.6828
2022-06-30,95.50000,95.50000,43.50000,,46.70000,-5.40000,41.30000,12.70000,28.60000,28.60000,,28.60000,52.00000,46.70000,41.40000,42.50000,0.69000,0.67000,0.68080,,-4.55350,100.00000,48.90050,48.90050,43.24610,29.94770,0.19970,0.83850,107.34030,-40.28170,-31.32530,5.97950,-40.28170,-1.71360,1.0214,0.9168
