Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,13.31700,3.53300,9.78400,2.63400,-0.51300,4.56100,5.22300,-3.37400,1.84900,0.01100,1.83800,1.83800,1.02800,6.81400,5.22300,47.83900,47.83900,0.02000,0.02000,0.75520,39.22060,39.22060,13.88450,7.71950,0.01300,0.35390,0.35710,0.17890,0.35390,10.78220,-0.0896,-0.1002
2024-06-30,11.44500,2.63100,8.81400,3.73700,-0.40700,5.57400,3.24000,-5.29300,-2.05300,-0.00100,-2.05200,-2.05200,-2.76900,4.85100,3.24000,47.79800,47.79800,-0.06000,-0.06000,0.74990,28.30930,28.30930,-17.93800,-24.19400,0.01110,-0.39350,-0.39710,-0.19950,-0.39350,10.82630,-0.1279,-0.1439
2024-03-31,11.99000,2.33900,9.65100,2.62700,-0.36900,4.50400,5.14700,-3.72000,1.42700,0.01900,1.40800,1.40800,0.60600,6.80800,5.14700,47.70400,47.70400,0.01000,0.01000,0.72320,42.92740,42.92740,11.90160,5.05420,0.01160,0.26730,0.26980,0.13660,0.26730,10.93710,0.24940,-0.05920
2023-12-31,21.59300,4.07600,17.51700,3.11300,-2.42000,7.12700,10.39000,7.37500,17.76500,0.01200,17.75300,17.75300,16.48200,12.19700,10.39000,50.24300,58.29200,0.32000,0.32000,0.68240,48.11750,48.11750,82.27200,76.33030,0.02110,3.35700,3.38730,1.73710,3.35700,11.01680,0.1027,0.965
2023-09-30,11.61700,2.80200,8.81500,2.65100,-4.24200,8.80000,0.01500,4.10900,4.12400,-0.19100,4.31500,4.31500,3.44600,2.20100,0.01500,48.43200,48.43200,0.07000,0.07000,0.79500,0.12910,0.12910,35.49970,29.66340,0.01090,0.81590,0.82330,0.40380,0.81590,10.94090,-0.0405,1.295
2023-06-30,11.58400,3.40800,8.17600,2.90400,-0.30800,5.41900,2.75700,5.14600,7.90300,0.00400,7.89900,7.89900,7.00100,5.02300,2.75700,50.86000,59.11200,0.14000,0.12000,0.88010,23.80010,23.80010,68.22340,60.43680,0.01030,1.47590,1.48910,0.70190,1.47590,10.93370,-0.1344,0.432
2023-03-31,12.67200,3.12800,9.54400,2.60600,-0.29300,4.70700,4.83700,-3.11400,1.72300,0.00900,1.71400,1.71400,0.85700,6.94500,4.83700,54.00700,54.00700,0.02000,0.02000,0.76420,38.17080,38.17080,13.59690,6.76290,0.01100,0.29700,0.29950,0.14850,0.29700,10.87130,0.29330,0.40260
2022-12-31,21.82300,3.58300,18.24000,3.39300,-0.46500,5.76600,12.47400,-5.66700,6.80700,0.09800,6.70900,6.70900,5.77800,14.48700,12.47400,50.95300,50.95300,0.11000,0.11000,0.73550,57.15990,57.15990,31.19190,26.47670,0.01880,1.12950,1.13860,0.57830,1.12950,10.93570,0.1709,-0.2157
2022-09-30,13.14000,3.78800,9.35200,2.50500,-0.43300,4.62700,4.72500,-3.57300,1.15200,0.03300,1.11900,1.11900,0.35000,6.72400,4.72500,53.49500,53.49500,0.01000,0.01000,0.69100,35.95890,35.95890,8.76710,2.66360,0.01170,0.18930,0.19090,0.09920,0.18930,10.88010,-0.0038,-0.1601
2022-06-30,12.35700,3.39100,8.96600,3.00400,-0.84700,5.51100,3.45500,-0.36600,3.08900,0.09600,2.99300,2.99300,2.06000,5.04800,3.45500,50.36200,50.36200,0.04000,0.04000,0.74550,27.95990,27.95990,24.99800,16.67070,0.01100,0.52560,0.52990,0.26600,0.52560,10.79590,-0.0577,-0.2385
2022-03-31,13.89000,3.39400,10.49600,3.10300,-1.25900,6.17600,4.32000,-3.18100,1.13900,,1.13900,1.13900,0.21300,6.46500,4.32000,45.78100,45.78100,0.00000,0.00000,0.90810,31.10150,31.10150,8.20010,1.53350,0.01250,0.22350,0.22550,0.10210,0.22350,10.50510,0.22520,0.12940
2021-12-31,20.04600,1.89000,18.15600,2.94800,-1.93400,6.83000,11.32600,1.99000,13.31600,,13.31600,13.31600,6.31100,13.41100,11.32600,34.64100,34.64100,0.21000,0.21000,1.08310,56.50000,56.50010,66.42720,31.48260,0.01790,2.82070,2.84860,1.18730,2.82070,10.38120,0.1888,-0.0562
2021-09-30,10.10500,2.41000,7.69500,1.74600,-2.59900,6.26100,1.43400,-4.10300,-2.66900,,-2.66900,-2.66900,-5.62300,3.71100,1.43400,32.55100,32.55100,-0.17000,-0.17000,1.09510,14.19100,14.19100,-26.41270,-55.64570,0.00920,-0.84190,-0.58510,-0.24330,-0.58510,13.84620,-0.2265,-0.277
2021-06-30,10.01300,2.37500,7.63800,1.89700,-2.90100,6.68300,0.95500,-3.82000,-2.86500,,-2.86500,-2.86500,-5.80400,3.17300,0.95500,31.07200,31.07200,-0.19000,-0.19000,1.08250,9.53760,9.53760,-28.61280,-57.96470,0.00910,-0.88580,-0.61940,-0.25940,-0.61940,14.09740,-0.1105,-1.02
2021-03-31,11.57500,2.18100,9.39400,1.61700,-2.74400,6.29600,3.09800,-0.62100,2.47700,,2.47700,2.47700,-0.71800,5.40200,3.09800,30.41800,30.41800,-0.02000,-0.02000,1.09370,26.76460,26.76460,21.39960,-6.20300,0.01080,0.81090,0.55660,0.23040,0.55660,14.42980,0.37500,1.19730
2020-12-31,17.91800,2.45400,15.46400,1.64800,-2.12400,5.76200,9.70200,-3.10200,6.37800,,6.37800,6.37800,2.95300,12.08100,9.70200,29.37600,29.37600,0.10000,0.10000,1.13670,54.14670,54.14670,35.59550,16.48060,0.01640,2.08490,1.43110,0.58460,1.43110,14.57850,0.3236,0.5389
2020-09-30,10.60400,3.29300,7.31100,1.39500,-0.28800,3.66200,3.64900,-3.08800,0.56100,,0.56100,0.56100,-2.55300,5.99900,3.64900,29.20600,29.20600,-0.09000,-0.09000,1.17290,34.41150,34.41150,5.29050,-24.07580,0.00980,0.19100,0.12940,0.05200,0.12940,14.90350,0.0088,0.2006
2020-06-30,10.51700,2.56300,7.95400,1.40200,-0.84900,4.26500,3.68900,-3.51700,0.17200,,0.17200,0.17200,-2.94200,6.01200,3.68900,29.43300,29.43300,-0.10000,-0.10000,1.16040,35.07650,35.07650,1.63540,-27.97380,0.00970,0.05730,0.03910,0.01580,0.03910,14.87060,-0.0964,0.1051
2020-03-31,11.65000,2.42700,9.22300,1.45100,-0.48300,3.93400,5.28900,-4.87000,0.41900,,0.41900,0.41900,-2.73700,7.36300,5.28900,29.54500,29.54500,-0.09000,-0.09000,1.14020,45.39910,45.39910,3.59660,-23.49360,0.01060,0.13670,0.09340,0.03800,0.09340,15.01380,0.43550,0.40230
2019-12-31,21.87900,1.81300,20.06600,1.86500,-1.53600,5.43200,14.63400,-4.85500,9.77900,,9.77900,9.77900,6.05700,16.73300,14.63400,30.16900,30.16900,0.20000,0.21000,1.12050,66.88610,66.88610,44.69580,27.68410,0.01980,3.11880,2.14260,0.88690,2.14260,15.23740,0.3599,0.2414
2019-09-30,9.84800,2.66900,7.17900,1.44400,-0.42200,3.95300,3.22600,-4.68900,-1.46300,,-1.46300,-1.46300,-4.49900,5.38800,3.22600,29.49700,29.49700,-0.15000,-0.15000,1.13210,32.75790,32.75790,-14.85580,-45.68440,0.00900,-0.47360,-0.32390,-0.13340,-0.32390,15.01900,-0.0142,0.3525
2019-06-30,10.94800,2.18800,8.76000,1.41900,-1.29400,4.80600,3.95400,2.57100,6.52500,,6.52500,6.52500,2.90600,6.13400,3.95400,30.63700,48.37000,0.09000,0.08000,1.10970,36.11620,36.11620,59.59990,26.54370,0.00980,2.06050,1.41290,0.58690,1.41290,15.47470,-0.1985,0.3378
2019-03-31,10.88900,2.15400,8.73500,1.37400,-0.72300,4.21200,4.52300,-4.51400,0.00900,,0.00900,0.00900,-3.14000,6.72200,4.52300,30.79100,30.79100,-0.10000,-0.10000,1.10090,41.53730,41.53730,0.08270,-28.83640,0.00960,0.00270,0.00190,0.00080,0.00190,14.88190,0.44920,0.53170
2018-12-31,20.89400,2.52600,18.36800,1.99900,-0.56600,4.83900,13.52900,-5.13000,8.39900,,8.39900,8.39900,4.16300,15.70700,13.52900,32.16200,32.16200,0.12000,0.12000,1.08410,64.75070,64.75070,40.19810,19.92440,0.01830,2.47560,1.73880,0.73710,1.73880,15.78790,0.1988,0.1676
