Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,686.10000,531.80000,154.30000,22.70000,22.70000,131.60000,-13.70000,117.90000,17.30000,100.60000,100.60000,100.60000,127.00000,131.60000,114.44540,114.73450,0.88000,0.88000,0.14570,0.17050,19.18090,19.18090,17.18410,14.66260,0.05870,3.82180,3.82180,0.86090,3.26510,23.56020,2.8165,2.8012
2024-06-30,540.10000,440.00000,100.10000,26.00000,26.00000,74.10000,-11.20000,62.90000,9.20000,53.70000,53.70000,53.70000,71.30000,74.10000,117.08900,117.62500,0.46000,0.46000,0.15060,0.17730,13.71970,13.71970,11.64600,9.94260,0.04530,2.12260,2.12260,0.45020,1.80290,21.80840,1.7708,1.7546
2024-03-31,520.00000,395.20000,124.80000,23.60000,23.60000,101.20000,-6.10000,95.10000,13.90000,81.20000,81.20000,81.20000,99.60000,101.20000,117.65800,118.34840,0.69000,0.69000,0.15120,0.17810,19.46150,19.46150,18.28850,15.61540,0.04620,3.22590,3.22590,0.72070,2.73820,21.41170,-0.29830,-0.30080
2023-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,-2.5243,-2.509
2023-09-30,537.50000,413.10000,124.40000,22.20000,22.20000,102.20000,-6.60000,95.60000,7.90000,87.70000,87.70000,87.70000,102.20000,102.20000,117.68180,117.97510,0.75000,0.74000,0.17180,0.20740,19.01400,19.01400,17.78610,16.31630,0.05530,4.06000,4.06000,0.90190,3.36260,18.31910,1.1844,1.1853
2023-06-30,453.20000,333.00000,120.20000,20.10000,20.10000,100.10000,-9.10000,91.00000,7.10000,83.90000,83.90000,83.90000,100.40000,100.10000,110.77200,110.82600,0.76000,0.76000,0.18440,0.22610,22.08740,22.08740,20.07940,18.51280,0.04590,4.23610,4.23610,0.84930,3.45480,17.88000,2.3483,2.3402
2023-03-31,2051.80000,288.80000,1763.00000,18.10000,18.10000,1744.90000,-10.10000,1734.80000,2.20000,1732.60000,1732.60000,1732.60000,1744.70000,1744.90000,110.77190,110.77190,15.64000,15.64000,0.19030,0.23510,85.04240,85.04240,84.55020,84.44290,0.21870,90.97400,90.97400,18.46690,73.65870,17.19300,-1.00840,-1.01650
2022-12-31,439.90000,304.00000,135.90000,-11.10000,-11.10000,147.00000,-12.30000,134.70000,12.10000,122.60000,122.60000,119.90000,148.20000,147.00000,,,,0.00000,0.18380,0.22520,33.41670,33.41670,30.62060,27.25620,0.05290,6.16980,6.16980,1.47490,5.03570,10.21410,-3.2534,-3.1695
2022-09-30,432.70000,464.30000,-31.60000,58.70000,58.70000,-90.30000,-5.00000,-95.30000,-4.20000,-91.10000,-91.10000,-92.70000,-89.20000,-90.30000,194.31800,194.31800,-0.48000,-0.48000,,,-20.86900,-20.86900,-22.02450,-21.42360,,,,,,,1.4661,1.4526
2022-06-30,330.10000,263.50000,66.60000,41.90000,41.90000,24.70000,-8.50000,16.20000,5.20000,11.00000,11.00000,8.40000,25.70000,24.70000,194.26400,198.90300,0.04000,0.04000,,,7.48260,7.48260,4.90760,2.54470,,,,,,,1.3571,1.3138
2022-03-31,317.70000,246.10000,71.60000,37.40000,37.40000,34.20000,-9.70000,24.50000,4.70000,19.80000,19.80000,17.00000,34.80000,34.20000,194.10600,198.72400,0.09000,0.09000,,,10.76490,10.76490,7.71170,5.35100,,,,,,,0.43020,0.40310
2021-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
