Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.21700,4.81900,-8.03600,-3.82200,-11.85800,0.00200,-11.86000,-11.86000,-11.86000,-8.03600,-8.03600,5.82800,5.82800,-2.03000,-2.03000,0.85040,-8.23190,-0.94170,259.00840,259.00850,-384.19180,2391.13000,-0.40960,-0.8286,-0.8323
2024-06-30,,0.17910,-0.17910,0.06860,-0.11060,,-0.11060,-0.11060,-0.11060,-0.17910,-0.17910,3.35500,3.35500,-0.06000,-0.06000,0.01260,,,3.26590,3.26590,-1.85320,3.26590,-1.00920,-0.0308,-0.0308
2024-03-31,,0.26210,-0.26210,0.06190,-0.20020,,-0.20020,-0.20020,-0.20020,-0.26210,-0.26210,3.35500,3.35500,-0.08000,-0.08000,0.01010,,,6.33340,6.33340,-3.42710,6.33340,-0.94230,-0.07920,-0.07920
2023-12-31,,0.33430,0.20070,0.38920,0.58990,,0.59590,0.59590,0.59590,0.20070,0.20070,3.35500,3.35500,0.63000,0.63000,2.26730,,,-4.94300,19.85770,11.33810,19.85770,3.43360,3.3438,3.2742
2023-09-30,0.53500,0.19600,-0.73100,-0.07200,-0.80300,0.00600,-0.80900,-0.80900,-0.80900,-0.73100,-0.73100,1.00600,1.00600,-0.78000,-0.78000,0.03420,,,33.04310,33.04310,-14.26560,33.04310,-0.72980,-3.4069,-3.3373
2023-06-30,,0.15550,-0.15550,0.31840,0.16290,,0.16290,0.16290,0.16290,-0.15550,-0.15550,3.35500,3.35500,-0.10000,-0.10000,0.03410,,,-7.44170,-7.44170,0.59290,-7.44170,-0.65270,-0.0041,-0.0041
2023-03-31,,0.43670,-0.43670,0.74990,0.31320,,0.31320,0.31320,0.31320,-0.43670,-0.43670,3.35500,3.35500,-0.09000,-0.09000,0.06020,,,-17.45200,-17.45200,1.16170,-17.45200,-0.53490,0.15850,0.15850
2022-12-31,,0.48810,-0.48810,0.98250,0.49440,,0.49440,0.49440,0.49440,-0.48810,-0.48810,3.35500,3.35500,-0.02000,-0.02000,0.08110,,,-41.10640,-41.10650,0.42330,-41.10640,-0.35850,0.1968,0.1968
2022-09-30,,0.23700,-0.23700,0.52960,0.29260,,0.29260,0.29260,0.29260,-0.23700,-0.23700,3.35500,3.35500,-0.02000,-0.02000,0.32340,,,-41.54440,-41.54450,0.25220,-41.54440,-0.20990,0.1056,0.1056
2022-06-30,,0.15700,-0.15700,0.19970,0.04270,,0.04270,0.04270,0.04270,-0.15700,-0.15700,3.35500,3.35500,-0.01000,-0.01000,0.02650,,,-8.95380,-8.95380,0.03700,-8.95380,-0.14210,-0.0172,-0.0172
2022-03-31,,0.35020,-0.35020,0.10460,-0.24570,,-0.24570,-0.24570,-0.24570,-0.35020,-0.35020,3.35500,3.35500,-0.02000,-0.02000,0.23630,,,72.16620,72.15790,-0.21270,72.16630,-0.10150,-0.04190,-0.04190
2021-12-31,,0.43340,-0.43340,0.19160,-0.24180,,-0.24180,-0.24180,-0.24180,-0.43340,-0.43340,3.30200,3.30200,-0.02000,-0.02000,1.16990,,,255.16740,255.16350,-0.20950,255.16750,-0.02820,-0.1181,-0.1181
2021-09-30,,0.22280,-0.22280,-0.00110,-0.22390,,-0.22390,-0.22390,-0.22390,-0.22280,-0.22280,3.35500,3.35500,-0.02000,-0.02000,6.09900,,,-152.29880,-152.29720,-0.19370,-152.29870,0.04380,-0.0452,-0.0452
2021-06-30,,0.19510,-0.19510,0.00330,-0.19180,,-0.19180,-0.19180,-0.19180,-0.19510,-0.19510,3.35500,3.35500,-0.01000,-0.01000,7.06960,,,-51.70700,-51.71080,-0.16560,-51.70700,0.11060,-0.0065,-0.0065
2021-03-31,,0.09270,-0.09270,-0.00510,-0.09780,,-0.09780,-0.09780,-0.09780,-0.09270,-0.09270,3.13990,3.13990,-0.01000,-0.01000,12.99840,,,-17.37180,-17.37170,-0.08430,-17.37180,0.16770,-0.25640,-0.25640
2020-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
