Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1210.00000,1210.00000,248.00000,-488.00000,329.00000,-25.00000,304.00000,52.00000,252.00000,252.00000,,252.00000,474.00000,329.00000,40.94500,41.98400,6.15000,5.99000,2.02050,0.71150,2.48500,100.00000,27.19010,27.19010,25.12400,20.82650,0.09240,1.19010,75.62230,8.62510,-4.43410,1.92500,2.48850,71.89930,12.36190,11.67110
2021-12-31,1245.50000,1245.50000,279.90000,-465.50000,324.40000,4.20000,328.60000,66.70000,261.90000,261.90000,,263.40000,480.90000,324.40000,42.13300,43.98200,6.40000,6.15000,1.79440,0.72050,2.59500,100.00000,26.04580,26.04580,26.38300,21.14810,0.09390,1.21990,73.77760,9.16540,-4.49880,1.97440,2.56130,70.11070,7.347,5.9471
2021-09-30,1157.00000,1157.00000,258.20000,-474.50000,277.40000,-42.40000,235.00000,65.90000,169.10000,169.10000,,169.60000,428.10000,277.40000,41.67600,43.47600,4.07000,3.90000,0.54500,0.74030,2.86560,100.00000,23.97580,23.97580,20.31120,14.65860,0.08710,1.25350,71.79810,6.42130,-2.76320,1.27310,1.66780,63.89020,6.8635,6.0171
2021-06-30,1131.60000,1131.60000,242.50000,-455.50000,288.30000,-17.80000,270.50000,70.70000,199.80000,199.80000,,200.10000,441.00000,288.30000,42.60000,44.40000,4.70000,4.51000,2.18020,0.74290,2.90250,100.00000,25.47720,25.47720,23.90420,17.68290,0.08520,1.26370,71.21830,7.61070,-3.29520,1.50370,1.95660,62.27490,3.54,3.0601
2021-03-31,1113.90000,1113.90000,243.40000,-441.50000,284.90000,-26.00000,258.90000,59.70000,199.20000,199.20000,,200.90000,429.00000,284.90000,43.30000,45.40000,4.64000,4.42000,1.88600,0.74490,2.93020,100.00000,25.57680,25.57680,23.24270,18.03570,0.08350,1.21070,74.33790,7.68810,-3.22970,1.49240,1.96100,60.37250,9.87440,9.16740
2020-12-31,1376.64200,1376.64200,273.92900,-429.34100,530.53470,-38.01000,492.52500,129.57300,362.95200,362.95200,,364.30600,677.25570,530.53500,44.92100,46.72000,8.19000,7.86000,1.65550,0.75090,3.02260,100.00000,38.53830,38.53840,35.77730,26.46340,0.10270,1.52150,59.15270,14.30710,-5.76480,2.70770,3.56410,58.64660,8.07,7.0995
2020-09-30,1118.20300,1118.20300,226.54400,-410.21800,343.59700,-89.10700,254.49000,65.17700,189.31300,189.31300,,190.68400,485.79200,343.59700,44.97900,46.73700,4.24000,4.08000,1.99660,0.77710,3.54530,100.00000,30.72760,30.72760,22.75880,17.05270,0.08410,1.42960,62.95620,8.39630,-2.94970,1.42440,1.87170,51.20280,3.4641,2.2939
2020-06-30,914.63300,914.63300,193.24300,-384.11500,196.25300,-60.70600,135.54700,37.40600,98.14100,98.14100,,99.59500,341.60400,196.25300,45.26700,46.84900,2.20000,2.13000,1.87610,0.78370,3.65070,100.00000,21.45700,21.45700,14.81980,10.88910,0.06760,1.19880,75.07240,4.45740,-1.51460,0.72480,0.96410,48.61830,6.5927,5.4073
2020-03-31,1091.82200,1091.82200,218.38400,-425.22600,305.01500,-82.97700,222.03800,64.34400,157.69400,157.69400,,156.91500,452.84800,305.01500,45.70200,47.61500,3.43000,3.30000,1.65320,0.79060,3.80280,100.00000,27.93630,27.93630,20.33650,14.37190,0.08040,1.22850,73.25960,7.45230,-2.37770,1.16160,1.56030,46.82060,8.71820,7.45530
2019-12-31,1100.09000,1100.09000,260.48000,-421.57910,256.49790,-88.21500,168.28300,54.43200,113.85100,113.85100,,113.21200,423.01590,256.49780,45.98600,47.92300,2.46000,2.36000,1.42660,0.80320,4.13570,100.00000,23.31610,23.31610,15.29720,10.29120,0.07860,1.24460,72.31490,5.54430,-1.59800,0.81380,1.09090,44.88510,1.859,0.1768
2019-09-30,663.57500,663.57500,183.08300,-205.30200,121.61510,-87.28600,34.32900,39.50700,-5.17800,-5.17800,,-5.84700,277.91500,121.61510,46.11400,46.11400,-0.13000,-0.13000,1.31190,0.81150,4.37730,100.00000,18.32730,18.32730,5.17330,-0.88110,0.04710,0.77090,116.74860,-0.26550,0.07080,-0.03670,-0.05010,42.26430,1.9242,1.0677
2019-06-30,649.01200,649.01200,144.05800,-276.62800,149.94400,-52.56300,97.38100,26.64600,70.73500,70.73500,,68.00200,230.25100,149.94400,46.09000,47.97100,1.48000,1.42000,1.57060,0.65330,1.93270,100.00000,23.10340,23.10340,15.00450,10.47780,0.09230,1.19610,75.24500,3.61220,-2.09070,1.00600,1.25240,42.47480,2.3207,1.4166
2019-03-31,626.64700,626.64700,142.36000,-278.67600,127.07400,-53.74600,73.32800,16.44100,56.88700,56.88700,,54.89200,207.55300,127.07400,45.78500,47.78400,1.20000,1.15000,1.72940,0.66660,2.04990,100.00000,20.27840,20.27840,11.70160,8.75960,0.08830,1.15930,77.63100,2.99560,-1.63500,0.80150,0.99870,40.15580,2.60730,2.02160
2018-12-31,798.02220,798.02220,158.82800,-262.22100,272.77620,-59.61700,213.15900,58.66900,154.49000,154.49000,,153.10900,379.07520,272.77610,45.71800,47.41200,3.35000,3.22000,1.89790,0.67520,2.13000,100.00000,34.18150,34.18150,26.71090,19.18610,0.11300,1.45810,61.72220,8.26600,-4.32850,2.18760,2.68500,40.96310,5.2496,4.353
2018-09-30,693.01500,693.01500,140.29700,-279.97400,192.89300,-57.82200,135.07100,35.24300,99.82800,99.82800,,100.51400,275.17100,192.89300,45.55200,47.33800,2.21000,2.12000,2.08690,0.70090,2.36760,100.00000,27.83390,27.83390,19.49030,14.50390,0.09730,1.25610,71.65140,5.69800,-2.67270,1.40230,1.70420,38.41800,3.567,3.004
2018-06-30,660.32300,660.32300,138.90300,-268.74200,174.49400,-54.62400,119.87000,33.26400,86.60600,86.60600,,87.73200,255.28800,174.49400,45.63100,47.14700,1.92000,1.86000,2.43440,0.72110,2.61360,100.00000,26.42560,26.42560,18.15320,13.28620,0.09270,1.26000,71.43020,5.27300,-2.23940,1.21650,1.47080,34.73080,2.9637,2.6567
2018-03-31,615.33600,615.33600,141.90500,-277.59900,117.61600,-52.77100,64.84500,17.50400,47.34100,47.34100,,48.12200,198.45800,117.61600,46.07500,47.68500,1.04000,1.01000,1.46190,0.72850,2.74560,100.00000,19.11410,19.11410,10.53820,7.82040,0.08250,1.13380,79.37980,2.99340,-1.19470,0.63480,0.81280,33.44200,3.76150,3.37880
2017-12-31,653.66410,653.66410,140.26810,-264.41000,136.66000,-49.14100,87.51900,-292.33700,379.85600,379.85600,,378.48100,240.08800,136.66000,45.75400,47.14900,8.29000,8.05000,1.57480,0.72970,2.75880,100.00000,20.90680,20.90680,13.38900,57.90150,0.08740,1.16120,77.50900,24.02160,-9.71300,5.07720,6.49220,34.40170,0.9827,0.5532
2017-09-30,611.87000,611.87000,140.46400,-257.65600,125.91600,-51.83100,74.08500,32.01300,42.07200,42.07200,,46.47500,205.63500,125.91600,46.10700,47.45200,1.01000,0.98000,1.34610,0.78150,3.67840,100.00000,20.57890,20.57890,12.10800,7.59560,0.08150,1.18000,76.27240,3.51050,-0.97030,0.56060,0.76700,26.30750,-0.9689,-1.3795
2017-06-30,626.11500,626.11500,147.44100,-252.61000,135.52900,-54.75200,80.77700,32.32200,48.45500,48.45500,,43.99200,218.60600,135.52900,46.93100,48.19500,0.94000,0.91000,1.35760,0.78440,3.69900,100.00000,21.64600,21.64600,12.90130,7.02620,0.08380,1.24450,72.32010,4.02600,-1.10640,0.64870,0.86820,26.04060,3.3521,3.3774
2017-03-31,540.31700,540.31700,176.93300,-161.01300,107.52000,-108.51700,-0.99700,-5.94100,4.94400,4.94400,,6.04900,194.83000,107.52000,44.20000,45.41900,0.14000,0.13000,1.96320,0.78590,3.70990,100.00000,19.89940,19.89940,-0.18450,1.11950,0.07180,1.01200,88.93630,0.40500,-0.11260,0.06570,0.08670,25.86110,-1.05210,-1.34950
2016-12-31,309.87900,309.87900,66.06700,-98.19500,92.47500,-45.37400,47.10100,26.69000,20.41100,20.41100,,20.48200,140.17300,92.47500,30.68700,31.66400,0.66000,0.64000,1.91590,0.89060,8.29580,100.00000,29.84230,29.84230,15.19980,6.60970,0.10450,1.42110,63.33190,7.17800,-1.93250,0.68810,0.78540,9.24880,3.4115,3.2181
2016-09-30,275.65900,275.65900,63.60200,-100.74400,72.89700,-29.74800,43.14900,17.53300,25.61600,25.61600,,24.79900,104.57400,72.89700,30.69500,31.69800,0.81000,0.78000,1.58440,0.89660,8.83750,100.00000,26.44460,26.44460,15.65300,8.99630,0.09440,1.28570,70.00080,9.57250,-2.32920,0.87710,0.98990,8.71520,2.1063,1.7807
2016-06-30,261.99400,261.99400,65.77200,-92.93500,64.00700,-20.72400,43.28300,18.48400,24.79900,24.79900,,24.52900,94.94200,64.00700,30.68000,31.62000,0.80000,0.78000,1.67950,0.91370,10.87650,100.00000,24.43070,24.43070,16.52060,9.36240,0.13800,1.26670,71.05010,17.95620,-2.18360,1.30630,1.55010,4.50130,1.8215,1.597
2016-03-31,255.65800,255.65800,68.16500,-90.12300,57.92900,-20.79000,37.13900,14.86500,22.27400,22.27400,,21.72700,88.86300,57.92900,30.65800,31.53800,0.71000,0.69000,1.61480,0.92690,13.01560,100.00000,22.65880,22.65880,14.52680,8.49850,0.13510,1.27830,70.40620,18.94850,-1.90770,1.17720,1.38570,3.83170,1.63790,1.39750
2015-12-31,252.26200,252.26200,62.20800,-82.63900,67.34600,-20.57400,46.77200,19.35600,27.41600,27.41600,,27.17400,99.83400,67.34600,31.10000,32.09100,0.89000,0.85000,1.78030,0.94390,17.29390,100.00000,26.69680,26.69680,18.54100,10.77210,0.13750,1.30710,68.85380,31.74140,-2.34530,1.49400,1.77970,2.82010,2.0229,1.8248
2015-09-30,223.03100,223.03100,56.42600,-78.55100,48.31500,-20.51100,27.80400,10.64900,17.15500,17.15500,,17.28200,79.33600,48.31500,31.26200,32.15100,0.55000,0.54000,2.02180,0.95960,24.39900,100.00000,21.66290,21.66290,12.46640,7.74870,0.11990,1.27660,70.50060,27.79040,-1.43650,0.92220,1.12350,2.01590,1.886,1.6396
2015-06-30,219.34900,219.34900,56.55700,-73.03800,52.54200,-20.54100,32.00100,12.10100,19.90000,19.90000,,20.32100,80.92100,52.54200,31.32500,32.38200,0.65000,0.63000,2.16390,0.93900,15.74980,100.00000,23.95360,23.95360,14.58910,9.26420,0.11760,1.27560,70.55520,20.67660,-1.70120,1.06660,1.26100,3.04420,0.9503,0.7747
2015-03-31,201.73500,201.73500,57.28900,-68.02900,37.90400,-19.41100,18.49300,6.58100,11.91200,11.91200,,12.90700,67.61900,37.90400,31.19600,32.25600,0.41000,0.40000,2.06460,0.95530,21.86480,100.00000,18.78900,18.78900,9.16700,6.39800,0.10600,1.22570,73.42450,16.67480,-0.98690,0.62590,0.74530,2.28290,1.53850,1.36720
2014-12-31,192.80400,192.80400,37.51700,-58.36900,68.89900,-16.04900,52.85000,22.00100,30.84900,30.84900,,30.84900,88.56800,68.89900,30.96200,32.10200,1.00000,0.96000,2.83680,0.95520,21.79640,100.00000,35.73530,35.73530,27.41130,16.00020,0.13630,1.50770,59.69290,54.56430,-4.30780,2.18150,2.44630,1.81370,1.4252,1.2265
2014-09-30,157.74400,157.74400,43.65200,-48.39500,41.69600,-15.70200,25.99400,10.59000,15.40400,15.40400,,15.40400,60.56600,41.69600,30.88800,32.06700,0.50000,0.48000,2.79460,0.97990,48.98600,100.00000,26.43270,26.43270,16.47860,9.76520,0.12930,1.44700,62.19910,69.39060,-2.33630,1.26250,1.39760,0.71860,1.4629,1.3122
2014-06-30,146.93000,146.93000,43.79600,-45.25700,34.94200,-15.53700,19.40500,8.46100,10.94400,10.94400,,10.94400,52.82400,34.94200,30.64100,31.93200,0.36000,0.34000,2.59070,0.99130,115.05070,100.00000,23.78140,23.78140,13.20700,7.44840,0.12360,1.37510,65.45020,115.68720,-1.61180,0.92040,1.00290,0.30630,0.8975,0.739
2014-03-31,133.83300,133.83300,41.04000,-41.84900,27.70000,-15.29800,12.40200,5.04900,7.35300,7.35300,,7.35300,45.75700,27.70000,30.60300,31.90900,0.24000,0.23000,2.92800,1.00800,-126.45720,100.00000,20.69740,20.69740,9.26680,5.49420,0.11650,1.28120,70.24520,-87.10000,-1.12800,0.64010,0.69830,-0.27570,1.40180,1.27740
2013-12-31,138.12200,138.12200,34.27100,-46.62500,32.07800,-50.77400,-18.69600,-6.24400,-12.45200,-12.45200,,-12.45200,51.67300,32.07800,30.46500,30.46500,-0.41000,-0.41000,2.39710,1.01260,-81.43010,100.00000,23.22440,23.22440,-13.53590,-9.01520,0.11870,1.26220,71.30440,94.11220,1.87810,-1.07000,-1.18470,-0.43240,-0.4973,-0.6553
2013-09-30,125.79200,125.79200,37.58700,-37.27000,25.15300,-18.03200,7.12100,3.52600,3.59500,3.59500,,3.59500,45.71100,25.15300,30.04800,31.50900,0.12000,0.11000,1.50900,0.98880,89.67260,100.00000,19.99570,19.99570,5.66090,2.85790,0.10960,1.23250,73.02340,31.65180,-0.56510,0.31320,0.35310,0.37350,1.0179,0.8794
2013-06-30,126.21100,126.21100,37.56500,-36.46100,28.19200,-16.98700,11.20500,4.83800,6.36700,6.36700,,6.36700,47.27300,28.19200,29.60400,31.32500,0.22000,0.20000,2.65840,0.99400,166.92440,100.00000,22.33720,22.33720,8.87800,5.04470,0.11610,1.20940,74.41750,106.22310,-1.10840,0.58590,0.63910,0.19980,-0.0452,-0.1454
2013-03-31,112.20500,112.20500,35.50000,-34.10400,17.81800,-16.63300,1.18500,0.48000,0.70500,0.70500,,0.70500,37.38300,17.81800,29.46100,31.05400,0.02000,0.02000,1.70110,0.99720,366.08810,100.00000,15.87990,15.87990,1.05610,0.62830,0.10830,1.21140,74.29320,27.60390,-0.11900,0.06810,0.07610,0.08590,0.42200,0.20370
2012-12-31,116.17400,116.17400,27.55200,-30.33300,35.38000,-16.41300,18.96700,-136.99100,155.95800,155.95800,5.13900,161.09700,50.55700,35.38000,29.11700,31.24300,5.53000,5.16000,2.81580,0.99740,387.10850,100.00000,30.45430,30.45430,16.32640,138.66870,0.12280,1.55830,57.75620,6965.47800,-31.90260,16.48930,18.18320,0.07620,0.3185,0.1326
2012-09-30,89.95200,89.95200,27.50600,-21.95000,23.55700,-12.43800,11.11900,1.55800,9.56100,9.56100,,9.56100,37.77000,23.55700,28.96000,30.70300,0.33000,0.31000,1.53060,1.35340,-3.94060,100.00000,26.18840,26.18840,12.36100,10.62900,0.14710,1.33370,67.48200,-5.96530,-1.92890,1.56390,2.10840,-5.52320,0.8411,0.7183
2012-06-30,88.86400,88.86400,27.13100,-21.85200,23.46300,-13.07100,10.39200,1.57400,8.81800,8.81800,,8.81800,37.29800,23.46300,28.87500,30.34100,0.31000,0.29000,1.82610,1.39020,-3.61820,100.00000,26.40330,26.40330,11.69430,9.92300,0.15690,1.33640,67.34610,-5.16930,-1.76070,1.55700,2.01690,-5.89780,0.5474,0.4432
2012-03-31,83.64200,83.64200,27.12800,-22.10900,17.50500,-12.90900,4.59600,1.58000,3.01600,3.01600,,3.01600,31.59000,17.50500,28.80700,30.63900,0.10000,0.10000,1.61910,1.40760,-3.52080,100.00000,20.92850,20.92850,5.49480,3.60580,0.14470,1.30050,69.20600,-1.67660,-0.58310,0.52160,0.68340,-6.23300,0.85000,0.71800
2011-12-31,86.20200,86.20200,28.85400,-22.46400,17.63400,-12.92200,4.71200,1.44800,3.26400,3.26400,,3.26400,31.89200,17.63400,28.62600,28.62600,0.11000,0.11000,1.85440,1.40270,-3.51920,100.00000,20.45660,20.45660,5.46620,3.78650,0.14840,1.20940,74.41950,-1.77970,-0.62150,0.56180,0.71660,-6.36840,0.1951,0.1094
2011-09-30,74.83900,74.83900,26.34600,-20.74400,8.26800,-13.06900,-4.80100,1.45800,-6.25900,-6.25900,,-6.25900,24.95900,8.26800,28.79900,28.79900,-0.22000,-0.22000,1.40610,1.43040,-3.42490,100.00000,11.04770,11.04770,-6.41510,-8.36330,0.12840,1.23320,72.98350,3.34770,1.18310,-1.07420,-1.44080,-6.49190,0.4331,0.3011
2011-06-30,75.50500,75.50500,24.95500,-19.79900,12.92500,-14.11600,-1.19100,1.39300,-2.58400,-2.58400,,-2.58400,28.25500,12.92500,28.45200,28.45200,-0.09000,-0.09000,1.71830,1.42540,-3.41670,100.00000,17.11810,17.11810,-1.57740,-3.42230,0.13530,1.27840,70.40280,1.40880,0.50160,-0.46310,-0.59920,-6.44370,0.1586,0.0601
2011-03-31,69.94500,69.94500,25.01200,-19.11100,9.16600,-14.05200,-4.88600,1.42600,-6.31200,-6.31200,,-6.31200,23.49600,9.16600,28.45000,28.45000,-0.22000,-0.22000,1.68580,1.40740,-3.54580,100.00000,13.10460,13.10460,-6.98550,-9.02420,0.12010,1.19910,75.05730,3.48360,1.20690,-1.08340,-1.41910,-6.36860,0.62240,0.47650
2010-12-31,97.05600,97.05600,28.90100,-20.38800,30.91000,-14.59500,16.31500,2.04100,14.27400,14.27400,,14.27400,47.15700,30.91000,28.43400,28.43400,0.51000,0.51000,2.00050,1.37510,-3.75870,100.00000,31.84760,31.84760,16.80990,14.70700,0.16110,1.52840,58.88450,-8.14890,-2.71390,2.36900,3.05700,-6.15670,0.4229,0.3716
2010-09-30,73.12600,73.12600,23.98600,-19.67900,12.85600,-14.37400,-1.51800,1.47700,-2.99500,-2.99500,,-2.99500,29.37700,12.85600,28.43200,28.43200,-0.11000,-0.11000,1.45010,1.41720,-3.51800,100.00000,17.58060,17.58060,-2.07590,-4.09570,0.12040,1.23110,73.10670,1.57750,0.54520,-0.49290,-0.65810,-6.67730,0.8251,0.714
2010-06-30,74.54200,74.54200,24.75400,-19.59000,13.95800,-21.78400,-7.82600,1.59500,-9.42100,-9.42100,,-9.42100,30.31600,13.95800,28.43100,28.43100,-0.33000,-0.33000,1.75100,1.40140,-3.55040,100.00000,18.72500,18.72500,-10.49880,-12.63850,0.12750,1.26110,71.36540,5.03330,1.72960,-1.61180,-2.02020,-6.58300,0.3337,0.1603
2010-03-31,68.62600,68.62600,23.25000,-18.92900,9.82400,-11.86900,-2.04500,1.62800,-3.67300,-3.67300,,-3.67300,26.33900,9.82400,28.43000,28.43000,-0.13000,-0.13000,1.69480,1.37630,-3.75130,100.00000,14.31530,14.31530,-2.97990,-5.35220,0.11380,1.16680,77.13720,2.04450,0.67430,-0.60910,-0.76930,-6.31880,0.50270,0.36930
2009-12-31,73.96000,73.96000,23.24500,-28.04000,14.10100,-11.79900,2.30200,1.33500,0.96700,0.96700,,0.96700,31.25610,14.10100,28.42700,28.42700,0.04000,0.04000,1.65840,1.36190,-3.89660,100.00000,19.06580,19.06580,3.11250,1.30750,0.11930,1.17660,76.49270,-0.54860,-0.17590,0.15600,0.19860,-6.19970,0.4628,0.3016
2009-09-30,60.39900,60.39900,21.62800,-16.12100,-13.63300,-8.66300,-22.29600,-3.90500,-18.39100,-18.39100,,-18.39100,21.95400,-13.63300,28.42600,28.42600,-0.65000,-0.65000,1.74110,1.35920,-3.91460,100.00000,-22.57160,-22.57160,-36.91450,-30.44920,0.09620,1.10080,81.75530,10.35460,3.28910,-2.92820,-3.71940,-6.24710,0.2793,0.1056
2009-06-30,62.15200,62.15200,21.18100,-14.61000,9.04400,-8.89500,0.14900,1.39100,-1.24200,-1.24200,,-1.24200,25.51600,9.04400,28.42500,28.42500,-0.04000,-0.04000,1.89080,1.31320,-4.27130,100.00000,14.55140,14.55140,0.23970,-1.99830,0.09870,1.15430,77.96660,0.77810,0.22150,-0.19720,-0.24370,-5.61500,0.1951,-0.0191
2009-03-31,55.46800,55.46800,23.47100,-16.80400,-1.31100,8.74200,7.43100,1.37900,6.05200,6.05200,,6.05200,12.17700,-1.31100,28.42500,28.42500,0.21000,0.21000,1.47980,1.32390,-4.17800,100.00000,-2.36350,-2.36350,13.39690,10.91080,0.09010,1.13710,79.15160,-3.81410,-1.09240,0.98340,1.23530,-5.58200,-0.12840,-0.24190
