Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,76.86600,40.17200,36.69400,31.38600,17.49000,1.17700,47.69900,-11.00500,0.96700,-10.03800,-0.01000,-10.02800,-10.02500,-10.02500,-11.00500,-11.00500,129.89800,129.89800,-0.08000,-0.08000,3.08400,0.07430,0.15200,47.73760,-14.31710,-14.31710,-13.05910,-13.04220,0.09710,0.47650,0.68040,132.28360,-1.88980,-1.93320,-1.26600,-1.74940,,0,0
2024-06-30,63.14200,34.68200,28.46000,27.32900,16.77300,2.46300,41.63900,-13.17900,3.31500,-9.86400,0.05100,-9.91500,-9.91600,-9.91600,-13.17900,-13.17900,129.08000,129.08000,-0.08000,-0.08000,3.16260,0.08140,0.14070,45.07300,-20.87200,-20.87200,-15.62190,-15.70430,0.08110,0.37560,0.65100,138.25690,-1.91010,-1.94910,-1.27320,-1.75460,,0,0
2024-03-31,49.73800,30.45600,19.28200,26.92400,15.33600,3.80300,38.45700,-19.17500,4.40300,-14.77200,0.03400,-14.80600,-14.80800,-14.80800,-19.17500,-19.17500,127.33700,127.33700,-0.12000,-0.12000,3.33060,0.07910,0.13550,38.76710,-38.55200,-38.55200,-29.69960,-29.77200,0.06430,0.34650,0.62410,144.19940,-2.81360,-2.87030,-1.91390,-2.59090,,0.00000,
2023-12-31,79.97400,47.24700,32.72700,32.38900,26.07100,2.43900,56.02100,-23.29400,3.36100,-19.93200,0.08800,-20.02000,-20.02100,-20.03500,-23.29400,-23.29400,124.78300,124.78300,-0.17000,-0.17000,3.29380,0.06890,0.10480,40.92330,-29.12700,-29.12700,-24.92310,-25.05190,0.10030,0.67650,1.07170,83.98040,-3.68040,-3.75690,-2.51030,-3.42670,4.28250,0.0646,-0.3945
2023-09-30,61.06900,42.41100,18.65800,26.39400,16.08300,0.89700,41.58000,-22.92200,3.48800,-19.43400,0.00500,-19.43900,-19.44100,-19.43100,-22.92200,-22.92200,125.79730,125.79730,-0.15000,-0.15000,4.25990,0.05790,0.09020,30.55230,-37.53460,-37.53460,-31.82300,-31.81810,0.08530,0.61850,1.07940,83.37990,-3.58420,-3.60740,-2.71550,-3.37680,,0,0
2023-06-30,60.72200,42.63500,18.08700,22.20300,11.53200,-0.00500,33.74000,-15.65300,5.39400,-10.25900,0.00200,-10.26100,-10.26200,-10.25800,-15.65300,-15.65300,125.65970,125.65970,-0.08000,-0.08000,4.55260,0.04750,0.07780,29.78660,-25.77810,-25.77810,-16.89500,-16.89340,0.08400,0.54980,1.07750,83.52590,-1.83170,-1.84330,-1.42030,-1.74470,,0,0
2023-03-31,62.60300,38.92200,23.68100,30.36000,12.36300,0.40400,42.31900,-18.63800,1.32400,-17.31500,-0.00200,-17.31300,-17.31500,-17.31500,-18.63800,-18.63800,121.17500,121.17500,-0.14000,-0.14000,4.68130,0.02810,0.05900,37.82570,-29.77170,-29.77170,-27.65840,-27.65840,0.08440,0.42120,1.17170,76.80830,-2.93380,-2.95160,-2.33390,-2.85130,,0.00000,
2022-12-31,59.32600,,59.32600,,,,,59.32600,,59.32600,,59.32600,-19.61500,-19.61500,61.66700,59.32600,115.53500,115.53500,-0.17000,-0.17000,3.28100,-0.00920,-0.00910,100.00000,100.00000,100.00000,100.00000,-33.06310,0.10660,,0.83500,107.79030,4.30150,4.26830,-3.52370,4.34090,,-0.8734,-1.1636
2022-09-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2021-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
