Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,92.67200,44.30700,48.36500,1.15000,32.41400,0.01000,38.85300,9.51200,-1.18800,8.32400,1.45800,6.86600,,6.86600,,5.30600,26.60400,9.51200,52.65000,53.86400,0.10000,0.09000,1.05850,,0.70530,52.18940,10.26420,10.26420,8.98220,5.72560,0.11160,1.34920,0.29880,301.20450,1.81860,2.37090,0.82680,1.81860,7.13060,0.2178,0.1318
2024-09-30,91.45200,40.43300,51.01900,-0.26500,31.46600,1.13700,31.60800,19.41100,-1.69200,17.71900,2.37600,15.34300,,15.34300,,13.89600,34.80400,19.41100,52.68200,54.08900,0.26000,0.26000,1.02020,,0.75260,55.78770,21.22540,21.22540,19.37520,15.19490,0.10790,1.07500,0.29300,307.18310,4.17940,5.47930,1.81030,4.17940,6.96830,0.6468,0.6266
2024-06-30,88.96100,45.03400,43.92700,2.03100,37.56400,-0.13900,41.05500,2.87200,-1.79600,1.07600,-3.99700,5.07300,,5.07300,,3.58300,22.20300,2.87200,52.63300,53.42800,0.07000,0.07000,0.98450,,0.82640,49.37780,3.22840,3.22840,1.20950,4.02760,0.10750,1.19140,0.28250,318.61420,1.48200,1.99230,0.61310,1.48200,6.49820,0.6559,0.6262
2024-03-31,79.12300,32.23400,46.88900,2.18700,31.25700,-0.03500,34.82200,12.06700,-1.48800,10.57900,5.15900,5.42000,,5.42000,,3.27400,27.72300,12.06700,52.50100,53.40600,0.06000,0.06000,0.97990,,0.89400,59.26090,15.25090,15.25090,13.37030,4.13790,0.09600,0.89160,0.23930,376.15660,1.62890,2.21210,0.65770,1.62890,6.32300,-0.20540,-0.22600
2023-12-31,86.01800,42.33000,43.68800,2.72200,35.07000,1.03900,40.94900,2.73900,-1.27800,1.46100,-1.85000,3.31100,,3.31100,,2.54000,16.77700,2.73900,54.31000,55.14600,0.05000,0.05000,0.99590,,0.73070,50.78940,3.18420,3.18420,1.69850,2.95290,0.10560,1.34020,0.26240,342.92350,0.95990,1.28790,0.40640,0.95990,6.47640,0.0796,0.0076
2023-09-30,103.89600,41.18100,62.71500,2.77100,36.28200,-0.52300,40.68300,22.03200,-0.45800,21.57400,6.55500,15.01900,,15.01900,,11.99000,41.80300,22.03200,54.61800,55.53500,0.22000,0.22000,1.02790,,0.70740,60.36320,21.20580,21.20580,20.76500,11.54040,0.12210,0.90780,0.32430,277.48260,4.21000,5.57100,1.76500,4.21000,6.53300,0.5159,0.4885
2023-06-30,97.97900,40.09200,57.88700,2.76200,38.90600,-0.84600,43.66100,14.22600,-1.15200,13.07400,3.46100,9.61300,,9.61300,,8.35100,28.72900,14.22600,54.59100,55.32000,0.15000,0.15000,0.99380,,0.76000,59.08100,14.51940,14.51940,13.34370,8.52330,0.12010,1.07510,0.31750,283.42670,2.85350,3.84240,1.17850,2.85350,6.16770,0.0816,0.0699
2023-03-31,86.94600,36.89500,50.05100,1.85500,34.14800,-1.57300,38.65000,11.40100,-1.39300,10.00800,4.88500,5.12300,,5.12300,,2.45400,25.34600,11.40100,54.06400,54.99100,0.05000,0.04000,0.97390,,0.77620,57.56560,13.11270,13.11270,11.51060,2.82240,0.10580,0.98410,0.28790,312.55500,1.53790,2.07460,0.62360,1.53790,6.10200,0.38580,0.37920
2022-12-31,98.04600,49.19900,48.84700,1.63200,37.86200,-0.39800,41.31000,7.53700,-1.43900,6.09800,2.01700,4.08100,,4.08100,,2.61300,22.24700,7.53700,56.67400,56.67400,0.04000,0.04000,0.95720,,0.79940,49.82050,7.68720,7.68720,6.21950,2.66510,0.11940,1.56020,0.31670,284.14720,1.24030,1.67600,0.49700,1.24030,6.07670,0.297,0.2421
2022-09-30,68.75500,37.05400,31.70100,1.11500,32.90500,-0.80800,35.93900,-4.23800,-1.17100,-5.40900,2.34800,-7.75700,,-7.75700,,-8.95300,12.11400,-4.23800,56.03900,56.03900,-0.16000,-0.16000,0.96820,,0.67970,46.10720,-6.16390,-6.16390,-7.86710,-13.02160,0.08590,1.01860,0.23550,382.15740,-2.30040,-3.06110,-0.96940,-2.30040,6.02430,0.1009,0.0584
2022-06-30,73.96800,29.93200,44.03600,1.35600,37.09500,-4.58200,44.13700,-0.10100,-1.01700,-1.11800,3.13300,-4.25100,,-4.25100,,-2.85100,14.91100,-0.10100,57.32000,57.32000,-0.05000,-0.05000,1.07200,,0.62770,59.53390,-0.13650,-0.13650,-1.51150,-3.85440,0.09220,0.89560,0.25270,356.08330,-1.18910,-1.43310,-0.53020,-1.18910,6.37280,-0.0277,-0.0665
2022-03-31,60.03600,28.26500,31.77100,1.19700,30.18100,-7.22900,39.80300,-8.03200,-1.30800,-9.34000,2.61000,-11.95000,,-11.95000,,-13.60900,5.73200,-8.03200,58.57400,58.57400,-0.23000,-0.23000,1.17720,,0.54460,52.91990,-13.37860,-13.37860,-15.55730,-22.66810,0.07050,1.03410,0.20990,428.77270,-2.89120,-3.39310,-1.40250,-2.89120,7.03510,-0.06460,-0.07700
2021-12-31,108.57200,44.53700,64.03500,1.24800,34.92900,-0.93300,38.40100,25.63400,-1.10700,24.52700,11.14800,13.37900,,13.37900,,10.10000,41.91000,25.63400,59.12600,59.12600,0.17000,0.17000,1.21310,,0.52630,58.97930,23.61010,23.61010,22.59050,9.30260,0.12290,1.65420,0.36760,244.80100,3.11420,3.64050,1.51480,3.11420,7.32450,0.4331,0.4121
2021-09-30,56.60200,29.11500,27.48700,2.02500,28.37700,3.31700,28.34000,-0.85300,-1.08900,-1.94200,4.40200,-6.34400,,-6.34400,,-8.37800,14.78700,-0.85300,59.24400,59.24400,-0.14000,-0.14000,1.17520,,0.55460,48.56190,-1.50700,-1.50700,-3.43100,-14.80160,0.06500,0.76130,0.21730,414.16020,-1.51150,-1.77910,-0.72820,-1.51150,7.10390,-0.0439,-0.0606
2021-06-30,50.95500,25.35200,25.60300,2.20000,28.80700,3.64200,28.55500,-2.95200,-1.21400,-4.16600,1.94600,-6.11200,,-6.11200,,-9.21100,10.74100,-2.95200,59.36700,59.36700,-0.16000,-0.16000,1.20060,,0.53460,50.24630,-5.79340,-5.79340,-8.17580,-18.07670,0.05780,0.67970,0.20920,430.21250,-1.40580,-1.64830,-0.69310,-1.40580,7.31970,-0.101,-0.1161
2021-03-31,38.75400,21.47300,17.28100,1.47100,25.20900,-0.30500,28.12600,-10.84500,3.41300,-7.43200,3.06800,-10.50000,,-10.50000,,-14.84000,2.14100,-10.84500,59.01200,59.01200,-0.25000,-0.25000,1.16370,,0.62870,44.59150,-27.98420,-27.98420,-19.17740,-38.29280,0.04110,0.54890,0.16050,560.87550,-2.41540,-2.83530,-1.11420,-2.41540,7.32340,-0.18560,-0.19350
2020-12-31,55.99000,35.67700,20.31300,1.05600,25.23800,-7.13100,34.80500,-14.49200,-3.15400,-17.64600,1.89800,-19.54400,,-19.54400,,-21.24500,-2.18000,-14.49200,59.23700,59.23700,-0.37000,-0.37000,1.17110,,0.65880,36.27970,-25.88320,-25.88320,-31.51630,-37.94430,0.05610,0.90140,0.24490,367.51630,-4.21200,-4.90150,-1.95880,-4.21200,7.87510,0.1351,0.1346
2020-09-30,37.25600,33.42700,3.82900,1.13000,24.81500,-3.92500,31.21900,-27.39000,-0.41600,-27.80600,19.34900,-47.15500,,-48.48400,,-47.20900,-13.27800,-27.39000,58.85900,58.85900,-0.80000,-0.80000,1.17240,,0.62820,10.27750,-73.51840,-73.51840,-74.63500,-126.71520,0.03700,0.63040,0.16500,545.48850,-10.22070,-11.87390,-4.81210,-10.22070,8.05910,-0.1685,-0.1696
2020-06-30,8.85500,16.54300,-7.68800,1.23200,29.79600,-1.44000,33.81200,-41.50000,1.20500,-40.29500,-10.24800,-30.04700,,-30.04700,,-25.96700,-29.57000,-41.50000,58.80800,58.80800,-0.44000,-0.44000,1.18630,,0.57920,-86.82100,-468.66180,-468.66180,-455.05360,-293.24670,0.00830,0.27490,0.04060,2216.72400,-5.84470,-6.72400,-2.83070,-5.84470,8.73460,-0.4538,-0.4595
2020-03-31,34.90200,29.81600,5.08600,2.20000,28.63600,-11.36800,43.52500,-38.43900,-4.93800,-43.37700,15.50500,-58.88200,,-59.41100,,-49.35400,-23.18700,-38.43900,60.41800,60.41800,-0.82000,-0.82000,1.23570,,0.55420,14.57220,-110.13410,-110.13410,-124.28230,-141.40740,0.03170,0.48380,0.15540,579.22640,-11.03520,-12.64580,-5.38960,-11.03520,9.15810,0.09870,0.09430
2019-12-31,124.27900,61.92000,62.35900,1.48600,34.18900,-0.47300,37.53900,24.82000,1.25500,26.07500,4.78200,21.29300,,21.35200,,18.17100,42.80700,24.82000,61.31000,61.48900,0.29000,0.29000,1.82220,,0.02860,50.17660,19.97120,19.97120,20.98100,14.62110,0.13980,1.44040,0.46440,193.78330,3.35100,3.76040,2.40160,3.35100,10.41560,0.3758,0.345
2019-09-30,86.39000,39.27000,47.12000,1.35900,29.48200,-0.59900,32.71100,14.40900,-0.64900,13.76000,3.03000,10.73000,,10.89600,,9.03300,30.10500,14.40900,61.30400,61.47900,0.15000,0.15000,1.71980,,0.02950,54.54340,16.67900,16.67900,15.92780,10.45610,0.09930,0.67500,0.35980,250.13420,1.77860,2.00900,1.25240,1.77860,9.99540,0.3052,0.2832
2019-06-30,104.79700,45.24400,59.55300,1.22200,32.13600,-0.92700,35.50300,24.05000,-4.76800,19.28200,5.30800,13.97400,,13.83600,,11.39700,39.64300,24.05000,61.33100,61.50700,0.19000,0.19000,1.63460,,0.03800,56.82700,22.94910,22.94910,18.39940,10.87530,0.11960,0.94310,0.42010,214.25940,2.29050,2.59660,1.57970,2.29050,9.84900,0.7997,0.7681
2019-03-31,80.19800,35.05800,45.14000,1.13600,27.64900,-1.28100,31.14100,13.99900,2.22000,16.21900,3.64800,12.57100,,12.48700,,8.26500,28.21000,13.99900,61.37700,61.55900,0.13000,0.13000,1.58130,,0.09620,56.28570,17.45560,17.45560,20.22370,10.30570,0.08980,0.78230,0.31270,287.83330,2.07690,2.36030,1.39800,2.07690,9.80970,-0.01090,-0.04720
2018-12-31,108.96400,54.32200,54.64200,2.18600,30.38000,-17.07800,50.89300,3.74900,-0.01500,3.73400,-0.02200,3.75600,,3.77100,,1.69400,19.20200,3.74900,63.07500,63.20700,0.03000,0.03000,1.71210,,0.06370,50.14680,3.44060,3.44060,3.42680,1.55460,0.12470,1.21910,0.42440,212.04560,0.63600,0.72550,0.43170,0.63600,9.65130,0.6559,0.5617
2018-09-30,82.10800,39.91700,42.19100,4.02800,26.65400,-0.86100,32.58200,9.60900,-0.45300,9.15600,1.45200,7.70400,,7.50200,,5.02000,23.55900,9.60900,62.55100,62.79300,0.08000,0.08000,1.76630,,0.02870,51.38480,11.70290,11.70290,11.15120,6.11390,0.09400,0.75870,0.35330,254.77600,1.22290,1.37970,0.85870,1.22290,9.80220,0.3484,0.3672
2018-06-30,98.34500,37.94100,60.40400,3.92200,32.48400,-8.31100,45.68200,14.72200,-0.73200,13.99000,3.63500,10.35500,,10.25500,,7.62500,29.23500,14.72200,63.42600,63.42600,0.12000,0.12000,1.69930,,0.04030,61.42050,14.96980,14.96980,14.22540,7.75330,0.11310,0.93210,0.41110,218.91840,1.69660,1.91700,1.17940,1.69660,9.66770,0.4963,0.4622
2018-03-31,84.98400,34.29200,50.69200,3.59200,27.95900,-1.15300,33.59600,17.09600,-0.37100,16.72500,4.45300,12.27200,,12.06700,,8.50500,30.61700,17.09600,64.55500,64.61900,0.13000,0.13000,1.80590,,0.03960,59.64890,20.11670,20.11670,19.68020,10.00780,0.09680,1.17860,0.34060,264.25590,1.92130,2.16060,1.37390,1.92130,9.81410,0.23930,0.13730
2017-12-31,125.55200,65.40400,60.14800,6.21700,24.81200,-3.03800,34.90300,25.24500,-0.77600,24.46900,15.90500,8.56400,,8.69800,,4.83100,52.28500,25.24500,65.38000,65.54000,0.08000,0.08000,1.75710,,0.04210,47.90690,20.10720,20.10720,19.48910,3.84780,0.14490,2.12430,0.48280,186.40570,1.44420,1.63490,1.00370,1.44420,9.30900,0.3239,0.2079
