Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,18.92900,10.82900,8.10000,10.02900,10.02900,-1.92900,-1.92900,-0.61100,-1.31800,-1.31800,-1.31800,8.61800,8.61900,-0.15000,-0.15000,,0.75180,-23.90040,-16.33010,0.00370,-0.52990,-0.52990,-0.06000,-0.52990,28.16320,-0.5729,-0.6137
2024-06-30,18.75300,9.85500,8.89800,9.95800,9.95800,-1.06000,-1.06000,-0.28500,-0.77500,-0.77500,-0.77500,8.60600,8.60600,-0.09000,-0.09000,,0.99130,-11.87810,-8.68440,0.00410,-0.31100,-0.31100,-0.03580,-0.31100,28.21190,0.5494,0.5228
2024-03-31,18.58400,9.23000,9.35400,10.07900,10.07900,-0.72500,-0.72500,-0.24300,-0.48200,-0.48200,-0.48300,8.58800,8.63100,-0.06000,-0.06000,,1.00790,-7.76650,-5.17410,0.00430,-0.19280,-0.19280,-0.02200,-0.19280,28.32400,-0.77230,-0.79570
2023-12-31,18.29400,8.27700,10.01700,9.61300,9.61300,0.40400,0.39500,0.06100,0.33400,0.33400,0.32900,8.63600,8.68400,0.05000,0.04000,,1.00360,4.00080,3.33230,0.00440,0.13300,0.13300,0.01490,0.13300,28.44520,0.3014,0.2913
2023-09-30,17.97300,7.35000,10.62300,9.40800,9.40800,1.21500,1.21500,0.33500,0.88000,0.88000,0.86500,8.57800,8.61000,0.10000,0.10000,,1.06930,11.16520,7.94890,0.00490,0.35380,0.35380,0.03980,0.35380,28.18060,-0.11,-0.1516
2023-06-30,17.98200,6.20000,11.78200,9.73100,9.73100,2.05100,2.06000,0.56300,1.49700,1.49700,1.48800,8.62100,8.65900,0.17000,0.17000,,1.10120,17.80470,12.86090,0.00520,0.59730,0.59730,0.06750,0.59730,28.32340,0.9389,0.9249
2023-03-31,17.31000,4.63000,12.68000,9.51300,9.51300,3.16700,3.16700,0.85100,2.31600,2.31600,2.29700,8.77500,8.80700,0.26000,0.26000,,1.00880,24.78090,17.97340,0.00580,0.91270,0.91270,0.10470,0.91270,28.17380,-0.17950,-0.19270
2022-12-31,17.39400,2.95200,14.44200,9.91400,9.91400,4.52800,4.52800,1.08300,3.44500,3.44500,3.39500,8.86600,8.92100,0.39000,0.38000,,0.58860,31.41170,23.55190,0.00660,1.34280,1.34280,0.15880,1.34280,28.28240,0.5832,0.3898
2022-09-30,16.76600,1.81000,14.95600,9.66000,9.66000,5.29600,5.29600,1.40500,3.89100,3.89100,3.89100,8.80200,8.84700,0.44000,0.44000,,0.58810,35.15430,25.82810,0.00700,1.51550,1.51550,0.17970,1.51550,28.17040,0.6818,0.413
2022-06-30,16.14200,1.30100,14.84100,9.21800,9.21800,5.62300,5.62300,1.51300,4.11000,4.11000,4.08600,8.87700,8.92700,0.46000,0.46000,,0.59010,37.07390,26.94010,0.00700,1.60610,1.60610,0.18850,1.60610,28.05980,1.0108,0.9597
2022-03-31,16.60900,1.15200,15.45700,9.43000,9.43000,6.02700,6.02700,1.31700,4.71000,4.71000,4.68600,8.98000,9.01400,0.52000,0.52000,,0.58530,38.57280,29.99040,0.00730,1.82570,1.82570,0.22130,1.82570,27.78180,-0.40760,-0.42290
2021-12-31,16.44800,1.29300,15.15500,9.41600,9.41600,5.73900,5.73900,1.54200,4.19700,4.19700,4.14700,9.05900,9.11000,0.47000,0.45000,,0.58910,37.52210,27.11340,0.00720,1.63740,1.63740,0.19700,1.63740,27.49060,0.4052,0.3961
2021-09-30,16.49800,1.41200,15.08600,9.39700,9.39700,5.68900,5.68900,1.52700,4.16200,4.16200,4.13900,9.01200,9.05700,0.46000,0.46000,,0.59990,37.29760,27.13560,0.00720,1.65360,1.65360,0.19660,1.65360,26.94170,0.2837,0.2732
2021-06-30,16.48300,1.67200,14.81100,9.24000,9.24000,5.57100,5.57100,1.51300,4.05800,4.05800,4.05800,9.11700,9.16200,0.44000,0.44000,,0.60100,36.69240,26.72730,0.00710,1.61520,1.61520,0.19030,1.61520,26.66580,0.5372,0.5234
2021-03-31,17.34400,1.89900,15.44500,8.64100,8.64100,6.80400,6.80400,1.79100,5.01300,5.01300,5.01100,9.13100,9.15300,0.55000,0.55000,,0.60000,41.59430,30.63330,0.00760,1.99200,1.99200,0.23430,1.99200,26.42570,0.14870,0.14220
