Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,2.74930,7.61570,,-10.36490,1.03490,-9.33000,-9.33000,-9.33000,-9.33000,-10.21720,-10.36490,69.84100,69.84100,-0.13190,-0.13190,2.48510,0.01270,0.01590,,,,,,,,,-122.02120,-122.02110,-72.65260,-120.47130,0.10890,-0.08,-0.0801
2024-06-30,,,1.97990,3.67670,,-5.65660,0.84070,-4.81600,-4.81600,-4.81600,-4.81600,-5.61200,-5.65660,68.75100,68.75100,-0.07310,-0.07310,2.39450,0.00920,0.01070,,,,,,,,,-42.90600,-43.38080,-25.04830,-42.51150,0.16190,-0.048,-0.0481
2024-03-31,,,2.46330,3.76770,,-6.23100,-0.57390,-6.80490,-6.80490,-6.80490,-6.80490,-6.18530,-6.23100,67.25900,67.25900,-0.10380,-0.10380,2.80650,0.00750,0.00830,,,,,,,,,-45.76280,-46.19860,-29.49160,-45.42160,0.21780,-0.07630,-0.07630
2023-12-31,,,2.97770,2.92910,,-5.90680,0.28710,-5.61970,-5.61970,-5.61970,-5.61970,-5.85820,-5.90680,64.46300,64.46300,-0.08830,-0.08830,4.35820,0.00560,0.00620,,,,,,,,,-26.85660,-27.05810,-20.67010,-26.70670,0.32020,-0.0731,-0.0732
2023-09-30,,,1.92050,3.78550,,-5.70590,1.28620,-4.41980,-4.41980,-4.41980,-4.41980,-5.65740,-5.70590,64.48800,64.48800,-0.06710,-0.06710,5.28630,0.00430,0.00520,,,,,,,,,-17.00620,-17.11980,-13.77410,-16.93230,0.40110,-0.0388,-0.0388
2023-06-30,,,2.58800,2.10890,,-4.69680,-0.86070,-5.55750,-5.55750,-5.55750,-5.55750,-4.65310,-4.69680,64.10500,64.10500,-0.08930,-0.08930,5.54070,,0.00120,,,,,,,,,-19.28190,-19.40840,-15.84030,-19.28190,0.44950,-0.0628,-0.0629
2023-03-31,,,3.05120,2.70430,,-5.75550,0.51510,-5.24040,-5.24040,-5.24040,-5.24040,-5.71250,-5.75550,64.09160,64.09160,-0.08130,-0.08130,7.31800,0.00020,0.00130,,,,,,,,,-15.56200,-15.65600,-13.45600,-15.55890,0.52540,-0.11470,-0.11520
2022-12-31,,,4.19680,2.51070,,-6.70750,1.17590,-5.53160,-5.53160,-5.53160,-5.53160,-6.66240,-6.70750,62.50600,62.50600,-0.08840,-0.08840,6.26630,0.00040,0.00140,,,,,,,,,-13.77610,-13.85440,-11.59360,-13.77020,0.62700,-0.1101,-0.1106
2022-09-30,,,3.89950,6.22980,,-10.12930,4.02110,-6.10820,-6.10820,-6.10820,-6.10820,-10.08940,-10.12930,62.33600,62.33600,-0.09960,-0.09960,7.02440,0.00060,0.00140,,,,,,,,,-13.58630,-13.65980,-11.66210,-13.57810,0.70730,-0.0554,-0.0556
2022-06-30,,,3.45130,3.77850,,-7.22980,2.14780,-5.08190,-5.08190,-5.08190,-5.08190,-7.18800,-7.22980,61.93240,61.93240,-0.07830,-0.07830,6.47770,0.00080,0.00150,,,,,,,,,-10.32510,-10.38080,-8.73830,-10.31720,0.79460,-0.0544,-0.0544
2022-03-31,,,3.03800,4.69100,,-7.72900,0.65880,-7.07020,-7.07020,-7.07020,-7.07020,-7.68660,-7.72900,61.92520,61.92520,-0.11050,-0.11050,7.75130,0.00090,0.00150,,,,,,,,,-12.93680,-13.00410,-11.27260,-12.92550,0.88250,-0.11510,-0.11530
2021-09-30,,,2.05920,6.01480,0.07390,-8.00000,0.12750,-7.87250,-7.87250,-7.87250,-7.87250,-7.95800,-8.00000,43.17000,43.17000,-0.18270,-0.18270,12.03150,0.00260,0.00440,,,,,,,,,-34.07200,-34.54750,-31.23060,-33.98480,0.52500,-0.0922,-0.0925
2021-06-30,0.06410,0.06410,1.54690,2.31690,-1.38570,-5.22990,-0.11210,-5.34190,-5.34190,-5.34190,-5.34190,-5.22990,-5.22990,40.05800,40.05800,-0.13030,-0.13030,12.27050,0.00250,0.00410,100.00000,-8155.54600,-8155.54600,-8330.29800,-8330.29800,0.00210,0.11510,781.82530,-19.44710,-19.69310,-17.85310,-19.39810,0.63960,-0.2674,-0.2674
