Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,19.71500,19.71500,8.36300,8.05500,-1.83400,6.22100,0.35800,5.86300,5.86300,5.86300,11.35200,8.05500,14.35400,14.35480,0.41000,0.41000,0.88140,0.46460,0.86770,100.00000,40.85720,40.85720,31.55470,29.73880,0.03170,2.55640,35.20570,2.56380,2.56380,0.94350,1.37270,15.91210,0.5251,-0.3182
2024-06-30,18.75000,18.75000,8.42100,7.06200,-1.54800,5.51400,0.52100,4.99300,4.99300,4.99300,10.32900,7.06200,14.34060,14.34080,0.35000,0.35000,0.77920,0.45880,0.84790,100.00000,37.66400,37.66400,29.40800,26.62930,0.03070,2.45130,36.71520,2.21500,2.21500,0.81800,1.19870,15.69610,0.467,-0.3978
2024-03-31,17.62800,17.62800,8.33000,6.21500,-1.28600,4.92900,0.60200,4.32700,4.32700,4.32700,9.29800,6.21500,14.32490,14.32770,0.30000,0.30000,0.97960,0.45960,0.85050,100.00000,35.25640,35.25640,27.96120,24.54620,0.02930,2.48770,36.17770,1.94100,1.94100,0.71840,1.04890,15.54230,0.42840,-0.16190
2023-12-31,18.09600,18.09600,7.96300,7.16400,-0.97000,6.19400,0.18200,6.01200,6.01200,6.01200,10.13300,7.16400,14.29490,14.29570,0.42000,0.42000,0.85900,0.44870,0.81390,100.00000,39.58890,39.58890,34.22860,33.22280,0.03080,2.21520,40.62830,2.71820,2.71820,1.02210,1.49860,15.43220,0.5954,-0.686
2023-09-30,18.76700,18.76700,7.39000,8.43300,-1.02600,7.40700,-0.16100,7.56800,7.56800,7.56800,11.37700,8.43300,14.30100,14.30180,0.53000,0.53000,0.84210,0.43520,0.77060,100.00000,44.93530,44.93530,39.46820,40.32610,0.03340,2.36600,38.03910,3.47620,3.47620,1.34720,1.96330,15.20220,0.6152,-0.5449
2023-06-30,18.76700,18.76700,7.23200,8.51600,-1.27900,7.23700,0.71300,6.52400,6.52400,6.52400,11.53500,8.51600,14.28860,14.28980,0.45000,0.45000,0.72100,0.42600,0.74230,100.00000,45.37750,45.37750,38.56240,34.76320,0.03450,2.90420,30.98950,3.06950,3.06950,1.20030,1.76170,14.85390,0.5855,-0.7536
2023-03-31,15.40100,15.40100,7.16900,5.41800,-1.22200,4.19600,0.54300,3.65300,3.65300,3.65300,8.23200,5.41800,14.27590,14.27970,0.26000,0.26000,0.85460,0.41790,0.71780,100.00000,35.17950,35.17950,27.24500,23.71920,0.02940,2.44500,36.81000,1.75290,1.75290,0.69650,1.02040,14.57850,0.43590,-0.30510
2022-12-31,15.11100,15.11100,6.76200,5.75500,-0.58200,5.17300,0.16200,5.01100,5.01100,5.01100,8.34900,5.75500,13.95780,13.95890,0.35000,0.35000,0.83820,0.40230,0.67310,100.00000,38.08480,38.08490,34.23330,33.16130,0.02960,1.99270,45.16380,2.41860,2.41860,0.98140,1.44560,14.50290,0.3629,-0.8685
2022-09-30,15.81100,15.81100,6.38300,6.85600,-1.25700,5.59900,-0.08200,5.68100,5.68100,5.68100,9.42800,6.85600,14.25460,14.25530,0.40000,0.40000,0.51720,0.36340,0.60750,100.00000,43.36220,43.36220,35.41210,35.93070,0.03200,2.49740,36.03760,2.77700,2.77700,1.15080,1.76780,14.33060,0.4383,-0.6111
2022-06-30,14.89900,14.89900,5.83200,6.57400,-1.37900,5.19500,0.16600,5.02900,5.02900,5.02900,9.06700,6.57400,14.18900,14.19000,0.36000,0.36000,0.68950,0.35270,0.58220,100.00000,44.12380,44.12380,34.86810,33.75390,0.03060,2.41670,37.24080,2.49970,2.49970,1.03270,1.61800,14.10360,0.3693,-0.3975
