Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,14.24000,14.24000,6.46200,5.29800,-1.67000,3.62800,-0.23100,3.85900,3.85900,3.85900,7.77800,5.29800,13.10570,13.10840,0.29000,0.29000,0.56850,0.48250,0.98110,100.00000,37.20510,37.20510,25.47750,27.09970,0.03040,2.67220,33.68050,2.49900,2.49900,0.82300,1.29310,11.76660,0.40680,-0.16560
2021-12-31,13.73400,13.73400,6.01400,5.45600,-1.41200,4.04400,0.04300,4.00100,4.00100,4.00100,7.72000,5.45600,13.07630,13.07730,0.31000,0.31000,0.56070,0.47640,0.95900,100.00000,39.72620,39.72620,29.44520,29.13210,0.02990,2.48440,36.22540,2.62150,2.62150,0.87200,1.37260,11.63900,0.3435,-0.191
2021-09-30,14.50300,14.50300,5.59600,6.68400,-1.26500,5.41900,0.62500,4.79400,4.79400,4.79400,8.90700,6.68400,13.08380,13.08430,0.36000,0.36000,0.77000,0.46740,0.87750,100.00000,46.08700,46.08700,37.36470,33.05520,0.03370,3.66610,24.54940,3.18200,3.18200,1.11290,1.69480,11.49820,0.4862,-0.3831
2021-06-30,13.80100,13.80100,5.70100,5.90200,-1.25800,4.64400,0.16000,4.48400,4.48400,4.48400,8.10000,5.90200,13.06880,13.07020,0.35000,0.35000,0.78210,0.46230,0.85980,100.00000,42.76500,42.76500,33.64970,32.49040,0.03280,2.84030,31.68680,3.03580,3.03580,1.06510,1.63230,11.28380,0.4207,-0.2376
2021-03-31,13.08100,13.08100,5.55300,5.35400,-1.35700,3.99700,0.29200,3.70500,3.70500,3.70500,7.52800,5.35400,13.05590,13.05860,0.28000,0.28000,0.84470,0.45710,0.84190,100.00000,40.92960,40.92960,30.55580,28.32350,0.03200,2.84490,31.63520,2.55500,2.55500,0.90500,1.38710,11.09340,0.50520,-0.06390
2020-12-31,13.39800,13.39800,5.83300,5.50100,-1.84800,3.65300,-0.05700,3.71000,3.71000,3.71000,7.56500,5.50100,13.03370,13.03450,0.28000,0.28000,1.35830,0.46310,0.86260,100.00000,41.05840,41.05840,27.26530,27.69070,0.03290,2.26890,39.66640,2.58980,2.58980,0.91160,1.39040,10.96810,0.3013,-0.9375
2020-09-30,14.25700,14.25700,5.19000,7.02100,-1.41900,5.60200,0.89800,4.70400,4.70400,4.70400,9.06700,7.02100,13.03240,13.03360,0.36000,0.36000,1.82730,0.45240,0.82610,100.00000,49.24600,49.24600,39.29300,32.99430,0.03580,2.71920,33.09740,3.32610,3.32610,1.18070,1.82140,10.83820,0.5027,-0.0329
2020-06-30,13.32000,13.32000,4.98400,6.29300,-1.50300,4.79000,0.60800,4.18200,4.18200,4.18200,8.33600,6.29300,13.02210,13.02300,0.32000,0.32000,0.62870,0.41070,0.74380,100.00000,47.24470,47.24470,35.96100,31.39640,0.03540,2.67950,33.58780,3.01790,3.01790,1.11180,1.77850,10.63160,0.384,-0.0095
2020-03-31,12.87700,12.87700,5.23700,5.61600,-1.04500,4.57100,0.56900,4.00200,4.00200,4.00200,7.64000,5.61600,13.00960,13.01190,0.31000,0.31000,0.63360,0.41040,0.74390,100.00000,43.61260,43.61260,35.49740,31.07870,0.03490,2.63390,34.17020,2.93640,2.93640,1.08330,1.73120,10.46450,0.36440,0.06790
2019-12-31,13.01900,13.01900,5.37000,5.71100,-2.03900,3.67200,0.28300,3.38900,3.38900,3.38900,7.64900,5.71100,12.96400,12.96600,0.26000,0.26000,0.61920,0.41330,0.75300,100.00000,43.86660,43.86660,28.20490,26.03120,0.03580,2.62060,34.34370,2.52560,2.52560,0.93230,1.48170,10.31000,0.4113,0.0145
2019-09-30,13.68000,13.68000,5.03900,6.71500,-1.64000,5.07500,0.59200,4.48300,4.48300,4.48300,8.64100,6.71500,12.96900,12.97100,0.35000,0.35000,0.58520,0.41680,0.76410,100.00000,49.08630,49.08630,37.09800,32.77050,0.03790,2.70730,33.24340,3.40120,3.40120,1.24200,1.98350,10.15090,0.3834,-0.0219
2019-06-30,13.04800,13.04800,5.04100,6.07400,-1.69300,4.38100,0.66400,3.71700,3.71700,3.71700,8.00700,6.07400,12.95600,12.95600,0.28000,0.28000,0.91210,0.42670,0.74420,100.00000,46.55120,46.55120,33.57600,28.48710,0.03710,2.81750,31.94280,2.87890,2.87890,1.05640,1.65050,9.95150,0.2297,-0.1363
2019-03-31,11.83100,11.83100,4.65400,5.28600,-1.77200,3.51400,0.70100,2.81300,2.81300,2.81300,7.17700,5.28600,12.94230,12.94300,0.22000,0.22000,0.83330,0.42530,0.74010,100.00000,44.67920,44.67920,29.70160,23.77650,0.03410,2.87580,31.29580,2.21210,2.21210,0.81130,1.27140,9.81580,0.43180,0.17890
2018-12-31,12.06900,12.06900,4.66400,5.63000,-1.53200,4.09800,0.42100,3.67700,3.67700,3.67700,7.40500,5.63000,12.90360,12.90380,0.29000,0.29000,0.83120,0.42510,0.74770,100.00000,46.64840,46.64850,33.95480,30.46650,0.03500,2.50860,35.87620,2.91370,2.91370,1.06540,1.67500,9.74970,0.3079,-0.1746
2018-09-30,12.69800,12.69800,4.49900,6.42900,-1.70000,4.72900,0.92900,3.80000,3.80000,3.80000,8.19900,6.42900,12.91280,12.91300,0.29000,0.29000,0.42800,0.38950,0.73490,100.00000,50.63000,50.63000,37.24210,29.92600,0.03730,2.68850,33.47540,3.05780,3.05780,1.11650,1.86680,9.61260,0.4571,0.1414
2018-06-30,12.02600,12.02600,5.08400,5.31800,-1.74300,3.57500,0.27000,3.30500,3.30500,3.30500,6.94200,5.31800,12.94900,12.94940,0.26000,0.26000,0.47750,0.39860,0.75310,100.00000,44.22090,44.22090,29.72730,27.48210,0.03570,2.56090,35.14390,2.70430,2.70430,0.98130,1.62640,9.46350,0.2365,-0.0386
2018-03-31,11.64400,11.64400,4.66300,5.14000,-1.67500,3.46500,0.87100,2.59400,2.59400,2.59400,6.98100,5.14000,12.87650,12.87660,0.20000,0.20000,0.40100,0.39300,0.74750,100.00000,44.14290,44.14290,29.75780,22.27760,0.03500,2.78360,32.33170,2.15360,2.15360,0.77870,1.30720,9.34210,0.42230,0.18730
2017-12-31,12.35300,12.35300,4.40300,6.24500,-1.61000,4.63500,1.10800,3.52700,3.52700,3.52700,7.95000,6.24500,12.84900,12.84900,0.27000,0.27000,0.94160,0.43010,0.76330,100.00000,50.55450,50.55450,37.52130,28.55180,0.03720,2.71670,33.12800,2.95380,2.95380,1.06230,1.68350,9.27560,0.3653,0.0562
2017-09-30,12.69200,12.69200,4.54300,6.45200,-1.41300,5.03900,1.10800,3.93100,3.93100,3.93100,8.14900,6.45200,12.84710,12.84730,0.31000,0.31000,0.85270,0.43060,0.76530,100.00000,50.83520,50.83520,39.70220,30.97230,0.03790,2.89970,31.03770,3.34350,3.34350,1.17420,1.90360,9.14320,0.4705,-0.0552
2017-06-30,12.25400,12.25400,4.73400,5.83400,-1.52900,4.30500,1.37000,2.93500,2.93500,2.93500,7.52000,5.83400,12.84000,12.84000,0.23000,0.23000,0.85720,0.43340,0.76540,100.00000,47.60890,47.60890,35.13140,23.95140,0.03720,2.89420,31.09680,2.54660,2.54660,0.89140,1.44290,8.97170,0.3441,-0.2368
2017-03-31,11.29000,11.29000,4.44700,5.16200,-1.62400,3.53800,0.95700,2.58100,2.58100,2.58100,6.84300,5.16200,12.85150,12.85150,0.20000,0.20000,1.10910,0.42550,0.74100,100.00000,45.72190,45.72190,31.33750,22.86090,0.03510,2.52120,35.69710,2.25850,2.25850,0.80240,1.29750,8.89830,0.38530,-0.11370
2016-12-31,11.88500,11.88500,4.69400,5.56500,-1.38500,4.18000,1.23800,2.94200,2.94200,2.94200,7.19100,5.56500,12.84600,12.84600,0.23000,0.23000,1.54200,0.42590,0.74220,100.00000,46.82370,46.82370,35.17040,24.75390,0.03710,2.59610,34.66720,2.57930,2.57930,0.91800,1.48080,8.87500,0.4183,0.0423
2016-09-30,12.60100,12.60100,4.57300,6.41400,-1.46500,4.94900,1.37800,3.57100,3.57100,3.57100,8.02800,6.41400,12.86800,12.86800,0.27000,0.27000,2.39220,0.42680,0.74490,100.00000,50.90070,50.90070,39.27470,28.33900,0.03960,2.81270,31.99750,3.14300,3.14300,1.12240,1.80170,8.82820,0.4467,0.1913
2016-06-30,11.82000,11.82000,4.57000,5.69500,-1.36800,4.32700,1.48000,2.84700,2.84700,2.84700,7.25000,5.69500,12.85000,12.85000,0.23000,0.23000,2.16380,0.43030,0.75560,100.00000,48.18110,48.18110,36.60750,24.08630,0.03760,3.09100,29.11680,2.54250,2.54250,0.90660,1.44850,8.70200,0.3832,0.1433
2016-03-31,11.27800,11.27800,4.43700,5.21400,-1.41500,3.79900,1.31300,2.48600,2.48600,2.48600,6.84100,5.21400,12.82100,12.82100,0.19000,0.19000,1.76660,0.43390,0.76690,100.00000,46.23160,46.23160,33.68510,22.04290,0.03620,2.81110,32.01630,2.25400,2.25400,0.79880,1.27590,8.58990,0.25930,0.10940
2015-12-31,11.61700,11.61700,4.56500,5.49200,-1.20800,4.28400,0.76800,3.51600,3.51600,3.51600,7.05200,5.49200,12.83200,12.83200,0.27000,0.27000,1.86820,0.43660,0.77530,100.00000,47.27560,47.27560,36.87700,30.26600,0.03740,2.53430,35.51350,3.22360,3.22360,1.13220,1.81620,8.51310,0.5531,0.2745
2015-09-30,12.36800,12.36800,4.47800,6.35300,-1.44700,4.90600,1.38600,3.52000,3.52000,3.52000,7.89000,6.35300,12.83500,12.83500,0.28000,0.28000,1.62280,0.44910,0.81560,100.00000,51.36640,51.36640,39.66690,28.46050,0.03990,2.69750,33.36430,3.28820,3.28820,1.13470,1.81150,8.36850,0.4401,0.0976
2015-06-30,11.89500,11.89500,4.70800,5.68200,-1.40700,4.27500,1.35000,2.92500,2.92500,2.92500,7.18700,5.68200,12.86200,12.86200,0.22000,0.22000,1.47690,0.44140,0.79070,100.00000,47.76800,47.76800,35.93950,24.59020,0.03870,2.48430,36.22700,2.72520,2.72520,0.95250,1.52220,8.33180,0.3689,0.1387
2015-03-31,11.20900,11.20900,4.52600,5.13400,-1.37000,3.76400,1.23600,2.52800,2.52800,2.52800,6.68300,5.13400,12.83600,12.83600,0.20000,0.20000,1.57290,0.44510,0.80260,100.00000,45.80250,45.80250,33.58020,22.55330,0.03680,2.25990,39.82510,2.39060,2.39060,0.83080,1.32650,8.22570,0.25180,0.02430
2014-12-31,11.49900,11.49900,4.57300,5.42700,-1.91900,3.50800,-0.04300,3.55100,3.55100,3.55100,6.92600,5.42700,12.88000,12.88000,0.28000,0.28000,1.89430,0.44790,0.81180,100.00000,47.19540,47.19540,30.50700,30.88100,0.03780,2.32400,38.72680,3.39600,3.39600,1.16680,1.87480,8.14920,0.3689,-0.0035
2014-09-30,12.06200,12.06200,4.48300,6.09200,-1.10200,4.99000,1.92500,3.06500,3.06500,3.06500,7.57900,6.09200,12.82400,12.82400,0.23000,0.23000,1.01130,0.45200,0.82520,100.00000,50.50570,50.50570,41.36960,25.41040,0.04240,2.84680,31.61420,2.97920,2.97920,1.07630,1.63260,8.01820,0.5135,0.211
2014-06-30,11.76800,11.76800,4.49900,5.80000,-1.31600,4.48400,1.72700,2.75700,2.75700,2.75700,7.26900,5.80000,12.89500,12.89500,0.22000,0.22000,1.16600,0.45510,0.83580,100.00000,49.28620,49.28620,38.10330,23.42790,0.04200,2.95900,30.41550,2.71380,2.71380,0.98490,1.47860,7.92020,0.4063,0.1647
2014-03-31,10.57100,10.57100,4.33600,4.75800,-1.37900,3.37900,1.26800,2.11100,2.11100,2.11100,6.23500,4.75800,12.99100,12.99100,0.16000,0.16000,1.64900,0.44940,0.81670,100.00000,45.00990,45.00990,31.96480,19.96970,0.03760,3.10180,29.01520,2.03040,2.03040,0.75010,1.11780,8.00400,0.16830,0.01390
2013-12-31,10.66500,10.66500,3.90200,5.32000,-1.13000,4.19000,1.55200,2.63800,2.63800,2.63800,6.76300,5.32000,12.92800,12.92800,0.21000,0.21000,1.94210,0.45060,0.82050,100.00000,49.88280,49.88280,39.28740,24.73510,0.03770,2.82740,31.83120,2.54850,2.54850,0.93370,1.40020,7.97530,0.3677,0.1164
2013-09-30,10.91200,10.91200,4.10800,5.36700,-1.34800,4.01900,1.48400,2.53500,2.53500,2.53500,6.80400,5.36700,12.91200,12.91200,0.19000,0.19000,2.08610,0.45480,0.83450,100.00000,49.18440,49.18440,36.83100,23.23130,0.03800,2.81670,31.95200,2.49050,2.49050,0.88330,1.35790,7.86960,0.479,0.2868
2013-06-30,10.73700,10.73700,3.93600,5.30100,-1.46400,3.83700,1.49500,2.34200,2.34200,2.34200,6.80100,5.30100,12.91500,12.91500,0.18000,0.18000,1.99720,0.45840,0.84680,100.00000,49.37130,49.37130,35.73620,21.81240,0.03780,2.68690,33.49540,2.33430,2.33430,0.82540,1.26430,7.77830,0.2657,0.1358
2013-03-31,10.06900,10.06900,3.93200,4.77300,-1.35300,3.42000,1.28100,2.13900,2.13900,2.13900,6.13700,4.77300,12.93800,12.93800,0.17000,0.17000,1.98440,0.45740,0.84330,100.00000,47.40290,47.40290,33.96560,21.24340,0.03550,2.92960,30.72100,2.12300,2.12300,0.75510,1.15200,7.77960,0.31380,0.12510
2012-12-31,10.40100,10.40100,3.77300,5.31300,-1.52200,3.79100,1.39300,2.39800,2.39800,2.39800,6.62800,5.31300,12.84700,12.84700,0.18000,0.18000,2.12730,0.45970,0.85120,100.00000,51.08160,51.08160,36.44840,23.05550,0.03680,2.57580,34.94090,2.40220,2.40220,0.84890,1.29790,7.72700,0.3302,0.1147
2012-09-30,11.02500,11.02500,3.95200,5.78100,-1.32500,4.45600,1.69600,2.76000,2.76000,2.76000,7.07300,5.78100,12.86100,12.86100,0.22000,0.22000,1.78930,0.46260,0.86140,100.00000,52.43540,52.43540,40.41720,25.03400,0.03930,2.79750,32.17140,2.79750,2.79750,0.98320,1.50330,7.65630,0.421,0.1707
2012-06-30,10.35200,10.35200,4.01600,5.05200,-1.46100,3.59100,1.38700,2.20400,2.20400,2.20400,6.33600,5.05200,12.83200,12.83200,0.17000,0.17000,1.91870,0.46670,0.87560,100.00000,48.80220,48.80220,34.68900,21.29060,0.03740,2.80010,32.14160,2.27040,2.27040,0.79670,1.21080,7.55170,0.2676,-0.0029
2012-03-31,9.66900,9.66900,3.96300,4.42700,-1.35600,3.07100,1.13000,1.94100,1.94100,1.94100,5.70600,4.42700,12.80200,12.80200,0.15000,0.15000,1.85930,0.46930,0.88490,100.00000,45.78550,45.78550,31.76130,20.07450,0.03520,2.84890,31.59170,2.02050,2.02050,0.70690,1.07220,7.49100,0.25950,0.09730
2011-12-31,10.08100,10.08100,3.99500,4.84800,-1.57300,3.27500,1.15200,2.12300,2.12300,2.12300,6.08600,4.84800,12.73400,12.73400,0.16000,0.16000,2.15580,0.47150,0.89240,100.00000,48.09050,48.09050,32.48690,21.05940,0.03680,2.58350,34.83580,2.22850,2.22850,0.77420,1.17790,7.44720,0.3293,0.1184
2011-09-30,10.45100,10.45100,3.95100,5.27900,-1.56300,3.71600,1.35200,2.36400,2.36400,2.36400,6.50000,5.27900,12.74800,12.74800,0.19000,0.19000,2.12890,0.47360,0.90080,100.00000,50.51190,50.51190,35.55640,22.61980,0.03910,2.52620,35.62630,2.50290,2.50290,0.88360,1.31750,7.39730,0.3672,0.1585
2011-06-30,10.45200,10.45200,4.06300,5.16200,-1.41300,3.74900,1.29100,2.45800,2.45800,2.45800,6.38900,5.16200,12.72100,12.72100,0.19000,0.19000,1.97210,0.47660,0.91140,100.00000,49.38770,49.38770,35.86870,23.51700,0.03950,2.52950,35.57980,2.63270,2.63270,0.92840,1.37800,7.32670,0.2964,0.1379
2011-03-31,9.64500,9.64500,3.84000,4.58600,-1.28300,3.30300,1.16400,2.13900,2.13900,2.13900,5.80500,4.58600,12.69600,12.69600,0.17000,0.17000,1.86030,0.48000,0.92460,100.00000,47.54800,47.54800,34.24570,22.17730,0.03680,2.47050,36.42920,2.32220,2.32220,0.81720,1.20750,7.24410,0.37930,0.21360
2010-12-31,9.75400,9.75400,3.75400,4.84300,-1.42700,3.41600,1.34000,2.07600,2.07600,2.07600,6.00000,4.84300,12.62700,12.62700,0.17000,0.17000,1.64940,0.48260,0.93330,100.00000,49.65140,49.65150,35.02150,21.28360,0.03750,2.57360,34.97030,2.27490,2.27490,0.79870,1.17690,7.19010,0.3289,-0.0531
2010-09-30,10.48700,10.48700,3.73300,5.60400,-1.29500,4.30900,1.63900,2.67000,2.67000,2.67000,6.75400,5.60400,12.64800,12.64800,0.21000,0.21000,0.81030,0.46370,0.89820,100.00000,53.43760,53.43760,41.08900,25.46010,0.04100,2.39920,37.51220,2.95230,2.95230,1.04290,1.58340,7.13910,0.3311,0.1651
2010-06-30,9.74800,9.74800,3.56100,5.04500,-1.26800,3.77700,1.43300,2.34400,2.34400,2.34400,6.18700,5.04500,12.61400,12.61400,0.18000,0.18000,0.78990,0.46990,0.92080,100.00000,51.75420,51.75420,38.74640,24.04600,0.03870,2.82310,31.88040,2.63360,2.63360,0.92950,1.39590,7.04040,0.1521,-0.0146
2010-03-31,9.01600,9.01600,3.59800,4.27500,-1.27000,3.00500,1.16600,1.83900,1.83900,1.83900,5.41800,4.27500,12.57100,12.57100,0.15000,0.15000,0.45830,0.44870,0.92050,100.00000,47.41570,47.41570,33.32960,20.39710,0.03620,2.85230,31.55390,2.09570,2.09570,0.73800,1.15530,6.96220,0.35640,0.23630
2009-12-31,9.30900,9.30900,3.83300,4.35300,-1.22900,3.12400,1.11300,2.01100,2.01100,2.01100,5.47600,4.35300,11.69500,11.69500,0.16000,0.16000,0.48930,0.45720,0.94990,100.00000,46.76120,46.76120,33.55890,21.60280,0.03740,3.16850,28.40480,2.31360,2.31360,0.80820,1.25570,6.92110,0.2443,0.0083
2009-09-30,9.75000,9.75000,3.78400,4.83600,-1.41000,3.42600,1.33500,2.09100,2.09100,2.09100,5.96600,4.83600,11.45600,11.45600,0.18000,0.18000,0.47850,0.46690,0.98630,100.00000,49.60000,49.60000,35.13850,21.44620,0.03900,2.84010,31.68920,2.47440,2.47440,0.83680,1.31910,6.80900,0.4489,0.1714
2009-06-30,9.21000,9.21000,3.69200,4.42800,-1.34400,3.08400,1.17100,1.91300,1.91300,1.91300,5.51800,4.42800,11.41100,11.41100,0.17000,0.17000,0.39280,0.53610,1.35720,100.00000,48.07820,48.07820,33.48530,20.77090,0.03720,2.43140,37.01630,2.69070,2.69070,0.77240,1.24830,6.21910,0.2707,-0.0767
2009-03-31,8.77400,8.77400,3.93400,3.77100,-1.31400,2.45700,0.96000,1.49700,1.49700,1.49700,4.84000,3.77100,11.37400,11.37400,0.13000,0.13000,0.79830,0.56640,1.34520,100.00000,42.97930,42.97930,28.00320,17.06180,0.03580,2.49050,36.13750,2.13010,2.13010,0.61000,0.92360,6.16110,0.38720,0.17630
