Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,11.34700,3.86300,-15.21000,1.14800,-14.06200,,-14.06200,-14.06200,-14.06200,-15.71300,-15.21000,65.47100,65.47100,-0.21000,-0.21000,14.14490,,,,,,,,,,,-16.20050,-16.20420,-14.99740,-16.19950,1.32530,-0.1395,-0.1398
2024-06-30,,,8.30900,3.95100,-12.26000,1.22500,-11.03500,0.00100,-11.03600,-11.03600,-11.03600,-12.88000,-12.26000,64.46500,64.46500,-0.17000,-0.17000,19.06480,,,,,,,,,,,-11.24100,-11.24360,-10.59940,-11.24050,1.49970,-0.012,-0.0089
2024-03-31,,,6.04000,2.78600,-8.82600,0.35700,-8.46900,,-8.46900,-8.46900,-8.46900,-8.61500,-8.82600,28.74700,28.74700,-0.29000,-0.29000,17.85410,,0.00500,,,,,,,,,-7.87210,-7.87390,-7.42000,-7.87170,1.64340,-0.30410,-0.31210
2023-12-31,,,5.76300,2.53700,-8.30000,0.23900,-8.06100,,-8.06100,-8.06100,-8.06100,-8.27400,-8.30000,18.96000,18.96000,-0.39000,-0.39000,3.31210,,0.06300,,,,,,,,,-38.05590,-38.10630,-26.21460,-38.04690,1.04770,-0.3601,-0.3647
2023-09-30,,,5.48800,2.63700,-8.12500,0.30100,-7.82400,,-7.82400,-7.82400,-7.82400,-8.12000,-8.12500,19.62900,19.62900,-0.40000,-0.40000,4.25340,,0.07530,,,,,,,,,-27.69170,-27.72210,-20.72750,-27.68680,1.39740,-0.2996,-0.3272
2023-06-30,,,4.97600,2.33900,-7.31500,0.30300,-7.01200,0.00100,-7.01300,-7.01300,-7.01300,-7.26800,-7.31500,19.10200,19.10200,-0.37000,-0.37000,5.02650,,0.08590,,,,,,,,,-20.63130,-20.65200,-16.06750,-20.62830,1.74490,-0.2704,-0.2703
2023-03-31,,,4.92500,2.44400,-7.36900,0.23000,-7.13900,,-7.13900,-7.13900,-7.13900,-7.37700,-7.36900,16.84400,16.84400,-0.42000,-0.42000,3.91770,,0.13970,,,,,,,,,-26.84840,-26.90210,-19.28680,-26.84340,1.57740,-0.48170,-0.48180
2022-12-31,,,4.71300,2.21900,-6.93200,0.13700,-6.79500,,-6.79500,-6.79500,-6.79500,-7.03200,-6.93200,15.26000,15.26000,-0.40000,-0.40000,3.78130,,0.13550,,,,,,,,,-20.41400,-20.44900,-14.54530,-20.41090,1.97690,-0.3853,-0.3891
2022-09-30,,,5.31000,2.25300,-7.56300,0.01200,-7.55100,,-7.55100,-7.55100,-7.55100,-7.56300,-7.56300,14.97000,14.97000,-0.50000,-0.50000,4.69280,,0.11290,,,,,,,,,-19.03690,-19.06670,-14.48580,-19.03450,2.35570,-0.4292,-0.4289
2022-06-30,,,4.70800,2.46700,-7.17500,-0.08300,-7.25800,,-7.25800,-7.25800,-7.25800,-7.16400,-7.17500,14.61200,14.61200,-0.50000,-0.50000,8.81730,0.06190,0.10490,,,,,,,,,-17.13330,-17.15960,-13.36700,-16.07140,2.89510,-0.4211,-0.4343
