Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,11.22400,2.86300,-14.08700,0.81400,-13.27300,-0.03100,-13.24200,-13.24200,-13.24200,-14.05100,-14.08700,101.28200,101.28200,-0.13000,-0.13000,7.38090,,0.00110,-22.45590,-22.45590,-19.21690,-22.45590,0.78150,-0.0939,-0.0939
2024-06-30,10.02100,3.26800,-13.28900,0.92900,-12.36000,-0.00800,-12.35200,-12.35200,-12.35200,-13.25100,-13.28900,101.04200,101.04200,-0.12000,-0.12000,10.68260,,0.00140,-18.66590,-18.66590,-16.73490,-18.66590,0.91160,-0.0843,-0.0846
2024-03-31,8.80400,3.10200,-11.90600,0.99600,-10.91000,-0.00800,-10.90200,-10.90200,-10.90200,-11.87100,-11.90600,99.51700,99.51700,-0.11000,-0.11000,14.55000,,0.00170,-15.07180,-15.07180,-13.87750,-15.07180,1.04890,-0.10520,-0.10520
2023-12-31,6.51800,2.41500,-8.93300,1.13000,-7.80300,0.01800,-7.82100,-7.82100,-7.82100,-8.89800,-8.93300,99.03300,99.03300,-0.08000,-0.08000,15.03210,0.00040,0.00190,-9.47460,-9.47460,-8.74800,-9.47100,1.20890,-0.065,-0.0652
2023-09-30,6.32300,2.72200,-9.04500,1.33400,-7.71100,-0.01300,-7.69800,-7.69800,-7.69800,-9.01000,-9.04500,99.32600,99.32600,-0.08000,-0.08000,18.16220,0.00070,0.00200,-8.59060,-8.59060,-8.02740,-8.58460,1.40330,-0.0721,-0.0723
2023-06-30,5.84200,2.54000,-8.38200,1.20700,-7.17500,-0.03000,-7.14500,-7.14500,-7.14500,-8.24900,-8.38200,98.69900,98.69900,-0.07000,-0.07000,21.05990,0.00100,0.00220,-7.51530,-7.51530,-7.07590,-7.50790,1.50680,-0.1,-0.1004
2023-03-31,5.00000,2.56300,-7.56300,1.15500,-6.40800,-0.00700,-6.40100,-6.40100,-6.40100,-7.46300,-7.56300,98.61100,98.61100,-0.06000,-0.06000,8.65090,0.00120,0.07590,-6.29200,-6.29200,-5.50840,-6.28440,1.69370,-0.08310,-0.08370
2022-12-31,4.31700,2.34000,-6.65700,1.13200,-5.52500,-0.03000,-5.49500,-5.49500,-5.50500,-6.54100,-6.65700,64.54200,64.54200,0.05000,0.05000,9.15040,0.01960,0.08520,-5.11360,-5.11360,-4.46690,-5.01320,1.79270,-0.1195,-0.1213
2022-09-30,5.76900,2.63600,-8.40500,0.13200,-8.27300,-0.00700,-8.26600,-8.26600,-8.26600,-8.20200,-8.40500,68.89900,68.89900,-0.12000,-0.12000,8.69600,0.03340,0.09830,-7.52120,-7.52120,-6.43970,-7.26980,1.88440,-0.0942,-0.0949
2022-06-30,5.10300,2.71700,-7.82000,-0.23600,-8.05600,-0.00400,-8.05200,-8.05200,-8.05200,-7.74100,-7.82000,59.54300,59.54300,-0.14000,-0.14000,5.17620,0.08230,0.20540,-13.30580,-13.30580,-9.89020,-12.21060,1.52350,0.0074,0.0074
2022-03-31,4.64500,2.38000,-7.02500,-0.30900,-7.33400,0.00500,-7.33900,-7.33900,-7.32900,-6.86000,-7.02500,30.80600,30.80600,-0.24000,-0.24000,2.31900,0.40280,1.34340,-70.14240,-70.14240,-24.15260,-41.89170,0.33960,-0.23020,-0.23020
2021-12-31,6.17900,2.09400,-8.27300,-0.25300,-8.52600,-0.00200,-8.52400,-8.52400,-8.52000,-8.10400,-8.27300,22.84100,22.84100,-0.23000,-0.23000,2.98310,0.33630,0.84830,-49.92100,-49.92100,-22.15470,-33.13250,0.59900,-0.216,-0.216
2021-09-30,4.71800,2.22900,-6.94700,-0.30600,-7.25300,-0.00200,-7.25100,-7.25100,-7.25500,-6.78300,-6.94700,21.60800,21.60800,-0.34000,-0.34000,3.09770,0.47380,1.25910,-63.71700,-63.71700,-22.94910,-33.53060,0.52630,-0.2822,-0.2822
2021-06-30,6.49800,2.66900,-9.16700,-0.62900,-9.79600,-0.00200,-9.79400,-9.79400,-9.79400,-9.00900,-9.16700,20.12300,20.12300,-0.49000,-0.49000,4.08930,0.40180,0.80320,-55.22100,-55.22100,-25.01720,-33.03430,0.82650,-0.3788,-0.3788
2021-03-31,5.58900,2.50000,-8.08900,-0.29700,-8.38600,-0.01500,-8.37100,-8.37100,-8.37100,-7.93100,-8.08900,19.41700,19.41700,-0.43000,-0.43000,7.89790,0.36680,0.60380,-35.34300,-35.34300,-19.52920,-22.38060,1.18940,-0.39030,-0.39030
2020-12-31,6.56000,2.63300,-9.19300,-0.31300,-9.50600,0.01700,-9.52300,-9.52300,-9.52300,-9.02100,-9.19300,18.05900,18.05900,-0.51000,-0.51000,8.32930,0.34150,0.51870,-34.90580,-34.90580,-20.20540,-22.98460,1.47100,-0.4988,-0.4991
2020-09-30,4.82800,2.41600,-7.24400,-0.14500,-7.38900,-0.01100,-7.37800,-7.37800,-7.37800,-7.16300,-7.24400,18.13500,18.13500,-0.41000,-0.41000,9.04620,0.28190,0.39260,-20.71420,-20.71420,-13.20350,-14.87410,1.94410,-0.372,-0.3729
2020-06-30,4.92100,2.49200,-7.41300,0.01400,-7.39900,-0.01500,-7.38400,-7.38400,-7.38400,-7.40200,-7.41300,17.83600,17.83600,-0.41000,-0.41000,6.84530,,,-18.44290,-18.44290,-15.70760,-18.44290,2.24280,-0.473,-0.4736
2020-03-31,6.01900,2.62000,-8.63900,0.15700,-8.48200,-0.00900,-8.47300,-8.47300,-8.47300,-8.62900,-8.63900,17.83500,17.83500,-0.48000,-0.48000,7.46880,,,-18.10390,-18.10390,-15.62190,-18.10390,2.62420,-0.26200,-0.26200
2019-12-31,4.82300,1.94300,-6.76600,0.22500,-6.54100,-0.00400,-6.53700,-6.53700,-6.53700,-6.75700,-6.76600,11.73600,11.73600,12.61000,12.61000,11.45450,,,-11.98460,-11.98460,-10.89480,-11.98460,3.05830,-1.0206,-1.0209
2019-09-30,5.65000,2.00000,-7.65000,0.28000,-7.37000,-0.00500,-7.36500,-7.36500,-7.36500,-7.63900,-7.65000,17.83500,17.83500,-0.41000,-0.41000,13.03060,,,-12.13160,-12.13160,-11.15540,-12.13160,3.40390,-0.0809,-0.0806
2019-06-30,5.52800,1.88900,-7.41700,0.06600,-7.35100,-0.00500,-7.34600,-7.34600,-6.70000,-7.40700,-7.41700,10.57200,10.57200,-0.63000,-0.63000,10.50080,,,-10.85030,-10.85030,-9.77950,-10.85030,3.79610,8.359,8.3785
