Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,2501.58700,1249.45600,1252.13100,691.10000,,691.10000,561.03090,-24.36900,536.66200,84.62900,452.03300,452.03300,,452.03300,676.23490,561.03090,403.38200,410.49600,1.12000,1.10000,1.53330,0.33510,0.65700,50.05350,22.42700,22.42700,21.45290,18.06990,0.27580,3.13090,1.93350,46.54690,11.24060,92.87790,4.98450,7.47430,9.97230,1.13700,0.91060
2024-05-31,2470.93600,1255.48600,1215.44900,667.85500,,667.85500,547.59440,-20.45500,527.13900,112.82400,414.31500,414.31500,,411.38990,662.52640,547.59360,406.61200,413.46800,1.01750,0.99500,1.74200,0.31940,0.57350,49.18980,22.16140,22.16140,21.33360,16.64920,0.26950,3.06070,1.98600,45.31740,9.59870,52.97830,4.51870,6.53260,10.65750,1.6703,1.4252
2024-02-29,2406.17300,1218.32500,1187.84800,667.04800,,667.04800,520.80020,-24.60000,496.20000,98.62100,397.57900,397.57900,,396.03600,632.21420,520.80020,405.90800,412.74800,0.97500,0.96000,2.37930,0.36890,0.58450,49.36670,21.64430,21.64430,20.62200,16.45920,0.26800,2.70010,1.90650,47.20650,9.39000,57.97400,4.42790,5.92610,10.43450,1.5934,1.3337
2023-11-30,2377.17700,1235.62900,1141.54800,641.86500,,641.86500,499.68300,-25.82100,473.86200,99.24900,374.61300,374.61300,,373.15300,608.90900,499.68300,406.66800,413.06400,0.91750,0.90250,2.23680,0.38250,0.67200,48.02120,21.02000,21.02000,19.93380,15.69730,0.26970,2.60220,1.86600,48.23270,9.37830,68.80400,4.25030,5.79110,9.85340,0.9531,0.7251
2023-08-31,2342.33000,1200.75900,1141.57100,641.01500,,641.01500,500.55600,-24.12200,476.43400,91.34900,385.08500,385.08500,,385.08500,607.36800,500.55600,407.58000,414.28900,0.94000,0.93000,2.55600,0.37790,0.60750,48.73660,21.37000,21.37000,20.34020,16.44030,0.26860,2.40950,1.95630,46.00580,9.44380,60.89130,4.41630,5.87490,10.00140,0.81330,0.55580
2023-05-31,2284.47000,1195.69300,1088.77800,617.98020,,617.98000,470.79710,-24.92900,445.86900,99.66800,346.20100,346.20100,,344.98100,575.87710,470.79750,406.58000,413.50800,0.84750,0.83500,2.38890,0.39150,0.64350,47.66000,20.60860,20.60860,19.51740,15.10110,0.26730,2.36020,1.98130,45.42380,8.95970,75.06340,4.05090,5.45160,9.49550,1.3398,1.0809
2023-02-28,2189.98600,1155.95500,1034.03100,587.21900,,587.21900,446.81210,-28.44600,418.36600,92.53900,325.82700,325.82700,,324.47600,549.64010,446.81210,406.85600,413.67200,0.79750,0.78500,2.09630,0.40630,0.75280,47.21630,20.40250,20.40250,19.10360,14.81640,0.25870,2.17580,1.92770,46.68880,8.96790,140.12140,3.84870,5.32470,8.93380,1.0266,0.8389
2022-11-30,2174.85800,1152.41100,1022.44700,577.51300,,577.51300,444.93380,-28.57600,416.35800,92.06500,324.29300,324.29300,,322.92100,546.14180,444.93380,406.54800,413.42400,0.79500,0.78000,1.86210,0.42010,0.85140,47.01210,20.45810,20.45810,19.14420,14.84790,0.25810,2.23840,1.89200,47.56820,9.45310,1275.76800,3.84830,5.48180,8.44120,0.7763,0.5916
2022-08-31,2166.45400,1138.34200,1028.11200,587.99200,,587.99200,440.12010,-27.56500,412.55500,60.86600,351.68900,351.68900,,350.16900,540.16610,440.12010,405.71200,413.34800,0.86250,0.84750,1.71790,0.43480,0.92640,47.45600,20.31520,20.31520,19.04290,16.16320,0.26230,2.40210,2.00080,44.98160,10.88950,-188.03830,4.25720,6.15460,7.95220,0.72130,0.55190
2022-05-31,2074.68600,1128.49100,946.19510,541.75890,,541.75900,404.43620,-22.98400,381.45200,86.99100,294.46090,294.46090,,293.17000,506.81410,404.43620,412.68800,422.09200,0.71500,0.70250,1.83680,0.42880,0.84500,45.60670,19.49390,19.49390,18.38600,14.13080,0.25460,2.39010,2.01830,44.59160,8.90100,-232.92600,3.61420,5.08380,8.13140,1.307,1.1293
