,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$0.27,$0.28
1,2024-08-12,2024-06-30,$0.24,$0.36
2,2024-05-14,2024-03-31,$0.24,$0.27
3,2024-03-06,2023-12-31,$0.23,$0.27
4,2023-11-13,2023-09-30,$0.25,$0.21
5,2023-08-10,2023-06-30,$0.24,$0.17
6,2023-05-11,2023-03-31,$0.24,$0.21
7,2023-03-06,2022-12-31,$0.20,$0.25
8,2022-11-09,2022-09-30,$0.23,$0.23
9,2022-08-10,2022-06-30,$0.30,$0.28
10,2022-05-02,2022-03-31,$0.30,$0.30
11,2022-03-07,2021-12-31,$0.32,$0.28
12,2021-11-02,2021-09-30,$0.34,$0.31
13,2021-08-02,2021-06-30,--,$0.37
14,2021-05-03,2021-03-31,--,$0.31
15,2021-02-16,2020-12-31,--,$0.34
16,2020-11-05,2020-09-30,--,$0.39
17,2020-08-04,2020-06-30,--,$0.26
18,2020-05-05,2020-03-31,--,$0.27
19,2020-02-10,2019-12-31,--,$0.23
20,2019-11-04,2019-09-30,--,$0.19
21,2019-08-01,2019-06-30,--,$0.22
22,2019-05-02,2019-03-31,$0.34,$0.27
23,2019-02-11,2018-12-31,$0.31,$0.32
24,2018-11-05,2018-09-30,$0.37,$0.32
25,2018-08-02,2018-06-30,$0.37,$0.36
26,2018-05-03,2018-03-31,$0.39,$0.34
27,2018-02-08,2017-12-31,$0.43,$0.40
28,2017-11-02,2017-09-30,$0.45,$0.43
29,2017-08-01,2017-06-30,$0.47,$0.47
30,2017-05-02,2017-03-31,$0.49,$0.53
31,2017-02-09,2016-12-31,$0.45,$0.47
32,2016-11-01,2016-09-30,$0.45,$0.48
33,2016-08-02,2016-06-30,$0.54,$0.48
34,2016-05-03,2016-03-31,$0.51,$0.53
35,2016-02-10,2015-12-31,$0.50,$0.49
36,2015-11-03,2015-09-30,$0.49,$0.69
37,2015-08-04,2015-06-30,$0.68,$0.57
38,2015-05-05,2015-03-31,$0.76,$0.66
39,2015-02-17,2014-12-31,$0.74,$0.76
