Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,175.37500,15.30400,160.07100,66.81900,132.10100,198.92000,-38.84900,12.89900,-25.95000,0.37400,-26.32400,-26.32400,-26.32400,-40.55800,-38.84900,105.76800,105.76800,-0.25000,-0.25000,7.65580,,91.27360,-22.15200,-22.15200,-14.79690,-15.01010,0.13240,0.65020,1.20440,74.72400,-2.29940,-2.29940,-1.98760,-2.29940,10.80040,-0.2445,-0.2511
2024-06-30,161.38800,11.35400,150.03400,56.18300,121.57400,177.75700,-27.72300,11.56000,-16.16300,0.05700,-16.22000,-16.22000,-16.22000,-29.44700,-27.72300,103.72300,103.72300,-0.16000,-0.16000,7.81490,,92.96480,-17.17790,-17.17790,-10.01500,-10.05030,0.12220,0.56540,1.10760,81.25920,-1.41710,-1.41710,-1.22830,-1.41710,10.83660,0.0285,0.028
2024-03-31,144.86600,9.90000,134.96600,42.83300,113.08500,155.91800,-20.95200,6.06400,-14.88800,0.35900,-15.24700,-15.24700,-15.24700,-23.16300,-20.95200,96.87500,96.87500,-0.16000,-0.16000,5.12260,,93.16610,-14.46300,-14.46300,-10.27710,-10.52490,0.19390,0.62070,1.10450,81.48310,-2.54330,-2.54330,-2.04100,-2.54330,6.15010,-0.35220,-0.35220
2023-12-31,132.09900,10.70200,121.39700,50.77400,104.72000,155.49400,-34.09700,5.96600,-28.13100,0.44800,-28.57900,-28.57900,-28.57900,-36.50000,-34.09700,95.88200,95.88200,-0.30000,-0.30000,5.40530,,91.89850,-25.81170,-25.81170,-21.29540,-21.63450,0.18140,0.91890,1.15860,77.68130,-4.83220,-4.83220,-3.92410,-4.83220,6.13640,-0.0249,-0.0249
2023-09-30,126.17300,9.12900,117.04400,41.55000,105.20700,146.75700,-29.71300,5.49800,-24.21500,0.04300,-24.25800,-24.25800,-24.25800,-31.76900,-29.71300,96.14300,96.14300,-0.25000,-0.25000,6.81360,,92.76470,-23.54940,-23.54940,-19.19190,-19.22600,0.17580,0.21240,1.22890,73.23520,-4.03840,-4.03840,-3.38010,-4.03840,6.24240,-0.2608,-0.2636
2023-06-30,110.79200,7.16300,103.62900,49.79400,101.01400,150.80800,-47.17900,4.53000,-42.64900,0.13500,-42.78400,-42.78400,-42.78400,-48.98900,-47.17900,95.94800,95.94800,-0.45000,-0.45000,7.58120,,93.53470,-42.58340,-42.58340,-38.49470,-38.61650,0.15530,0.17100,1.15450,77.95470,-7.04740,-7.04740,-5.99550,-7.04740,6.31840,-0.3782,-0.3782
2023-03-31,95.30600,6.75100,88.55500,38.02400,98.92300,136.94700,-48.39200,4.34900,-44.04300,0.01000,-44.05300,-44.05300,-44.05300,-49.99500,-48.39200,95.13500,95.13500,-0.46000,-0.46000,8.87200,,92.91650,-50.77540,-50.77540,-46.21220,-46.22270,0.13200,0.23820,1.16880,77.00510,-7.01920,-7.01920,-6.10020,-7.01920,6.55950,-0.63140,-0.63140
2022-12-31,87.86900,6.78800,81.08100,33.86200,94.63100,128.49300,-47.41200,3.38600,-44.02600,,-44.02600,-44.02600,-44.02600,-46.10500,-47.41200,94.04700,94.04700,-0.45000,-0.45000,8.86580,,92.27490,-53.95760,-53.95760,-50.10410,-50.10420,0.11640,0.28380,1.16860,77.01250,-6.71060,-6.71060,-5.83300,-6.71060,6.91840,-0.429,-0.4287
2022-09-30,71.87000,5.85000,66.02000,33.27400,88.37500,121.64900,-55.62900,2.12200,-53.50700,0.00100,-53.50800,-53.50800,-53.50800,-55.22900,-55.62900,94.51700,94.51700,-0.57000,-0.57000,9.81470,,91.86030,-77.40220,-77.40220,-74.44970,-74.45110,0.09190,0.24790,1.16790,77.06160,-7.80660,-7.80660,-6.84250,-7.80660,7.23770,-0.5598,-0.5611
2022-06-30,55.57900,4.65000,50.92900,38.53600,100.31600,138.85200,-87.92300,1.32000,-86.60300,,-86.60300,-86.60300,-86.60300,-84.61900,-87.92300,94.28500,94.28500,-0.92000,-0.92000,11.17320,,91.63350,-158.19470,-158.19470,-155.81960,-155.81960,0.06850,0.18580,1.18310,76.06900,-11.99160,-11.99160,-10.66660,-11.99160,7.65310,-0.9894,-0.9906
2022-03-31,34.99600,3.15500,31.84100,29.04300,75.46000,104.50300,-72.66200,0.54800,-72.11400,0.00500,-72.11900,-72.11900,-72.11900,-76.57000,-72.66200,92.60400,92.60400,-0.78000,-0.78000,14.36070,,90.98470,-207.62950,-207.62950,-206.06360,-206.07790,0.04030,0.39970,1.06590,84.43480,-9.09730,-9.09730,-8.30310,-9.09730,8.43170,-0.89470,-0.90080
2021-12-31,25.67100,2.53900,23.13200,29.45800,79.67800,109.13600,-86.00400,0.27000,-85.73400,0.00000,-85.73400,-85.73400,-85.73400,-86.63700,-86.00400,81.25300,81.25300,-1.05000,-1.05000,8.75760,,90.10950,-335.02390,-335.02390,-333.97220,-333.97220,0.05240,0.31950,1.27360,70.66500,-20.51590,-20.51590,-17.49950,-20.51590,5.10330,-0.9036,-0.9036
2021-09-30,22.20700,2.00100,20.20600,27.03200,70.49800,97.53000,-77.32400,0.39300,-76.93100,-0.02300,-76.90800,-76.90800,-76.90800,-78.78300,-77.32400,81.35500,81.35500,-0.95000,-0.95000,10.68720,,90.98930,-348.19650,-348.19650,-346.42680,-346.32320,0.03990,0.24500,1.31140,68.63110,-15.80010,-15.80010,-13.80810,-15.80010,5.98150,-0.9723,-0.9761
