Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,2.73400,2.30200,,-7.88700,0.16100,-7.72600,,-7.72600,-7.72600,,-7.72600,-6.32800,-7.88700,1.13440,1.13440,-6.81000,-6.81000,2.66740,0.00400,0.00660,,,,,,,,,-31.36190,-31.36190,-19.26300,-31.23760,9.41350,-0.0531,-0.0527
2024-06-30,,,,2.95300,1.46700,,-8.48800,0.17200,-8.31600,,-8.31600,-8.31600,,-8.31600,-4.38200,-8.48800,0.77570,0.77570,-10.75000,-10.75000,2.87890,0.00360,0.00600,,,,,,,,,-32.10810,-34.03320,-19.61780,-31.99320,28.91530,-3.6261,-3.6274
2024-03-31,,,,3.45900,1.93300,,-5.39200,0.22700,-5.16500,,-5.16500,-5.16500,,-5.16500,-5.35300,-5.39200,0.68590,0.68590,-7.50000,-7.50000,3.60390,0.00500,0.00700,,,,,,,,,-16.45480,-20.00700,-10.59920,-16.37190,45.76190,-7.11600,-7.11600
2023-12-31,,,,4.19500,2.02000,,-6.21500,0.30700,-5.90800,-0.42400,-5.48400,-5.48400,,-5.48400,-6.17600,-6.21500,0.64430,0.64430,-7.65000,-7.65000,4.06690,0.00440,0.00610,,,,,,,,,-14.83650,-17.54150,-9.93140,-14.77170,53.88190,-11.2138,-11.3131
2023-09-30,,,,4.00600,0.21200,,-4.21800,0.38800,-3.83000,-0.52700,-3.30300,-3.30300,,-3.30300,-4.18600,-4.21800,0.68170,0.68170,-4.85000,-4.85000,3.97660,0.00360,0.00520,,,,,,,,,-8.02670,-9.25470,-5.36680,-7.99760,60.36200,-2.6072,-2.7934
2023-06-30,,,,3.13300,2.68700,,-5.82000,0.37700,-5.44300,-0.35900,-5.08400,-5.08400,,-5.08400,-5.78800,-5.82000,0.60660,0.60660,-8.50000,-8.50000,4.15640,0.00340,0.00490,,,,,,,,,-11.29300,-12.90420,-7.76790,-11.25480,66.04130,-6.3898,-6.4046
2023-03-31,,,,2.97700,2.20100,,-5.17800,0.37000,-4.80800,-0.33000,-4.47800,-4.47800,,-4.47800,-5.14600,-5.17800,0.60500,0.60500,-7.50000,-7.50000,4.67560,0.00330,0.00470,,,,,,,,,-9.35800,-10.60260,-6.59640,-9.32680,79.09950,-9.27330,-9.28650
2022-12-31,,,,3.07100,4.24600,,-7.31700,0.31400,-7.00300,-0.55800,-6.44500,-6.44500,,-6.44500,-7.29200,-7.31700,0.61310,0.61310,-10.50000,-10.50000,6.44760,0.00420,0.00540,,,,,,,,,-12.43490,-13.91860,-8.96870,-12.38210,85.67510,-9.4852,-9.6349
2022-09-30,,,,2.57000,2.41600,,-4.98600,0.16100,-4.82500,-0.33500,-4.49000,-4.49000,,-4.83000,-4.96200,-4.98600,0.63380,0.63380,-7.50000,-7.50000,3.99720,0.00360,0.00460,,,,,,,,,-8.10250,-8.77620,-5.70560,-8.07310,87.43850,-7.031,-7.0484
2022-06-30,,,,3.48500,1.54100,,-5.02600,0.01700,-5.00900,-0.53200,-4.47700,-4.47700,,-4.47700,-5.00800,-5.02600,0.63380,0.63380,-7.00000,-7.00000,4.13810,0.00350,0.00440,,,,,,,,,-7.25910,-7.92540,-5.43780,-7.23380,97.31450,-5.7404,-5.7625
2022-03-31,,,,2.59700,1.65500,,-4.25200,-0.02100,-4.27300,,-4.27300,-4.27300,,-4.27300,-4.23400,-4.25200,0.55280,0.55280,-7.75000,-7.75000,5.42590,0.00340,0.00440,,,,,,,,,-6.28130,-6.86780,-4.80120,-6.26030,107.34010,-8.86760,-8.86760
2021-12-31,,,,2.77800,2.48700,,-5.26500,0.00200,-5.26300,,-5.26300,-5.26300,,-5.26200,-5.25200,-5.26500,0.48750,0.48750,-2.75000,-2.75000,19.37480,,,,,,,,,,,-8.04640,-8.04640,-7.47960,-8.04640,123.84120,-11.1415,-11.1438
