Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.67590,1.31020,0.36560,0.01360,1.52660,,1.54030,-1.17460,-0.15420,-1.32880,0.05180,-1.38060,-1.38060,-1.37790,-1.00870,-1.17460,2.88200,2.88200,-0.48000,-0.48000,0.61550,0.76200,21.81800,-70.08880,-70.08880,-79.28720,-82.21790,0.09870,4.44930,2.19290,41.04250,-249.51670,26.60590,-8.12850,-249.50760,0.15180,0.8054,0.802
2024-06-30,1.71050,1.24620,0.46430,0.01380,2.60570,0.00010,2.61940,-2.15510,0.21520,-1.93990,0.00390,-1.94380,-1.94380,-1.93830,-2.12470,-2.15510,2.65700,2.65700,-0.73000,-0.73000,0.53970,0.00810,27.14430,-125.99280,-125.99280,-113.40890,-113.31960,0.13140,4.24840,2.20380,40.83950,-91.90510,50.89700,-14.92880,-91.90530,0.71190,-0.2054,-0.2054
2024-03-31,1.84710,1.35440,0.49260,0.01350,3.37080,-0.00010,3.38440,-2.89170,0.05400,-2.83810,0.00110,-2.83920,-2.83920,-2.83990,-2.59480,-2.89170,2.34100,2.34100,-1.21000,-1.21000,0.59110,0.00580,26.67180,-156.55720,-156.55720,-153.65420,-153.75220,0.13910,3.56680,1.38040,65.19870,-87.46100,101.58290,-21.38600,-87.46080,1.28920,-1.00880,-1.00880
2023-12-31,1.74920,1.10520,0.64400,0.01390,5.58200,,5.59590,-4.95190,-0.50740,-5.45850,0.02290,-5.48140,-5.48140,-5.66200,-4.78360,-4.95190,1.93240,1.93240,-2.64530,-2.64530,0.77230,0.00420,36.81780,-283.08780,-283.08780,-312.05250,-323.68540,0.10690,2.56140,1.30720,68.85030,-108.99290,480.50550,-33.49860,-108.99290,2.26850,-2.0271,-2.0431
2023-09-30,2.26910,1.70650,0.56260,0.01260,4.69240,,4.70510,-4.14250,0.22520,-3.91730,0.00070,-3.91800,-3.91800,-3.86190,-3.97480,-4.14250,1.89900,1.89900,-2.03000,-2.03000,1.22140,0.00220,24.79280,-182.56430,-182.56430,-172.63930,-170.19910,0.10940,2.03440,1.75000,51.42800,-39.38310,-113.97660,-18.89370,-39.38310,4.79750,-1.5033,-1.4706
2023-06-30,2.18720,1.61010,0.57720,0.01520,3.97780,0.00000,3.99290,-3.41580,0.10760,-3.30820,0.00110,-3.30920,-3.30920,-3.31530,-3.47870,-3.41580,1.87800,1.87800,-1.77000,-1.77000,1.43110,0.00190,26.38760,-156.17060,-156.17060,-151.24940,-151.57320,0.09120,8.03590,1.75790,51.19870,-26.03680,-57.51220,-13.80370,-26.03680,6.69610,-1.4423,-1.4672
2023-03-31,1.96610,1.27990,0.68620,0.01390,6.12260,0.00000,6.13640,-5.45020,0.06130,-5.38960,0.00060,-5.39020,-5.39020,-5.29490,-4.45190,-5.45020,1.80500,1.80500,-3.00000,-3.00000,1.80330,0.00170,34.90340,-277.20990,-277.20990,-274.12600,-269.31080,0.07540,5.58870,2.29120,39.28070,-34.62930,-60.63620,-20.67240,-34.62930,8.43690,-2.22450,-2.32980
2022-12-31,2.64110,1.96720,0.67400,0.01640,7.77660,-2.72090,10.51380,-9.83980,0.06710,-9.77280,0.00230,-9.77500,-9.77500,-9.77360,-8.98140,-9.83980,1.62940,1.62940,-5.69720,-5.69720,1.98010,0.00140,25.51810,-372.56090,-372.56090,-370.02100,-370.05320,0.08080,6.32670,2.77630,32.41760,-48.84750,-77.86860,-29.89420,-48.84750,11.07780,-2.423,-2.5043
2022-09-30,2.05030,1.74230,0.30790,0.01980,10.13810,-0.25040,10.40830,-10.10040,0.03760,-10.06270,-0.00070,-10.06200,-10.06200,-9.95980,-9.26570,-10.10040,1.68760,1.68760,-5.84710,-5.84710,2.19820,0.00740,15.01930,-492.63790,-492.63790,-490.80170,-485.78100,0.05040,6.81080,3.56990,25.21060,-36.40090,-62.15010,-24.71280,-36.40090,16.01490,-3.0926,-3.3226
2022-06-30,0.49910,0.49920,-0.00010,0.01730,7.59870,,7.61600,-7.61610,0.03030,-7.58580,0.00080,-7.58660,-7.58660,-7.50430,-6.80810,-7.61610,1.62400,1.62400,-4.64770,-4.64770,12.17080,0.00180,-0.02770,-1526.08500,-1526.08500,-1520.01100,-1503.68600,0.01330,1.48360,9.61750,9.35790,-22.07780,-24.77320,-20.23250,-22.07780,20.99040,-1.6011,-1.6164
2022-03-31,0.44510,0.45990,-0.01480,0.01950,6.03680,-0.52860,6.58490,-6.59970,0.00960,-6.59010,0.00130,-6.59140,-6.59140,-6.54840,-5.79310,-6.59970,1.46020,1.46020,-4.49780,-4.49780,21.78100,,-3.32360,-1482.78400,-1482.78400,-1480.62300,-1471.24800,0.01070,1.71980,9.35570,9.61980,-16.72370,-18.43280,-15.83530,-16.72370,24.86780,-1.75380,-1.77480
