Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2014-12-31,708.00000,1061.50000,-353.50000,12.30000,137.60000,-334.70000,-18.80010,16.80000,-2.00000,22.00000,-24.00000,0.00000,-25.50000,0.00000,-25.50000,153.30000,-18.80010,770.51900,770.51900,-0.03000,-0.03000,1.53760,0.32420,0.51900,42.82490,-2.65540,-2.65540,-0.28250,-3.60170,0.10490,2.84360,3.12580,28.79240,-0.96490,-0.77140,-0.37770,-0.46690,4.78510,0.2386,-1.1157
2014-09-30,699.20000,414.30000,284.90000,8.30000,9.10000,168.69990,116.20010,-58.50000,57.70000,37.80000,19.90000,0.00000,19.10000,0.00000,19.10000,600.80000,116.20010,769.37800,769.37800,0.03000,0.03000,1.63540,0.32130,0.50850,40.74660,16.61900,16.61900,8.25230,2.73170,0.09970,,,,0.49950,0.55780,0.27240,0.33900,,0.2668,0.8372
2014-06-30,747.00000,435.90000,311.10000,14.70000,5.00000,194.30000,116.80000,-64.90000,51.90000,29.60000,22.30000,0.00000,19.50000,0.00000,19.50000,-41.90000,116.80000,768.87200,768.87200,0.02000,0.02000,1.84060,0.31310,0.48960,41.64660,15.63590,15.63590,6.94780,2.61040,0.10280,,,,0.48100,0.53690,0.26840,0.33040,,0.2862,0.4701
2014-03-31,714.60000,422.70000,291.90000,11.90000,11.10000,181.70000,110.20000,-79.30000,30.90000,28.70000,2.20000,0.00000,-2.50000,2.20000,-0.30000,268.90000,110.20000,767.84100,767.84100,0.00000,0.00000,1.65210,0.32420,0.52190,40.84800,15.42120,15.42120,4.32410,-0.04200,0.09920,,,,-0.06330,-0.07070,-0.03470,-0.04280,,0.25770,0.07380
2013-12-31,780.70000,621.30000,159.40000,-5.40000,85.90000,220.90000,-61.49990,-59.70000,-201.40000,-22.60000,-178.80000,0.00000,-491.00000,16.80000,-474.20000,121.30010,-61.49990,766.54000,766.54000,-0.68000,-0.68000,1.70230,0.32340,0.50930,40.01540,-7.87750,-7.87750,-25.79740,-60.74040,0.10700,,,,-12.13750,-13.58610,-6.72960,-8.21220,,0.2197,0.065
2013-09-30,683.30000,400.40000,282.90000,26.10000,11.70000,186.20000,96.70000,-46.50000,50.20000,38.40000,11.80000,0.00000,9.40000,-8.00000,1.40000,245.10000,96.70000,737.15900,737.15900,0.00000,0.00000,2.06640,0.30870,0.47200,41.40200,14.15190,14.15190,7.34670,0.20490,0.08550,,,,0.20670,0.22950,0.11770,0.14290,,0.2155,0.0056
2013-06-30,637.10000,397.00000,240.10000,21.50000,32.20000,196.90000,43.20000,-171.50000,-128.30000,7.40000,-135.70000,0.00000,-128.30000,-8.20000,-136.50000,186.40000,43.20000,735.82400,735.82400,-0.19000,-0.19000,1.87890,0.30520,0.47190,37.68640,6.78070,6.78070,-20.13810,-21.42520,0.08140,,,,-2.88410,-3.20010,-1.63900,-2.00390,,-0.0555,-0.3123
2013-03-31,805.20000,401.20000,404.00000,23.70000,35.60000,195.80000,208.20000,-91.40000,117.00000,82.50000,34.50000,0.00000,26.50000,287.30000,313.80000,344.70000,208.20000,741.39500,741.39500,0.42000,0.42000,1.76890,0.27700,0.39990,50.17390,25.85690,25.85690,14.53060,38.97170,0.09460,,,,0.53530,0.59290,0.31130,0.38700,,0.31090,-0.01860
2012-12-31,954.30000,-618.10000,1572.40000,5.70000,0.90000,-77.69990,1650.10000,-196.90000,-200.30000,119.60000,-319.90000,0.00000,41.50000,12.90000,54.40000,1565.90000,1650.10000,771.42800,771.42800,0.07000,0.07000,1.76110,0.22770,0.30130,-8.49840,172.91210,172.91210,-20.98920,5.70050,0.08600,,,,0.66910,0.73030,0.37420,0.51670,,0.4589,0.4639
2012-09-30,1380.00000,775.50000,604.50000,37.30000,20.50000,250.60000,353.90000,-60.60000,293.30000,113.30000,180.00000,0.00000,170.70000,0.00000,170.70000,546.70000,353.90000,711.25000,742.17300,0.24000,0.23000,1.44370,0.24120,0.34890,43.80440,25.64490,25.64490,21.25360,12.36960,0.12570,,,,2.72630,2.98320,1.55470,2.06880,,0.2099,-0.3649
2012-06-30,1407.50000,751.80000,655.70000,38.10000,24.10000,257.60000,398.10010,-71.80000,326.30000,119.20000,207.10000,0.00000,198.00000,0.00000,198.00000,593.50010,398.10010,728.42600,728.42600,0.27000,0.27000,1.73540,0.25740,0.35450,46.58620,28.28420,28.28420,23.18300,14.06750,0.13100,,,,3.24940,3.55990,1.84230,2.41290,,0.7025,0.1372
2012-03-31,1442.30000,753.80000,688.50010,47.40000,18.50000,261.80000,426.70010,-52.70000,374.00000,101.90000,272.10000,0.00000,267.80000,0.00000,267.80000,622.60010,426.70010,723.78400,723.78400,0.37000,0.37000,1.12650,0.19910,0.33440,47.73630,29.58470,29.58470,25.93080,18.56760,0.13080,,,,4.20090,4.62790,2.42940,3.36440,,0.49710,0.02630
2011-12-31,1533.50000,692.10000,841.40000,131.00000,72.30000,387.40000,454.00000,-93.90000,360.10000,138.60000,221.50000,-2.80000,336.20000,0.00000,336.20000,638.10000,454.00000,723.56900,723.56900,0.47000,0.46000,1.14770,0.18860,0.32600,54.86800,29.60550,29.60550,23.48220,21.92370,0.15220,2.32480,7.92920,11.35050,5.74480,7.03800,3.33620,4.66100,,0.5207,0.3005
2011-09-30,1570.30000,772.50000,797.80000,33.50000,17.30000,246.10000,551.70010,-70.30000,481.40000,174.10000,307.30000,0.00000,293.00000,0.00000,293.00000,747.00010,551.70010,732.50000,732.50000,0.40000,0.40000,1.04550,0.19770,0.34290,50.80560,35.13340,35.13340,30.65660,18.65890,0.15860,,,,5.24040,5.81270,2.95940,4.20460,,0.9975,0.4775
2011-06-30,1411.30000,773.50000,637.80000,31.30000,18.00000,237.50000,400.30000,-49.90000,350.40000,127.60000,222.80000,0.00000,186.30000,0.00000,186.30000,588.50010,400.30000,716.53800,745.20000,0.26000,0.25000,1.13090,0.20250,0.34110,45.19240,28.36390,28.36390,24.82820,13.20060,0.13170,,,,3.00850,3.35960,1.73800,2.39940,,0.5633,0.1292
2011-03-31,1285.00000,710.50000,574.50000,19.90000,17.50000,215.10000,359.40000,-43.50000,315.90000,111.70000,204.20000,0.00000,157.70000,0.00000,157.70000,537.10000,359.40000,716.81800,716.81800,0.22000,0.22000,1.87790,0.18850,0.25440,44.70820,27.96890,27.96890,24.58370,12.27240,0.11880,,,,2.33840,2.58550,1.45760,1.89760,,0.55470,0.14290
2010-12-31,1334.20000,723.90000,610.29990,31.90000,10.80000,235.50000,374.79990,-368.30000,6.50000,81.20000,-74.70000,0.00000,-105.90000,0.00000,-105.90000,567.59990,374.79990,711.01200,711.01200,-0.15000,-0.14000,1.52900,0.14130,0.20240,45.74280,28.09170,28.09170,0.48720,-7.93730,0.12670,,,,-1.53320,-1.69530,-1.00590,-1.31660,,0.6572,0.1734
2010-09-30,1230.00000,697.30000,532.70000,16.70000,19.30000,232.00000,300.70000,-59.80000,240.90000,115.40000,125.50000,0.00000,95.20000,0.00000,95.20000,-134.40000,300.70000,706.09100,706.09100,0.13000,0.13000,1.04790,0.09270,0.20680,43.30890,24.44720,24.44720,19.58540,7.73980,0.12500,,,,1.47440,1.63500,0.96730,1.33760,,-1.2125,-0.2814
2010-06-30,1169.20000,709.50000,459.70000,26.20000,51.40000,252.20000,207.49990,-40.90000,166.60000,93.00000,73.60000,-22.70000,119.50000,0.00000,119.50000,382.09990,207.49990,705.36400,705.36400,0.17000,0.17000,0.83780,0.06550,0.18260,39.31750,17.74720,17.74720,14.24910,10.22070,0.12730,3.02040,3.82840,23.50840,1.94670,2.39780,1.30150,1.81930,,0.5724,0.2196
2010-03-31,1102.00000,627.60000,474.40000,16.90000,28.80000,197.70000,276.70000,-7.00000,138.90000,73.30000,65.60000,0.00000,44.00000,0.00000,44.00000,733.20000,276.70000,733.33300,733.33300,0.06000,0.06000,0.86760,0.07910,0.20070,31.17970,25.10890,25.10890,12.60440,3.99270,0.12080,,,,0.72790,0.80910,0.48220,0.67030,,1.07630,0.07530
2009-12-31,1075.60000,613.00000,462.60000,22.30000,16.10000,192.80000,269.80000,50.80000,320.60000,110.50000,210.10000,0.00000,210.10000,0.00000,210.10000,424.20000,269.80000,778.14800,778.14800,0.27000,0.26000,0.97420,0.09730,0.19000,43.00860,25.08370,25.08370,29.80660,19.53330,0.12420,,,,3.59370,3.99160,2.42510,3.24390,,0.34,0.0289
2009-09-30,948.30000,593.90000,354.40000,17.00000,15.40000,182.50000,171.90000,53.40000,225.30000,81.60000,143.70000,0.00000,128.70000,0.00000,128.70000,322.00000,171.90000,715.00000,715.00000,0.18000,0.18000,0.92040,0.10550,0.21130,37.37210,18.12720,18.12720,23.75830,13.57170,0.10840,,,,2.23360,2.49560,1.47160,1.99790,,-0.7486,0.2008
2009-06-30,902.20000,976.60000,-74.40000,19.50000,24.20000,-292.00000,217.60000,-154.10000,63.50000,76.00000,-12.50000,0.00000,-29.30000,0.00000,-29.30000,-118.10000,217.60000,670.32800,670.32800,-0.05000,-0.05000,1.10240,0.12930,0.21030,-8.24650,24.11880,24.11880,7.03840,-3.24760,0.11140,3.66450,2.35070,38.28640,-0.55350,-0.61800,-0.36190,-0.48190,,0.3926,0.0867
2009-03-31,868.50000,453.00000,415.50000,13.70000,9.50000,138.60000,276.90000,-26.30000,250.60000,99.40000,151.20000,0.00000,163.00000,0.00000,163.00000,612.60000,276.90000,668.03300,668.03300,0.24000,0.24000,1.52690,0.17060,0.22490,47.84110,31.88260,31.88260,28.85440,18.76800,0.11950,,,,,3.77570,2.24200,2.82620,,0.58720,-0.36810
