Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,639.86680,408.60390,231.26290,139.23600,177.21510,54.04780,3.02400,57.07200,12.43700,44.63500,44.63500,44.63500,92.02680,54.04790,18.66300,18.72400,2.39600,2.39000,3.25360,,,36.14240,8.44670,8.44670,8.91940,6.97570,0.23730,2.60410,2.29470,39.22160,2.11690,3.33180,1.65530,2.11690,113.41660,5.4509,3.431
2024-05-31,603.32800,391.24400,212.08400,129.07400,163.63400,48.45000,0.88400,49.33400,11.27700,38.05700,38.05700,38.05700,83.01000,48.45000,18.65200,18.70500,2.04000,2.03000,3.27770,,,35.15240,8.03050,8.03050,8.17700,6.30780,0.22750,2.42280,2.12170,42.41920,1.83350,2.92540,1.43530,1.83350,111.40760,4.6279,2.0026
2024-02-29,590.71100,396.19100,194.52000,131.41700,166.57700,27.94300,-0.22500,27.71800,7.26100,20.45700,20.45700,20.45700,63.10300,27.94300,18.69600,18.75400,1.09400,1.09000,3.28870,,,32.92980,4.73040,4.73040,4.69230,3.46310,0.22540,2.50310,2.02450,44.45590,0.99810,1.61280,0.78050,0.99810,109.74460,3.2575,1.4522
2023-11-30,593.52500,383.79600,209.72900,122.85900,156.59200,53.13700,2.11800,55.25500,12.93000,42.32500,42.32500,42.32500,86.87000,53.13700,18.70100,18.76900,2.26000,2.26000,3.31910,,,35.33620,8.95280,8.95280,9.30960,7.13110,0.22810,2.58430,1.98180,45.41420,2.07460,3.37810,1.62660,2.07460,108.99620,2.43330,0.38500
2023-08-31,571.89030,378.00900,193.88130,124.68500,157.80310,36.07810,0.40700,36.48500,8.85400,27.63100,27.63100,27.63100,69.19610,36.07800,18.68800,18.76200,1.47640,1.48000,3.14380,,,33.90180,6.30860,6.30860,6.37970,4.83150,0.22250,2.54840,2.04920,43.91930,1.37880,2.28270,1.07510,1.37880,107.19450,3.8828,1.335
2023-05-31,576.66800,379.41900,197.24900,132.67700,163.85200,33.39700,-0.06800,33.32900,9.05300,24.27600,24.27600,24.27600,64.57200,33.39700,18.67700,18.74800,1.30000,1.29000,3.13980,,,34.20500,5.79140,5.79140,5.77960,4.20970,0.22830,2.52520,2.06330,43.61890,1.22800,2.06230,0.96120,1.22800,105.74700,4.198,1.5778
2023-02-28,542.69100,369.89600,172.79500,122.19000,152.08500,20.71000,2.91700,23.62700,5.81700,17.81000,17.81000,17.81000,50.60500,20.71000,18.67700,18.76700,0.95360,0.95000,4.59770,,,31.84040,3.81620,3.81620,4.35370,3.28180,0.22110,2.45120,1.96230,45.86480,0.91100,1.26220,0.72570,0.91100,104.58530,1.9423,0.0416
2022-11-30,541.79800,353.97200,187.82600,117.36300,144.40800,43.41800,1.97800,45.39600,11.43900,33.95700,33.95700,33.95700,70.46300,43.41800,18.67200,18.75400,1.82000,1.81000,4.39760,,,34.66720,8.01370,8.01370,8.37880,6.26750,0.22110,2.46790,1.98580,45.32180,1.74860,2.43240,1.38560,1.74860,103.92980,1.47690,-0.59220
2022-08-31,516.41400,336.87210,179.54190,118.25800,146.29100,33.25090,-0.00400,33.24700,7.06600,26.18100,26.18100,26.18100,61.28390,33.25100,18.82400,18.93300,1.39080,1.39000,4.36480,,,34.76710,6.43880,6.43880,6.43810,5.06980,0.21270,2.22420,2.07230,43.42990,1.36650,1.90600,1.07830,1.36650,102.64120,1.7715,-0.599
2022-05-31,511.54800,334.63300,176.91500,116.19100,143.21800,33.69700,-0.09100,33.60600,8.53900,25.06700,25.06700,25.06700,60.72400,33.69700,18.80200,18.87500,1.33320,1.33000,4.33240,,,34.58420,6.58730,6.58730,6.56950,4.90020,0.21220,2.20530,2.12120,42.42890,1.31650,1.84370,1.03980,1.31650,101.56350,2.3397,0.3653
