Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,22.88900,5.57200,17.31700,2.11900,-0.07000,5.52500,11.79200,0.61900,12.41100,12.41100,12.41100,11.95300,11.79200,11.79200,12.43200,39.21800,0.96000,0.32000,,0.15640,0.18540,75.65640,51.51820,51.51820,54.22260,52.22160,0.07130,,,,,4.66590,3.86840,3.93610,,0.4148,0.4149
2024-06-30,20.50800,5.82900,14.67900,1.57900,0.00700,4.87200,9.80700,0.37800,10.18500,10.18500,10.18500,9.72700,9.80700,9.80700,12.31600,39.36300,0.79000,0.26000,5.61180,0.14690,0.20140,71.57690,47.82040,47.82040,49.66350,47.43030,0.06610,9.68270,5.02650,17.90520,4.00940,4.00920,3.28070,3.42030,20.43440,0.3614,0.3613
2024-03-31,22.37100,5.67800,16.69300,2.12400,-0.01100,5.43500,11.25800,0.17300,11.43100,11.43100,11.43100,10.97200,11.25800,11.25800,12.28000,39.08000,0.89000,0.29000,,0.17840,0.21720,74.61890,50.32410,50.32410,51.09740,49.04560,0.07380,,,,,4.68180,3.76930,3.84640,,0.44370,0.44370
2023-12-31,23.84100,7.13300,16.70800,2.64700,-0.01600,6.18100,10.52700,14.43400,24.96100,24.96100,24.96100,24.50100,10.52700,10.52700,10.49100,35.54000,2.34000,0.63000,,0.19050,0.23540,70.08100,44.15500,44.15510,104.69780,102.76830,0.08050,,,,,10.70440,8.42520,8.66490,,0.3923,1.434
2023-09-30,24.11400,6.24300,17.87100,1.98100,-0.02900,5.82100,12.05000,-1.68100,10.36900,10.36900,10.36900,9.89100,12.05000,12.05000,11.26200,38.61900,0.88000,0.27000,,,,74.11050,49.97100,49.97100,42.99990,41.01770,,,,,,,,,,0.4998,0.5132
2023-06-30,31.45600,6.16500,25.29100,1.75200,0.03200,5.49600,19.79500,-1.40700,18.38800,18.38800,18.38800,17.90900,19.79500,19.79500,11.72600,40.00800,1.53000,0.46000,5.20820,0.16910,0.23540,80.40120,62.92920,62.92920,58.45630,56.93350,0.10620,2.79850,3.79900,23.69020,7.88610,7.88560,6.20660,6.55210,18.98890,-1.1113,-1.1247
2023-03-31,29.52700,6.68300,22.84400,1.66200,-0.01400,5.36400,17.48000,-1.78500,15.69500,15.69500,15.69500,4.62300,17.48000,17.48000,6.81600,8.76400,0.68000,0.55000,,,,77.36650,59.20010,59.20010,53.15470,15.65690,,,,,,,,,,2.13130,2.13130
2022-12-31,27.76700,7.08100,20.68600,2.04600,-0.04600,4.80700,15.87900,7.95500,23.83400,23.83400,23.83400,9.41500,18.77500,15.87900,1.85000,6.44800,43.50620,51.41500,2.04850,0.41600,0.82000,74.49850,57.18660,57.18660,85.83570,33.90720,0.09480,2.33160,3.04800,29.52790,15.30860,15.30720,8.13510,8.93880,37.17880,3.7667,-9.697
2022-09-30,22.13100,6.58300,15.54800,1.41600,0.05700,3.85500,11.69300,-1.01700,10.67600,10.67600,10.67600,10.40400,14.28300,11.69300,2.71640,6.85820,3.89810,1.49930,2.80330,0.31640,0.54140,70.25440,52.83540,52.83540,48.24000,47.01100,0.10870,11.54910,2.86820,31.37860,8.41650,8.41600,5.24140,5.75360,31.31770,2.0815,-0.4614
2022-06-30,16.70700,8.31800,8.38900,1.78100,-0.04800,3.88600,4.50300,-0.63300,3.87000,3.87000,3.87000,3.66200,6.64200,4.50300,0.34900,2.66100,10.51000,1.53000,1.61960,0.28120,0.47100,50.21250,26.95280,26.95280,23.16390,21.91900,0.10880,3.69030,2.02580,44.42630,3.96210,3.96180,2.52100,2.84790,140.88630,16.71,20.4018
