Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,324.28200,109.34700,214.93500,149.34600,152.71300,62.22200,,62.22200,11.16700,51.05500,51.05500,51.05500,113.39500,113.47300,0.45000,0.45000,0.06270,1.18600,30.06910,24.67260,0.00730,1.57330,2.38720,0.18100,1.47460,28.61720,1.3227,1.2418
2024-06-30,306.03800,107.35600,198.68200,141.45300,144.47000,54.21200,,54.21200,9.50400,44.70800,44.70800,44.70800,113.39100,113.40500,0.39000,0.39000,0.06590,1.33890,27.77770,22.90790,0.00700,1.42500,2.15910,0.16080,1.33110,27.66850,0.5564,0.4345
2024-03-31,309.39100,112.92200,196.46900,157.33200,160.09200,36.37700,,36.37700,3.75000,32.62700,32.62700,32.62700,112.49200,112.55400,0.29000,0.29000,0.06660,1.25440,19.32690,17.33450,0.00680,1.04890,1.59870,0.11730,0.97910,27.43420,-0.50400,-0.54210
2023-12-31,304.36110,107.04000,197.32110,132.78200,135.20900,62.11210,,62.11200,7.79600,54.31600,54.31600,54.31600,110.86500,110.89000,0.49000,0.49000,0.06640,1.47060,31.96580,27.95360,0.00700,1.79840,2.71170,0.19580,1.67910,27.23700,1.3634,1.2481
2023-09-30,295.14600,97.85200,197.29400,130.68700,133.11500,64.17900,,64.17900,11.73400,52.44500,52.44500,52.44500,110.87800,110.88700,0.47000,0.47000,0.06710,1.54680,33.12380,27.06770,0.00690,1.82440,2.82740,0.18690,1.70210,25.92550,1.1721,1.0255
2023-06-30,276.44400,75.38500,201.05900,130.95000,133.37700,67.68200,,67.68200,12.72700,54.95500,54.95500,54.95500,110.87100,110.87600,0.50000,0.50000,0.06660,1.47120,34.13350,27.71500,0.00720,1.87780,2.88570,0.19960,1.75280,26.39510,1.0945,0.9856
2023-03-31,259.78300,45.69600,214.08700,138.00300,140.45200,73.63500,,73.63500,12.42400,61.21100,61.21100,61.21100,110.82500,110.88200,0.55000,0.55000,0.06660,1.52900,35.29670,29.34130,0.00750,2.09130,3.21760,0.22020,1.95190,26.39970,0.88540,0.81180
2022-12-31,253.56800,21.02600,232.54200,132.43900,135.10300,97.43900,,97.43900,17.76200,79.67700,79.67700,79.67700,110.75700,110.82800,0.72000,0.72000,0.06880,1.03960,43.03500,35.19020,0.00850,2.80230,4.38670,0.29910,2.60950,25.66670,1.0822,1.025
2022-09-30,244.80800,9.07500,235.73300,135.73600,138.40100,97.33200,,97.33200,17.99400,79.33800,79.33800,79.33800,110.76700,110.83400,0.72000,0.72000,0.07050,0.65030,42.80360,34.89040,0.00850,2.86180,4.55260,0.29680,2.65990,25.02870,1.209,1.1711
2022-06-30,227.91700,6.19900,221.71800,125.32300,127.98800,93.73000,,93.73000,17.33800,76.39200,76.39200,76.39200,110.76500,110.79500,0.69000,0.69000,0.06430,0.60320,41.98410,34.21800,0.00840,2.63760,4.09850,0.28620,2.46810,26.14740,1.2484,1.1687
2022-03-31,224.07900,4.96100,219.11800,134.67500,137.33900,81.77900,,81.77900,13.98400,67.79500,67.79500,67.79500,110.72500,110.80000,0.61000,0.61000,0.06080,0.41860,38.55920,31.96570,0.00810,2.31050,3.56960,0.25970,2.17010,26.49070,0.70720,0.67230
