Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,
2023-03-31,0.19600,0.19600,2.06100,0.84700,-2.71200,0.16200,-2.55000,,-2.55000,-2.55000,-2.55000,-2.71200,-2.71200,3.93000,3.93000,0.00000,0.00000,4.62780,100.00000,-1383.67300,-1383.67300,-1301.02000,-1301.02000,0.01450,,,-30.02470,-30.02470,-18.90430,-30.02470,2.08020,0.00000,
2022-03-31,0.20500,0.20500,1.82100,0.75400,-2.37000,-0.06400,-2.43400,,-2.43400,-2.43400,-2.43400,-2.37000,-2.37000,2.71900,2.71900,0.00000,0.00000,6.08570,100.00000,-1156.09800,-1156.09800,-1187.31700,-1187.31700,0.01150,0.21110,426.29270,-20.24280,-20.24290,-13.63820,-20.24290,4.42190,0.00000,
2021-03-31,0.14800,0.14800,1.30300,1.01600,-2.17100,0.29300,-1.87800,,-1.87800,-1.87800,-1.87800,-2.17100,-2.17100,1.61310,1.61310,0.00000,0.00000,6.13160,100.00000,-1466.89200,-1466.89200,-1268.91900,-1268.91900,0.01160,0.14570,617.83790,-26.53290,-26.53290,-14.73870,-26.53290,4.11700,0.00000,
2020-03-31,0.19800,0.19800,3.77100,0.70300,-4.27600,-0.06600,-4.34200,,-4.34200,-4.34200,-5.05700,-4.27600,-4.27600,0.67140,0.67140,-9.00000,-9.00000,3.45450,100.00000,-2159.59600,-2159.59600,-2192.92900,-2554.04100,0.02010,0.07250,1240.90900,-85.65790,-85.65790,-44.09020,-85.65790,5.77800,0.00000,
2019-03-31,0.29900,0.29900,1.44300,0.56700,-1.71100,-0.12100,-1.83200,,-1.83200,-1.83200,-1.83200,-1.71100,-1.71100,0.14670,0.14670,-12.00000,-12.00000,2.75050,100.00000,-572.24080,-572.24080,-612.70900,-612.70900,0.03990,0.07060,1274.44800,-56.45600,-56.45610,-24.46260,-56.45610,,0.00000,
2018-03-31,0.63200,0.63200,1.31300,0.90700,-1.58800,-0.13300,-1.72100,,-1.72100,-1.72100,-1.72100,-1.58800,-1.58800,1.72100,1.72100,-1.00000,-1.00000,4.52260,100.00000,-251.26580,-251.26580,-272.31020,-272.31010,0.05070,0.19720,456.40820,-23.16600,-23.16600,-13.79560,-23.16600,,0.00000,
2017-03-31,0.06800,0.06800,1.22000,0.76200,-1.91400,0.17500,-1.73900,,-1.73900,-1.73900,-1.71800,-1.91400,-1.91400,0.11460,0.11460,14.99250,14.99250,6.35350,100.00000,-2814.70600,-2814.70600,-2557.35300,-2526.47000,0.00560,0.02820,3193.67700,-29.83870,-29.83870,-14.21800,-29.83870,,0.00000,
2016-03-31,0.05700,0.05700,1.08300,0.62800,-1.65400,0.11700,-1.53700,,-1.53700,-1.53700,-1.53300,-1.65400,-1.65400,0.08520,0.08520,-17.99100,-17.99100,7.91130,100.00000,-2901.75400,-2901.75400,-2696.49100,-2689.47400,0.00350,0.04120,2185.26300,-16.40520,-16.40520,-9.32020,-16.40520,,0.00000,
2015-12-31,0.02700,0.02700,,,0.02700,,0.02700,,0.02700,0.27700,0.27700,0.02700,0.02700,0.03080,0.03080,8.99550,8.99550,9.90960,100.00000,100.00000,100.00000,100.00000,1025.92600,0.00150,0.04350,2066.66700,2.65070,2.65330,1.57390,2.65330,,-150.974,-152.2727
2015-09-30,0.06600,0.06600,,,0.06600,,0.06600,,0.06600,-2.98100,-2.98100,0.06600,0.06600,0.06630,0.06630,-44.97800,-44.97800,10.52780,100.00000,100.00000,100.00000,100.00000,-4516.66700,0.00430,0.09430,954.54540,-41.92690,-41.98590,-19.57320,-41.98590,,25.2903,25.6774
2015-06-30,0.07200,0.07200,,,0.07200,,0.07200,,0.07200,-1.62600,-1.62600,0.07200,0.07200,0.07750,0.07750,-20.99000,-20.99000,6.07140,100.00000,100.00000,100.00000,100.00000,-2258.33300,0.00840,0.09600,937.50010,-32.45510,-32.39040,-18.97320,-32.39040,,-25.2903,-25.6774
2015-03-31,,,0.58000,0.62000,-1.20000,0.76600,-0.43000,,-0.43000,-0.34100,-0.34100,-1.20000,-1.20000,0.05690,0.05690,-5.99700,-5.99700,4.00810,,,,,,,,,-5.43860,-5.42130,-3.44100,-5.42990,,0.00000,
2014-12-31,,,,,,,,,,-1.57100,-1.57100,,,0.05240,0.05240,-29.98500,-29.98500,6.85810,,,,,,,,,-22.90090,-22.86750,-15.40200,-22.90090,,-139.8855,-140.0763
2014-09-30,,,,,,,,,,-0.69800,-0.69800,,,0.04660,0.04660,-14.99300,-14.99300,3.28770,,,,,,,,,-23.50160,-23.42280,-14.39180,-23.42280,,0,0
2014-06-30,,,,,,,,,,-1.77000,-1.77000,,,0.05900,0.05900,-29.98500,-29.98500,4.97660,,,,,,,,,-38.22900,-38.14660,-27.57010,-38.14660,,0,0
2014-03-31,,,1.09000,0.84000,-1.93000,0.13500,-1.80000,,-1.80000,-1.72800,-1.72800,-1.93000,-1.93000,0.05240,0.05240,-32.98400,-32.98400,5.57690,,,,,,,,,-27.55980,-27.51590,-19.72600,-27.51590,,0.00000,
2013-12-31,,,1.65000,1.94000,-3.59000,0.08000,-3.52000,0.00300,-3.52300,-3.27700,-3.27700,-3.59000,-3.59000,0.04570,0.04570,-65.96700,-65.96700,3.08410,,,,,,,,,-73.31080,-73.31100,-49.27820,-73.31100,,-61.2426,-61.245
2013-09-30,,,0.70000,0.84000,-1.54000,0.07000,-1.47000,0.00000,-1.47000,1.36500,1.36500,-1.53740,-1.54000,0.04530,0.04530,29.98500,29.98500,2.18750,,,,,,,,,79.36050,78.90170,42.79000,78.90170,,-24.8095,-24.8348
2013-06-30,,,1.13000,1.06000,-2.19000,0.44000,-1.75000,0.00000,-1.75000,-1.56800,-1.56800,-2.18640,-2.19000,0.04030,0.04030,-38.98100,-38.98100,2.83850,,,,,,,,,-124.44400,-124.44440,-33.93940,-124.44440,,-28.3022,-28.3282
2013-03-31,,,0.95000,0.74000,-1.69000,-0.44000,-2.13000,0.00000,-2.13000,-2.01100,-2.01100,-1.68620,-1.69000,0.03270,0.03270,-61.46900,-61.46900,3.53660,,,,,,,,,-96.22000,-96.22010,-34.43490,-96.22010,,-74.92360,-75.08870
