,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-30,2024-09-30,$1.47,$1.55
1,2024-08-01,2024-06-30,$1.32,$1.43
2,2024-04-25,2024-03-31,$0.97,$1.19
3,2024-02-01,2023-12-31,$1.03,$1.04
4,2023-10-26,2023-09-30,$1.02,$1.05
5,2023-07-27,2023-06-30,$0.83,$0.95
6,2023-04-27,2023-03-31,$0.65,$0.68
7,2023-01-31,2022-12-31,$0.64,$0.67
8,2022-10-24,2022-09-30,$0.60,$0.65
9,2022-07-28,2022-06-30,$0.48,$0.49
10,2022-04-28,2022-03-31,$0.29,$0.29
11,2022-01-27,2021-12-31,$0.25,$0.27
12,2021-10-28,2021-09-30,$0.21,$0.17
13,2021-07-29,2021-06-30,$0.12,$0.17
14,2021-04-29,2021-03-31,$0.11,$-0.06
15,2021-01-28,2020-12-31,$0.24,$0.37
16,2020-10-29,2020-09-30,$0.37,$0.46
17,2020-07-30,2020-06-30,$0.42,$0.42
18,2020-05-05,2020-03-31,$0.49,$0.59
19,2020-01-30,2019-12-31,$0.59,$0.58
20,2019-10-25,2019-09-30,$0.71,$0.80
21,2019-07-25,2019-06-30,$0.81,$0.79
22,2019-05-02,2019-03-31,$0.72,$0.74
23,2019-01-31,2018-12-31,$0.68,$0.75
24,2018-10-25,2018-09-30,$0.64,$0.70
25,2018-07-25,2018-06-30,$0.71,$0.78
26,2018-04-25,2018-03-31,$0.62,$0.67
27,2018-01-31,2017-12-31,$0.53,$0.54
28,2017-11-01,2017-09-30,$0.44,$0.52
29,2017-07-26,2017-06-30,$0.47,$0.48
30,2017-04-26,2017-03-31,$0.52,$0.51
31,2017-02-01,2016-12-31,$0.52,$0.60
32,2016-10-26,2016-09-30,$0.57,$0.59
33,2016-07-27,2016-06-30,$0.70,$0.72
34,2016-04-27,2016-03-31,$0.78,$0.71
35,2016-01-27,2015-12-31,$0.98,$0.94
36,2015-10-28,2015-09-30,$1.03,$1.04
37,2015-07-29,2015-06-30,$1.02,$1.04
38,2015-04-29,2015-03-31,$1.08,$1.09
39,2015-01-28,2014-12-31,$1.14,$1.19
