Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.23540,1.78490,-1.54940,0.07880,3.93660,-1.80730,6.70890,-8.25830,-0.96390,-9.22220,-9.22220,-9.22220,,-9.20680,-7.11780,-8.25830,77.40030,77.40030,-0.12000,-0.12000,0.23220,1.32600,-4.25270,-658.08710,-3507.57300,-3507.57300,-3916.97000,-3910.40200,0.00110,0.87930,0.28460,316.21690,17.27500,16.95730,-4.35830,-5.63090,-0.68970,-0.04,-0.0295
2024-06-30,0.00410,0.50760,-0.50350,1.19810,2.88830,-0.80830,5.72590,-6.22940,-0.37130,-6.60080,-6.60080,-6.60080,,-6.61510,-5.00260,-6.22940,77.37530,77.37530,-0.09000,-0.09000,0.23100,1.29650,-4.56060,-12295.51000,-152122.50000,-152122.50000,-161190.50000,-161540.60000,0.00000,0.25010,,,14.47030,14.47030,-3.37600,-4.29030,-0.58940,-0.065,-0.1176
2024-03-31,0.09400,1.26690,-1.17290,2.39710,2.06200,-0.30230,5.09130,-6.26420,0.03830,-6.22590,-6.22590,-6.22590,,-6.22590,-5.71670,-6.26420,76.88700,76.88700,-0.03000,-0.03000,0.30200,1.11120,-10.31370,-1247.52300,-6662.70800,-6662.70800,-6621.99300,-6621.99300,0.00040,9.74630,,,31.44250,31.44250,-2.88110,-3.49540,-0.25620,-0.10580,-0.05640
2023-12-31,0.08640,3.02400,-2.93760,1.64440,2.83800,7.26810,-3.03110,0.09350,-4.99130,-4.89780,-4.89780,-4.89780,,-4.99350,-0.68600,0.09350,75.42240,75.42240,-0.07000,-0.07000,0.26040,2.59400,-1.87610,-3399.72200,108.24910,108.25020,-5668.25200,-5779.02300,0.00130,55.99990,0.11660,772.06820,14.86030,14.86030,-7.60950,-23.68770,-0.43230,0.0161,0.0114
2023-09-30,5.80850,2.08410,3.72450,1.80160,1.71980,-1.15940,5.57460,-1.85020,-0.60630,-2.45650,-2.45650,-2.45650,,-2.36080,0.95250,-1.85020,76.24600,76.24600,-0.03000,-0.03000,0.76210,0.74620,2.99450,64.12070,-31.85320,-31.85320,-42.29190,-40.64420,0.05640,0.96190,1.32290,68.03350,-16.71550,-16.71540,-2.38680,-4.24280,0.19270,-0.1218,-0.097
2023-06-30,1.98070,3.79800,-1.81730,2.66680,1.13460,-1.09160,5.21320,-7.03050,6.03060,-0.99990,-0.99990,-0.99990,,-0.99990,-7.40630,-7.03050,76.19790,76.19790,-0.01000,-0.01000,0.39420,0.80200,4.12600,-91.75220,-354.95470,-354.95470,-50.48380,-50.48370,0.01980,5.34010,1.99020,45.22200,-9.31420,-9.31420,-0.99910,-1.84450,0.14090,0.0139,0.0135
2023-03-31,8.86850,2.70580,6.16260,5.63390,1.32150,-1.52320,8.79780,-2.63510,-0.46580,-3.10090,-3.10090,-3.10090,,-3.10090,-2.31590,-2.63510,72.95310,72.95310,-0.04000,-0.04000,0.38560,,0.11430,69.48940,-29.71340,-29.71340,-34.96520,-34.96520,0.17920,0.91430,5.23230,17.20070,-42.20120,-42.20120,-6.26480,-42.20120,0.09640,-0.10070,-0.10760
2022-12-31,4.68470,6.27230,-1.58760,6.12550,1.36210,2.94600,5.15220,-6.73970,15.76060,9.02080,9.02080,9.02080,,8.97000,-5.62210,-6.73970,66.77760,66.77760,0.14000,0.14000,0.46540,0.96270,80.30700,-33.88810,-143.86690,-143.86680,192.55960,191.47460,0.08380,14.04170,7.08990,12.69410,3168.56200,3168.60400,16.13280,118.07900,0.00430,0.2172,0.3943
2022-09-30,9.50970,6.95540,2.55430,3.69280,0.73450,-1.84500,7.18650,-4.63210,-0.63760,-5.26980,-5.26980,-5.26980,,-5.22680,-4.08110,-4.63210,66.37780,66.37780,-0.08000,-0.08000,0.54250,-1.33540,-1.81630,26.86020,-48.70950,-48.70950,-55.41460,-54.96300,0.25490,9.52760,1.67690,53.67070,58.08390,58.08390,-14.12300,135.64820,-0.13570,-0.0592,0.0147
2022-06-30,16.19920,5.56910,10.63010,11.53240,0.90300,-1.38530,14.76280,-4.13270,1.68890,-2.44380,-2.44380,-2.44380,,-2.44380,-3.20570,-4.13270,66.37780,66.37780,-0.04000,-0.04000,1.01290,1.61390,-2.78890,65.62100,-25.51190,-25.51190,-15.08610,-15.08610,0.43000,,3.02520,29.75020,52.02680,52.02670,-6.48630,-31.94160,-0.07050,-0.0319,-0.0186
