Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,331.75800,141.22500,190.53300,8.31000,11.36400,-6.84000,90.57000,99.96300,29.29500,129.25800,28.22300,101.03500,,101.03500,-9.77000,94.97100,164.90700,99.96300,204.52070,206.14660,0.46000,0.46000,3.36890,0.18410,0.22570,57.43130,30.13130,30.13130,38.96150,28.62660,0.05960,0.48640,1.69920,52.96670,2.68550,2.75330,1.81550,2.19100,18.36060,0.874,0.0576
2024-06-30,297.14100,127.80900,169.33200,3.38600,13.94100,-2.80100,79.56600,89.76600,-11.68300,78.08300,21.71100,56.37200,,56.37200,-1.11700,55.48000,150.08600,89.76600,204.07500,205.49100,0.27000,0.27000,3.62330,0.16960,0.20420,56.98710,30.20990,30.20990,26.27810,18.67130,0.05630,0.47510,2.75790,32.63330,1.53860,1.57850,1.06750,1.27780,17.89280,0.5411,-0.1021
2024-03-31,257.96700,123.00600,134.96100,4.43300,11.54300,-3.68800,74.14300,60.81800,-9.62400,51.19400,16.05200,35.14200,,35.14200,-1.38100,33.60500,116.16200,60.81800,202.70600,203.93000,0.17000,0.16000,3.50370,0.15240,0.17980,52.31720,23.57590,23.57590,19.84520,13.02690,0.05090,0.48190,2.35280,38.25210,0.98150,1.00750,0.69370,0.83190,17.55460,0.46760,-0.12410
2023-12-31,306.86500,137.60000,169.26500,5.66400,15.15400,-5.63800,98.12100,71.14400,-25.47300,45.67100,-46.00600,91.67700,,91.67700,-1.14000,92.42300,143.66600,71.14400,194.44800,195.32900,0.48000,0.48000,3.39300,0.15330,0.18110,55.15940,23.18410,23.18410,14.88310,30.11850,0.06150,0.58330,2.49930,36.00940,2.61040,2.68110,1.83810,2.21010,17.28860,0.8598,0.1528
2023-09-30,244.82800,115.50200,129.32600,6.28800,11.33600,-2.93300,83.54000,45.78600,-0.46800,45.31800,51.98400,-6.66600,,-6.66600,-1.20100,-7.99800,109.57500,45.78600,202.47190,202.47190,-0.04000,-0.04000,4.00440,0.14900,0.17510,52.82320,18.70130,18.70130,18.51010,-3.26680,0.05090,0.48800,2.33540,38.53710,-0.19570,-0.20110,-0.13850,-0.16650,16.79400,0.4927,-0.0199
2023-06-30,228.99300,116.13400,112.85900,4.63400,12.04100,-5.81900,86.58000,26.27900,14.02500,40.30400,38.86600,1.43800,,1.43800,-0.94200,0.88500,91.17200,26.27900,188.80400,189.68000,0.00000,0.00000,3.74720,0.13790,0.16000,49.28490,11.47590,11.47590,17.60050,0.38650,0.04830,0.50080,2.44480,36.81350,0.04210,0.04330,0.03030,0.03630,16.82150,0.3865,-0.0519
2023-03-31,227.81500,109.71100,118.10400,5.83600,11.45200,-5.94400,85.58500,32.51900,-0.44700,32.07200,12.73100,19.34100,,19.34100,-1.12400,19.32000,95.64000,32.51900,184.02000,184.87200,0.10000,0.10000,2.91720,0.13200,0.15210,51.84210,14.27430,14.27430,14.07810,8.48060,0.05060,0.50320,1.84450,48.79350,0.59630,0.61380,0.42950,0.51750,17.54400,0.22340,-0.16760
2022-12-31,246.16700,122.22400,123.94300,6.81300,17.82300,-14.26400,104.99200,18.95100,-0.69800,18.25300,-23.53900,41.79200,,41.79200,-0.91700,43.69200,85.57300,18.95100,183.44600,183.44600,0.23000,0.23000,2.99830,0.13380,0.15450,50.34920,7.69840,7.69840,7.41490,17.74890,0.05520,0.61460,2.70180,33.31140,1.30560,1.34450,0.93750,1.13100,17.32060,0.5261,0.0897
2022-09-30,217.69800,123.48600,94.21200,4.44900,9.41300,-8.81900,89.10500,5.10700,-7.06400,-1.95700,26.45200,-28.40900,,-28.40900,-30.24400,-54.64200,72.15700,5.10700,183.78300,183.78300,-0.30000,-0.30000,3.61200,0.13600,0.15740,43.27650,2.34590,2.34590,-0.89900,-25.09990,0.04930,0.64420,3.08500,29.17360,-0.89890,-0.92600,-0.64400,-0.77670,17.10830,0.2858,-0.1079
2022-06-30,213.44700,109.32000,104.12700,3.38700,8.87000,-5.06900,73.39700,30.73000,-20.34700,10.38300,33.38100,-22.99800,,-22.99800,-1.08400,-25.27300,87.42700,30.73000,183.77700,183.77700,-0.12000,-0.12000,3.47440,0.13350,0.15400,48.78350,14.39700,14.39700,4.86440,-11.84040,0.04730,0.54620,2.81080,32.01890,-0.71240,-0.73350,-0.51010,-0.61730,17.47850,0.145,-0.3023
