Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,4.57310,1.58350,2.98970,1.58370,,2.92290,0.06680,0.31340,0.38020,0.38020,0.38020,-3.82410,1.45730,0.06680,11.77400,11.77400,-0.32000,-0.32000,0.60540,1.53430,1.45970,1.45970,8.31350,-83.61980,0.01570,0.62840,0.65450,0.13030,0.24790,5.12960,-0.08310,1.14360
2021-12-31,4.33960,1.44390,2.89570,1.86420,-0.30800,3.46570,-0.57000,0.01050,-0.55960,-0.55960,-0.55960,-1.50120,0.75780,-0.57000,10.34100,10.34100,-0.13000,-0.13000,0.57570,1.35700,-13.13560,-13.13560,-12.89460,-34.59230,0.02690,-0.85470,-0.88740,-0.34710,-0.36260,5.64510,0.1259,0.4479
2021-09-30,4.37620,1.41450,2.96170,1.47930,0.00000,2.78620,0.17550,-0.60010,-0.42450,-0.42450,-0.42450,-1.39090,1.53700,0.17550,10.83400,10.83400,-0.13000,-0.13000,0.55550,1.24980,4.01090,4.01090,-9.70090,-31.78310,0.02700,-0.61520,-0.63750,-0.26230,-0.27340,6.00670,0.1375,-0.1721
2021-06-30,4.84660,1.48580,3.36080,1.34480,,2.71300,0.64780,1.12790,1.77570,1.77570,1.77570,0.75420,2.12800,0.64780,9.50800,9.50800,0.08000,0.08000,0.57970,1.37900,13.36590,13.36590,36.63890,15.56150,0.03010,2.72180,2.82640,1.10400,1.14390,6.86260,0.1207,2.756
2021-03-31,5.66880,1.83890,3.82980,1.53730,-0.30000,3.26620,0.56360,-2.81870,-2.25510,-2.25510,-2.25510,-2.66170,2.25330,0.56360,9.50800,9.50800,-0.28000,-0.28000,0.70800,2.42410,9.94280,9.94280,-39.78080,-46.95360,0.03560,-5.02980,-5.31710,-1.41700,-1.46890,4.71550,-0.15440,1.83830
2020-12-31,5.53770,2.32870,3.20890,1.75510,-0.88520,4.09090,-0.88190,-1.45530,-2.33730,-2.33730,-2.33730,-2.89570,0.82760,-0.88190,9.02400,9.02400,-0.31000,-0.31000,0.70540,2.54440,-15.92640,-15.92630,-42.20690,-52.29120,0.02980,-4.66310,-4.90000,-1.25950,-1.37360,5.27160,0.0847,0.7896
2020-09-30,5.66360,2.10860,3.55490,1.36640,0.00000,2.99330,0.56160,-1.94610,-1.38450,-1.38450,-1.38450,-1.74820,2.42210,0.56160,8.92300,8.92300,-0.20000,-0.20000,0.70250,2.52220,9.91690,9.91690,-24.44520,-30.86830,0.02950,-2.64610,-2.77460,-0.72180,-0.78730,5.86420,0.302,0.775
2020-06-30,6.12140,1.99980,4.12160,1.27900,-0.84570,3.74690,0.37470,-1.98220,-1.60750,-1.60750,-1.60750,-1.92280,2.33840,0.37470,8.89700,8.89700,-0.22000,-0.22000,0.69970,2.48340,6.12110,6.12110,-26.26090,-31.41140,0.03150,-2.98410,-3.12460,-0.82770,-0.89610,6.03590,0.076,0.4427
2020-03-31,7.02920,2.38110,4.64810,1.35130,,2.92590,1.72220,-2.65430,-0.93210,-0.93210,-0.93210,-1.10710,3.63000,1.72220,8.88200,8.88200,-0.12000,-0.12000,0.69640,2.43190,24.50070,24.50070,-13.26080,-15.75060,0.03580,-1.68220,-1.75910,-0.47470,-0.51070,3.11930,-0.05340,2.61470
2019-12-31,7.34000,2.58800,4.75200,0.63610,,2.28630,2.46570,-2.60780,-0.14200,-0.14200,-0.14200,-0.15910,4.45610,2.46570,8.86300,8.86300,-0.12000,-0.10000,0.71550,2.73100,33.59300,33.59300,-1.93520,-2.16730,0.03320,-0.25090,-0.26210,-0.06430,-0.07140,6.37480,0.1713,0.478
2019-09-30,7.00090,2.53310,4.46780,1.45190,,3.20710,1.26070,1.69290,2.95360,2.95360,2.95360,2.53690,3.17480,1.26070,8.85200,9.27500,0.29000,0.27000,0.71660,2.73840,18.00750,18.00750,42.18890,36.23640,0.03240,5.33530,5.57950,1.36800,1.51210,3.12940,-0.016,1.4247
2019-06-30,7.12100,2.52600,4.59500,1.41970,,3.16880,1.42620,-2.50290,-1.07670,-1.07670,-1.07670,-1.25960,3.31380,1.42620,8.85800,8.85800,-0.14000,-0.14000,0.73620,2.79090,20.02820,20.02820,-15.11970,-17.68850,0.03130,-2.02890,-2.12600,-0.47280,-0.53520,2.99540,0.1981,0.8892
2019-03-31,7.17930,2.76360,4.41570,1.76070,,3.97070,0.44490,-1.40690,-0.96190,-0.96190,-0.96190,-1.72840,2.85220,0.44490,17.73500,17.73500,-0.10000,-0.10000,0.72580,2.64720,6.19740,6.19740,-13.39880,-24.07480,0.03190,-1.74580,-1.82610,-0.42740,-0.47870,3.10700,0.07430,0.53330
2018-12-31,7.67200,5.71330,1.95870,-0.07600,0.00000,-0.70430,2.66300,7.03600,9.70000,9.70000,9.70000,9.48300,4.44860,2.66300,17.68100,17.86700,0.53000,0.53000,0.72730,2.66680,34.71060,34.71060,126.43380,123.60530,0.03290,17.27790,18.05730,4.16220,4.71200,3.16810,-0.1035,1.984
2018-09-30,8.28260,2.71830,5.56430,1.38500,-0.53300,4.18680,1.37750,-2.97630,-1.59880,-1.59880,-1.59880,-1.88290,3.75070,1.37750,17.66800,17.66800,-0.11000,-0.11000,,,16.63110,16.63110,-19.30300,-22.73350,,,,,,,0.0869,0.3052
2018-06-30,8.16440,2.66220,5.50220,1.35760,,3.62350,1.87870,-4.37570,-2.49700,-2.49700,-2.49700,-2.89780,4.23780,1.87870,17.66800,17.66800,-0.16000,-0.16000,,,23.01120,23.01120,-30.58390,-35.49260,,,,,,,-0.0008,0.1552
2018-03-31,8.22480,2.64990,5.57490,1.33350,,3.67250,1.90240,-3.05350,-1.15110,-1.15110,-1.15110,-1.31820,4.33550,1.90240,17.66800,17.66800,-0.07000,-0.07000,,,23.13020,23.13020,-13.99490,-16.02700,,,,,,,0.04160,0.02180
2017-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2016-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
