Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,88.27370,23.35440,64.91930,24.44410,-23.58840,49.70460,15.21470,,15.21470,3.38320,11.83140,11.83140,11.83140,16.27530,16.27530,23.24100,24.05300,0.51000,0.49000,,17.23580,18.43740,17.23580,13.40310,0.05910,3.41630,3.46890,0.79150,3.41630,14.88790,1.1112,1.1045
2024-06-30,85.79130,24.32600,61.46530,25.89020,-24.51880,52.07580,9.38960,,9.38960,2.11800,7.27150,7.27150,7.27150,10.46340,10.46340,23.29700,23.87400,0.31000,0.30000,,10.94470,12.19630,10.94470,8.47590,0.05870,2.23210,2.26870,0.49780,2.23210,14.03980,-0.7013,-0.6957
2024-03-31,81.18820,26.27540,54.91280,25.28670,-18.39180,45.29350,9.61930,,9.61930,2.14480,7.47450,7.47450,7.47450,10.64680,10.64680,23.33000,24.09330,0.32380,0.31430,,11.84820,13.11370,11.84820,9.20640,0.05610,2.33500,2.37400,0.51670,2.33500,13.71520,1.04080,1.03320
2023-12-31,74.90890,23.61810,51.29080,25.69260,-22.75920,49.88330,1.40750,,1.40750,-1.45340,2.86090,2.86090,2.86090,2.25320,2.25320,23.18820,23.81190,0.13410,0.11510,,1.87900,3.00790,1.87900,3.81920,0.05240,0.91430,0.92990,0.20000,0.91430,13.43820,1.4957,1.4822
2023-09-30,80.24170,25.62200,54.61970,25.70900,-22.01040,49.46100,5.15870,,5.15870,1.11740,4.04130,4.04130,4.04130,6.31020,6.31020,23.16900,23.97600,0.17000,0.17000,,6.42890,7.86400,6.42890,5.03640,0.05680,1.35660,1.38100,0.28590,1.35660,12.34590,0.6748,0.6635
2023-06-30,83.84620,24.90580,58.94040,25.72550,-23.06360,50.79100,8.14930,,8.14930,1.79660,6.35270,6.35270,6.35270,9.56410,9.56410,23.11100,23.70200,0.27000,0.27000,,9.71940,11.40680,9.71940,7.57660,0.05970,2.12630,2.16440,0.45260,2.12630,12.94350,0.7666,0.7549
2023-03-31,79.50070,25.86600,53.63470,27.74950,-22.25860,52.04990,1.58490,,1.58490,0.34470,1.24020,1.24020,1.24020,3.03820,3.03820,23.24180,23.82720,0.05440,0.05440,,1.99350,3.82160,1.99360,1.56000,0.05510,0.41750,0.42500,0.08590,0.41750,12.79900,-0.67460,-0.68470
2022-12-31,108.18260,22.62920,85.55340,28.79590,-25.56870,57.04750,28.50590,,28.50580,7.26550,21.24030,21.24030,21.24030,30.57200,30.57200,23.29640,24.18780,0.92110,0.88300,,26.34980,28.25960,26.34980,19.63380,0.07400,7.25450,7.38710,1.45370,7.25450,13.22290,0.8059,0.7806
2022-09-30,83.47720,22.72400,60.75320,30.82710,-30.45550,64.05560,-3.30230,,-3.30230,-0.94920,-2.35320,-2.35320,-2.35320,-1.16560,-1.16560,23.07480,23.83080,-0.10480,-0.09520,,-3.95600,-1.39630,-3.95600,-2.81900,0.05720,-0.87520,-0.89270,-0.16120,-0.87520,11.62710,0.5634,0.5518
2022-06-30,95.56670,22.59330,72.97340,31.15380,-34.56120,68.24350,4.72980,,4.72980,1.15540,3.57440,3.57440,3.57440,6.63010,6.63010,23.34570,24.26450,0.15240,0.14290,,4.94930,6.93770,4.94930,3.74030,0.06490,1.27440,1.29870,0.24280,1.27440,12.21530,1.0702,1.0557
2022-03-31,102.42590,24.97900,77.44690,32.98300,-37.67760,73.00340,4.44350,,4.44350,1.21480,3.22870,3.22870,3.22870,6.17080,6.17080,23.57370,24.54830,0.13610,0.13610,,4.33830,6.02470,4.33830,3.15220,0.06740,1.10460,1.12480,0.21240,1.10460,12.34420,2.95370,2.94180
2021-12-31,154.93540,20.76280,134.17260,34.65680,-75.48650,112.77750,21.39510,,21.39510,5.16450,16.23060,16.23060,16.23060,23.56790,23.56790,23.31460,24.21090,0.69570,0.67800,,13.80910,15.21140,13.80910,10.47570,0.10010,5.41440,5.51100,1.04880,5.41440,13.35060,0.6635,0.6186
2021-09-30,119.50910,23.93730,95.57190,31.52350,-47.68540,81.42840,14.14340,,14.14340,3.35270,10.79070,10.79070,10.79070,15.95090,15.95090,23.32120,24.27040,0.46260,0.44440,,11.83460,13.34700,11.83460,9.02920,0.07670,3.63670,3.68040,0.69250,3.63670,12.67820,0.1606,0.1282
2021-06-30,116.75030,22.91570,93.83460,29.57980,-47.40990,79.15730,14.67740,,14.67740,3.41990,11.25750,11.25750,11.25750,16.37140,16.37140,23.26160,24.17010,0.48070,0.46260,,12.57160,14.02260,12.57160,9.64240,0.07770,3.93830,3.98740,0.74950,3.93830,12.31370,5.8247,5.6965
2021-03-31,79.50070,25.86600,53.63470,27.74950,-22.25860,52.04990,1.58490,,1.58490,0.34470,1.24020,1.24020,1.24020,3.03820,3.03820,23.23440,23.82240,0.05710,0.04760,,1.99350,3.82160,1.99360,1.56000,0.05340,0.45620,0.46220,0.08330,0.45620,11.66810,-0.67470,-0.68480
2020-12-31,136.98810,21.88890,115.09910,29.09520,-78.76190,110.90090,4.19820,,4.19820,-0.11210,4.31030,4.31030,4.31030,6.71380,6.71380,22.90820,23.44650,0.18470,0.17610,,3.06470,4.90100,3.06470,3.14650,0.08840,1.63280,1.65490,0.27830,1.63280,12.23600,1.4344,1.4202
2020-09-30,146.20460,21.97620,124.22840,27.54750,-55.21750,85.64440,38.58390,,38.58390,9.27920,29.30480,29.30480,29.30480,40.94710,40.94710,22.95690,23.63750,1.27850,1.24390,,26.39040,28.00670,26.39040,20.04370,0.08880,11.44510,11.60460,1.77910,11.44510,11.13370,-2.2681,-2.2762
2020-06-30,118.66170,21.02880,97.63300,24.79520,-43.24460,70.43920,27.19380,,27.19380,6.63670,20.55710,20.55710,20.55710,29.07520,29.07520,22.82840,23.33660,0.89840,0.88110,,22.91700,24.50260,22.91700,17.32410,0.07800,9.23440,9.38270,1.35150,9.23440,9.76310,-1.9091,-1.9248
2020-03-31,79.60900,21.51610,58.09280,23.24040,-31.04340,56.61860,1.47420,,1.47420,0.04980,1.42440,1.42440,1.42440,3.29280,3.29280,22.65950,22.89160,0.06580,0.06580,,1.85180,4.13630,1.85180,1.78930,0.05780,0.75080,0.76500,0.10350,0.75080,8.36600,-2.78580,-2.80910
2019-12-31,77.74230,19.54170,58.20060,23.37610,-30.24610,56.07250,2.12810,,2.12810,0.26240,1.86570,1.86570,1.86570,4.16160,4.16160,22.56220,22.71780,0.08450,0.07630,,2.73740,5.35310,2.73740,2.39990,0.05830,0.94850,0.96570,0.13980,0.94850,8.93220,-0.5702,-0.6101
2019-09-30,75.37970,16.55480,58.82490,21.12690,-30.43750,54.06500,4.75980,,4.75980,1.14240,3.61740,3.61740,3.61740,6.83860,6.83860,22.54890,22.79680,0.15630,0.15630,,6.31450,9.07210,6.31450,4.79890,0.06480,1.99780,2.03740,0.31110,1.99780,8.03660,-0.9764,-1.0012
2019-06-30,68.44520,15.68890,52.75630,19.94460,-25.98230,48.13240,4.62380,,4.62380,1.14380,3.48010,3.48010,3.48010,6.40640,6.40640,22.57920,22.86370,0.15630,0.15630,,6.75550,9.35990,6.75550,5.08440,0.06190,1.95980,1.99950,0.31450,1.95980,7.87240,-2.6363,-2.6468
2019-03-31,61.49380,16.69500,44.79890,19.19280,-21.23240,42.36670,2.43220,,2.43220,0.50180,1.93030,1.93030,1.93030,3.92400,3.92400,22.55320,22.82850,0.08830,0.08830,,3.95510,6.38120,3.95510,3.13900,0.05820,1.10910,1.13190,0.18280,1.10910,7.71690,0.85500,0.85170
2018-12-31,61.45440,15.31870,46.13570,21.44060,-23.97540,47.51650,-1.38080,,-1.38080,-0.88900,-0.49180,-0.49180,-0.49180,0.27880,0.27880,22.38620,22.66160,-0.03020,-0.03860,,-2.24690,0.45370,-2.24690,-0.80030,0.05850,-0.28620,-0.29090,-0.04680,-0.28620,8.01900,0.76,0.7486
