Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,44.00900,35.49000,8.51900,17.55600,,17.55600,-9.03700,-3.83000,-12.86700,0.27900,-13.14600,-13.14600,-13.14600,-1.37300,-9.03700,46.03500,46.03500,-0.29000,-0.29000,3.23650,0.33570,0.51260,19.35740,-20.53440,-20.53440,-29.23720,-29.87120,0.09870,0.60960,2.79320,32.22160,-5.41030,107.08710,-2.94790,-3.59420,5.27330,-0.097,-0.1147
2024-06-30,54.79300,43.94200,10.85100,18.65900,-11.52000,30.17900,-19.32800,-3.73200,-23.06000,0.39000,-23.45000,-23.45000,-23.45000,-11.55200,-19.32800,45.97900,45.97900,-0.51000,-0.51000,3.14680,0.32540,0.49030,19.80360,-35.27460,-35.27460,-42.08570,-42.79740,0.11830,0.74830,2.95140,30.49390,-9.19580,378.71530,-5.06090,-6.20320,5.54610,0.0824,0.155
2024-03-31,54.17200,43.24700,10.92500,19.62100,,19.62100,-8.69600,-3.71600,-12.41200,0.19600,-12.60800,-12.60800,-12.60800,-0.81100,-8.69600,45.81400,45.81400,-0.28000,-0.28000,3.15260,0.30820,0.45350,20.16730,-16.05260,-16.05260,-22.91220,-23.27400,0.10970,0.59800,2.41110,37.32780,-4.53480,-153.10290,-2.55210,-3.13700,6.04700,-0.05010,-0.08160
2023-12-31,47.18400,38.73500,8.44900,19.87200,,19.87200,-11.42300,-3.92300,-15.34600,-0.13100,-15.21500,-15.21500,-15.21500,-3.51300,-11.42300,45.50800,45.50800,-0.33000,-0.33000,3.40130,0.29930,0.44080,17.90650,-24.20950,-24.20950,-32.52380,-32.24610,0.09290,0.51400,2.79360,32.21640,-5.23550,-103.29980,-2.99720,-3.66840,6.34660,-0.0344,-0.0381
2023-09-30,54.16800,50.85900,3.30900,19.54300,,19.54300,-16.23400,-3.56100,-19.79500,0.08900,-19.88400,-19.88400,-19.88400,-8.32600,-16.23400,45.60700,45.60700,-0.44000,-0.44000,3.78370,0.29330,0.42250,6.10880,-29.96970,-29.96970,-36.54370,-36.70800,0.10370,0.63490,3.17330,28.36180,-6.54240,-90.65370,-3.80610,-4.62370,6.65200,0.168,0.1519
2023-06-30,63.05100,48.57800,14.47300,23.46800,,23.46800,-8.99500,-4.18800,-13.18300,-0.31800,-12.86500,-12.86500,-12.86500,-0.74500,-8.99500,45.41300,45.41300,-0.28000,-0.28000,4.09540,0.28040,0.39720,22.95440,-14.26620,-14.26620,-20.90850,-20.40410,0.11540,0.51070,3.46260,25.99180,-3.96390,-35.78380,-2.35520,-2.85240,7.12690,0.2189,0.1826
2023-03-31,62.17800,50.79700,11.38100,24.43100,,24.43100,-13.05000,-3.65200,-16.70200,0.14700,-16.84900,-16.84900,-16.84900,-5.04300,-13.05000,45.26400,45.26400,-0.37000,-0.37000,4.05120,0.27500,0.38650,18.30390,-20.98810,-20.98810,-26.86160,-27.09800,0.11120,0.49110,2.75110,32.71400,-5.04150,-42.27570,-3.01270,-3.65490,7.36750,-0.19770,-0.23420
2022-12-31,61.46100,61.93400,-0.47300,26.19700,0.00000,26.19710,-26.67000,-3.37000,-30.04000,5.22800,-35.26800,-35.26800,-35.26800,-18.35800,-26.67000,44.97500,44.97500,-0.78000,-0.78000,3.72430,0.25330,0.34490,-0.76960,-43.39340,-43.39340,-48.87650,-57.38270,0.10720,0.55600,3.56770,25.22620,-10.08000,-71.22680,-6.14900,-7.52720,7.74120,0.1454,0.1201
2022-09-30,74.15500,68.29100,5.86400,26.18600,,26.18600,-20.32200,-2.45800,-22.78000,0.75900,-23.53900,-23.53900,-23.53900,-11.88300,-20.32200,45.08900,45.08900,-0.52000,-0.52000,3.83080,0.23700,0.31610,7.90780,-27.40480,-27.40480,-30.71940,-31.74300,0.12420,0.49830,3.11580,28.88540,-6.15390,-30.83560,-3.94110,-4.69550,8.47640,0.1817,0.1247
2022-06-30,97.50800,90.16900,7.33900,25.97400,-189.57200,215.54600,-208.20700,-1.96600,-210.17300,-6.86100,-203.31200,-203.31200,-203.31200,-200.37200,-208.20700,44.91000,44.91000,-4.53000,-4.53000,3.18000,0.22530,0.29600,7.52660,-213.52810,-213.52810,-215.54440,-208.50800,0.15020,0.57310,3.04280,29.57850,-49.68060,-212.28300,-31.31500,-38.48730,9.09180,0.3889,0.3434
2022-03-31,111.37700,94.77100,16.60600,40.24700,-2.75600,43.00300,-26.39700,-2.46800,-28.86500,-5.56900,-23.29600,-23.29600,-23.29600,-9.45600,-26.39700,44.71900,44.71900,-0.52000,-0.52000,2.93690,0.16220,0.19740,14.90970,-23.70060,-23.70060,-25.91650,-20.91640,0.12640,0.49880,2.45760,36.62080,-3.78520,-22.16390,-2.64290,-3.17100,13.73080,-0.22710,-0.28230
2021-12-31,110.40900,91.72500,18.68400,27.69000,,27.69000,-9.00600,-2.15200,-11.15800,-0.11200,-11.04600,-11.04600,-11.04600,-2.71000,-9.00600,39.99200,42.98900,-0.26000,-0.24000,3.04680,0.15840,0.19170,16.92250,-8.15690,-8.15690,-10.10610,-10.00460,0.12390,0.48500,2.66150,33.81570,-1.73900,-9.56420,-1.23940,-1.46360,14.23600,-0.67,-0.7294
2021-09-30,123.82200,93.83300,29.98900,32.39500,,32.39500,-2.40600,-0.17300,-2.57900,-19.84400,17.26500,17.26500,17.26500,2.45400,-2.40600,43.76100,46.28800,0.39000,0.37000,1.87620,0.00070,0.04360,24.21940,-1.94310,-1.94310,-2.08280,13.94340,0.15810,0.57440,3.50390,25.68540,2.71870,12.46540,2.20490,2.71670,14.40040,-0.3664,-0.4162
2021-06-30,133.80000,104.21000,29.59000,27.25900,,27.25900,2.33100,-0.01100,2.32000,0.06300,2.25700,2.25700,2.25700,4.51800,2.33100,37.86200,42.04500,0.06000,0.05000,5.26190,0.00100,0.00300,22.11510,1.74220,1.74220,1.73390,1.68680,0.20400,0.85770,3.97780,22.62580,0.40150,0.73320,0.34420,0.40110,13.61260,0.0557,0.0502
2021-03-31,111.38900,88.16600,23.22300,16.84100,,16.84100,6.38200,-0.68600,5.69600,0.75600,4.94000,4.94000,4.94000,7.97300,6.38200,33.71700,38.99700,0.15000,0.13000,3.69620,0.00110,0.00500,20.84860,5.72950,5.72950,5.11360,4.43490,0.39410,0.91580,3.32310,27.08350,2.33190,3.07630,1.74760,2.32920,6.23630,-0.06760,-0.07860
2020-12-31,87.44100,71.43300,16.00800,21.99200,-0.58400,21.99200,-5.98400,-3.22300,-9.20600,0.19200,-9.39800,-9.39800,-9.39800,-3.44700,-5.98400,23.11000,23.11000,-0.43000,-0.43000,4.10510,0.00140,0.00490,18.30840,-6.84350,-6.84350,-10.52820,-10.74780,0.31710,0.80610,4.04330,22.25890,-4.45580,-5.92940,-3.40760,-4.44960,6.29610,-1.5712,-1.5984
2020-09-30,96.65800,78.47300,18.18500,12.52400,-0.18400,12.70800,5.47700,-2.77200,2.70500,0.05400,2.65100,2.65100,1.96900,6.98500,5.47700,20.68800,21.11200,0.09000,0.08000,,,,18.81380,5.66640,5.66640,2.79850,2.03710,,,,,,,,,,-0.3015,-0.3199
2020-06-30,91.20800,73.33300,17.87500,12.83800,-0.08300,12.92100,4.95400,-2.20100,2.75300,0.18600,2.56700,2.56700,1.89300,6.90100,4.95400,20.68800,20.87700,0.08000,0.08000,,,,19.59810,5.43150,5.43150,3.01840,2.07550,,,,,,,,,,0.0175,0.0068
2020-03-31,66.89700,55.33300,11.56400,11.72200,-0.00900,11.73100,-0.16700,-2.78200,-2.94900,0.14400,-3.09300,-3.09300,-3.72700,1.54800,-0.16700,20.68800,20.68800,-0.18000,-0.18000,,,,17.28630,-0.24960,-0.24960,-4.40830,-5.57130,,,,,,,,,,-0.08440,-0.08840
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
