Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,209.21200,66.00500,143.20700,9.20400,-0.18800,99.17600,44.03100,-31.10000,12.93100,,12.93100,11.35600,,11.19800,134.82500,44.03100,152.14000,152.81200,0.07000,0.07000,0.37480,0.59940,21.04610,21.04610,6.18080,5.35250,0.02690,0.25580,0.26130,0.14610,0.15990,29.18100,0.7669,0.4538
2024-06-30,212.97800,70.63400,142.34400,8.90700,-0.15100,104.47300,37.87100,-30.34600,7.52500,,7.52500,7.96100,,7.84000,134.26100,37.87100,152.09500,152.61400,0.05000,0.05000,0.36620,0.57770,17.78160,17.78160,3.53320,3.68110,0.02770,0.17780,0.18180,0.10340,0.11270,29.43020,0.8221,0.4049
2024-03-31,209.24100,71.07500,138.16600,9.21400,-0.14000,95.58400,42.58200,-29.58000,13.00200,,13.00200,13.45100,,13.28800,129.85100,42.58200,151.94500,152.38500,0.09000,0.09000,0.36210,0.56770,20.35070,20.35070,6.21390,6.35060,0.02720,0.29790,0.30510,0.17510,0.19000,29.68980,0.18570,-0.28890
2023-12-31,196.97800,63.28400,133.69400,7.53600,-0.09300,86.99500,46.69900,-28.09700,18.60200,,18.60200,18.38800,,18.78500,127.10500,46.69900,151.71400,152.04000,0.12000,0.12000,0.35080,0.54030,23.70770,23.70770,9.44370,9.53660,0.02580,0.40430,0.41440,0.24090,0.26250,29.96270,0.5976,0.0652
2023-09-30,198.84800,64.83800,134.01000,8.33600,-0.14900,87.97700,46.03300,-27.63100,18.40200,,18.40200,19.49100,,19.36100,126.56600,46.03300,151.77400,152.04800,0.13000,0.13000,0.34570,0.52830,23.14990,23.14990,9.25430,9.73660,0.02620,0.42580,0.43690,0.25700,0.27860,30.15890,0.7664,0.371
2023-06-30,204.32000,67.09900,137.22100,8.02100,-0.15900,88.44900,48.77200,-26.44800,22.32400,,22.32400,23.07700,,22.62100,130.08100,48.77200,151.72100,152.12600,0.15000,0.15000,0.34490,0.52640,23.87040,23.87040,10.92600,11.07140,0.02690,0.50120,0.51480,0.30380,0.32840,30.33650,0.8844,0.4616
2023-03-31,202.72800,71.21300,131.51500,8.43800,-0.20700,84.41500,47.10000,-25.41500,21.68500,,21.68500,22.35600,,22.19600,123.89100,47.10000,151.57900,151.88000,0.15000,0.15000,0.34640,0.53000,23.23310,23.23310,10.69660,10.94870,0.02670,0.48380,0.49780,0.29480,0.31620,30.46290,0.17440,-0.28550
2022-12-31,194.54200,64.64600,129.89600,6.76200,-0.56900,83.19700,46.69910,-23.24000,23.45900,,23.45900,24.21700,0.13200,24.11800,122.78310,46.69900,150.11300,150.41900,0.16000,0.16000,0.33440,0.50240,24.00460,24.00460,12.05860,12.39730,0.02580,0.52110,0.53690,0.32130,0.34690,30.68160,0.6323,0.0896
2022-09-30,195.17000,66.63200,128.53800,6.49800,-0.41800,86.03200,42.50600,-18.61100,23.89500,,23.89500,80.76900,,80.63900,121.43500,42.50600,151.43500,151.69500,0.53000,0.53000,0.32980,0.49210,21.77900,21.77900,12.24320,41.31730,0.02600,1.73110,1.78590,1.07750,1.16020,30.29310,0.7381,0.1601
2022-06-30,185.68000,62.21600,123.46400,6.99600,-0.67700,77.53400,45.93000,-17.07400,28.85600,,28.85600,34.13600,0.02800,34.05200,115.61000,45.93000,148.83700,149.14200,0.23000,0.23000,0.33230,0.49770,24.73610,24.73610,15.54070,18.33910,0.02520,0.73680,0.76180,0.46250,0.49200,30.07760,0.8954,0.2628
