,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-30,2024-09-30,$1.95,$1.95
1,2024-07-24,2024-06-30,$1.86,$1.91
2,2024-04-24,2024-03-31,$1.83,$1.86
3,2024-01-24,2023-12-31,$1.72,$1.84
4,2023-11-01,2023-09-30,$1.76,$1.78
5,2023-07-26,2023-06-30,$1.66,$1.77
6,2023-04-26,2023-03-31,$1.57,$1.65
7,2023-01-25,2022-12-31,$1.50,$1.53
8,2022-11-02,2022-09-30,$1.87,$1.88
9,2022-07-27,2022-06-30,$1.75,$1.86
10,2022-04-27,2022-03-31,$1.71,$1.81
11,2022-01-26,2021-12-31,$1.62,$1.76
12,2021-10-27,2021-09-30,$1.65,$1.69
13,2021-07-28,2021-06-30,$1.58,$1.79
14,2021-04-21,2021-03-31,$1.47,$1.57
15,2021-01-27,2020-12-31,$1.29,$1.47
16,2020-10-28,2020-09-30,$0.86,$1.16
17,2020-07-29,2020-06-30,$0.42,$0.59
18,2020-04-28,2020-03-31,$0.99,$1.29
19,2020-01-29,2019-12-31,$1.14,$1.21
20,2019-10-30,2019-09-30,$1.31,$1.33
21,2019-07-24,2019-06-30,$1.42,$1.50
22,2019-04-24,2019-03-31,$1.27,$1.42
23,2019-01-23,2018-12-31,$1.27,$1.29
24,2018-10-31,2018-09-30,$1.33,$1.35
25,2018-07-25,2018-06-30,$1.37,$1.43
26,2018-04-25,2018-03-31,$1.36,$1.42
27,2018-01-24,2017-12-31,$1.25,$1.40
28,2017-11-01,2017-09-30,$1.16,$1.25
29,2017-07-26,2017-06-30,$1.17,$1.24
30,2017-04-26,2017-03-31,$1.08,$1.19
31,2017-01-25,2016-12-31,$1.00,$1.15
32,2016-11-02,2016-09-30,$1.19,$1.27
33,2016-07-20,2016-06-30,$1.04,$1.08
34,2016-04-20,2016-03-31,$0.89,$0.90
35,2016-01-20,2015-12-31,$0.76,$0.84
36,2015-10-28,2015-09-30,$0.93,$0.90
37,2015-07-22,2015-06-30,$0.88,$0.90
38,2015-04-22,2015-03-31,$0.99,$0.91
39,2015-01-28,2014-12-31,$0.90,$0.98
