Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,108.39700,7.01400,101.38300,8.72200,-1.05900,47.79700,53.58600,-16.60900,36.97700,-0.29100,37.26800,37.26800,35.60800,91.27600,53.58600,187.49600,196.93200,0.19000,0.19000,0.62000,49.43500,49.43500,34.11260,32.84960,0.02060,1.18750,1.33170,0.70810,1.18750,16.64850,0.3401,0.0073
2024-06-30,105.90700,5.30300,100.60400,9.90400,-3.85200,51.16000,49.44400,-12.97600,36.46800,0.53100,35.93700,35.93700,35.32900,86.73600,49.44400,187.43600,196.47000,0.19000,0.19000,0.59400,46.68620,46.68620,34.43400,33.35850,0.02010,1.12390,1.25760,0.68260,1.12390,16.96090,0.3774,-0.777
2024-03-31,105.36600,5.66000,99.70600,9.43200,-26.40000,73.60400,26.10200,42.48300,68.58500,0.40800,68.17700,68.17700,65.11400,63.83900,26.10200,187.29000,196.41700,0.35000,0.35000,0.58860,24.77270,24.77270,65.09220,61.79790,0.02000,2.11880,2.36900,1.29380,2.11880,17.07590,0.36080,1.40620
2023-12-31,105.00000,5.99500,99.00500,9.38300,-29.80100,78.46200,20.54300,-14.01400,6.52900,-0.26800,6.79700,6.79700,6.47800,59.79000,20.54300,186.61700,196.31500,0.03000,0.04000,0.59820,19.56480,19.56480,6.21810,6.16950,0.01990,0.21280,0.23810,0.12900,0.21280,17.02610,0.3089,0.0566
2023-09-30,109.54300,5.70700,103.83600,10.14300,,48.67600,55.16000,-2.91100,52.24900,0.10400,52.14500,52.14500,49.68200,93.62100,55.16000,186.76600,196.37200,0.27000,0.26000,0.57840,50.35470,50.35470,47.69730,45.35390,0.02050,1.59200,1.77620,0.97740,1.59200,17.49050,0.3758,0.5922
2023-06-30,109.35300,4.98800,104.36500,9.48300,,48.51400,55.85100,7.59300,63.44400,0.44800,62.99600,62.99600,60.01400,94.73100,55.85100,186.73300,196.22800,0.32000,0.32000,0.59580,51.07410,51.07410,58.01760,54.88100,0.02040,1.93140,2.15600,1.17350,1.93140,17.41630,0.317,0.3258
2023-03-31,118.99200,5.88600,113.10600,10.41600,-1.47300,53.67300,59.43300,-17.58000,41.85300,0.47900,41.37400,41.37400,39.30400,99.48600,59.43300,186.13000,196.17600,0.21000,0.21000,0.59830,49.94710,49.94710,35.17300,33.03080,0.02230,1.28000,1.43040,0.77540,1.28000,17.26640,0.37910,0.52950
2022-12-31,112.13500,6.39700,105.73800,9.31700,0.00000,54.92300,50.81500,-13.93600,36.87900,0.10600,36.77300,36.77300,34.73200,96.07500,50.81500,169.84000,180.20100,0.20000,0.20000,0.62010,45.31590,45.31590,32.88800,30.97340,0.02050,1.12710,1.25820,0.67380,1.12710,17.52960,0.3519,-1.221
2022-09-30,103.52400,5.63600,97.88800,9.94200,-4.15500,53.49700,44.39100,-15.32600,29.06500,0.35600,28.70900,28.70900,27.10900,83.53700,44.39100,172.57800,182.97100,0.16000,0.16000,0.68250,42.87990,42.87990,28.07560,26.18620,0.01980,0.95440,1.07590,0.54800,0.95440,17.37660,0.4139,-0.6768
2022-06-30,98.01300,4.69600,93.31700,9.28800,-1.38000,46.17900,47.13800,-11.18500,35.95300,0.40100,35.55200,35.55200,33.51600,82.35600,47.13800,169.55500,180.25600,0.20000,0.20000,0.62270,48.09360,48.09360,36.68190,34.19550,0.01970,1.19840,1.35340,0.71400,1.19840,17.24560,0.3153,-0.6005
2022-03-31,93.84100,5.04400,88.79700,8.82800,,43.11800,45.67900,-16.82600,28.85300,0.41200,28.44100,28.44100,26.75800,79.64100,45.67900,163.80900,174.28800,0.16000,0.16000,0.62020,48.67700,48.67700,30.74670,28.51420,0.01930,0.98370,1.11470,0.58610,0.98370,17.13380,0.33910,-0.85240
2021-12-31,92.64200,9.28200,83.36000,8.52600,-0.20700,37.36700,45.99300,-13.31000,32.68300,0.45700,32.22600,32.22600,30.29100,79.56500,45.99300,153.05700,163.97000,0.20000,0.20000,0.61630,49.64600,49.64600,35.27880,32.69680,0.02010,1.17560,1.34200,0.69770,1.17560,16.88070,0.3892,-0.5178
2021-09-30,122.77700,4.84200,117.93500,8.55200,-25.98900,71.22300,46.71200,-15.71700,30.99500,0.47300,30.52200,30.52200,28.69800,83.38000,46.71200,159.22600,169.58700,0.18000,0.18000,0.58450,38.04620,38.04620,25.24500,23.37410,0.02730,1.12370,1.28440,0.67800,1.12370,16.84370,0.4757,-2.4373
2021-06-30,84.75900,4.57200,80.18700,8.65500,,39.88000,40.30700,-17.18600,23.12100,0.30100,22.82000,22.82000,21.21400,71.81200,40.30700,146.11900,157.43000,0.14000,0.14000,0.54690,47.55480,47.55480,27.27850,25.02860,0.01920,0.83790,0.95730,0.51590,0.83790,17.17400,0.2985,0.9965
2021-03-31,82.69800,4.60500,78.09300,10.63300,-2.01200,43.35800,34.73500,-10.36200,24.37300,0.41300,23.96000,23.96000,22.22300,65.59900,34.73500,145.33800,156.72400,0.15000,0.15000,0.60370,42.00220,42.00220,29.47230,26.87250,0.01970,0.96120,1.11290,0.56970,0.96120,17.09520,0.33040,-0.10200
2020-12-31,82.29100,9.97200,72.31900,10.91000,,36.10600,36.21300,-18.73500,17.47800,-0.14100,17.61900,16.26200,16.26200,66.12700,36.21300,143.91600,155.95600,0.11000,0.10000,0.62170,44.00600,44.00600,21.23930,19.76160,0.01930,0.65600,0.76020,0.38190,0.65600,17.02560,0.0702,-0.3116
