Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,25.54000,11.06800,14.47200,5.72200,31.07700,,36.79900,-22.32700,25.78900,3.46200,3.46200,3.46200,3.46200,-18.35900,-22.32700,156.47310,171.56390,0.02000,0.02000,1.73660,,,56.66410,-87.41970,-87.41970,13.55520,13.55520,0.09510,0.59490,0.70110,128.36800,2.26170,2.26170,1.28930,2.26170,0.97210,-0.1162,-0.1107
2024-03-31,21.66800,9.89600,11.77200,6.20500,27.84500,,34.05000,-22.27800,10.63400,-11.64400,-11.64400,-11.64400,-11.64400,-18.80400,-22.27800,153.07670,153.07670,-0.08000,-0.08000,1.77430,,,54.32900,-102.81520,-102.81520,-53.73820,-53.73820,0.07680,0.89910,0.98360,91.50360,-8.22380,-8.22380,-4.12530,-8.22380,0.91140,-0.10510,-0.23350
2023-12-31,21.82100,11.56000,10.26100,6.26200,25.90500,,32.16700,-21.90600,5.06700,-16.83900,-16.89000,-16.89000,-16.89000,-18.75500,-21.90600,149.16800,149.16800,-0.10000,-0.09000,2.14320,,,47.02350,-100.38950,-100.38960,-77.16880,-77.40250,0.07300,1.21590,0.96510,93.25830,-11.54300,-11.54300,-5.65410,-11.54300,0.96700,-0.0274,-0.1926
2023-09-30,20.19100,8.80100,11.39000,6.40900,25.19200,-0.02800,31.62900,-20.23900,26.23800,5.99900,5.99900,5.99900,5.99900,-17.54500,-20.23900,150.20700,173.97600,0.04000,0.03000,2.49910,,,56.41130,-100.23770,-100.23770,29.71130,29.71130,0.06590,1.12460,0.67790,132.76910,3.84270,3.84270,1.95750,3.84270,1.03620,0.0205,-0.0536
2023-06-30,19.82500,12.41200,7.41300,6.39500,24.48700,-0.15700,31.03900,-23.62600,-43.12800,-66.75400,-66.75400,-66.75400,-66.75400,-21.35400,-23.62600,148.88220,148.88220,-0.45000,-0.45000,3.16800,,,37.39220,-119.17280,-119.17280,-336.71620,-336.71620,0.06440,2.46660,0.61200,147.05520,-46.30610,-46.30610,-21.67560,-46.30610,0.96240,-0.0353,-0.1669
2023-03-31,18.58100,13.81600,4.76500,5.38900,21.73000,-0.13700,27.25600,-22.49100,-6.11800,-28.60900,-28.60900,-28.60900,-28.60900,-20.67600,-22.49100,146.43340,146.43340,-0.20000,-0.20000,4.62770,,,25.64450,-121.04300,-121.04300,-153.96910,-153.96910,0.06080,1.56720,0.80240,112.15970,-14.03490,-14.03490,-9.36370,-14.03490,1.37750,-0.02350,-0.11430
2022-12-31,20.88500,20.83100,0.05400,4.82400,21.92100,-0.12300,26.86800,-26.81400,-1.49000,-28.30400,-28.30400,-28.30400,-28.30400,-25.13100,-26.81400,143.85900,143.85900,-0.19000,-0.19000,4.94850,0.07980,0.13080,0.25860,-128.38870,-128.38870,-135.52310,-135.52310,0.06000,2.03090,0.65430,137.55330,-12.46950,-12.46950,-8.13060,-11.47450,1.56320,-0.0378,-0.0652
2022-09-30,16.53000,16.30500,0.22500,5.61600,20.58500,-0.62600,26.82700,-26.60200,7.98700,-18.61500,-18.61500,-18.61500,-18.61500,-25.17000,-26.60200,144.11700,144.11700,-0.13000,-0.13000,6.70450,0.01960,0.03610,1.36120,-160.93160,-160.93160,-112.61340,-112.61340,0.05080,2.42200,0.77980,115.42100,-7.49450,-7.49450,-5.71680,-7.34780,1.71970,-0.116,-0.1563
2022-06-30,9.07000,8.51700,0.55300,4.15600,21.36300,-0.31600,25.83500,-25.28200,-0.40400,-25.68600,-25.68600,-25.68600,-25.68600,-24.01800,-25.28200,143.55200,143.55200,-0.18000,-0.18000,8.69050,0.02240,0.03830,6.09700,-278.74320,-278.74320,-283.19740,-283.19740,0.02720,1.41710,0.74450,120.88970,-9.87140,-9.87140,-7.71230,-9.65060,1.80910,-0.1597,-0.1922
2022-03-31,8.71000,7.81300,0.89700,4.17500,20.48900,-0.09600,24.76000,-23.86300,10.06200,-13.80100,-13.80100,-13.80100,-13.80100,-22.77700,-23.86300,142.87800,142.87800,-0.10000,-0.10000,13.19390,0.02420,0.03550,10.29850,-273.97250,-273.97250,-158.45010,-158.45010,0.02530,1.08800,1.01410,88.74970,-4.92630,-4.92630,-4.01310,-4.80710,1.95470,-0.20600,-0.25280
2021-12-31,6.29200,7.50600,-1.21400,3.18700,15.23100,-0.21300,18.63100,-19.84500,24.88200,5.03700,5.03700,5.03700,5.03700,-18.89800,-19.84500,71.66300,71.66300,2.93000,2.96000,13.60950,0.02660,0.03430,-19.29440,-315.40060,-315.40060,80.05380,80.05400,0.01730,2.59720,0.97140,92.64620,1.73530,1.73530,1.38810,1.68900,2.03350,-0.5158,-0.6755
2021-09-30,8.42400,4.95700,3.46700,3.61200,17.55900,-1.65600,22.82700,-19.36000,40.16700,20.80700,20.80700,20.80700,20.80700,-18.51400,-19.36000,119.74500,153.93600,0.17000,0.14000,16.86340,0.04810,0.05400,41.15620,-229.81960,-229.81960,246.99670,246.99670,0.02200,1.40420,1.14930,78.31200,7.32130,7.32130,5.43670,6.96920,1.99550,1.2578,1.8536
