Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3353.00000,2694.00000,659.00000,28.00000,315.00000,2.00000,347.00000,312.00000,-76.00000,236.00000,43.00000,193.00000,193.00000,,191.00000,456.00000,312.00000,1440.00000,1444.00000,0.13200,0.13200,1.28760,0.64250,1.82920,19.65400,9.30510,9.30510,7.03850,5.69640,0.19830,1.20920,1.69940,52.95850,4.83350,-6.99280,1.14130,1.72800,2.76520,-0.18630,-0.28600
2024-06-30,3535.00000,2781.00000,754.00000,26.00000,329.00000,11.00000,359.00000,395.00000,-77.00000,318.00000,56.00000,262.00000,261.00000,,257.00000,544.00000,395.00000,1439.00000,1441.00000,0.17800,0.17900,1.16520,0.62550,1.69470,21.32960,11.17400,11.17400,8.99580,7.27020,0.21390,1.36930,1.91500,46.99860,6.60260,-9.37840,1.57950,2.47250,2.73750,0.6542,0.5802
2024-03-31,3411.00000,2719.00000,692.00000,25.00000,330.00000,,385.00000,307.00000,-77.00000,230.00000,40.00000,190.00000,189.00000,,187.00000,463.00000,307.00000,1439.00000,1440.00000,0.12900,0.12900,1.28520,0.63770,1.79290,20.28730,9.00030,9.00030,6.74290,5.48230,0.20470,1.30410,1.76280,51.05540,4.71560,-6.79120,1.13450,1.70840,2.77370,0.1042,0.0264
2023-12-31,3251.00000,2630.00000,621.00000,28.00000,299.00000,-28.00000,379.00000,242.00000,-77.00000,165.00000,28.00000,137.00000,136.00000,,134.00000,390.00000,242.00000,1439.00000,1440.00000,0.09300,0.09200,1.24910,0.63520,1.75540,19.10180,7.44390,7.44390,5.07540,4.12180,0.19440,1.22330,1.78630,50.38450,3.37720,-4.79720,0.81310,1.23210,2.78880,0.2521,0.173
2023-09-30,3443.00000,2798.00000,645.00000,27.00000,302.00000,-18.00000,375.00000,270.00000,-76.00000,194.00000,39.00000,155.00000,154.00000,,152.00000,422.00000,270.00000,1439.00000,1439.00000,0.10500,0.10500,1.26970,0.63780,1.79040,18.73370,7.84200,7.84200,5.63460,4.41480,0.20640,1.31120,1.84120,48.88180,3.88500,-5.36960,0.92310,1.40730,2.74520,-0.09380,-0.17720
2023-06-30,3673.00000,2951.00000,722.00000,25.00000,329.00000,15.00000,397.00000,325.00000,-73.00000,252.00000,68.00000,184.00000,184.00000,,180.00000,486.00000,325.00000,1468.00000,1476.00000,0.12400,0.12400,1.18590,0.61930,1.64940,19.65700,8.84840,8.84840,6.86090,4.90060,0.21600,1.33350,1.95890,45.94340,4.49880,-6.57140,1.08220,1.71270,2.82650,0.6314,0.5461
2023-03-31,3667.00000,2994.00000,673.00000,27.00000,317.00000,3.00000,391.00000,282.00000,-69.00000,213.00000,34.00000,179.00000,179.00000,,177.00000,426.00000,282.00000,1470.00000,1476.00000,0.12000,0.11900,1.26770,0.61230,1.62790,18.35290,7.69020,7.69020,5.80860,4.82680,0.21220,1.23720,1.80290,49.92090,4.15510,-6.94340,1.03600,1.61090,2.93060,0.1253,0.0375
2022-12-31,3642.00000,2980.00000,662.00000,24.00000,298.00000,6.00000,103.00000,559.00000,-65.00000,494.00000,33.00000,461.00000,461.00000,,459.00000,692.00000,559.00000,1475.00000,1485.00000,0.30900,0.30700,1.33460,0.60790,1.56470,18.17680,15.34870,15.34870,13.56400,12.60300,0.20840,1.18770,1.84690,48.73150,10.45120,-18.83940,2.63810,4.09740,2.97240,0.2726,0.2093
2022-09-30,3712.00000,3044.00000,668.00000,25.00000,302.00000,2.00000,326.00000,342.00000,-50.00000,292.00000,58.00000,234.00000,234.00000,,232.00000,494.00000,342.00000,1474.00000,1486.00000,0.15600,0.15500,1.27460,0.63370,1.74920,17.99570,9.21340,9.21340,7.86640,6.25000,0.21470,1.17530,1.87100,48.10350,5.88530,-8.15330,1.35320,2.15570,2.67740,-0.17500,-0.27460
2022-06-30,3909.00000,3115.00000,794.00000,24.00000,342.00000,31.00000,542.00000,252.00000,-36.00000,216.00000,104.00000,112.00000,112.00000,,109.00000,398.00000,252.00000,1509.00000,1516.00000,0.07500,0.07200,1.14700,0.60490,1.56730,20.31210,6.44670,6.44670,5.52570,2.78840,0.22430,1.27720,2.02020,44.55100,2.70470,-3.99860,0.64270,1.06860,2.78480,0.6158,0.5228
2022-03-31,3708.00000,2977.00000,731.00000,24.00000,326.00000,-3.00000,362.00000,369.00000,-26.00000,343.00000,72.00000,271.00000,271.00000,,269.00000,517.00000,369.00000,1503.00000,1507.00000,0.17800,0.17800,1.39470,0.61060,1.58380,19.71410,9.95150,9.95150,9.25030,7.25460,0.20610,1.23020,1.77420,50.72820,5.92090,-10.79250,1.50660,2.30560,3.05130,0.1789,0.0994
2021-12-31,3507.00000,2862.00000,645.00000,23.00000,303.00000,13.00000,323.00000,322.00000,-32.00000,290.00000,61.00000,229.00000,229.00000,,225.00000,477.00000,322.00000,1520.00000,1524.00000,0.14800,0.14800,1.25580,0.59170,1.47580,18.39180,9.18160,9.18160,8.26920,6.41570,0.20460,1.25910,1.85650,48.47730,5.06750,-8.80770,1.33620,2.06920,2.99270,0.2849,0.2161
2021-09-30,3420.00000,2770.00000,650.00000,25.00000,313.00000,-8.00000,354.00000,296.00000,-30.00000,266.00000,63.00000,203.00000,203.00000,,202.00000,474.00000,296.00000,1530.00000,1534.00000,0.13100,0.13100,1.31420,0.58100,1.40110,19.00590,8.65500,8.65500,7.77780,5.90640,0.20070,1.31090,1.76470,51.00000,4.31460,-8.21200,1.19100,1.80780,3.07720,-0.07300,-0.16750
2021-06-30,3454.00000,2709.00000,745.00000,26.00000,330.00000,48.00000,380.00000,365.00000,-32.00000,333.00000,74.00000,259.00000,259.00000,,255.00000,516.00000,365.00000,1551.00000,1556.00000,0.16400,0.16400,1.21200,0.56200,1.30450,21.56920,10.56750,10.56750,9.64100,7.38270,0.20100,1.36060,1.85300,48.56980,5.37230,-10.64530,1.50690,2.35300,3.14070,0.5408,0.4691
2021-03-31,3207.00000,2525.00000,682.00000,25.00000,325.00000,17.00000,309.00000,373.00000,-32.00000,341.00000,71.00000,270.00000,270.00000,,267.00000,514.00000,373.00000,1549.00000,1550.00000,0.17300,0.17300,1.29970,0.58000,1.40360,21.26600,11.63080,11.63080,10.63300,8.32550,0.19330,1.34590,1.80680,49.81290,5.73860,-10.53860,1.62730,2.41030,3.05960,0.1166,0.0406
2020-12-31,3103.00000,2452.00000,651.00000,23.00000,308.00000,10.00000,344.00000,307.00000,-30.00000,277.00000,55.00000,222.00000,222.00000,,219.00000,452.00000,307.00000,1560.00000,1570.00000,0.14000,0.13900,1.28140,0.57020,1.33770,20.97970,9.89370,9.89370,8.92680,7.05770,0.18560,1.33040,1.84590,48.75600,4.57920,-8.84810,1.32790,1.96810,3.11270,0.3517,0.2863
2020-09-30,3097.00000,2443.00000,654.00000,26.00000,329.00000,,378.00000,276.00000,-34.00000,242.00000,61.00000,181.00000,200.00000,,198.00000,423.00000,276.00000,1561.00000,1566.00000,0.12700,0.12600,1.27190,0.57280,1.39100,21.11720,8.91190,8.91190,7.81400,6.39330,0.18810,1.36940,1.85120,48.61800,4.21590,-7.72500,1.21470,1.80100,3.03400,-0.07020,-0.14110
2020-06-30,3143.00000,2423.00000,720.00000,23.00000,351.00000,17.00000,410.00000,310.00000,-47.00000,263.00000,64.00000,199.00000,177.00000,,179.00000,467.00000,310.00000,1600.00000,1602.00000,0.11240,0.11200,1.14120,0.56260,1.33010,22.90810,9.86320,9.86320,8.36780,5.69520,0.19120,1.32260,1.94490,46.27430,3.77640,-6.68930,1.07650,1.65190,3.00060,0.5692,0.5207
2020-03-31,3141.00000,2489.00000,652.00000,25.00000,354.00000,18.00000,381.00000,271.00000,-35.00000,236.00000,56.00000,180.00000,183.00000,0.00000,181.00000,439.00000,271.00000,1593.70000,1594.70000,0.11360,0.11400,1.23280,0.56380,1.35790,20.75770,8.62780,8.62780,7.51350,5.76250,0.19130,1.36770,1.81510,49.58450,3.81030,-7.43450,1.11440,1.66190,3.05270,0.083,0.0162
